dist_id,district,model_8_total_funding,model_8_diff_pp,model_8_state_diff_pp,direct_cert_pct,model_8_local_share_total,model_8_diff_total,base_funding,sped_tier_1_funding,sped_tier_2_funding,sped_tier_3_funding,total_sped_funding,ell_funding,ed_funding,gifted_funding,vocational_funding,sparsity_funding,conc_pov_funding,geoid,total_enroll,local_diff_pp,maep_expected_local_total,maep_expected_local_pp,maep_rev_fy24,local_share_expected_total,local_funding_28_mill,local_funding_27_pct,st_per_sq_mile,maep_rev_fy23,maep_fy23_pp,maep_fy24_pp,maep_rev_full_funding_fy24,maep_full_pp_fy24,gr_prek_enroll,gr_k_enroll,gr_1_enroll,gr_2_enroll,gr_3_enroll,gr_4_enroll,gr_5_enroll,gr_6_enroll,gr_7_enroll,gr_8_enroll,gr_9_enroll,gr_10_enroll,gr_11_enroll,gr_12_enroll,totalEnrollment,vocational_enroll,ell_enroll,autism,deaf_blind,developmentally_delayed,emotional_disability,hearing_impaired,intellectual_disability,language_speech_impaired,multiple_disabilities,other_health_impairment,orthopedic_impairment,specific_learning_disability,traumatic_brain_injury,visually_impaired,sped_enroll,assessed_value,local_revenue,shortName,sq_miles,stpov_rate,federal_revenue,total_ada,sped_tier_1_enroll,sped_tier_2_enroll,sped_tier_3_enroll,ada_addon_fy24,teacher_addon_fy24,econ_dis_enroll,stpov_enroll,mill_1_value,mill_1_value_pp,local_share_mills,local_share_pp_mills,local_share_pct,local_share_pp_pct,rev_total_local_state,rev_pp_local_state,local_revenue_total,local_revenue_pp,urbanicity,mpv,mhi,sped_funding,at_risk_funding,cte_funding,local_share_expected_pp,sparsity_weight_adj,conc_pov_weight_adj,conc_pov_adm,gifted_enroll,sparsity_weighted_enroll,model_8_pp_funding,model_8_local_mills_total,model_8_local_pct_total,model_8_local_share_pp,model_8_state_share,model_8_state_share_pp,model_8_local_diff_total,current_local_pp,model_8_local_diff_pp,sped_pp_funding,sped_model_8_pp,sped_pp_diff,at_risk_pp_funding,ed_model_8_pp,ed_pp_diff,cte_pp_funding,cte_model_8_pp,cte_pp_diff
5921,BOONEVILLE,11132674.239,936.6950469341391,936.69504693414,0.1809,1419364.2119999998,1237374.1569999997,8850700,546720,753750,170850,1471320,0,480327.489,22126.75,308200,0,0,2800820,1321,2144.5380681302045,9895300.082,7490.764634367904,8475935.870000001,1419364.2119999998,1419364.2119999998,2520185.3649,191.98868213975783,7346069,5560.990915972748,6416.302702498108,9334019.87,7065.874239212717,39,100,98,99,93,90,113,98,99,102,86,115,84,82,1321,460,0,12,0,15,5,5,15,71,5,53,0,50,5,5,226,50691579,4253175.59,BOONEVILLE,6.880613926181233,0.22,2787017.86,1164.18436,136,90,15,298956.11,710956.76,238.9689,290.62,50691.579,38.37364042392127,7914655.658,5991.412307342922,6813834.505099999,5158.088194625283,11719198,8871,4253175,3219,Town,96200,32016,795434,373889.82572456,116419,1074.4619318697955,0,0,0,66.05,1661.5931699999999,8427.459681302043,1419364.2119999998,3005822.04453,1074.4619318697955,9713310.027,7352.997749432248,-2833811.378,3219.663580620742,-2145.2016487509463,3300.5560165975103,6105.0622406639,2804.50622406639,1564.5961701483332,2010,445.40382985166684,253.08478260869566,670,416.91521739130434
4320,BROOKHAVEN,22071488.132,783.1987767208057,253.94791815931967,0.3909,5959301.79564,2025352.0365999974,17326200,1109520,963125,113900,2186545,38860,2031843.474,43315.50000000001,373860,0,70864.15800000008,2800840,2586,2914.803141763341,20046136.0954,7751.792766976024,15455477.02,4590659.0754,6022839.676,4590659.0754,17.19387533487206,13659606,5282.136890951276,5976.595908739366,17002441.02,6574.803178654292,77,196,201,212,196,158,199,159,169,228,220,189,194,150,2586,558,29,26,0,38,5,5,18,134,5,61,0,104,5,0,399,215101417,12128797.01,BROOKHAVEN,150.4023932728626,0.28,7496815.42,2368.99435,276,115,10,578745.37,1416898.65,1010.8674,724.08,215101.417,83.17920224284609,10979601.344,4245.785515854602,12411781.9446,4799.6063204176335,25588630,9895,12128797,4690,Town,101900,39841,1607701,776720.86168052,280855,1775.1968582366592,0,0.04090000000000005,105.76740000000012,129.3,3294.2519600000005,8534.99154369683,6022839.676,5959301.79564,2304.447716798144,16112186.33636,6230.543826898685,-6169495.21436,4690.176724671307,-2385.729007873163,4009.2294264339153,5452.730673316708,1443.5012468827927,768.3706702585522,2010,1241.6293297414477,503.32437275985666,670,166.67562724014334
0700,CALHOUN COUNTY,18059825.85399513,654.8189374976582,654.8189374976582,0.2712,2855222.244,1362023.389995128,13936000,1189920,678375,113900,1982195,179560,1133832.96,34840,534660,258737.89399512895,0,2800870,2080,1014.296998076923,16697802.464000002,8027.789646153847,13842580.22,2855222.244,2855222.244,4110825.3894000007,3.546505165434119,12223903,5876.876442307693,6655.08664423077,15225279.22,7319.845778846154,86,150,158,134,149,139,155,151,164,138,169,166,150,130,2080,798,134,19,0,47,5,5,14,131,5,33,5,118,5,0,382,101972223,4965747.48,CALHOUN COU,586.492871989203,0.324,7455794.86,1911.48889,296,81,10,464211.75,1347776.47,564.096,673.9200000000001,101972.223,49.02510721153846,12370056.976,5947.142776923077,11114453.8306,5343.487418557693,16996339,8171,4965747,2387,Rural,70500,37263,1368363,637279.4525084,489806,1372.703001923077,0.01453494834565881,0,0,104,2656.8788,8682.608583651505,2855222.244,4876152.980578685,1372.703001923077,15204603.60999513,7309.905581728428,-2110525.2360000005,2387.3785961538465,-1014.6755942307695,3535.8217054263564,5121.950904392765,1586.1291989664082,1129.7358118270647,2010,880.2641881729353,613.7919799498746,670,56.208020050125356
4520,CANTON,27923960.643999998,1327.1496650347426,661.2327606190775,0.4863,7539469.37388,4201755.839499999,21212200,651240,1373500,182240,2206980,412720,3094647.858,53030.50000000001,655260,0,289122.2860000001,2800900,3166,3509.5304944725203,23722204.8045,7492.800001421353,18291028.35,5431176.4545,8080929.304,5431176.4545,16.883714589148912,15486257,4891.426721415035,5777.3304958938725,20115468.35,6353.590761212886,94,231,245,237,260,182,252,240,253,259,252,258,167,168,3166,978,308,38,0,13,13,5,27,57,11,76,5,92,5,0,335,288604618,16544485.96,CANTON,187.51797676293188,0.312,11363603.64,2751.11876,162,164,16,718289.38,1698647.97,1539.6258,987.792,288604.618,91.15749147188882,12034539.045999996,3801.180999999998,14684291.895499997,4638.121255685406,32418576,10239,16544485,5225,Rural,153400,41939,1661921,897744.97433396,393681,1715.4695055274794,0,0.13630000000000003,431.5258000000001,158.3,4167.755319999999,8819.949666456096,8080929.3040000005,7539469.37388,2381.3864099431457,20384491.27012,6438.56325651295,-9005016.586120002,5225.674655716994,-2844.288245773848,4859.418128654971,6453.1578947368425,1593.7397660818715,583.092966053154,2010,1426.907033946846,402.5368098159509,670,267.4631901840491
0800,CARROLL COUNTY,7319495.434218691,980.9358215139009,383.97130059583105,0.4275,1976263.7672390465,789653.3363186903,5393500,377880,318250,56950,753080,44220,691716.375,13483.75,119260,262435.6842186904,41799.62500000001,2800930,805,1739.9784746583848,6529842.0979,8111.605090559006,5034134.7700000005,1495707.3279,2510623.22,1495707.3279,1.281231936307605,4615780,5733.888198757764,6253.583565217392,5539656.7700000005,6881.561204968944,20,54,53,50,69,56,54,53,61,79,83,63,47,46,805,178,33,5,0,5,5,5,5,37,5,18,0,52,0,0,137,89665115,2896775.33,CARROLL COU,628.3015410308437,0.221,3245091.3,738.583333,94,38,5,180916.36,454766.41,344.1375,177.905,89665.115,111.38523602484472,3029033.5500000003,3762.774596273293,4043949.4421000006,5023.53967962733,7295227,9062,2896775,3598,Rural,99000,46052,662293,248772.6821638,99740,1858.0215253416152,0.03718768063692395,0.07750000000000001,62.38750000000001,40.25,1053.2925,9092.540912072907,2510623.22,1976263.7672390465,2454.9860462596853,5343231.666979644,6637.554865813223,-920511.5627609536,3598.4786708074535,-1143.4926245477682,4834.255474452555,5496.934306569343,662.6788321167878,722.8874567979369,2010,1287.112543202063,560.3370786516854,670,109.66292134831463
0911,CHICKASAW COUNTY CONSOL,19131745.882,930.2055185185172,930.20551851851906,0.3313,2218984.404,2059475.0179999992,14833800,860280,1189250,113900,2163430,61640,1474331.382,37084.5,561460,0,0,2800200,2214,1018.7486883468836,17072270.864,7711.052784101174,14853286.46,2218984.404,2218984.404,4417524.3942,5.496836147575836,12877302,5816.306233062331,6708.801472448057,16361201.46,7389.883224932249,59,194,183,174,154,146,134,150,152,171,195,168,150,126,2214,838,46,23,0,28,12,5,25,109,5,72,5,77,0,5,362,79249443,4476040.07,CHICKASAW C,402.7771504479714,0.264,5634791.05,1955.66111,214,142,10,492494.54,1240723.92,733.4982,584.496,79249.443,35.79468970189702,14142217.055999998,6387.631913279132,11943677.0658,5394.614754200542,17596108,7947,4476040,2021,NA,NA,NA,1520243,646341.7612634,378375,1002.2513116531164,0,0,0,110.7,2855.48446,8641.258302619692,2218984.404,5165571.38814,1002.2513116531165,16912761.478,7639.006990966576,-2257055.666,2021.6983152664861,-1019.4470036133696,4153.669398907104,5911.0109289617485,1757.3415300546449,881.1770243790645,2010,1128.8229756209355,451.5214797136038,670,218.4785202863962
1000,CHOCTAW COUNTY,10905849.87225504,146.02170760572335,-254.0671245966032,0.2318,2944579.465508861,179606.7003550399,8241000,707520,887750,0,1595270,6700,573079.14,20602.5,249240,219958.23225503982,0,2800990,1230,7003.121787073171,10726243.1719,8720.52290398374,8273772.970000001,2452470.2019,7774436.208,2452470.2019,2.941601509118056,6945544,5646.783739837399,6726.644691056911,9083222.97,7384.73412195122,65,91,105,89,96,83,92,103,88,95,99,86,65,62,1230,372,5,14,0,16,5,0,5,79,0,82,0,81,0,0,280,277658436,11067317.21,CHOCTAW COU,418.1395733539638,0.29600000000000004,4353851.68,1098.55556,176,106,0,269270.86,961634.11,285.11400000000003,364.08,277658.436,225.7385658536585,1308786.762000001,1064.0542780487813,6630752.768100001,5390.855909024391,18110185,14723,11067317,8997,Rural,81400,36777,1236373,356057.88722324,239967,1993.8782129268295,0.02058398490881944,0,0,61.5,1594.9092,8866.544611589463,7774436.208,2944579.465508861,2393.9670451291554,7961270.406746179,6472.577566460308,-8122737.744491139,8997.8188699187,-6603.8518247895445,4384.301418439716,5656.985815602837,1272.6843971631206,1248.8263895257335,2009.9999999999998,761.1736104742663,645.0725806451613,670,24.927419354838662
1100,CLAIBORNE COUNTY,11409984.855638538,1452.0843128270526,1452.0843128270517,0.5606,2184837.452,1725076.1636385377,7959600,317580,745375,182240,1245195,0,1338645.528,19899.000000000004,393960,285056.15163853543,167629.176,2801020,1188,2615.9112356902356,9684908.692,8152.280043771044,7500071.24,2184837.452,2184837.452,2230544.3148000003,2.437681092409674,6431257,5413.5159932659935,6313.19127946128,8261275.24,6953.935387205387,39,75,91,87,90,61,83,80,97,93,96,109,73,81,1188,588,0,5,0,5,5,5,15,30,11,59,0,44,0,5,179,78029909,5292737.7,CLAIBORNE C,487.34840816509313,0.398,3868931.62,1017.72881,79,89,16,267400.93,609582.31,665.9928,472.824,78029.909,65.68174158249158,6076437.788000001,5114.846622895623,6030730.9252,5076.372832659933,11915825,10030,5292737,4455,Rural,67500,29338,835413,360442.7020964,371360,1839.0887643097644,0.02562318907590326,0.2106,250.1928,59.400000000000006,1660.43712,9604.364356598096,2184837.452,3080695.911022405,1839.0887643097644,9225147.403638538,7765.275592288332,-3107900.248,4455.166414141414,-2616.0776498316495,4540.288043478261,6767.364130434783,2227.076086956522,541.2111093339148,2010,1468.788890666085,631.5646258503401,670,38.43537414965988
1420,CLARKSDALE,18899943.972,1521.91917374882,1521.91917374882,0.5653,2017222.312,3223424.8099999987,14190600,458280,854250,227800,1540330,36180,2406583.854,35476.5,385250,0,305523.6180000001,2801050,2118,1427.5815335221907,15676519.162,7401.567120868744,13659296.85,2017222.312,2017222.312,4062293.8695,112.71631676836104,11613241,5483.116619452314,6449.148654390935,15045532.85,7103.651015108593,75,173,167,153,179,121,110,183,110,167,190,164,149,133,2118,575,27,17,5,30,15,0,41,52,5,24,5,32,5,5,220,72043654,5040967.68,CLARKSDALE,18.79053592881872,0.516,14527676.69,1745.65093,114,102,20,471224.01,1126703.84,1197.3054,1092.888,72043.654,34.014945231350325,13028310.538,6151.232548630783,10983238.9805,5185.665241029273,17102336,8074,5040967,2380,Town,65400,30223,1470046,616231.62508296,213402,952.4184664778091,0,0.21530000000000005,456.0054000000001,105.9,2820.88716,8923.486294617564,2017222.312,5102984.87244,952.4184664778093,16882721.66,7971.067828139755,-3023745.368,2380.0602832861186,-1427.6418168083094,6229.0084745762715,6526.822033898305,297.81355932203314,514.6820728303405,2010,1495.3179271696595,371.1339130434783,670,298.8660869565217
1425,CLARKSDALE COLLEGIATE,5059116.399999999,970.0277227163979,970.0277227163979,0.5208,486685.83637016045,582016.6336298389,4020000,164820,167500,0,332320,0,628084.8,10050,0,0,68661.60000000002,.,600,NA,4477099.7663701605,7461.832943950268,3990413.93,486685.83637016045,486685.83637016045,1194037.9911000002,Inf,3152814,5254.69,6650.6898833333335,4422362.930000001,7370.604883333334,0,69,73,78,76,5,70,75,0,0,0,0,0,0,511,0,0,5,0,5,5,0,5,21,0,5,0,15,0,0,58,17381637.013220016,396211,CLARKSDALE C,0,0.516,1251932,416.883333,41,20,0,118507.23,113604.7,312.48,309.6,17381.637013220017,28.96939502203336,3935677.09362984,6559.4618227164,3228324.9389000004,5380.541564833334,NA,NA,NA,NA,NA,NA,NA,68371,187836.37553092,0,811.1430606169341,0,0.17080000000000006,102.48000000000003,30,755.0920000000001,8431.860666666666,486685.83637016045,1365961.4279999998,811.1430606169341,4572430.563629839,7620.717606049731,90474.83637016045,660.3516666666667,150.79139395026743,1120.8360655737704,5447.868852459016,4327.0327868852455,601.1148730508191,2010,1408.8851269491809,NA,NA,NA
