dist_id,district,total_enroll,model_5_total_funding,model_5_pp_funding,model_5_diff_total,model_5_diff_pp,model_5_state_share,model_5_state_share_pp,model_5_local_diff_total,model_5_local_share_total,model_5_local_share_pp,base_funding,sped_tier_1_funding,sped_tier_2_funding,sped_tier_3_funding,total_sped_funding,ell_funding,ed_funding,gifted_funding,vocational_funding,sparsity_funding,sped_pp_diff,ed_pp_diff,ell_enroll,gifted_enroll,econ_dis_enroll,stpov_enroll,sped_tier_1_enroll,sped_tier_2_enroll,sped_tier_3_enroll,maep_expected_local_total,maep_expected_local_pp,maep_rev_fy24,local_share_expected_total,local_funding_28_mill,local_funding_27_pct,maep_rev_fy23,maep_fy23_pp,maep_fy24_pp,maep_rev_full_funding_fy24,maep_full_pp_fy24,direct_cert_pct,vocational_enroll,assessed_value,stpov_rate,mill_1_value,mill_1_value_pp,local_share_mills,local_share_pp_mills,local_share_pct,sped_funding,at_risk_funding,cte_funding,local_share_expected_pp,sparsity_weight_adj,model_5_local_mills_total,cte_pp_funding,cte_model_5_pp,cte_pp_diff
1400,COAHOMA COUNTY,988,7829926.062168643,7925.026378713202,372407.682168643,376.9308523974123,5715846.025383109,5785.269256460637,-3544593.263214466,2114080.0367855337,2139.7571222525644,5829200,378780,435125,150450,964355,0,622791.7280000001,14573.000000000002,215350,183656.33416864276,-156.98342541436523,594.5527791288803,0,49.400000000000006,527.7896000000001,434.72,107,59,15,7457518.38,7548.095526315789,5732004,1725514.38,4089162.924,1725514.38,6170910,6245.86032388664,5801.6234817813765,6390794,6468.414979757085,0.5342,365,146041533,0.44,146041.533,147.81531680161942,2301631.0760000004,2329.5861093117414,4665279.62,992769,308992.95452468,107670,1746.472044534413,0.03150626744126857,4089162.9239999996,294.986301369863,590,295.013698630137
8111,COFFEEVILLE,417,3263755.055261465,7826.750732041882,122431.02526146453,293.59958096274477,2382541.190340869,5713.528034390573,-1108524.0650794045,881213.8649205955,2113.2226976513084,2460300,145140,184375,50150,379665,0,247850.622,6150.75,77290,92498.68326146471,1010.5070422535218,621.90136492288,0,20.85,210.0429,146.36700000000002,41,25,5,3141324.0300000003,7533.151151079137,2414487,726837.03,1406185.228,726837.03,2336671,5603.52757793765,5790.136690647482,2691989,6455.6091127098325,0.5037,131,50220901,0.35100000000000003,50220.901,120.43381534772182,1285803.772,3083.4622829736213,1965151.97,307919,117224.65579764,57880,1743.0144604316547,0.0375965058169592,1406185.228,441.8320610687023,590,148.16793893129773
4620,COLUMBIA,1646,12576139.572,7640.425013365735,523634.284,318.1253244228428,10153158.284,6168.382918590522,-3780341.9319999996,2422981.288,1472.0420947752127,9711400,743400,1121000,50150,1914550,5900,626191.072,24278.500000000004,293820,0,1248.727520435967,313.4820645871338,5,82.30000000000001,530.6704000000001,490.508,210,152,5,12052505.288,7322.299688942892,9629524,2422981.288,2422981.288,2898791.2800000003,9044947,5495.107533414338,5850.25759416768,10736264,6522.6391251518835,0.3224,498,86535046,0.298,86535.046,52.5729319562576,8313282.711999999,5050.597030376671,7837472.72,1456267,459835.41939272,79052,1472.0420947752127,0,2422981.288,158.73895582329317,590,431.26104417670683
4420,COLUMBUS,3090,23870552.76,7725.0979805825245,2667928.030000001,863.4071294498381,17711695.524,5731.940299029126,-7175253.853999999,6158857.2360000005,1993.157681553398,18231000,885000,1858500,150450,2893950,53100,1995565.26,45577.5,651360,0,1003.6634429400383,624.6073509376598,45,154.5,1691.157,1016.61,250,252,15,21202624.73,6861.6908511326865,16296779,4905845.73,6158857.2360000005,4905845.73,16151073,5226.884466019417,5274.038511326861,18169799,5880.193851132686,0.5473,1104,219959187,0.32899999999999996,219959.187,71.18420291262136,12010941.764,3887.036169579288,13263953.27,2375056,939256.16621032,337991,1587.6523398058257,0,6158857.2360000005,306.151268115942,590,283.848731884058
1500,COPIAH COUNTY,2205,16336765.416691998,7408.963907796824,384417.68469199724,174.33908602811607,12653150.684692,5738.390333193651,-1258196.4280000003,3683614.732,1670.5735746031746,13009500,771720,870250,170510,1812480,121540,1024107.8400000001,32523.75,328040,8573.826691998036,931.3116147308783,405.9664800504213,103,110.25,867.888,544.635,218,118,17,15952347.732,7234.624821768708,12268733,3683614.732,3683614.732,3693276.54,12820619,5814.339682539682,5564.051247165533,13678802,6203.538321995465,0.3936,556,131557669,0.247,131557.669,59.66334195011338,9995187.268,4532.96474739229,9985525.46,1483727,671774.403562,137076,1670.5735746031746,6.590435214264989e-4,3683614.732,246.53956834532374,590,343.46043165467626
0220,CORINTH,2490,18155931.94,7291.538931726908,2533812.712000001,1017.5954666666676,15025471.712000001,6034.32598875502,-3571735.512,3130460.228,1257.2129429718875,14691000,775260,708000,150450,1633710,272580,952564.44,36727.5,569350,0,981.7030303030306,274.31986559479117,231,124.5,807.2579999999999,672.3000000000001,219,96,15,15622119.228,6273.943465060241,12491659,3130460.228,3130460.228,3760384.23,12920052,5188.775903614458,5016.730522088354,13927349,5593.3128514056225,0.3242,965,111802151,0.27,111802.151,44.900462248995986,10796888.772,4336.0999084337345,10166964.77,1309748,731117.53393968,149433,1257.2129429718875,0,3130460.228,154.85284974093264,590,435.14715025906736
1600,COVINGTON COUNTY,2609,19729806.382,7562.210188577999,798698.3819999993,306.1319977002686,14402758.658859998,5520.413437661939,-4972023.956860001,5327047.72314,2041.7967509160599,15393100,1699200,966125,50150,2715475,71980,1180958.632,38482.75000000001,329810,0,-348.7743506493507,419.0987021284308,61,130.45000000000002,1000.8124,746.1740000000001,480,131,5,18931108,7256.078190877731,14550844,4380264,8160987.716,4380264,14578892,5587.923342276735,5577.172863165964,16223200,6218.167880413952,0.3836,559,291463847,0.28600000000000003,291463.847,111.7147746262936,8062212.284,3090.154190877731,11842936,2930320,761519.45408596,323221,1678.9053277117669,0,8160987.716,578.2128801431127,590,11.78711985688733
1700,DESOTO COUNTY,35003,249406944.06,7125.301947261663,15074675.939999998,430.6681124475044,190776275.292,5450.283555466674,-62543616.971999995,58630668.768,1675.018391794989,206517700,9696060,17869625,1333990,28899675,1849060,7290074.81,516294.25,4334140,0,570.7261567516525,-450.9926472984307,1567,1750.15,6178.0295,4445.381,2739,2423,133,234332268.12,6694.633834814159,180112662,54219606.120000005,58630668.768,54219606.120000005,181119369,5174.395594663315,5145.635002714053,200813356,5737.032711481873,0.1765,7346,2093952456,0.127,2093952.456,59.82208542124961,142182687.232,4062.014319686884,146593749.88,25877680,10076320.6892928,1562060,1548.9988321001058,0,58630668.768,212.64089300299483,590,377.35910699700514
6811,E. TALLAHATCHIE,853,6338340.682206939,7430.645582892073,196957.5522069391,230.89982673732538,4787031.622206939,5611.994867768979,-1035720.1000000003,1551309.0599999998,1818.6507151230946,5032700,247800,265500,50150,563450,0,405937.582,12581.750000000002,188800,134871.3502069383,-754.9279279279281,410.9677495571268,0,42.650000000000006,344.0149,367.643,70,36,5,6141383.13,7199.745756154748,4720395,1420988.13,1551309.0599999998,1420988.13,4785661,5610.388042203986,5533.874560375147,5262919,6169.893317702227,0.4033,320,55403895,0.431,55403.895,64.95181125439625,3711609.94,4351.242602579133,3841930.87,647247,264558.55273288,59279,1665.8711957796015,0.02679900455162007,1551309.0599999998,185.246875,590,404.753125
3111,EAST JASPER,755,5746740.782226274,7611.577195001687,109322.71222627349,144.7982943394345,4195120.77102518,5556.451352351231,-4256546.708798906,1551620.0112010941,2055.125842650456,4454500,205320,442500,50150,697970,5900,331236.62,11136.25,125080,120917.91222627334,476.9837398373984,357.29483677944063,5,37.75,280.709,224.235,58,60,5,5637418.07,7466.7789006622525,4333037,1304381.07,2451217.468,1304381.07,3672371,4864.067549668875,5739.121854304636,4831041,6398.729801324504,0.3718,212,87543481,0.297,87543.481,115.95163046357617,2379823.532,3152.084148344371,3526659.9299999997,639301,230940.74366248,43920,1727.657046357616,0.027145114429514724,2451217.468,207.16981132075472,590,382.8301886792453
1211,ENTERPRISE,955,6880948.75,7205.181937172775,277791.6799999997,290.88134031413574,5096161.494,5336.294758115183,-1905921.244,1784787.256,1868.8871790575918,5634500,279660,590000,50150,919810,0,140862.5,14086.25,171690,0,1461.042682926829,-1104.7641424475814,0,47.75,119.375,138.475,79,80,5,6603157.07,6914.300596858639,5075324,1527833.07,1784787.256,1527833.07,4969352,5203.509947643979,5314.475392670157,5658641,5925.278534031414,0.125,291,63742402,0.145,63742.402,66.74597068062828,3873853.744,4056.3913549738218,4130807.93,680199,272743.71950468,123212,1599.8252041884818,0,1784787.256,423.40893470790377,590,166.59106529209623
6220,FOREST SEPARATE,1645,12154280.25,7388.620212765957,1195145.7200000007,726.5323525835856,9487400.146,5767.416502127659,-3086333.5860000006,2666880.104,1621.2037106382977,9705500,665520,435125,100300,1200945,601800,514391.5,24263.75,107380,0,729.9455252918287,70.83264844888458,510,82.25,435.925,463.88999999999993,188,59,10,10959134.53,6662.0878601823715,8423419,2535715.5300000003,2666880.104,2535715.5300000003,8395131,5103.423100303951,5120.619452887538,9391539,5709.142249240122,0.265,182,95245718,0.282,95245.718,57.90013252279635,6724658.896,4087.938538601823,6855823.47,1013349,483513.77772492,26415,1541.468407294833,0,2666880.104,145.13736263736263,590,444.8626373626374
1800,FORREST COUNTY,2129,15944007.662,7488.96555284171,1007529.6520000007,473.24079473931397,11639125.593260001,5466.944853574449,-4832217.291259999,4304882.06874,2022.0206992672615,12561100,973500,966125,100300,2039925,119180,853149.912,31402.75,339250,0,398.9495192307695,306.65878753618904,101,106.45,723.0084,536.508,275,131,10,14936478.01,7015.724758102396,11480488,3455990.01,5323374.588,3455990.01,11758426,5522.980742132457,5392.432127759512,12799963,6012.1949271958665,0.3396,575,190120521,0.252,190120.521,89.30038562705496,7476588.412,3511.7841296383276,9343972.99,1873962,631433.0326775201,233371,1623.2926303428842,0,5323374.588,405.86260869565217,590,184.13739130434783
1900,FRANKLIN COUNTY,1211,9326355.142041124,7701.366756433628,-30586.96995887533,-25.257613508568284,7374076.030041125,6089.245276664843,-1490332.3180000002,1952279.112,1612.121479768786,7144900,672600,641625,100300,1414525,0,367676.55399999995,17862.25,177590,203801.33804112542,635.547038327526,60.742236088093705,0,60.550000000000004,311.59029999999996,380.254,190,87,10,9356942.112,7726.624369942197,7404663,1952279.112,1952279.112,2229037.6500000004,7162297,5914.365813377374,6114.50289017341,8255695,6817.254335260116,0.2573,301,69724254,0.314,69724.254,57.5757671345995,6303415.888,5205.13285549133,6026657.35,1232123,348749.86243464,275179,1612.121479768786,0.028524029453333904,1952279.112,914.2159468438538,590,-324.21594684385377
2000,GEORGE COUNTY,4165,30108479.98,7228.926765906363,2291941.9000000022,550.2861704681882,24746637.9,5941.5697238895555,-4582610.529999999,5361842.08,1287.3570420168066,24573500,1681500,1585625,150450,3417575,64900,1183951.23,61433.75,807120,0,1136.2326241134751,-9.600108276596075,55,208.25,1003.3485,837.1650000000001,475,215,15,27816538.08,6678.640595438174,22454696,5361842.08,5361842.08,6759573.390000001,22230598,5337.478511404562,5391.283553421368,25035457,6010.914045618248,0.2409,1368,191494360,0.201,191494.36,45.977037214885954,19673614.92,4723.557003601441,18275883.61,2616531,1193583.48423916,534023,1287.3570420168066,0,5361842.08,390.3676900584795,590,199.63230994152048
2100,GREENE COUNTY,1640,12048535.537802747,7346.668010855333,-227548.7021972537,-138.74920865686272,8795430.942596005,5363.067647924394,-3382542.9747932586,3253104.5952067417,1983.60036293094,9676000,534540,494125,100300,1128965,5900,502184.39999999997,24190,450170,261126.13780274702,-132.43421052631584,40.43662135758268,5,82,425.58,383.76,151,67,10,12276084.24,7485.4172195121955,9435654,2840430.24,3571711.892,2840430.24,9199826,5609.65,5753.44756097561,10520112,6414.7024390243905,0.2595,763,127561139,0.234,127561.139,77.78118231707317,6948400.108,4236.829334146341,7679681.76,1159160,484975.38268264,433484,1731.9696585365857,0.026986992331825856,3571711.892,568.1310615989515,590,21.868938401048467
