dist_id,district,model_4_total_funding,model_4_pp_funding,model_4_diff_pp,model_4_local_share_total,model_4_diff_total,base_funding,sped_tier_1_funding,sped_tier_2_funding,sped_tier_3_funding,total_sped_funding,ell_funding,ed_funding,gifted_funding,vocational_funding,sparsity_funding,conc_pov_funding,geoid,total_enroll,local_diff_pp,maep_expected_local_total,maep_expected_local_pp,maep_rev_fy24,local_share_expected_total,local_funding_28_mill,local_funding_27_pct,st_per_sq_mile,maep_rev_fy23,maep_fy23_pp,maep_fy24_pp,maep_rev_full_funding_fy24,maep_full_pp_fy24,gr_prek_enroll,gr_k_enroll,gr_1_enroll,gr_2_enroll,gr_3_enroll,gr_4_enroll,gr_5_enroll,gr_6_enroll,gr_7_enroll,gr_8_enroll,gr_9_enroll,gr_10_enroll,gr_11_enroll,gr_12_enroll,totalEnrollment,direct_cert_pct,vocational_enroll,ell_enroll,autism,deaf_blind,developmentally_delayed,emotional_disability,hearing_impaired,intellectual_disability,language_speech_impaired,multiple_disabilities,other_health_impairment,orthopedic_impairment,specific_learning_disability,traumatic_brain_injury,visually_impaired,sped_enroll,assessed_value,local_revenue,shortName,sq_miles,stpov_rate,federal_revenue,total_ada,sped_tier_1_enroll,sped_tier_2_enroll,sped_tier_3_enroll,ada_addon_fy24,teacher_addon_fy24,econ_dis_enroll,stpov_enroll,mill_1_value,mill_1_value_pp,local_share_mills,local_share_pp_mills,local_share_pct,local_share_pp_pct,rev_total_local_state,rev_pp_local_state,local_revenue_total,local_revenue_pp,urbanicity,mpv,mhi,sped_funding,at_risk_funding,cte_funding,local_share_expected_pp,sparsity_weight_adj,conc_pov_weight_adj,conc_pov_adm,gifted_enroll,sparsity_weighted_enroll,model_4_local_mills_total,model_4_local_pct_total,model_4_local_share_pp,model_4_state_share,model_4_state_share_pp,model_4_local_diff_total,current_local_pp,model_4_local_diff_pp,sped_pp_funding,sped_model_4_pp,sped_pp_diff,at_risk_pp_funding,ed_model_4_pp,ed_pp_diff,cte_pp_funding,cte_model_4_pp,cte_pp_diff
5921,BOONEVILLE,10551116.6295,7987.2192501892505,496.4546158213461,1419364.2119999998,655816.5474999994,8388350,518160,714375,161925,1394460,0,455235.7545,20970.875,292100,0,0,2800820,1321,2144.5380681302045,9895300.082,7490.764634367904,8475935.870000001,1419364.2119999998,1419364.2119999998,2520185.3649,191.98868213975783,7346069,5560.990915972748,6416.302702498108,9334019.87,7065.874239212717,39,100,98,99,93,90,113,98,99,102,86,115,84,82,1321,0.1809,460,0,12,0,15,5,5,15,71,5,53,0,50,5,5,226,50691579,4253175.59,BOONEVILLE,6.880613926181233,0.22,2787017.86,1164.18436,136,90,15,298956.11,710956.76,238.9689,290.62,50691.579,38.37364042392127,7914655.658,5991.412307342922,6813834.505099999,5158.088194625283,11719198,8871,4253175,3219,Town,96200,32016,795434,373889.82572456,116419,1074.4619318697955,0,0,0,66.05,1661.5931699999999,1419364.2119999998,2848801.489965,1074.4619318697955,9131752.4175,6912.757318319455,-2833811.378,3219.663580620742,-2145.2016487509463,3300.5560165975103,5786.1410788381745,2485.5850622406642,1564.5961701483332,1905,340.40382985166684,253.08478260869566,635,381.91521739130434
4320,BROOKHAVEN,20918499.946,8089.133776488785,337.34100951276105,5647994.98542,872363.8505999967,16421100,1051560,912812.5,107950,2072322.5,36830,1925702.3969999999,41052.75,354330,0,67162.29900000009,2800840,2586,2914.803141763341,20046136.0954,7751.792766976024,15455477.02,4590659.0754,6022839.676,4590659.0754,17.19387533487206,13659606,5282.136890951276,5976.595908739366,17002441.02,6574.803178654292,77,196,201,212,196,158,199,159,169,228,220,189,194,150,2586,0.3909,558,29,26,0,38,5,5,18,134,5,61,0,104,5,0,399,215101417,12128797.01,BROOKHAVEN,150.4023932728626,0.28,7496815.42,2368.99435,276,115,10,578745.37,1416898.65,1010.8674,724.08,215101.417,83.17920224284609,10979601.344,4245.785515854602,12411781.9446,4799.6063204176335,25588630,9895,12128797,4690,Town,101900,39841,1607701,776720.86168052,280855,1775.1968582366592,0,0.04090000000000005,105.76740000000012,129.3,3294.2519600000005,6022839.676,5647994.98542,2184.0661196519723,15270504.960579999,5905.0676568368135,-6480802.02458,4690.176724671307,-2506.110605019335,4009.2294264339153,5167.8865336658355,1158.6571072319202,768.3706702585522,1905,1136.6293297414477,503.32437275985666,635,131.67562724014334
0700,CALHOUN COUNTY,17116402.115353595,8229.039478535382,201.24983238153527,2855222.244,418599.6513535939,13208000,1127760,642937.5,107950,1878647.5,170180,1074602.8800000001,33020,506730,245221.73535359238,0,2800870,2080,1014.296998076923,16697802.464000002,8027.789646153847,13842580.22,2855222.244,2855222.244,4110825.3894000007,3.546505165434119,12223903,5876.876442307693,6655.08664423077,15225279.22,7319.845778846154,86,150,158,134,149,139,155,151,164,138,169,166,150,130,2080,0.2712,798,134,19,0,47,5,5,14,131,5,33,5,118,5,0,382,101972223,4965747.48,CALHOUN COU,586.492871989203,0.324,7455794.86,1911.48889,296,81,10,464211.75,1347776.47,564.096,673.9200000000001,101972.223,49.02510721153846,12370056.976,5947.142776923077,11114453.8306,5343.487418557693,16996339,8171,4965747,2387,Rural,70500,37263,1368363,637279.4525084,489806,1372.703001923077,0.01453494834565881,0,0,104,2656.8788,2855222.244,4621428.571145471,1372.703001923077,14261179.871353596,6856.336476612306,-2110525.2360000005,2387.3785961538465,-1014.6755942307695,3535.8217054263564,4854.386304909561,1318.5645994832043,1129.7358118270647,1905.0000000000002,775.2641881729355,613.7919799498746,635,21.208020050125356
4520,CANTON,26465246.282,8359.206027163615,866.4060257422616,7145616.496140001,2743041.477500003,20104100,617220,1301750,172720,2091690,391160,2932987.149,50260.25,621030,0,274018.8830000001,2800900,3166,3509.5304944725203,23722204.8045,7492.800001421353,18291028.35,5431176.4545,8080929.304,5431176.4545,16.883714589148912,15486257,4891.426721415035,5777.3304958938725,20115468.35,6353.590761212886,94,231,245,237,260,182,252,240,253,259,252,258,167,168,3166,0.4863,978,308,38,0,13,13,5,27,57,11,76,5,92,5,0,335,288604618,16544485.96,CANTON,187.51797676293188,0.312,11363603.64,2751.11876,162,164,16,718289.38,1698647.97,1539.6258,987.792,288604.618,91.15749147188882,12034539.045999996,3801.180999999998,14684291.895499997,4638.121255685406,32418576,10239,16544485,5225,Rural,153400,41939,1661921,897744.97433396,393681,1715.4695055274794,0,0.13630000000000003,431.5258000000001,158.3,4167.755319999999,8080929.3040000005,7145616.496140001,2256.985627334176,19319629.785860002,6102.220399829438,-9398869.46386,5225.674655716994,-2968.6890283828175,4859.418128654971,6116.0526315789475,1256.6345029239765,583.092966053154,1905,1321.907033946846,402.5368098159509,635,232.4631901840491
0800,CARROLL COUNTY,6937133.732431147,8617.557431591487,505.95234103248094,1873026.1077564098,407291.63453114685,5111750,358140,301625,53975,713740,41910,655581.9375,12779.375,113030,248726.35743114687,39616.06250000001,2800930,805,1739.9784746583848,6529842.0979,8111.605090559006,5034134.7700000005,1495707.3279,2510623.22,1495707.3279,1.281231936307605,4615780,5733.888198757764,6253.583565217392,5539656.7700000005,6881.561204968944,20,54,53,50,69,56,54,53,61,79,83,63,47,46,805,0.4275,178,33,5,0,5,5,5,5,37,5,18,0,52,0,0,137,89665115,2896775.33,CARROLL COU,628.3015410308437,0.221,3245091.3,738.583333,94,38,5,180916.36,454766.41,344.1375,177.905,89665.115,111.38523602484472,3029033.5500000003,3762.774596273293,4043949.4421000006,5023.53967962733,7295227,9062,2896775,3598,Rural,99000,46052,662293,248772.6821638,99740,1858.0215253416152,0.03718768063692395,0.07750000000000001,62.38750000000001,40.25,1053.2925,2510623.22,1873026.1077564098,2326.7405065297016,5064107.624674737,6290.816925061786,-1023749.2222435903,3598.4786708074535,-1271.7381642777518,4834.255474452555,5209.78102189781,375.52554744525514,722.8874567979369,1905,1182.112543202063,560.3370786516854,635,74.66292134831463
0911,CHICKASAW COUNTY CONSOL,18132326.321,8189.849286811201,478.7965027100263,2218984.404,1060055.4569999985,14058900,815340,1127125,107950,2050415,58420,1397314.071,35147.25,532130,0,0,2800200,2214,1018.7486883468836,17072270.864,7711.052784101174,14853286.46,2218984.404,2218984.404,4417524.3942,5.496836147575836,12877302,5816.306233062331,6708.801472448057,16361201.46,7389.883224932249,59,194,183,174,154,146,134,150,152,171,195,168,150,126,2214,0.3313,838,46,23,0,28,12,5,25,109,5,72,5,77,0,5,362,79249443,4476040.07,CHICKASAW C,402.7771504479714,0.264,5634791.05,1955.66111,214,142,10,492494.54,1240723.92,733.4982,584.496,79249.443,35.79468970189702,14142217.055999998,6387.631913279132,11943677.0658,5394.614754200542,17596108,7947,4476040,2021,NA,NA,NA,1520243,646341.7612634,378375,1002.2513116531164,0,0,0,110.7,2855.48446,2218984.404,4895728.10667,1002.2513116531165,15913341.917,7187.597975158084,-2257055.666,2021.6983152664861,-1019.4470036133696,4153.669398907104,5602.226775956284,1448.55737704918,881.1770243790645,1905,1023.8229756209355,451.5214797136038,635,183.4785202863962
1000,CHOCTAW COUNTY,10336141.296838732,8403.366907998969,-317.1559959847709,2790758.150146458,-390101.875061268,7810500,670560,841375,0,1511935,6350,543142.17,19526.25,236220,208467.87683873178,0,2800990,1230,7003.121787073171,10726243.1719,8720.52290398374,8273772.970000001,2452470.2019,7774436.208,2452470.2019,2.941601509118056,6945544,5646.783739837399,6726.644691056911,9083222.97,7384.73412195122,65,91,105,89,96,83,92,103,88,95,99,86,65,62,1230,0.2318,372,5,14,0,16,5,0,5,79,0,82,0,81,0,0,280,277658436,11067317.21,CHOCTAW COU,418.1395733539638,0.29600000000000004,4353851.68,1098.55556,176,106,0,269270.86,961634.11,285.11400000000003,364.08,277658.436,225.7385658536585,1308786.762000001,1064.0542780487813,6630752.768100001,5390.855909024391,18110185,14723,11067317,8997,Rural,81400,36777,1236373,356057.88722324,239967,1993.8782129268295,0.02058398490881944,0,0,61.5,1594.9092,7774436.208,2790758.150146458,2268.9090651597216,7545383.146692274,6134.457842839247,-8276559.059853543,8997.8188699187,-6728.909804758978,4384.301418439716,5361.4716312056735,977.1702127659573,1248.8263895257335,1905,656.1736104742665,645.0725806451613,635,-10.072580645161338
1100,CLAIBORNE COUNTY,10813940.870642493,9102.643830507148,950.363786736104,2184837.452,1129032.1786424927,7543800,300990,706437.5,172720,1180147.5,0,1268716.284,18859.5,373380,270165.15864249255,158872.428,2801020,1188,2615.9112356902356,9684908.692,8152.280043771044,7500071.24,2184837.452,2184837.452,2230544.3148000003,2.437681092409674,6431257,5413.5159932659935,6313.19127946128,8261275.24,6953.935387205387,39,75,91,87,90,61,83,80,97,93,96,109,73,81,1188,0.5606,588,0,5,0,5,5,5,15,30,11,59,0,44,0,5,179,78029909,5292737.7,CLAIBORNE C,487.34840816509313,0.398,3868931.62,1017.72881,79,89,16,267400.93,609582.31,665.9928,472.824,78029.909,65.68174158249158,6076437.788000001,5114.846622895623,6030730.9252,5076.372832659933,11915825,10030,5292737,4455,Rural,67500,29338,835413,360442.7020964,371360,1839.0887643097644,0.02562318907590326,0.2106,250.1928,59.400000000000006,1660.43712,2184837.452,2919764.035073473,1839.0887643097644,8629103.418642493,7263.555066197385,-3107900.248,4455.166414141414,-2616.0776498316495,4540.288043478261,6413.845108695652,1873.557065217391,541.2111093339148,1905,1363.788890666085,631.5646258503401,635,3.4353741496598786
1420,CLARKSDALE,17912633.466000002,8457.334025495751,1055.7669046270075,2017222.312,2236114.3040000014,13449300,434340,809625,215900,1459865,34290,2280866.787,33623.25,365125,0,289563.4290000001,2801050,2118,1427.5815335221907,15676519.162,7401.567120868744,13659296.85,2017222.312,2017222.312,4062293.8695,112.71631676836104,11613241,5483.116619452314,6449.148654390935,15045532.85,7103.651015108593,75,173,167,153,179,121,110,183,110,167,190,164,149,133,2118,0.5653,575,27,17,5,30,15,0,41,52,5,24,5,32,5,5,220,72043654,5040967.68,CLARKSDALE,18.79053592881872,0.516,14527676.69,1745.65093,114,102,20,471224.01,1126703.84,1197.3054,1092.888,72043.654,34.014945231350325,13028310.538,6151.232548630783,10983238.9805,5185.665241029273,17102336,8074,5040967,2380,Town,65400,30223,1470046,616231.62508296,213402,952.4184664778091,0,0.21530000000000005,456.0054000000001,105.9,2820.88716,2017222.312,4836411.035820001,952.4184664778093,15895411.154000003,7504.9155590179425,-3023745.368,2380.0602832861186,-1427.6418168083094,6229.0084745762715,6185.868644067797,-43.139830508474915,514.6820728303405,1905,1390.3179271696595,371.1339130434783,635,263.8660869565217
1425,CLARKSDALE COLLEGIATE,4794834.2,7991.390333333334,529.557389383066,486685.83637016045,317734.4336298397,3810000,156210,158750,0,314960,0,595274.4,9525,0,0,65074.800000000025,.,600,NA,4477099.7663701605,7461.832943950268,3990413.93,486685.83637016045,486685.83637016045,1194037.9911000002,Inf,3152814,5254.69,6650.6898833333335,4422362.930000001,7370.604883333334,0,69,73,78,76,5,70,75,0,0,0,0,0,0,511,0.5208,0,0,5,0,5,5,0,5,21,0,5,0,15,0,0,58,17381637.013220016,396211,CLARKSDALE C,0,0.516,1251932,416.883333,41,20,0,118507.23,113604.7,312.48,309.6,17381.637013220017,28.96939502203336,3935677.09362984,6559.4618227164,3228324.9389000004,5380.541564833334,NA,NA,NA,NA,NA,NA,NA,68371,187836.37553092,0,811.1430606169341,0,0.17080000000000006,102.48000000000003,30,755.0920000000001,486685.83637016045,1294605.2340000002,811.1430606169341,4308148.363629839,7180.247272716399,90474.83637016045,660.3516666666667,150.79139395026743,1120.8360655737704,5163.2786885245905,4042.44262295082,601.1148730508191,1905,1303.8851269491809,NA,NA,NA
0614,CLEVELAND,23705172.046,8412.055374733854,455.76412171753054,6140151.164000001,1284343.2950000018,17894300,1047750,1246187.5,269875,2563812.5,78740,2398551.972,44735.75,551815,0,173216.82400000002,2800750,2818,2552.8671217175297,22420828.751,7956.291253016324,17288876.3,5131952.451,6140151.164000001,5131952.451,26.20708102528859,14704672,5218.123491838183,6135.158374733854,19007231.3,6744.93658623137,68,218,217,203,204,184,247,207,203,219,235,227,206,129,2818,0.4468,869,62,34,0,45,5,5,41,153,15,67,5,77,5,5,450,219291113,12328721.85,CLEVELAND,107.5281904642781,0.405,9162184.58,2530.39444,275,157,25,637882.11,1699925.19,1259.0824,1141.29,219291.113,77.81799609652236,12867080.136,4566.032695528744,13875278.849,4923.8037079488995,27279790,9680,12328721,4374,Town,129500,35789,2073160,841033.26990588,366002,1821.13287828247,0,0.0968,272.7824,140.9,3733.0979600000005,6140151.164000001,6400396.45242,2178.903890702626,17565020.882,6233.1514840312275,-6188570.685999999,4374.990010645848,-2196.086119943222,4536.455142231947,5610.0929978118165,1073.6378555798692,667.9731762638252,1905,1237.0268237361747,421.1760644418872,635,213.8239355581128
2521,CLINTON,39253320.4645,7532.780745442334,-26.34411696411462,8273302.408,-137279.19349999726,33089850,1645920,1468437.5,107950,3222307.5,300990,1756078.3395,82724.625,801370,0,0,2801090,5211,2202.338820188063,39390599.658,7559.124862406448,31117297.25,8273302.408,8273302.408,9253574.7975,38.89745095683939,27710753,5317.741892151219,5971.463682594512,34272499.25,6576.952456342353,46,342,324,369,358,383,376,444,405,452,465,468,395,348,5211,0.1769,1262,237,49,0,66,21,5,31,252,5,74,5,114,0,5,630,295475086,19754262.53,CLINTON,133.9676475402495,0.155,9536034.84,4786.26257,432,185,10,1193720.75,2470788.5,921.8259,807.705,295475.086,56.70218499328344,25999196.842,4989.291276530416,25018924.4525,4801.175293129918,47207050,9059,19754262,3790,Rural,167600,62362,2332623,1518946.77230744,423413,1587.6611798119363,0,0,0,260.55,6181.6252699999995,8273302.408,10598396.525415001,1587.6611798119363,30980018.056500003,5945.119565630398,-11480960.122000001,3790.8774764920363,-2203.2162966800997,3720.2918660287082,5139.246411483254,1418.9545454545455,1647.75883635667,1905,257.2411636433301,335.5095087163233,635,299.4904912836767
1400,COAHOMA COUNTY,8953649.328349069,9062.398105616467,396.2652776812447,2417485.318654249,391510.0943490695,6273800,407670,468312.5,161925,1037907.5,0,1005439.1880000001,15684.500000000002,231775,273479.7443490689,115563.39600000002,2801110,988,3742.83498582996,8562139.234,8666.132827935222,6601784.199999999,1960355.034,4089162.924,1960355.034,1.8493732558731435,6170910,6245.86032388664,6681.967813765182,7260574.199999999,7348.75931174089,0,49,61,58,78,50,80,87,72,122,82,79,87,63,988,0.5342,365,0,5,0,5,5,5,15,36,5,24,5,66,5,5,162,146041533,5658673.3,COAHOMA COU,534.2350425271701,0.44,5966637.66,962.591506,107,59,15,226729.81,643050.39,527.7896000000001,434.72,146041.533,147.81531680161942,3171411.2759999996,3209.930441295546,5300219.165999999,5364.594297570849,11390677,11529,5658673,5727,Rural,71700,27333,992769,308992.95452468,107670,1984.1650141700404,0.03150626744126857,0.18420000000000003,181.98960000000002,49.400000000000006,1366.95584,4089162.9239999996,2417485.318654249,2446.8474885164464,6536164.00969482,6615.550617100021,-3241187.981345751,5727.4021255060725,-3280.554636989626,5484.911602209945,5734.295580110497,249.38397790055205,585.4472208711197,1905,1319.5527791288803,294.986301369863,635,340.013698630137
8111,COFFEEVILLE,3722074.5808599247,8925.838323405094,254.46298143866625,1004960.1368321797,106111.06325992476,2647950,156210,198437.5,53975,408622.5,0,400131.7245,6619.875,83185,134866.48985992462,40698.99150000002,2801140,417,2786.000869064748,3615963.5176,8671.375341966428,2788218.8800000004,827744.6376000001,1406185.228,827744.6376000001,1.2403494183040804,2336671,5603.52757793765,6686.376211031176,3065720.8800000004,7351.848633093526,0,31,26,27,29,24,33,32,20,28,37,36,44,32,417,0.5037,131,0,5,0,5,5,0,5,15,5,5,5,21,0,0,67,50220901,1989737.93,COFFEEVILLE,336.1955863777166,0.35100000000000003,2464604.96,368.960894,41,25,5,96067.99,277663.89,210.0429,146.36700000000002,50220.901,120.43381534772182,1659535.6520000005,3979.7018033573154,2237976.2424000003,5366.849502158274,4404224,10561,1989737,4771,Rural,74000,38197,307919,117224.65579764,57880,1984.999130935252,0.0375965058169592,0.15370000000000006,64.09290000000003,20.85,564.9146600000001,1406185.228,1004960.1368321797,2409.9763473193757,2717114.444027745,6515.86197608572,-984777.7931678202,4771.553788968825,-2361.577441649449,4336.887323943662,5755.2464788732395,1418.359154929578,558.09863507712,1905,1346.90136492288,441.8320610687023,635,193.16793893129773
4620,COLUMBIA,13872312.362,8427.893294046173,386.4650692588093,2422981.288,636121.5040000007,10452100,800100,1206500,53975,2060575,6350,1010927.1120000002,26130.250000000004,316230,0,0,2801170,1646,2295.9579052247873,13236190.858,8041.428224787363,10813209.57,2422981.288,2422981.288,3218386.3839,24.845600519653804,9044947,5495.107533414338,6569.386130012151,11919949.57,7241.767660996355,5,138,121,140,137,103,98,132,120,120,109,155,106,99,1646,0.3224,498,5,38,0,32,20,0,11,113,5,83,0,65,0,0,363,86535046,6203323.22,COLUMBIA,66.2491533942982,0.298,6256365.45,1419.66006,210,152,5,367442.53,816243.04,530.6704000000001,490.508,86535.046,52.5729319562576,9496968.282,5769.725566221142,8701563.1861,5286.490392527339,15832847,9618,6203323,3768,Town,94100,31430,1456267,459835.41939272,79052,1472.0420947752127,0,0,0,82.30000000000001,2184.6161199999997,2422981.288,3745524.3377400003,1472.0420947752127,11449331.074,6955.851199270959,-3780341.9319999996,3768.7261360874845,-2296.684041312272,3968.0299727520437,5614.645776566757,1646.6158038147137,866.5179354128662,1905,1038.4820645871337,158.73895582329317,635,476.26104417670683
4420,COLUMBUS,27152205.03,8787.12136893204,951.4597375080903,6158857.2360000005,2940010.5889,19621500,952500,2000250,161925,3114675,57150,3221654.085,49053.75,701040,0,387132.19500000007,2801200,3090,2520.283006116505,24212194.4411,7835.661631423949,18666518.93,5545675.511100001,6158857.2360000005,5545675.511100001,46.88638155601814,16151073,5226.884466019417,6040.944637540453,20539538.93,6647.099977346278,95,255,260,250,248,212,191,221,186,250,265,248,193,172,3090,0.5473,1104,45,69,0,61,33,5,31,91,5,109,5,98,5,5,506,219959187,13334111.09,COLUMBUS,65.90399807901962,0.32899999999999996,13193710.86,2717.00049,250,252,15,694447.69,1675292.24,1691.157,1016.61,219959.187,71.18420291262136,14380681.693999998,4653.94229579288,14993863.418899998,4852.382983462782,29630890,9589,13334111,4315,Town,127200,40362,2375056,939256.16621032,337991,1794.7169938834954,0,0.19730000000000003,609.657,154.5,4275.9378,6158857.2360000005,7331095.358100001,1993.157681553398,20993347.794,6793.96368737864,-7175253.853999999,4315.246307443365,-2322.0886258899673,4593.918762088975,6024.516441005802,1430.5976789168271,555.3926490623402,1905,1349.6073509376597,306.151268115942,635,328.848731884058
1500,COPIAH COUNTY,18197703.825055473,8252.926904787062,285.4657882337733,3683614.732,629452.0630554706,14001750,830580,936625,183515,1950720,130810,1653326.6400000001,35004.375,353060,11985.180055472336,61047.63000000004,2801220,2205,570.4264253968254,17568251.762000002,7967.461116553289,13884637.03,3683614.732,3683614.732,4129570.628100001,4.93409564785735,12820619,5814.339682539682,6296.887541950114,15294706.03,6936.3746167800455,0,163,174,145,151,130,165,171,162,186,197,202,164,163,2205,0.3936,556,103,24,0,24,5,5,21,86,12,58,5,108,0,5,350,131557669,4941811.16,COPIAH COUN,446.89040451770114,0.247,6866971.38,2136.74843,218,118,17,509557.71,1106346.32,867.888,544.635,131557.669,59.66334195011338,11611091.298,5265.801042176871,11165135.4019,5063.553470249433,17210544,7805,4941811,2241,Rural,99400,46493,1483727,671774.403562,137076,1670.5735746031746,6.590435214264989e-4,0.04360000000000003,96.13800000000006,110.25,2863.8927,3683614.732,4913380.032764978,1670.5735746031746,14514089.093055472,6582.353330183887,-1258196.4280000003,2241.184199546485,-570.6106249433105,4203.192634560906,5526.118980169972,1322.9263456090657,774.0335199495787,1905,1130.9664800504213,246.53956834532374,635,388.46043165467626
0220,CORINTH,20053315.24,8053.540257028112,1140.985735742971,3130460.228,2841054.481999997,15811500,834390,762000,161925,1758315,293370,1537826.4899999998,39528.75,612775,0,0,2801260,2490,1433.7870570281125,17212260.758,6912.554521285141,14081800.53,3130460.228,3130460.228,4189722.4431000007,81.66326476738158,12920052,5188.775903614458,5655.341578313253,15517490.53,6231.923907630523,119,187,193,200,188,182,204,187,174,154,193,176,132,141,2490,0.3242,965,231,35,0,32,5,0,18,98,5,33,5,89,5,5,318,111802151,6702195.74,CORINTH,30.4910660514588,0.27,5945567.09,2147.51111,219,96,15,548826.38,1041315.15,807.2579999999999,672.3000000000001,111802.151,44.900462248995986,12387030.302,4974.710964658635,11327768.0869,4549.304452570281,19193854,7708,6702195,2691,Town,123400,38646,1309748,731117.53393968,149433,1257.2129429718875,0,0,0,124.5,3158.0024,3130460.228,5414395.1148,1257.2129429718875,16922855.012,6796.327314056224,-3571735.512,2691.6448755020083,-1434.4319325301208,3968.9333333333334,5328.227272727273,1359.2939393939396,905.6801344052088,1904.9999999999998,999.3198655947909,154.85284974093264,635,480.14715025906736
1600,COVINGTON COUNTY,21925803.621000003,8403.910931774628,86.10276197777057,5919966.977670001,224642.10600000247,16567150,1828800,1039812.5,53975,2922587.5,77470,1906547.622,41417.87500000001,354965,0,55665.62400000004,2801290,2609,2042.3725507857416,21701161.515,8317.808169796857,16731988.5,4969173.015000001,8160987.716,4969173.015000001,6.305562967360604,14578892,5587.923342276735,6413.180720582599,18404344.5,7054.1757378305865,0,241,209,188,195,178,177,208,192,226,229,216,179,103,2609,0.3836,559,61,34,0,65,5,5,36,167,5,51,0,248,0,0,618,291463847,10299071.680000002,COVINGTON C,413.7616281852912,0.28600000000000003,11599438.1,2312.99991,480,131,5,600717.12,1580427.38,1000.8124,746.1740000000001,291463.847,111.7147746262936,10243356.784,3926.162048294366,13435171.485,5149.548288616328,24849915,9524,10299071,3947,Rural,77100,38178,2930320,761519.45408596,323221,1904.6274492142584,0,0.03360000000000002,87.66240000000005,130.45000000000002,3452.88246,8160987.716,5919966.977670001,2269.055951579149,16005836.643330002,6134.854980195478,-4379104.702330001,3947.51693369107,-1678.4609821119207,4757.012987012987,4744.460227272727,-12.552759740259717,760.9012978715692,1905,1144.098702128431,578.2128801431127,635,56.78711985688733
1700,DESOTO COUNTY,272352556.3225,7780.834680527383,245.52055579521857,58630668.768,8593956.014499992,222269050,10435590,19232562.5,1435735,31103887.5,1990090,11769146.1975,555672.625,4664710,0,0,2801320,35003,1785.981608205011,263758600.308,7535.314124732165,205127931.54,58630668.768,58630668.768,60973728.8958,73.49241433175584,181119369,5174.395594663315,5860.295732937177,225828625.54,6451.693441704996,5,2388,2584,2490,2574,2485,2564,2684,2736,2877,3092,2794,2597,2437,35003,0.1765,7346,1567,749,5,794,292,66,161,598,110,1131,24,1347,13,5,5297,2093952456,121174285.74,DESOTO COUN,476.28044769343376,0.127,51394776.14,30014.9157,2739,2423,133,8036987.35,16978282.19,6178.0295,4445.381,2093952.456,59.82208542124961,167197956.77199998,4776.675049910007,164854896.6442,4709.736212444647,301286947,8607,121174285,3461,Suburb,168500,67038,25877680,10076320.6892928,1562060,1675.018391794989,0,0,0,1750.15,42890.16635,58630668.768,73535190.207075,1675.018391794989,213721887.55449998,6105.816288732394,-62543616.971999995,3461.8257217952746,-1786.8073300002857,4887.191690273843,5874.199716713881,987.0080264400376,1630.9926472984307,1905,274.0073527015693,212.64089300299483,635,422.35910699700514
6811,E. TALLAHATCHIE,7109489.53580295,8334.68878757673,89.16926823323774,1551309.0599999998,76061.38580295071,5416550,266700,285750,53975,606425,0,655348.3845,13541.375000000002,203200,185554.5648029504,28870.211500000012,2801410,853,1213.3492848769054,7033428.149999999,8245.519519343492,5482119.09,1551309.0599999998,1551309.0599999998,1626653.6343,2.320099544837993,4785661,5610.388042203986,6426.8688042203985,6024643.09,7062.887561547479,20,59,60,50,72,40,57,79,55,79,94,70,51,60,853,0.4033,320,0,5,0,5,5,0,5,24,0,16,5,41,5,0,107,55403895,2587029.16,E. TALLAHAT,367.6566386549431,0.431,4882824.79,770.616667,70,36,5,195642.11,566081.98,344.0149,367.643,55403.895,64.95181125439625,4473334.03,5244.236846424385,4397989.4557,5155.90791992966,7307424,8566,2587029,3032,Town,65600,31982,647247,264558.55273288,59279,1818.6507151230944,0.02679900455162007,0.053300000000000014,45.464900000000014,42.650000000000006,1090.38346,1551309.0599999998,1919562.1746667966,1818.6507151230946,5558180.475802951,6516.038072453635,-1035720.1000000003,3032.859507620164,-1214.2087924970695,5831.054054054054,5463.288288288289,-367.76576576576554,769.0322504428732,1905,1135.9677495571268,185.246875,635,449.753125
3111,EAST JASPER,6413096.31714515,8494.16730747702,-85.65616205940205,1731536.0056291907,-64670.4023548495,4794250,220980,476250,53975,751205,6350,534750.645,11985.625,134620,169483.5821451504,10451.46500000002,2801380,755,5727.711431125828,6477766.7195,8579.823469536423,4994728.85,1483037.8695,2451217.468,1483037.8695,2.2854885570485277,3672371,4864.067549668875,6615.534900662251,5492732.85,7275.142847682118,5,59,47,55,65,39,58,50,59,56,62,64,54,64,755,0.3718,212,5,5,0,5,5,5,25,5,5,20,0,48,0,0,116,87543481,5808166.72,EAST JASPER,330.34512365925144,0.297,3508970.12,682.879915,58,60,5,171800.42,489891.43,280.709,224.235,87543.481,115.95163046357617,3041515.382,4028.4971947019862,4009694.9805,5310.854278807947,10141203,13432,5808166,7692,Rural,75100,31824,639301,230940.74366248,43920,1964.288568874172,0.027145114429514724,0.02180000000000004,16.45900000000003,37.75,983.2461000000001,2451217.468,1731536.0056291907,2293.4251730187957,4681560.311515959,6200.7421344582235,-4076630.714370809,7692.936052980132,-5399.510879961337,5197.569105691057,6107.357723577235,909.7886178861781,822.7051632205594,1905,1082.2948367794406,207.16981132075472,635,427.8301886792453
