dist_id,district,model_1_diff_total,model_1_diff_pp,total_sped_funding,ed_funding,ed_pp_diff,model_1_state_local_total,model_1_state_local_pp,model_1_total_funding,model_1_pp_funding,model_1_local_share_total,geoid,maep_expected_local_total,maep_expected_local_pp,maep_rev_fy24,local_share_expected_total,local_funding_28_mill,local_funding_27_pct,total_enroll,st_per_sq_mile,maep_rev_fy23,maep_fy23_pp,maep_fy24_pp,maep_rev_full_funding_fy24,maep_full_pp_fy24,gr_prek_enroll,gr_k_enroll,gr_1_enroll,gr_2_enroll,gr_3_enroll,gr_4_enroll,gr_5_enroll,gr_6_enroll,gr_7_enroll,gr_8_enroll,gr_9_enroll,gr_10_enroll,gr_11_enroll,gr_12_enroll,direct_cert_pct,vocational_enroll,ell_enroll,autism,deaf_blind,developmentally_delayed,emotional_disability,hearing_impaired,intellectual_disability,language_speech_impaired,multiple_disabilities,other_health_impairment,orthopedic_impairment,specific_learning_disability,traumatic_brain_injury,visually_impaired,sped_enroll,assessed_value,local_revenue,shortName,sq_miles,stpov_rate,federal_revenue,total_ada,sped_tier_1_enroll,sped_tier_2_enroll,sped_tier_3_enroll,econ_dis_enroll,stpov_enroll,mill_1_value,mill_1_value_pp,local_share_mills,local_share_pp_mills,local_share_pct,local_share_pp_pct,rev_total_local_state,rev_pp_local_state,local_revenue_total,local_revenue_pp,urbanicity,mpv,mhi,sped_funding,at_risk_funding,cte_funding,local_share_expected_pp,base_funding,gifted_enroll,sped_tier_1_funding,sped_tier_2_funding,sped_tier_3_funding,ell_funding,gifted_funding,model_1_local_mills_total,model_1_local_pct_total,model_1_local_share_pp,model_1_state_share,model_1_state_share_pp,model_1_local_diff_total,current_local_pp,model_1_local_diff_pp,model_1_state_diff_total,sped_pp_funding,sped_model_1_pp,sped_pp_diff,at_risk_pp_funding,ed_model_1_pp
2700,HUMPHREYS COUNTY,-359492.87999999896,-297.83999999999924,1070400,921037.5599999999,721.2456574485497,10101290.984000001,8368.923764705884,9251542.56,7664.906843413422,2416598.5760000004,2802040,9611035.44,7962.746843413422,7387242,2223793.44,2416598.5760000004,2223793.44,1207,2.883267672983574,7296613,6045.246893123446,6120.333057166528,8236272,6823.754763877382,0,78,63,66,105,56,79,108,106,114,121,123,95,68,0.6359,641,0,5,0,5,5,5,21,67,5,22,0,62,5,5,210,86307092,3266347.3,HUMPHREYS C,418.6222497861288,0.433,4763728.07,1194.56182,134,58,15,767.5313,522.631,86307.092,71.50546147473074,5819673.424,4821.601842584921,6012478.5600000005,4981.340977630489,10653589,8826,3266347,2706,Town,69100,28962,906418,367458.94291916,234793,1842.413786246893,7242000,60.35,482400,435000,153000,0,18105,2416598.5760000004,2497916.4912000005,2002.1529212924609,6834943.984,5662.753922120961,-849748.7239999995,2706.1700911350454,-704.0171698425845,-1401328.0159999998,4378.830917874396,5171.014492753623,792.1835748792273,478.75434255145035,1200
2900,ITAWAMBA COUNTY,357938.4519999996,106.05583762962942,4253400,725355,-439.95495469015873,28270259.452,8376.373170962963,25305780,7498.008888888889,4626134.5479999995,2802100,24947841.548,7391.953051259259,20321707,4626134.5479999995,4626134.5479999995,6117476.4,3375,6.33538802246196,19941628,5908.630518518518,6021.246518518518,22657320,6713.28,0,283,271,256,248,258,227,249,285,268,234,269,230,217,0.1791,972,22,42,0,30,34,5,22,127,5,288,5,157,5,5,727,165219091,7590614.85,ITAWAMBA CO,532.7219087503436,0.159,7372394.53,3113.61667,314,396,15,604.4625,536.625,165219.091,48.953804740740736,18031185.452,5342.573467259259,16539843.6,4900.6944,27912321,8270,7590614,2249,Rural,87600,44567,2705112,991291.2717994,431103,1370.7065327407406,20250000,168.75,1130400,2970000,153000,26400,50625,4626134.5479999995,6832560.600000001,1370.7065327407406,20679645.452,6127.302356148148,-2964480.302,2249.0710666666664,-878.3645339259258,-1977674.5480000004,3731.1889655172413,5866.758620689655,2135.5696551724136,1639.9549546901587,1200
3000,JACKSON COUNTY,3173934.75,356.38162474736146,6627300,1697127.3599999999,-623.7125476578492,84489998.644,9486.862636874017,62122017.36,6975.29950145969,16684565.715999998,2802160,58948082.61,6618.9178767123285,45308724,13639358.61,16684565.715999998,13639358.61,8906,17.340467993401976,44651755,5013.671120592859,5087.438131596677,50516143,5672.147204132046,0,622,676,645,613,664,642,690,709,713,791,697,686,589,0.1588,1959,190,123,0,102,48,14,37,212,36,224,5,457,5,5,1263,595877347,39052547.89,JACKSON COU,513.5962883694212,0.152,19167342.79,8023.70787,771,451,46,1414.2728,1353.712,595877.347,66.90740478329215,33831577.284,3798.7398701998654,36876784.39,4140.667459016394,84361271,9472,39052547,4384,Rural,146700,56700,4881551,2579227.0511712,675496,1531.4797451156526,53436000,445.3,2775600,3382500,469200,228000,133590,16684565.715999998,16772944.6872,1873.4073339321803,45437451.644,5101.89216752751,-22367982.174000002,4384.970569279138,-2511.5632353469573,-5078691.355999999,3849.8036277602523,5226.577287066246,1376.7736593059935,1823.7125476578492,1200
2520,JACKSON PUBLIC,12575165.010000005,672.1093003741316,12144000,12106118.4,639.3579233452731,198827833.512,10626.82167354356,137288768.4,7337.721453768038,35388877.888000004,2802190,124713603.39,6665.612153393907,95857473,28856130.39,35388877.888000004,28856130.39,18710,179.73901008717698,97624406,5217.766221272047,5123.328327097809,106874557,5712.162319615179,800,1273,1357,1325,1473,1134,1365,1361,1046,1280,1775,1560,1339,1336,0.5392,5053,415,191,5,249,84,18,347,373,29,383,5,485,5,5,2181,1263888496,96927943.61,JACKSON PUB,104.09537690746866,0.401,67919104.22,16679.1833,1107,1028,44,10088.432,7502.71,1263888.496,67.55149631213256,71485679.11199999,3820.720422875467,78018426.61,4169.878493319081,192785416,10303,96927943,5180,City,89100,38399,10955513,5655999.46667,1437620,1542.2838262960984,112260000,935.5,3985200,7710000,448800,498000,280650,35388877.888000004,37067967.468,1891.4418967397116,101899890.512,5446.279557028327,-61539065.721999995,5180.542149118119,-3289.1002523784073,-4974666.4880000055,5027.770995869665,5573.1987150068835,545.4277191372184,560.6420766547269,1200
3300,JEFF DAVIS COUNTY,-137416.63000000082,-111.26852631579004,1126800,559158.6,397.60191317906583,12499076.027999999,10120.709334412955,9120483.6,7385.006963562752,2462530.572,2802250,9257900.23,7496.275489878542,7115815,2142085.23,2990386.364,2142085.23,1235,3.02406815418243,6801130,5506.987854251012,5761.793522267207,7933649,6424.007287449393,0,91,106,80,112,83,95,91,89,92,107,92,99,85,0.3773,508,5,18,0,14,5,5,5,58,5,30,5,71,5,0,209,106799513,5841123.54,JEFF DAVIS,408.39026669816826,0.37200000000000005,7500445.03,1128.20879,143,68,10,465.9655,459.4200000000001,106799.513,86.47733846153847,4943262.636,4002.641810526315,5791563.77,4689.525319838056,12956938,10491,5841123,4729,Rural,94600,32116,911544,373889.82572456,250985,1734.481967611336,7410000,61.75,514800,510000,102000,6000,18525,2990386.364,2462530.572,1993.9518801619433,6657953.027999999,5391.055083400809,-3378592.968,4729.654688259109,-2735.702808097166,-1275695.972000001,4124.633484162896,5098.6425339366515,974.0090497737556,802.3980868209342,1200
3200,JEFFERSON COUNTY,168141.94799999986,158.17680903104429,720900,647622.12,638.2899681799627,9507997.947999999,8944.494777046095,7762467.12,7302.414976481656,1518493.172,2802220,7594325.172,7144.238167450611,6075832,1518493.172,1518493.172,1829017.53,1063,2.044774724268764,5866334,5518.658513640639,5715.740357478833,6774139,6372.661335841956,38,83,81,72,73,69,82,79,74,79,100,90,56,66,0.5077,392,0,16,0,15,5,0,5,16,5,23,0,53,0,0,140,54231899,3264024.33,JEFFERSON C,519.8616685660282,0.429,7157999.7,935.093407,84,49,5,539.6851,456.027,54231.899,51.0177789275635,5255645.828,4944.163525870178,4945121.47,4652.042775164628,9339856,8786,3264024,3070,Rural,63400,25019,660344,303146.53469380003,176238,1428.497809971778,6378000,53.150000000000006,302400,367500,51000,0,15945.000000000002,1518493.172,2095866.1224000002,1428.497809971778,6243973.948,5873.9171665098775,-1745531.158,3070.577920978363,-1642.0801110065852,-530165.0520000001,4785.101449275362,5223.913043478261,438.81159420289896,561.7100318200373,1200
3400,JONES COUNTY,3727081.4519999996,437.24559502580996,8778600,2412973.92,-41.682724247184524,76893859.45199999,9020.86572641952,63167833.92,7410.585865790709,10685807.468,2802280,59440752.468,6973.340270764899,48754945,10685807.468,10685807.468,14676780.15,8524,12.532828035582142,49078756,5757.714218676678,5719.726067573909,54358445,6377.105232285312,213,624,688,620,597,641,573,626,628,652,679,672,560,556,0.2359,1977,587,123,0,105,73,14,64,290,88,343,5,470,5,5,1585,381635981,24411833.97,JONES COUNT,680.1338034639415,0.206,18990452.13,7660.86304,865,622,98,2010.8116,1755.9440000000002,381635.981,44.77193582824965,43672637.532,5123.491029094322,39681664.85,4655.286819568278,73166778,8583,24411833,2863,Rural,102600,46981,6678155,2496790.02543584,718492,1253.61420319099,51144000,426.20000000000005,3114000,4665000,999600,704400,127860.00000000001,10685807.468,17055315.158400003,1253.61420319099,52482026.452,6156.971662599718,-13726026.501999998,2863.8941776161423,-1610.2799744251522,-1876418.5480000004,4213.347003154574,5538.548895899054,1325.2018927444797,1241.6827242471845,1200
3500,KEMPER COUNTY,-252870.7600000007,-286.05289592760255,704700,520852.8,583.745052003207,12760955.344,14435.469846153846,6542812.8,7401.371945701358,1766559.456,2802310,6795683.5600000005,7687.42484162896,5223304,1572379.56,9677971.52,1572379.56,884,1.1539308915126445,5063006,5727.382352941177,5908.714932126697,5823628,6587.814479638009,22,64,69,47,57,58,48,64,52,68,79,107,72,52,0.491,319,0,13,0,5,5,5,5,36,5,27,0,26,0,0,123,345641840,7984702.55,KEMPER COUN,766.0770731609392,0.38,4120973.57,806.191011,67,55,5,434.044,335.92,345641.84,390.997556561086,-3854343.5200000014,-4360.117104072399,4251248.4399999995,4809.104570135746,13208006,14941,7984702,9032,Rural,73600,31103,662251,267481.76264832,212390,1778.7099095022625,5304000,44.2,241200,412500,51000,0,13260,9677971.520000001,1766559.456,1998.3704253393664,4776253.344,5403.0015203619905,-6218143.094,9032.4689479638,-7034.098522624434,-1047374.6560000004,5214.574803149606,5548.818897637795,334.24409448818915,616.254947996793,1200
0420,KOSCIUSKO,1087603.3959999997,512.2955233160628,2078700,823384.32,263.5603903196601,18473291.396,8701.503248233632,15703129.32,7396.669486575601,3053274.9239999996,2802340,14615525.924,6884.373963259538,11562251,3053274.9239999996,3053274.9239999996,3480603.2100000004,2123,13.88364053689658,11686571,5504.743758831842,5446.185115402732,12891123,6072.125765426284,126,150,149,149,130,139,160,187,141,172,185,147,110,161,0.3232,573,26,34,0,28,19,5,18,85,5,76,5,109,5,0,380,109045533,5823437.56,KOSCIUSKO,152.91378326585195,0.301,9306818.41,1876.07778,222,157,10,686.1536,639.023,109045.533,51.36388742345737,9837848.076,4633.936917569477,9410519.79,4432.651808761187,17385688,8189,5823437,2743,Town,97600,32570,1771548,642541.40936476,37629,1438.1888478568062,12738000,106.15,799200,1177500,102000,31200,31845,3053274.9239999996,4239844.9164,1438.1888478568062,12649854.396000002,5958.480638718795,-2770162.636,2743.02287329251,-1304.834025435704,-241268.60399999842,4554.107969151671,5343.701799485862,789.5938303341909,936.4396096803399,1200
3600,LAFAYETTE COUNTY,1222624.080000002,425.70476323119874,2868000,554525.7599999999,-556.1115935172286,28202251.328,9819.72539275766,20744405.76,7222.982506963789,4986644.432,2802370,19521781.68,6797.27774373259,15004848,4516933.680000001,4986644.432,4516933.680000001,2872,5.265027287859731,14682761,5112.381963788301,5224.529247910864,16729384,5824.994428969359,88,209,223,193,212,172,210,218,207,238,233,241,176,211,0.1609,872,39,46,0,34,41,5,5,158,13,84,5,152,5,5,554,178094444,12444490.33,LAFAYETTE C,545.4862516329878,0.157,4294321.9,2487.40988,344,186,23,462.1047999999999,450.904,178094.444,62.01060027855153,11742739.568,4088.6976211699166,12212450.32,4252.245933147632,27449338,9557,12444490,4333,Town,149100,53438,1883710,811507.5966999601,343697,1572.7484958217271,17232000,143.6,1238400,1395000,234600,46800,43080,4986644.432,5600989.555200001,1736.2968077994428,15757761.328000002,5486.685699164346,-7457845.898,4333.0398084958215,-2596.7430006963787,-971622.6719999984,3406.3471971066906,5186.2567811934905,1779.9095840868,1756.1115935172286,1200
3700,LAMAR COUNTY,5280150.570000008,513.833259050215,10168200,2293603.2,-379.1605594747966,94529734.34400001,9199.078857921371,74672743.2,7266.713040093422,18456790.856,2802400,69392592.63,6752.879781043207,53336592,16056000.63,18456790.856,16056000.63,10276,18.4821098768896,57470339,5592.676041261191,5190.404048267808,59466669,5786.947158427403,256,785,759,698,727,684,761,721,775,815,923,849,712,639,0.186,3020,334,207,0,81,54,5,46,379,33,424,16,676,5,5,1926,659171102,38313782.71,LAMAR COUNT,555.9971274085605,0.16699999999999998,22842073.31,9204.80556,1136,752,43,1911.336,1716.092,659171.102,64.14666231996885,41009878.144,3990.840613468276,43410668.37,4224.471425652005,91650374,8918,38313782,3728,Rural,177100,60830,7523075,3018306.42710432,905221,1562.4757327753991,61656000,513.8000000000001,4089600,5640000,438600,400800,154140.00000000003,18456790.856,20161640.664,1796.1065449591279,56215952.344000004,5470.606495134294,-19856991.854000002,3728.472431880109,-1932.3658869209812,-3250716.655999996,3895.9476954945626,5265.76903158985,1369.8213360952873,1579.1605594747966,1200
3800,LAUDERDALE COUNTY,555056.4479999989,93.91818071065973,4952100,1790020.8,49.04968487022711,50842403.448,8602.77554111675,42405970.8,7175.29116751269,9353906.352,2802430,41850914.352,7081.37298680203,32497008,9353906.352,9353906.352,9782627.04,5910,9.094489642445753,32009830,5416.21489001692,5498.6477157360405,36231952,6130.617935702199,79,451,471,407,404,394,421,428,447,428,496,506,427,439,0.2524,1942,96,111,0,84,43,5,32,185,32,183,5,198,5,5,893,334068084,17790339.4,LAUDERDALE,649.8440519869175,0.185,12958370.16,5234.47296,467,379,42,1491.684,1093.35,334068.084,56.52590253807106,26878045.648,4547.89266463621,26449324.96,4475.351093062606,50287347,8508,17790339,3010,Rural,114600,52855,3790720,1716854.16987404,890464,1582.7252710659898,35460000,295.5,1681200,2842500,428400,115200,88650,9353906.352,11449612.116,1582.7252710659898,33052064.448,5592.5658964467,-8436433.047999999,3010.2097123519457,-1427.4844412859559,-3179887.552000001,4268.828828828829,5576.689189189189,1307.8603603603606,1150.950315129773,1200
3420,LAUREL,3239597.9499999993,1194.5420169616518,2527200,1549419.8400000003,566.0668466545104,29709382.883199997,10954.787198820059,20622099.84,7604.019115044248,5567966.956800001,2802460,17382501.89,6409.477098082596,13360553,4021948.89,6061171.2,4021948.89,2712,185.55971238482408,15119073,5574.879424778761,4926.457595870206,14896107,5492.6648230088495,111,227,227,224,220,168,212,203,187,189,202,182,175,148,0.4761,419,194,39,0,29,32,5,27,87,20,84,5,101,5,5,424,216470400,14655250.7,LAUREL,14.615241450556374,0.336,8772059.28,2311.04469,217,192,30,1291.1832000000002,911.232,216470.4,79.81946902654867,8834935.8,3257.719690265487,10874158.11,4009.64532079646,28015803,10330,14655250,5403,Town,84700,31481,1752686,818523.83752272,182120,1483.0195022123894,16272000,135.6,781200,1440000,306000,232800,40680,6061171.2,5567966.956800001,2053.085161061947,15054132.8832,5550.9339539823,-9087283.743199999,5403.853502949853,-3350.7683418879055,158025.8831999991,3992.4510250569474,5756.719817767654,1764.2687927107063,633.9331533454896,1200
3900,LAWRENCE COUNTY,-82756.12000000104,-48.79488207547183,1562100,668359.68,270.99554694143126,16464645.7664,9707.927928301888,12452299.68,7342.157830188679,3362120.9136,2802490,12535055.8,7390.952712264151,9634705,2900350.8000000003,3469638.06,2900350.8000000003,1696,3.9392133131142626,9340471,5507.353183962264,5680.840212264151,10742040,6333.75,0,146,128,121,137,110,133,124,106,140,146,158,119,102,0.3284,581,17,27,5,34,5,5,16,96,5,34,0,66,5,5,294,123915645,7374467.95,LAWRENCE CO,430.5428178651175,0.257,4744510.8,1567.43825,196,87,20,556.9664,435.872,123915.645,73.06346992924529,7272401.94,4287.972841981132,7841689.199999999,4623.6375,17009172,10028,7374467,4348,Rural,94800,41914,1246734,517424.265804,300491,1710.1125000000002,10176000,84.80000000000001,705600,652500,204000,20400,25440.000000000004,3469638.06,3362120.9136,1982.3826141509435,9090178.7664,5359.775216037736,-4012347.0364,4348.153272405661,-2365.770658254717,-1651861.2336,4114.633663366337,5155.445544554455,1040.8118811881186,929.0044530585687,1200
4000,LEAKE COUNTY,469541.67599999905,185.4429999999993,2478000,951930.7200000001,250.349856576756,20663667.676,8161.006191153238,18987510.72,7499.016872037914,3731170.044,2802520,18517969.044,7313.573872037915,14786799,3731170.044,3731170.044,4451293.98,2532,4.344414921585149,14271744,5636.549763033176,5839.968009478673,16486274,6511.166666666667,0,200,214,182,170,164,183,153,179,221,230,214,146,178,0.3133,703,273,41,0,84,19,5,24,53,13,104,5,102,0,0,445,133256073,5407327.41,LEAKE COUNT,582.8172597925218,0.289,10802074.2,2305.08907,239,198,13,793.2756,731.7479999999999,133256.073,52.62878080568721,12755103.956,5037.560804107425,12034980.02,4753.151666666667,20194126,7975,5407327,2135,Town,83300,37096,2171897,753334.28731416,330948,1473.6058625592418,15192000,126.60000000000001,860400,1485000,132600,327600,37980,3731170.044,5126627.8944,1473.6058625592418,15256340.675999999,6025.411009478673,-1676157.366,2135.595343601896,-661.989481042654,-1229933.324000001,4826.437777777778,5506.666666666667,680.2288888888888,949.650143423244,1200
4100,LEE COUNTY,357372.17599999905,56.69874282087858,4897200,1860645.6,21.470761235932287,58365005.176,9259.8770706013,44820390.6,7110.961542122799,10281198.424,2802550,44463018.424,7054.2627993019205,34181820,10281198.424,10281198.424,10289808.54,6303,20.45800627480389,33279992,5280.024115500555,5423.103284150405,38110402,6046.39092495637,0,501,507,496,465,426,464,476,487,499,522,530,428,433,0.246,1605,125,84,0,87,36,5,39,227,11,141,5,341,5,5,984,367185658,23825813.85,LEE COUNTY,308.0945384087982,0.196,12212271.08,5627.86111,655,310,21,1550.538,1235.388,367185.658,58.25569696969697,27829203.576,4415.231409804855,27820593.46,4413.86537521815,58007633,9203,23825813,3780,Rural,121200,49723,3681223,1827354.36881476,540267,1631.1595151515153,37818000,315.15000000000003,2358000,2325000,214200,150000,94545.00000000001,10281198.424,12101505.462000001,1631.1595151515153,34539192.176,5479.802026971283,-13544615.426,3780.075178486435,-2148.91566333492,-3571209.824000001,3733.4918864097363,4966.734279918864,1233.2423935091274,1178.5292387640677,1200
7612,LELAND,314485.1500000004,449.26450000000114,520800,495264.00000000006,723.3124839659818,7710029.72,11014.328171428571,5226564,7466.52,1411172.28,2802610,4912078.85,7017.255499999999,3775526,1136552.85,1821726.508,1136552.85,700,3.6728497041148818,3691126,5273.0371428571425,5393.608571428572,4209455,6013.507142857143,42,43,40,50,54,44,57,55,53,66,54,43,45,29,0.5896,248,0,5,0,5,5,0,15,36,5,5,0,27,0,0,90,65061661,3894638.12,LELAND,190.5877061116207,0.305,5355699.91,631.15,68,30,5,412.72,213.5,65061.661,92.94523,2387728.492,3411.040702857143,3072902.15,4389.860214285714,7670164,10957,3894638,5563,Town,72000,38088,403540,196738.47161756,139560,1623.6469285714288,4200000,35,244800,225000,51000,0,10500,1821726.508,1411172.28,2015.9604,3815391.7199999997,5450.5596,-2483465.84,5563.768742857143,-3547.8083428571426,-394063.28000000026,3917.864077669903,5056.310679611651,1138.4466019417478,476.6875160340182,1200
4300,LINCOLN COUNTY,-136137.45199999958,-48.707496243290734,2191800,785842.2000000001,-44.994909052122694,22604603.548,8087.514686225402,19803967.2,7085.498103756709,3318204.652,2802640,19940104.652,7134.205599999999,16621900,3318204.652,3318204.652,5003717.49,2795,6.414606713935994,16291711,5828.876923076923,5947.0125223613595,18532287,6630.514132379249,0,218,247,188,207,207,218,221,227,219,240,237,176,171,0.2343,1000,12,22,0,19,12,5,27,122,5,58,0,167,5,5,437,118507309,6118841.939999999,LINCOLN COU,435.7242968501481,0.204,4856062.13,2580.22472,308,124,15,654.8685,570.18,118507.309,42.39975277280858,15214082.348,5443.321054740609,13528569.51,4840.275316636851,22740741,8136,6118841,2189,Rural,95000,50288,1605913,815307.9485986,325768,1187.1930776386405,16770000,139.75,1108800,930000,153000,14400,41925,3318204.652,5347071.144,1187.1930776386403,16485762.548,5898.305026118068,-2800637.287999999,2189.209996422182,-1002.0169187835418,-2046524.4519999996,3592.646532438479,4903.355704697987,1310.7091722595078,1244.9949090521227,1200
2422,LONG BEACH,144944.6160000004,49.4860416524416,2852100,805592.1599999999,-69.33953268828236,27229754.616,9296.604512120177,21333227.16,7283.450720382383,4251399.544,2802670,21188282.544,7233.964678729942,16936883,4251399.544,4251399.544,5098537.17,2929,180.4985717233992,17060468,5824.6732673267325,5782.479685899624,18883471,6447.071013997952,37,194,226,211,178,214,242,216,199,245,269,237,208,205,0.2292,657,48,60,0,74,30,5,16,95,14,105,5,109,0,5,511,151835698,10147927.49,LONG BEACH,16.227275219044266,0.171,10563525.94,2663.46667,278,221,19,671.3267999999999,500.859,151835.698,51.838749743939914,14632071.456,4995.5860211676345,13784933.83,4706.361840218505,27084810,9247,10147927,3464,Suburb,151300,53491,2371597,852141.64659312,222298,1451.4849928303174,17574000,146.45000000000002,1000800,1657500,193800,57600,43935.00000000001,4251399.544,5759971.3332,1451.4849928303174,17081827.616,5831.965727552066,-5896527.946,3464.6389518607034,-2013.153959030386,-1801643.3839999996,4578.372586872587,5505.984555984556,927.6119691119693,1269.3395326882824,1200
8020,LOUISVILLE,-342638.11000000313,-135.8058303606822,1418700,1144735.56,395.58797605605287,21899007.672,8679.749374554101,17745280.56,7033.404898929845,4553163.888,2802700,18087918.67,7169.2107292905275,13902751,4185167.67,4553163.888,4185167.67,2523,4.155359423044693,13490290,5346.9242964724535,5510.404676971859,15500621,6143.726119698771,39,173,208,176,155,145,184,163,214,234,212,206,189,185,0.3781,958,5,22,0,30,5,5,11,57,5,33,5,110,0,5,288,162612996,8706891.66,LOUISVILLE,607.1676943294018,0.3,8989137.49,2317.5366,197,81,10,953.9463,756.9,162612.996,64.45223781212843,10947457.112,4339.063460959175,11315453.33,4484.920067380103,22609642,8961,8706891,3451,Town,84900,34724,1458545,767365.87391684,483678,1658.8060523186684,15138000,126.15,709200,607500,102000,6000,37845,4553163.888,4791225.7512,1804.6626587395958,13192116.671999998,5228.7422401902495,-4153727.772,3451.0073959571937,-1646.3447372175979,-2308504.3280000016,5064.392361111111,4926.041666666667,-138.35069444444434,804.4120239439474,1200.0000000000002
4400,LOWNDES COUNTY,1513092.6000000015,287.60551226002735,4601700,1482970.68,-54.89490924643769,60074677.546399996,11418.87047070899,37764385.68,7178.1763314959135,10196384.1336,2802730,36251293.08,6890.570819235886,27863499,8387794.080000001,14721070.056,8387794.080000001,5261,11.971104316286183,27400597,5208.248812012926,5296.236266869417,31065904,5904.942786542482,133,366,424,356,356,354,401,355,421,403,482,401,341,389,0.2349,1571,29,77,0,74,42,5,25,181,20,161,5,282,5,5,874,525752502,32506676.7,LOWNDES COU,439.4749106682356,0.182,11894740.24,4739.23333,537,315,30,1235.8089,957.502,525752.502,99.9339482988025,16344833.944,3106.792234176012,22678109.92,4310.608234176012,60370175,11475,32506676,6178,Rural,139400,61457,3521717,1550810.29741144,514790,1594.3345523664705,31566000,263.05,1933200,2362500,306000,34800,78915,14721070.056,10196384.1336,1938.1076095038966,27568001.5464,5240.068721992016,-22310292.5664,6178.8018817715265,-4240.69427226763,-3497902.4536000006,3992.87641723356,5217.34693877551,1224.4705215419503,1254.8949092464377,1200
4500,MADISON COUNTY,4398431.540000007,334.17653396140486,9613200,2021683.2000000002,-1061.2707471110489,148225921.636,11261.65640753685,91523113.2,6953.587084029783,24711240.564000003,2802790,87124681.66,6619.410550068378,66965845,20158836.66,43065030.428,20158836.66,13162,24.987582801714243,65947698,5010.461783923416,5087.8168211518005,74662358,5672.569366357697,85,888,1009,942,929,917,1001,943,978,1038,1151,1128,992,916,0.128,4890,599,213,0,91,76,17,75,325,65,404,5,396,5,5,1680,1538036801,81414049.97,MADISON COU,526.7416262087198,0.101,18540132.69,11965.6851,812,790,75,1684.736,1329.362,1538036.801,116.8543383224434,31597327.571999997,2400.647893329281,54503521.34,4140.975637441119,148379894,11273,81414049,6185,Suburb,228300,83293,6936614,3809644.23340488,1200043,1531.593728916578,78972000,658.1,2923200,5925000,765000,718800,197430,43065030.428,24711240.564000003,1877.4685126880415,66811872.636,5076.118571341742,-56702809.405999996,6185.537909892114,-4308.069397204073,-7850485.364,4136.323196183661,5732.379248658319,1596.056052474658,2261.270747111049,1200
4600,MARION COUNTY,-719269.2599999998,-377.7674684873946,1631400,737761.92,276.60440794773467,16627303.74,8732.827594537815,13827721.92,7262.458991596639,2836300.1799999997,2802820,14546991.18,7640.2264600840335,11710691,2836300.1799999997,2836300.1799999997,3525288.2100000004,1904,3.999376131653976,11385341,5979.695903361345,6150.57300420168,13056623,6857.47006302521,40,144,147,119,138,116,128,166,148,175,177,154,120,114,0.3229,757,5,15,0,11,12,5,14,145,5,45,5,83,0,0,334,101296435,5635882.7,MARION COUN,476.0742519140315,0.27399999999999997,9011834.97,1727.22803,239,96,5,614.8016,521.6959999999999,101296.435,53.20190913865546,10220322.82,5367.816607142858,9531334.79,5005.953146008403,17346573,9110,5635882,2960,Rural,86200,32855,1346342,567705.08742668,483338,1489.6534558823528,11424000,95.2,860400,720000,51000,6000,28560,2836300.1799999997,3733484.9184000003,1489.6534558823528,10991421.74,5772.805535714286,-2799582.5200000005,2960.0224264705885,-1470.3689705882357,-2065201.2599999998,3959.829411764706,4798.235294117647,838.4058823529408,923.3955920522653,1200
4700,MARSHALL COUNTY,947979.3500000015,341.36814908174256,1939500,955065.8400000001,186.9863130982468,24967230.2132,8990.72027842996,19876620.84,7157.587626935542,5366687.626800001,2802850,18928641.49,6816.2194778538,14548948,4379693.49,9647182.244,4379693.49,2777,5.273335491402194,13925285,5014.506661865323,5239.088224702917,16221087,5841.226863521786,0,213,223,189,234,185,239,216,175,217,272,208,197,160,0.2866,1009,232,34,0,30,18,5,32,56,14,35,5,116,5,5,346,344542223,10457297.79,MARSHALL CO,526.6116681799792,0.278,9336823.97,2487.44911,202,129,24,795.8882000000001,772.0060000000001,344542.223,124.06993986316168,6573904.756000001,2367.2685473532592,11841393.51,4264.095610370904,25006245,9004,10457297,3765,Rural,113500,46662,1722545,806245.6398436,195664,1577.1312531508822,16662000,138.85,727200,967500,244800,278400,41655,9647182.243999999,5366687.626800001,1932.5486592725965,14509933.2132,5225.038967662946,-5090610.163199998,3765.6815952466686,-1833.132935974072,-1711153.7868000008,4852.239436619719,5463.380281690141,611.1408450704221,1013.0136869017532,1200
5720,MCCOMB,860263.6799999997,401.9923738317757,1491900,1314559.2,601.7120841556014,20290672.236,9481.622540186916,15728959.2,7349.980934579439,3973191.9639999997,2802880,14868695.52,6947.9885607476635,11428389,3440306.52,3973191.964,3440306.52,2140,48.53163931791994,11284482,5273.1224299065425,5340.368691588785,12741876,5954.147663551402,61,153,181,162,165,138,135,161,128,201,177,169,132,126,0.5119,714,42,18,0,23,5,5,28,63,5,62,5,58,0,0,271,141899713,8534905.3,MCCOMB,44.09494569061098,0.37200000000000005,9335373.91,1879.98276,144,123,5,1095.466,796.0800000000002,141899.713,66.30827710280373,8768684.036,4097.515904672898,9301569.48,4346.527794392524,19963294,9328,8534905,3988,Town,96100,28571,1699242,655404.0700184,396130,1607.6198691588786,12840000,107,518400,922500,51000,50400,32100,3973191.9639999997,4246818.984,1856.6317588785046,11755767.236,5493.349175700934,-4561713.336000001,3988.2735046728976,-2131.641745794393,-986108.7640000004,6247.213235294118,5484.926470588235,-762.2867647058829,598.2879158443986,1200
