dist_id,district,total_enroll,model_4_total_funding,model_4_pp_funding,model_4_diff_total,model_4_diff_pp,model_4_state_share,model_4_state_share_pp,model_4_local_diff_total,model_4_local_share_total,model_4_local_share_pp,base_funding,sped_tier_1_funding,sped_tier_2_funding,sped_tier_3_funding,total_sped_funding,ell_funding,ed_funding,gifted_funding,vocational_funding,sparsity_funding,sped_pp_diff,ed_pp_diff,ell_enroll,gifted_enroll,econ_dis_enroll,stpov_enroll,sped_tier_1_enroll,sped_tier_2_enroll,sped_tier_3_enroll,maep_expected_local_total,maep_expected_local_pp,maep_rev_fy24,local_share_expected_total,local_funding_28_mill,local_funding_27_pct,maep_rev_fy23,maep_fy23_pp,maep_fy24_pp,maep_rev_full_funding_fy24,maep_full_pp_fy24,direct_cert_pct,vocational_enroll,assessed_value,stpov_rate,mill_1_value,mill_1_value_pp,local_share_mills,local_share_pp_mills,local_share_pct,sped_funding,at_risk_funding,cte_funding,local_share_expected_pp,sparsity_weight_adj,model_4_local_mills_total,cte_pp_funding,cte_model_4_pp,cte_pp_diff
1400,COAHOMA COUNTY,988,7962636.6733918395,8059.34885970834,505118.2933918396,511.2533333925503,5812724.771576043,5883.324667587089,-3508761.398184203,2149911.9018157967,2176.024192121252,5928000,385200,442500,153000,980700,0,633347.52,14820.000000000002,219000,186769.15339184005,-66.67955801105018,614.5527791288803,0,49.400000000000006,527.7896000000001,434.72,107,59,15,7457518.38,7548.095526315789,5732004,1725514.38,4089162.924,1725514.38,6170910,6245.86032388664,5801.6234817813765,6390794,6468.414979757085,0.5342,365,146041533,0.44,146041.533,147.81531680161942,2301631.0760000004,2329.5861093117414,4665279.62,992769,308992.95452468,107670,1746.472044534413,0.03150626744126857,4089162.9239999996,294.986301369863,600,305.013698630137
8111,COFFEEVILLE,417,3319072.937554032,7959.407524110388,177748.90755403182,426.2563730312513,2422923.244414443,5810.367492600583,-1093588.2368604112,896149.6931395887,2149.040031509805,2502000,147600,187500,51000,386100,0,252051.48,6255,78600,94066.45755403192,1101.140845070423,641.90136492288,0,20.85,210.0429,146.36700000000002,41,25,5,3141324.0300000003,7533.151151079137,2414487,726837.03,1406185.228,726837.03,2336671,5603.52757793765,5790.136690647482,2691989,6455.6091127098325,0.5037,131,50220901,0.35100000000000003,50220.901,120.43381534772182,1285803.772,3083.4622829736213,1965151.97,307919,117224.65579764,57880,1743.0144604316547,0.0375965058169592,1406185.228,441.8320610687023,600,158.16793893129773
4620,COLUMBIA,1646,12789294.48,7769.923742405833,736789.1919999998,447.62405346294054,10366313.192,6297.881647630619,-3780341.9319999996,2422981.288,1472.0420947752127,9876000,756000,1140000,51000,1947000,6000,636804.4800000001,24690.000000000004,298800,0,1337.1471389645772,333.4820645871338,5,82.30000000000001,530.6704000000001,490.508,210,152,5,12052505.288,7322.299688942892,9629524,2422981.288,2422981.288,2898791.2800000003,9044947,5495.107533414338,5850.25759416768,10736264,6522.6391251518835,0.3224,498,86535046,0.298,86535.046,52.5729319562576,8313282.711999999,5050.597030376671,7837472.72,1456267,459835.41939272,79052,1472.0420947752127,0,2422981.288,158.73895582329317,600,441.26104417670683
4420,COLUMBUS,3090,24275138.4,7856.031844660194,3072513.669999998,994.3409935275076,18116281.163999997,5862.874163106795,-7175253.853999999,6158857.2360000005,1993.157681553398,18540000,900000,1890000,153000,2943000,54000,2029388.4,46350,662400,0,1098.5377176015472,644.6073509376598,45,154.5,1691.157,1016.61,250,252,15,21202624.73,6861.6908511326865,16296779,4905845.73,6158857.2360000005,4905845.73,16151073,5226.884466019417,5274.038511326861,18169799,5880.193851132686,0.5473,1104,219959187,0.32899999999999996,219959.187,71.18420291262136,12010941.764,3887.036169579288,13263953.27,2375056,939256.16621032,337991,1587.6523398058257,0,6158857.2360000005,306.151268115942,600,293.848731884058
1500,COPIAH COUNTY,2205,16613659.745788472,7534.539567251008,661312.013788471,299.9147454822996,12930045.013788473,5863.965992647833,-1258196.4280000003,3683614.732,1670.5735746031746,13230000,784800,885000,173400,1843200,123600,1041465.6000000001,33075,333600,8719.14578847258,1018.3371104815869,425.9664800504213,103,110.25,867.888,544.635,218,118,17,15952347.732,7234.624821768708,12268733,3683614.732,3683614.732,3693276.54,12820619,5814.339682539682,5564.051247165533,13678802,6203.538321995465,0.3936,556,131557669,0.247,131557.669,59.66334195011338,9995187.268,4532.96474739229,9985525.46,1483727,671774.403562,137076,1670.5735746031746,6.590435214264989e-4,3683614.732,246.53956834532374,600,353.46043165467626
0220,CORINTH,2490,18463659.6,7415.124337349398,2841540.3720000014,1141.1808722891574,15333199.372000001,6157.911394377511,-3571735.512,3130460.228,1257.2129429718875,14940000,788400,720000,153000,1661400,277200,968709.5999999999,37350,579000,0,1065.6121212121216,294.31986559479117,231,124.5,807.2579999999999,672.3000000000001,219,96,15,15622119.228,6273.943465060241,12491659,3130460.228,3130460.228,3760384.23,12920052,5188.775903614458,5016.730522088354,13927349,5593.3128514056225,0.3242,965,111802151,0.27,111802.151,44.900462248995986,10796888.772,4336.0999084337345,10166964.77,1309748,731117.53393968,149433,1257.2129429718875,0,3130460.228,154.85284974093264,600,445.14715025906736
1600,COVINGTON COUNTY,2609,20064209.88,7690.383242621694,1133101.879999999,434.3050517439633,14646873.212399999,5613.979767113836,-4881735.012400001,5417336.6676,2076.4034755078574,15654000,1728000,982500,51000,2761500,73200,1200974.8800000001,39135.00000000001,335400,0,-274.0584415584417,439.0987021284308,61,130.45000000000002,1000.8124,746.1740000000001,480,131,5,18931108,7256.078190877731,14550844,4380264,8160987.716,4380264,14578892,5587.923342276735,5577.172863165964,16223200,6218.167880413952,0.3836,559,291463847,0.28600000000000003,291463.847,111.7147746262936,8062212.284,3090.154190877731,11842936,2930320,761519.45408596,323221,1678.9053277117669,0,8160987.716,578.2128801431127,600,21.78711985688733
1700,DESOTO COUNTY,35003,253634180.4,7246.0697768762675,19301912.28,551.4359420621086,195003511.632,5571.051385081279,-62543616.971999995,58630668.768,1675.018391794989,210018000,9860400,18172500,1356600,29389500,1880400,7413635.399999999,525045,4407600,0,663.2332389046269,-430.9926472984307,1567,1750.15,6178.0295,4445.381,2739,2423,133,234332268.12,6694.633834814159,180112662,54219606.120000005,58630668.768,54219606.120000005,181119369,5174.395594663315,5145.635002714053,200813356,5737.032711481873,0.1765,7346,2093952456,0.127,2093952.456,59.82208542124961,142182687.232,4062.014319686884,146593749.88,25877680,10076320.6892928,1562060,1548.9988321001058,0,58630668.768,212.64089300299483,600,387.35910699700514
6811,E. TALLAHATCHIE,853,6445770.185295192,7556.58872836482,304387.0552951917,356.8429722100718,4894461.125295192,5737.9380132417255,-1035720.1000000003,1551309.0599999998,1818.6507151230946,5118000,252000,270000,51000,573000,0,412817.88,12795.000000000002,192000,137157.30529519153,-668.8918918918916,430.9677495571268,0,42.650000000000006,344.0149,367.643,70,36,5,6141383.13,7199.745756154748,4720395,1420988.13,1551309.0599999998,1420988.13,4785661,5610.388042203986,5533.874560375147,5262919,6169.893317702227,0.4033,320,55403895,0.431,55403.895,64.95181125439625,3711609.94,4351.242602579133,3841930.87,647247,264558.55273288,59279,1665.8711957796015,0.02679900455162007,1551309.0599999998,185.246875,600,414.753125
3111,EAST JASPER,755,5844143.168365701,7740.586977967816,206725.0983657008,273.80807730556353,4266224.512906961,5650.628493916505,-4230248.06454126,1577918.6554587395,2089.9584840513107,4530000,208800,450000,51000,709800,6000,336850.8,11325,127200,122967.36836570171,573.1626016260161,377.29483677944063,5,37.75,280.709,224.235,58,60,5,5637418.07,7466.7789006622525,4333037,1304381.07,2451217.468,1304381.07,3672371,4864.067549668875,5739.121854304636,4831041,6398.729801324504,0.3718,212,87543481,0.297,87543.481,115.95163046357617,2379823.532,3152.084148344371,3526659.9299999997,639301,230940.74366248,43920,1727.657046357616,0.027145114429514724,2451217.468,207.16981132075472,600,392.8301886792453
1211,ENTERPRISE,955,6997575,7327.303664921466,394417.9299999997,413.00306806282697,5212787.744,5458.416485863874,-1905921.244,1784787.256,1868.8871790575918,5730000,284400,600000,51000,935400,0,143250,14325,174600,0,1556.1036585365855,-1084.7641424475814,0,47.75,119.375,138.475,79,80,5,6603157.07,6914.300596858639,5075324,1527833.07,1784787.256,1527833.07,4969352,5203.509947643979,5314.475392670157,5658641,5925.278534031414,0.125,291,63742402,0.145,63742.402,66.74597068062828,3873853.744,4056.3913549738218,4130807.93,680199,272743.71950468,123212,1599.8252041884818,0,1784787.256,423.40893470790377,600,176.59106529209623
6220,FOREST SEPARATE,1645,12360285,7513.851063829788,1401150.4700000007,851.763203647416,9693404.896,5892.647353191489,-3086333.5860000006,2666880.104,1621.2037106382977,9870000,676800,442500,102000,1221300,612000,523110,24675,109200,0,809.1478599221791,90.83264844888458,510,82.25,435.925,463.88999999999993,188,59,10,10959134.53,6662.0878601823715,8423419,2535715.5300000003,2666880.104,2535715.5300000003,8395131,5103.423100303951,5120.619452887538,9391539,5709.142249240122,0.265,182,95245718,0.282,95245.718,57.90013252279635,6724658.896,4087.938538601823,6855823.47,1013349,483513.77772492,26415,1541.468407294833,0,2666880.104,145.13736263736263,600,454.8626373626374
1800,FORREST COUNTY,2129,16214245.08,7615.8971723814,1277767.0700000003,600.1724142790044,11836398.9084,5559.604935838422,-4759253.188399999,4377846.1716,2056.292236542978,12774000,990000,982500,102000,2074500,121200,867610.0800000001,31935,345000,0,482.0625,326.65878753618904,101,106.45,723.0084,536.508,275,131,10,14936478.01,7015.724758102396,11480488,3455990.01,5323374.588,3455990.01,11758426,5522.980742132457,5392.432127759512,12799963,6012.1949271958665,0.3396,575,190120521,0.252,190120.521,89.30038562705496,7476588.412,3511.7841296383276,9343972.99,1873962,631433.0326775201,233371,1623.2926303428842,0,5323374.588,405.86260869565217,600,194.13739130434783
1900,FRANKLIN COUNTY,1211,9484428.958007924,7831.898396373183,127486.84600792453,105.27402643098594,7532149.8460079245,6219.776916604397,-1490332.3180000002,1952279.112,1612.121479768786,7266000,684000,652500,102000,1438500,0,373908.3599999999,18165,180600,207255.59800792416,719.0836236933792,80.7422360880937,0,60.550000000000004,311.59029999999996,380.254,190,87,10,9356942.112,7726.624369942197,7404663,1952279.112,1952279.112,2229037.6500000004,7162297,5914.365813377374,6114.50289017341,8255695,6817.254335260116,0.2573,301,69724254,0.314,69724.254,57.5757671345995,6303415.888,5205.13285549133,6026657.35,1232123,348749.86243464,275179,1612.121479768786,0.028524029453333904,1952279.112,914.2159468438538,600,-314.21594684385377
2000,GEORGE COUNTY,4165,30618793.2,7351.450948379352,2802255.120000001,672.8103529411774,25256951.119999997,6064.093906362545,-4582610.529999999,5361842.08,1287.3570420168066,24990000,1710000,1612500,153000,3475500,66000,1204018.2,62475,820800,0,1218.3957446808508,10.399891723403925,55,208.25,1003.3485,837.1650000000001,475,215,15,27816538.08,6678.640595438174,22454696,5361842.08,5361842.08,6759573.390000001,22230598,5337.478511404562,5391.283553421368,25035457,6010.914045618248,0.2409,1368,191494360,0.201,191494.36,45.977037214885954,19673614.92,4723.557003601441,18275883.61,2616531,1193583.48423916,534023,1287.3570420168066,0,5361842.08,390.3676900584795,600,209.63230994152048
2100,GREENE COUNTY,1640,12252748.004545167,7471.187807649492,-23336.235454833135,-14.229411862703273,8944506.043317972,5453.967099584129,-3327405.608772805,3308241.9612271953,2017.220708065363,9840000,543600,502500,102000,1148100,6000,510696,24600,457800,265552.0045451664,-48.50877192982534,60.43662135758268,5,82,425.58,383.76,151,67,10,12276084.24,7485.4172195121955,9435654,2840430.24,3571711.892,2840430.24,9199826,5609.65,5753.44756097561,10520112,6414.7024390243905,0.2595,763,127561139,0.234,127561.139,77.78118231707317,6948400.108,4236.829334146341,7679681.76,1159160,484975.38268264,433484,1731.9696585365857,0.026986992331825856,3571711.892,568.1310615989515,600,31.868938401048467
