dist_id,district,total_enroll,model_1_total_funding,model_1_pp_funding,model_1_diff_total,model_1_diff_pp,model_1_state_share,model_1_state_share_pp,model_1_local_diff_total,model_1_local_share_total,model_1_local_share_pp,base_funding,sped_tier_1_funding,sped_tier_2_funding,sped_tier_3_funding,total_sped_funding,ell_funding,ed_funding,gifted_funding,sped_pp_diff,ed_pp_diff,ell_enroll,gifted_enroll,econ_dis_enroll,stpov_enroll,sped_tier_1_enroll,sped_tier_2_enroll,sped_tier_3_enroll,vocational_enroll,maep_expected_local_total,maep_expected_local_pp,maep_rev_fy24,local_share_expected_total,local_funding_28_mill,local_funding_27_pct,maep_rev_fy23,maep_fy23_pp,maep_fy24_pp,maep_rev_full_funding_fy24,maep_full_pp_fy24,direct_cert_pct,assessed_value,stpov_rate,mill_1_value,mill_1_value_pp,local_share_mills,local_share_pp_mills,local_share_pct,sped_funding,at_risk_funding,cte_funding,local_share_expected_pp,model_1_local_mills_total
1211,ENTERPRISE,955,6822975,7144.476439790576,219817.9299999997,230.17584293193613,5038187.744,5275.589260732984,-1905921.244,1784787.256,1868.8871790575918,5730000,284400,600000,51000,935400,0,143250,14325,1556.1036585365855,-1084.7641424475814,0,47.75,119.375,138.475,79,80,5,291,6603157.07,6914.300596858639,5075324,1527833.07,1784787.256,1527833.07,4969352,5203.509947643979,5314.475392670157,5658641,5925.278534031414,0.125,63742402,0.145,63742.402,66.74597068062828,3873853.744,4056.3913549738218,4130807.93,680199,272743.71950468,123212,1599.8252041884818,1784787.256
6220,FOREST SEPARATE,1645,12251085,7447.468085106383,1291950.4700000007,785.3802249240116,9584204.896,5826.2643744680845,-3086333.5860000006,2666880.104,1621.2037106382977,9870000,676800,442500,102000,1221300,612000,523110,24675,809.1478599221791,90.83264844888458,510,82.25,435.925,463.88999999999993,188,59,10,182,10959134.53,6662.0878601823715,8423419,2535715.5300000003,2666880.104,2535715.5300000003,8395131,5103.423100303951,5120.619452887538,9391539,5709.142249240122,0.265,95245718,0.282,95245.718,57.90013252279635,6724658.896,4087.938538601823,6855823.47,1013349,483513.77772492,26415,1541.468407294833,2666880.104
1800,FORREST COUNTY,2129,15869245.08,7453.849262564584,932767.0700000003,438.12450446218827,11584548.9084,5441.3099616721465,-4852403.188399999,4284696.1716,2012.5393008924377,12774000,990000,982500,102000,2074500,121200,867610.0800000001,31935,482.0625,326.65878753618904,101,106.45,723.0084,536.508,275,131,10,575,14936478.01,7015.724758102396,11480488,3455990.01,5323374.588,3455990.01,11758426,5522.980742132457,5392.432127759512,12799963,6012.1949271958665,0.3396,190120521,0.252,190120.521,89.30038562705496,7476588.412,3511.7841296383276,9343972.99,1873962,631433.0326775201,233371,1623.2926303428842,5323374.588
1900,FRANKLIN COUNTY,1211,9096573.36,7511.6212716763,-260368.75200000033,-215.00309826589637,7144294.248,5899.499791907514,-1490332.3180000002,1952279.112,1612.121479768786,7266000,684000,652500,102000,1438500,0,373908.3599999999,18165,719.0836236933792,80.7422360880937,0,60.550000000000004,311.59029999999996,380.254,190,87,10,301,9356942.112,7726.624369942197,7404663,1952279.112,1952279.112,2229037.6500000004,7162297,5914.365813377374,6114.50289017341,8255695,6817.254335260116,0.2573,69724254,0.314,69724.254,57.5757671345995,6303415.888,5205.13285549133,6026657.35,1232123,348749.86243464,275179,1612.121479768786,1952279.112
2000,GEORGE COUNTY,4165,29797993.2,7154.380120048019,1981455.120000001,475.7395246098449,24436151.119999997,5867.023078031212,-4582610.529999999,5361842.08,1287.3570420168066,24990000,1710000,1612500,153000,3475500,66000,1204018.2,62475,1218.3957446808508,10.399891723403925,55,208.25,1003.3485,837.1650000000001,475,215,15,1368,27816538.08,6678.640595438174,22454696,5361842.08,5361842.08,6759573.390000001,22230598,5337.478511404562,5391.283553421368,25035457,6010.914045618248,0.2409,191494360,0.201,191494.36,45.977037214885954,19673614.92,4723.557003601441,18275883.61,2616531,1193583.48423916,534023,1287.3570420168066,5361842.08
2100,GREENE COUNTY,1640,11529396,7030.119512195122,-746688.2400000002,-455.2977073170732,8416459.08,5131.987243902439,-3522710.65,3112936.9200000004,1898.1322682926832,9840000,543600,502500,102000,1148100,6000,510696,24600,-48.50877192982534,60.43662135758268,5,82,425.58,383.76,151,67,10,763,12276084.24,7485.4172195121955,9435654,2840430.24,3571711.892,2840430.24,9199826,5609.65,5753.44756097561,10520112,6414.7024390243905,0.2595,127561139,0.234,127561.139,77.78118231707317,6948400.108,4236.829334146341,7679681.76,1159160,484975.38268264,433484,1731.9696585365857,3571711.892
7620,GREENVILLE,3542,25792531.44,7281.911756070017,1136455.6799999997,320.8514059853187,20390024.68,5756.641637492942,-6272963.509999999,5402506.760000001,1525.2701185770752,21252000,1062000,585000,153000,1800000,15600,2671801.4400000004,53130.00000000001,-447.41752577319585,718.4077163155359,13,177.10000000000002,2226.5012,1512.4340000000002,295,78,15,984,24656075.76,6961.060350084698,19253569,5402506.760000001,5402506.760000001,5795933.130000001,18699214,5279.281197063806,5435.790231507623,21466419,6060.536137775268,0.6286,192946670,0.4270000000000001,192946.67,54.473932806324115,16063912.239999998,4535.266019198192,15670485.87,1973598,1072265.7975342,421923,1525.2701185770752,5402506.760000001
4211,GREENWOOD-LEFLORE CONS,4030,29812634.4,7397.676029776675,3006020.289999999,745.9107419354841,21763223.112,5400.303501736973,-4137964.842000001,8049411.288,1997.3725280397023,24180000,1141200,1282500,153000,2576700,152400,2843084.4,60450,430.11729622266466,709.1715665911853,127,201.5,2369.237,1906.19,317,171,15,1232,26806614.11,6651.765287841191,20604122,6202492.11,8108869.272,6202492.11,20329784,5044.6114143920595,5112.685359801489,22972193,5700.296029776675,0.5879,289602474,0.473,289602.474,71.86165607940447,14863323.728,3688.16965955335,16769700.89,2360351,1162888.8850842,371679,1539.0799280397025,8108869.272
2220,GRENADA,3864,28896026.88,7478.267826086956,1359362.289999999,351.80183488612784,22243047.568,5756.482289855073,-2919439.028,6652979.312,1721.785536231884,23184000,849600,3075000,336600,4261200,6000,1386866.8800000001,57960.00000000001,1330.9602356406476,237.3050972607956,5,193.20000000000002,1155.7224,1329.216,236,410,33,1144,27536664.59,7126.465991200828,21165254,6371410.590000001,6652979.312,6371410.590000001,22643366,5860.084368530021,5477.550207039338,23597817,6107.09549689441,0.2991,237606404,0.344,237606.404,61.492340579710145,16944837.688,4385.3099606625265,17226406.41,3357478,1112608.06346152,380913,1648.9157841614908,6652979.312
2421,GULFPORT,6113,45715038.36,7478.3311565516115,3637980.589999996,595.1219679371825,33549133.531999998,5488.16187338459,-19349389.211999997,12165904.828000002,1990.1692831670214,36678000,2077200,2940000,275400,5292600,384000,3268743.36,91695.00000000001,576.818273092369,518.6361745924966,320,305.65000000000003,2723.9528,2005.064,577,392,27,1636,42077057.77,6883.209188614429,32341303,9735754.77,12165904.828000002,9735754.77,32914005,5384.263863896614,5290.577948634059,36058351,5898.634222149517,0.4456,434496601,0.32799999999999996,434496.601,71.07747439882219,23892446.172,3908.464938982496,26322596.229999997,4718089,1856002.90003748,560025,1592.63123998037,12165904.828000002
2300,HANCOCK COUNTY,4060,29280945.6,7212.055566502463,297092.6000000015,73.17551724137957,21375090.288000003,5264.800563546799,-11442429.497999998,7905855.312000001,1947.2550029556653,24360000,1735200,1807500,173400,3716100,0,1143945.6,60900,963.2040540540538,-67.7094569794649,0,203,953.288,856.6600000000001,482,241,17,1309,28983853,7138.8800492610835,22277593,6706260,12012236.936,6706260,22007459,5420.556403940886,5487.091871921182,24838000,6117.7339901477835,0.2348,429008462,0.211,429008.462,105.66710886699508,12825763.064,3159.054941871921,18131740,3003329,1208492.21282504,628698,1651.7881773399015,12012236.936
2400,HARRISON COUNTY,14355,105262163.4,7332.7874190177645,8646307.620000005,602.3202800417976,76841379.282,5352.934815882968,-28144950.262,28420784.118000004,1979.8526031347965,86130000,4338000,7267500,561000,12166500,748800,6001538.4,215325,1387.40690892777,363.09855611787543,624,717.75,5001.282,3244.23,1205,969,55,3413,96615855.78,6730.467138975967,74260959,22354896.78,30333828.196,22354896.78,73342961,5109.227516544758,5173.177220480668,82795914,5767.740438871473,0.3484,1083351007,0.226,1083351.007,75.46854803204458,52462085.804000005,3654.6210939742255,60441017.22,9073970,4185580.12706168,966721,1557.2899184952978,30333828.196
1820,HATTIESBURG,3667,27509140.92,7501.810995364059,3131296.4700000025,853.912317971095,20081672.871600002,5476.322026615763,-16213996.961600002,7427468.048400001,2025.4889687482957,22002000,903600,1635000,295800,2834400,242400,2375335.92,55005.00000000001,864.8995983935738,663.7642157885745,202,183.35000000000002,1979.4466,1243.1129999999998,251,218,29,1463,24377844.45,6647.898677392964,18737319,5640525.45,10077916.016,5640525.45,18204749,4964.4802290700845,5109.713389691846,20890835,5696.982547041178,0.5398,359925572,0.33899999999999997,359925.572,98.15259667302972,10812918.984,2948.7098401963462,15250309.55,2403680,1061450.09985564,680291,1538.1852877011181,10077916.015999999
1520,HAZLEHURST,1368,9939947.52,7266.04350877193,1109913.5700000003,811.340328947369,7256161.6896,5304.211761403509,-2758906.8496,2683785.8304,1961.831747368421,8208000,169200,435000,102000,706200,164400,840827.5199999999,20520,390.13043478260806,610.4917917149048,137,68.4,700.6895999999999,433.656,47,58,10,524,8830033.95,6454.703179824561,6786948,2043085.95,3159608.676,2043085.95,6715514,4909.001461988304,4961.2192982456145,7566985,5531.421783625731,0.5122,112843167,0.317,112843.167,82.4876951754386,4407376.324,3221.7663187134503,5523899.05,661335,413062.27066,132461,1493.4838815789476,3159608.676
2500,HINDS COUNTY,4968,35063934.72,7057.957874396135,1587109.5299999975,319.4664915458925,25596672.345599998,5152.309248309179,-18933940.8256,9467262.374400001,1905.6486260869567,29808000,1414800,1665000,214200,3294000,88800,1798614.7200000002,74520,582.0723270440249,197.51145566894957,74,248.4,1498.8456,1013.472,393,222,21,1212,33476825.19,6738.491382850242,25730985,7745840.19,12272488.312,7745840.19,25479863,5128.796900161031,5179.344806763285,28688297,5774.6169484702095,0.3017,438303154,0.204,438303.154,88.22527254428341,16415808.688,3304.309317230274,20942456.81,2923802,1502575.543721,0,1559.1465760869569,12272488.311999999
7611,HOLLANDALE,548,4206722.88,7676.501605839416,-14210.184000000358,-25.930992700731622,3266040.8159999996,5959.928496350364,-911779.5360000001,940682.064,1716.5731094890511,3288000,183600,195000,51000,429600,0,480902.88,8220,1142,817.7659527205326,0,27.400000000000002,400.7524,200.568,51,26,5,20,4220933.064,7702.432598540147,3280251,940682.064,940682.064,987459.12,3244025,5919.753649635037,5985.859489051095,3657256,6673.824817518248,0.7313,33595788,0.366,33595.788,61.306182481751826,2716573.936,4957.251708029196,2669796.88,335956,153181.21180896,0,1716.5731094890511,940682.064
4720,HOLLY SPRINGS,1025,7695975,7508.268292682927,391218.58999999985,381.6766731707312,5618061.75,5481.035853658536,-3155818.74,2077913.2500000002,2027.2324390243905,6150000,460800,412500,102000,975300,26400,528900,15375,-10.797927461139807,486.3376169100851,22,51.25,440.75,337.22499999999997,128,55,10,342,7304756.41,7126.591619512195,5614588,1690168.41,2606961.5039999997,1690168.41,5870114,5726.940487804878,5477.646829268293,6259883,6107.202926829268,0.43,93105768,0.32899999999999996,93105.768,90.83489560975607,3652921.496,3563.825849756098,4569714.59,977384,314546.69534688,162627,1648.9447902439026,2606961.5039999997
2611,HOLMES CONSOL,2544,18628434.24,7322.497735849056,1307751.3839999996,514.0532169811322,15079606.383999998,5927.518232704401,-3060821.044,3548827.856,1394.9795031446542,15264000,756000,735000,102000,1593000,6000,1727274.24,38160,921.9748427672957,691.8634452126005,5,127.2,1439.3952,1101.552,210,98,10,878,17320682.856,6808.444518867924,13771855,3548827.856,3548827.856,4145763.87,13537544,5321.361635220126,5413.465015723271,15354681,6035.645047169812,0.5658,126743852,0.433,126743.852,49.820696540880505,11805853.144,4640.665544025157,11208917.13,1299812,731409.31790552,344157,1394.9795031446542,3548827.856
2700,HUMPHREYS COUNTY,1207,9251542.56,7664.906843413422,-359492.87999999896,-297.83999999999924,6834943.984,5662.753922120961,-849748.7239999995,2416598.5760000004,2002.1529212924609,7242000,482400,435000,153000,1070400,0,921037.5599999999,18105,792.1835748792273,721.2456574485497,0,60.35,767.5313,522.631,134,58,15,641,9611035.44,7962.746843413422,7387242,2223793.44,2416598.5760000004,2223793.44,7296613,6045.246893123446,6120.333057166528,8236272,6823.754763877382,0.6359,86307092,0.433,86307.092,71.50546147473074,5819673.424,4821.601842584921,6012478.5600000005,906418,367458.94291916,234793,1842.413786246893,2416598.5760000004
2900,ITAWAMBA COUNTY,3375,25305780,7498.008888888889,357938.4519999996,106.05583762962942,20679645.452,6127.302356148148,-2964480.302,4626134.5479999995,1370.7065327407406,20250000,1130400,2970000,153000,4253400,26400,725355,50625,2135.5696551724136,-439.95495469015873,22,168.75,604.4625,536.625,314,396,15,972,24947841.548,7391.953051259259,20321707,4626134.5479999995,4626134.5479999995,6117476.4,19941628,5908.630518518518,6021.246518518518,22657320,6713.28,0.1791,165219091,0.159,165219.091,48.953804740740736,18031185.452,5342.573467259259,16539843.6,2705112,991291.2717994,431103,1370.7065327407406,4626134.5479999995
3000,JACKSON COUNTY,8906,62122017.36,6975.29950145969,3173934.75,356.38162474736146,45437451.644,5101.89216752751,-22367982.174000002,16684565.715999998,1873.4073339321803,53436000,2775600,3382500,469200,6627300,228000,1697127.3599999999,133590,1376.7736593059935,-623.7125476578492,190,445.3,1414.2728,1353.712,771,451,46,1959,58948082.61,6618.9178767123285,45308724,13639358.61,16684565.715999998,13639358.61,44651755,5013.671120592859,5087.438131596677,50516143,5672.147204132046,0.1588,595877347,0.152,595877.347,66.90740478329215,33831577.284,3798.7398701998654,36876784.39,4881551,2579227.0511712,675496,1531.4797451156526,16684565.715999998
2520,JACKSON PUBLIC,18710,137288768.4,7337.721453768038,12575165.010000005,672.1093003741316,101899890.512,5446.279557028327,-61539065.721999995,35388877.888000004,1891.4418967397116,112260000,3985200,7710000,448800,12144000,498000,12106118.4,280650,545.4277191372184,639.3579233452731,415,935.5,10088.432,7502.71,1107,1028,44,5053,124713603.39,6665.612153393907,95857473,28856130.39,35388877.888000004,28856130.39,97624406,5217.766221272047,5123.328327097809,106874557,5712.162319615179,0.5392,1263888496,0.401,1263888.496,67.55149631213256,71485679.11199999,3820.720422875467,78018426.61,10955513,5655999.46667,1437620,1542.2838262960984,35388877.888000004
3300,JEFF DAVIS COUNTY,1235,9120483.6,7385.006963562752,-137416.63000000082,-111.26852631579004,6657953.027999999,5391.055083400809,-3378592.968,2462530.572,1993.9518801619433,7410000,514800,510000,102000,1126800,6000,559158.6,18525,974.0090497737556,397.60191317906583,5,61.75,465.9655,459.4200000000001,143,68,10,508,9257900.23,7496.275489878542,7115815,2142085.23,2990386.364,2142085.23,6801130,5506.987854251012,5761.793522267207,7933649,6424.007287449393,0.3773,106799513,0.37200000000000005,106799.513,86.47733846153847,4943262.636,4002.641810526315,5791563.77,911544,373889.82572456,250985,1734.481967611336,2990386.364
3200,JEFFERSON COUNTY,1063,7762467.12,7302.414976481656,168141.94799999986,158.17680903104429,6243973.948,5873.9171665098775,-1745531.158,1518493.172,1428.497809971778,6378000,302400,367500,51000,720900,0,647622.12,15945.000000000002,438.81159420289896,638.2899681799627,0,53.150000000000006,539.6851,456.027,84,49,5,392,7594325.172,7144.238167450611,6075832,1518493.172,1518493.172,1829017.53,5866334,5518.658513640639,5715.740357478833,6774139,6372.661335841956,0.5077,54231899,0.429,54231.899,51.0177789275635,5255645.828,4944.163525870178,4945121.47,660344,303146.53469380003,176238,1428.497809971778,1518493.172
3400,JONES COUNTY,8524,63167833.92,7410.585865790709,3727081.4519999996,437.24559502580996,52482026.452,6156.971662599718,-13726026.501999998,10685807.468,1253.61420319099,51144000,3114000,4665000,999600,8778600,704400,2412973.92,127860.00000000001,1325.2018927444797,-41.682724247184524,587,426.20000000000005,2010.8116,1755.9440000000002,865,622,98,1977,59440752.468,6973.340270764899,48754945,10685807.468,10685807.468,14676780.15,49078756,5757.714218676678,5719.726067573909,54358445,6377.105232285312,0.2359,381635981,0.206,381635.981,44.77193582824965,43672637.532,5123.491029094322,39681664.85,6678155,2496790.02543584,718492,1253.61420319099,10685807.468
3500,KEMPER COUNTY,884,6542812.8,7401.371945701358,-252870.7600000007,-286.05289592760255,4776253.344,5403.0015203619905,-6218143.094,1766559.456,1998.3704253393664,5304000,241200,412500,51000,704700,0,520852.8,13260,334.24409448818915,583.745052003207,0,44.2,434.044,335.92,67,55,5,319,6795683.5600000005,7687.42484162896,5223304,1572379.56,9677971.52,1572379.56,5063006,5727.382352941177,5908.714932126697,5823628,6587.814479638009,0.491,345641840,0.38,345641.84,390.997556561086,-3854343.5200000014,-4360.117104072399,4251248.4399999995,662251,267481.76264832,212390,1778.7099095022625,9677971.520000001
0420,KOSCIUSKO,2123,15703129.32,7396.669486575601,1087603.3959999997,512.2955233160628,12649854.396000002,5958.480638718795,-2770162.636,3053274.9239999996,1438.1888478568062,12738000,799200,1177500,102000,2078700,31200,823384.32,31845,789.5938303341909,263.5603903196601,26,106.15,686.1536,639.023,222,157,10,573,14615525.924,6884.373963259538,11562251,3053274.9239999996,3053274.9239999996,3480603.2100000004,11686571,5504.743758831842,5446.185115402732,12891123,6072.125765426284,0.3232,109045533,0.301,109045.533,51.36388742345737,9837848.076,4633.936917569477,9410519.79,1771548,642541.40936476,37629,1438.1888478568062,3053274.9239999996
3600,LAFAYETTE COUNTY,2872,20744405.76,7222.982506963789,1222624.080000002,425.70476323119874,15757761.328000002,5486.685699164346,-7457845.898,4986644.432,1736.2968077994428,17232000,1238400,1395000,234600,2868000,46800,554525.7599999999,43080,1779.9095840868,-556.1115935172286,39,143.6,462.1047999999999,450.904,344,186,23,872,19521781.68,6797.27774373259,15004848,4516933.680000001,4986644.432,4516933.680000001,14682761,5112.381963788301,5224.529247910864,16729384,5824.994428969359,0.1609,178094444,0.157,178094.444,62.01060027855153,11742739.568,4088.6976211699166,12212450.32,1883710,811507.5966999601,343697,1572.7484958217271,4986644.432
3700,LAMAR COUNTY,10276,74672743.2,7266.713040093422,5280150.570000008,513.833259050215,56215952.344000004,5470.606495134294,-19856991.854000002,18456790.856,1796.1065449591279,61656000,4089600,5640000,438600,10168200,400800,2293603.2,154140.00000000003,1369.8213360952873,-379.1605594747966,334,513.8000000000001,1911.336,1716.092,1136,752,43,3020,69392592.63,6752.879781043207,53336592,16056000.63,18456790.856,16056000.63,57470339,5592.676041261191,5190.404048267808,59466669,5786.947158427403,0.186,659171102,0.16699999999999998,659171.102,64.14666231996885,41009878.144,3990.840613468276,43410668.37,7523075,3018306.42710432,905221,1562.4757327753991,18456790.856
3800,LAUDERDALE COUNTY,5910,42405970.8,7175.29116751269,555056.4479999989,93.91818071065973,33052064.448,5592.5658964467,-8436433.047999999,9353906.352,1582.7252710659898,35460000,1681200,2842500,428400,4952100,115200,1790020.8,88650,1307.8603603603606,49.04968487022711,96,295.5,1491.684,1093.35,467,379,42,1942,41850914.352,7081.37298680203,32497008,9353906.352,9353906.352,9782627.04,32009830,5416.21489001692,5498.6477157360405,36231952,6130.617935702199,0.2524,334068084,0.185,334068.084,56.52590253807106,26878045.648,4547.89266463621,26449324.96,3790720,1716854.16987404,890464,1582.7252710659898,9353906.352
3420,LAUREL,2712,20622099.84,7604.019115044248,3239597.9499999993,1194.5420169616518,15054132.8832,5550.9339539823,-9087283.743199999,5567966.956800001,2053.085161061947,16272000,781200,1440000,306000,2527200,232800,1549419.8400000003,40680,1764.2687927107063,566.0668466545104,194,135.6,1291.1832000000002,911.232,217,192,30,419,17382501.89,6409.477098082596,13360553,4021948.89,6061171.2,4021948.89,15119073,5574.879424778761,4926.457595870206,14896107,5492.6648230088495,0.4761,216470400,0.336,216470.4,79.81946902654867,8834935.8,3257.719690265487,10874158.11,1752686,818523.83752272,182120,1483.0195022123894,6061171.2
3900,LAWRENCE COUNTY,1696,12452299.68,7342.157830188679,-82756.12000000104,-48.79488207547183,9090178.7664,5359.775216037736,-4012347.0364,3362120.9136,1982.3826141509435,10176000,705600,652500,204000,1562100,20400,668359.68,25440.000000000004,1040.8118811881186,270.99554694143126,17,84.80000000000001,556.9664,435.872,196,87,20,581,12535055.8,7390.952712264151,9634705,2900350.8000000003,3469638.06,2900350.8000000003,9340471,5507.353183962264,5680.840212264151,10742040,6333.75,0.3284,123915645,0.257,123915.645,73.06346992924529,7272401.94,4287.972841981132,7841689.199999999,1246734,517424.265804,300491,1710.1125000000002,3469638.06
4000,LEAKE COUNTY,2532,18987510.72,7499.016872037914,469541.67599999905,185.4429999999993,15256340.675999999,6025.411009478673,-1676157.366,3731170.044,1473.6058625592418,15192000,860400,1485000,132600,2478000,327600,951930.7200000001,37980,680.2288888888888,250.349856576756,273,126.60000000000001,793.2756,731.7479999999999,239,198,13,703,18517969.044,7313.573872037915,14786799,3731170.044,3731170.044,4451293.98,14271744,5636.549763033176,5839.968009478673,16486274,6511.166666666667,0.3133,133256073,0.289,133256.073,52.62878080568721,12755103.956,5037.560804107425,12034980.02,2171897,753334.28731416,330948,1473.6058625592418,3731170.044
4100,LEE COUNTY,6303,44820390.6,7110.961542122799,357372.17599999905,56.69874282087858,34539192.176,5479.802026971283,-13544615.426,10281198.424,1631.1595151515153,37818000,2358000,2325000,214200,4897200,150000,1860645.6,94545.00000000001,1233.2423935091274,21.470761235932287,125,315.15000000000003,1550.538,1235.388,655,310,21,1605,44463018.424,7054.2627993019205,34181820,10281198.424,10281198.424,10289808.54,33279992,5280.024115500555,5423.103284150405,38110402,6046.39092495637,0.246,367185658,0.196,367185.658,58.25569696969697,27829203.576,4415.231409804855,27820593.46,3681223,1827354.36881476,540267,1631.1595151515153,10281198.424
7612,LELAND,700,5226564,7466.52,314485.1500000004,449.26450000000114,3815391.7199999997,5450.5596,-2483465.84,1411172.28,2015.9604,4200000,244800,225000,51000,520800,0,495264.00000000006,10500,1138.4466019417478,723.3124839659818,0,35,412.72,213.5,68,30,5,248,4912078.85,7017.255499999999,3775526,1136552.85,1821726.508,1136552.85,3691126,5273.0371428571425,5393.608571428572,4209455,6013.507142857143,0.5896,65061661,0.305,65061.661,92.94523,2387728.492,3411.040702857143,3072902.15,403540,196738.47161756,139560,1623.6469285714288,1821726.508
4300,LINCOLN COUNTY,2795,19803967.2,7085.498103756709,-136137.45199999958,-48.707496243290734,16485762.548,5898.305026118068,-2800637.287999999,3318204.652,1187.1930776386403,16770000,1108800,930000,153000,2191800,14400,785842.2000000001,41925,1310.7091722595078,-44.994909052122694,12,139.75,654.8685,570.18,308,124,15,1000,19940104.652,7134.205599999999,16621900,3318204.652,3318204.652,5003717.49,16291711,5828.876923076923,5947.0125223613595,18532287,6630.514132379249,0.2343,118507309,0.204,118507.309,42.39975277280858,15214082.348,5443.321054740609,13528569.51,1605913,815307.9485986,325768,1187.1930776386405,3318204.652
2422,LONG BEACH,2929,21333227.16,7283.450720382383,144944.6160000004,49.4860416524416,17081827.616,5831.965727552066,-5896527.946,4251399.544,1451.4849928303174,17574000,1000800,1657500,193800,2852100,57600,805592.1599999999,43935.00000000001,927.6119691119693,-69.33953268828236,48,146.45000000000002,671.3267999999999,500.859,278,221,19,657,21188282.544,7233.964678729942,16936883,4251399.544,4251399.544,5098537.17,17060468,5824.6732673267325,5782.479685899624,18883471,6447.071013997952,0.2292,151835698,0.171,151835.698,51.838749743939914,14632071.456,4995.5860211676345,13784933.83,2371597,852141.64659312,222298,1451.4849928303174,4251399.544
8020,LOUISVILLE,2523,17745280.56,7033.404898929845,-342638.11000000313,-135.8058303606822,13192116.671999998,5228.7422401902495,-4153727.772,4553163.888,1804.6626587395958,15138000,709200,607500,102000,1418700,6000,1144735.56,37845,-138.35069444444434,395.58797605605287,5,126.15,953.9463,756.9,197,81,10,958,18087918.67,7169.2107292905275,13902751,4185167.67,4553163.888,4185167.67,13490290,5346.9242964724535,5510.404676971859,15500621,6143.726119698771,0.3781,162612996,0.3,162612.996,64.45223781212843,10947457.112,4339.063460959175,11315453.33,1458545,767365.87391684,483678,1658.8060523186684,4553163.888
4400,LOWNDES COUNTY,5261,37764385.68,7178.1763314959135,1513092.6000000015,287.60551226002735,27568001.5464,5240.068721992016,-22310292.5664,10196384.1336,1938.1076095038966,31566000,1933200,2362500,306000,4601700,34800,1482970.68,78915,1224.4705215419503,-54.89490924643769,29,263.05,1235.8089,957.502,537,315,30,1571,36251293.08,6890.570819235886,27863499,8387794.080000001,14721070.056,8387794.080000001,27400597,5208.248812012926,5296.236266869417,31065904,5904.942786542482,0.2349,525752502,0.182,525752.502,99.9339482988025,16344833.944,3106.792234176012,22678109.92,3521717,1550810.29741144,514790,1594.3345523664705,14721070.056
4500,MADISON COUNTY,13162,91523113.2,6953.587084029783,4398431.540000007,334.17653396140486,66811872.636,5076.118571341742,-56702809.405999996,24711240.564000003,1877.4685126880415,78972000,2923200,5925000,765000,9613200,718800,2021683.2000000002,197430,1596.056052474658,-1061.2707471110489,599,658.1,1684.736,1329.362,812,790,75,4890,87124681.66,6619.410550068378,66965845,20158836.66,43065030.428,20158836.66,65947698,5010.461783923416,5087.8168211518005,74662358,5672.569366357697,0.128,1538036801,0.101,1538036.801,116.8543383224434,31597327.571999997,2400.647893329281,54503521.34,6936614,3809644.23340488,1200043,1531.593728916578,43065030.428
4600,MARION COUNTY,1904,13827721.92,7262.458991596639,-719269.2599999998,-377.7674684873946,10991421.74,5772.805535714286,-2799582.5200000005,2836300.1799999997,1489.6534558823528,11424000,860400,720000,51000,1631400,6000,737761.92,28560,838.4058823529408,276.60440794773467,5,95.2,614.8016,521.6959999999999,239,96,5,757,14546991.18,7640.2264600840335,11710691,2836300.1799999997,2836300.1799999997,3525288.2100000004,11385341,5979.695903361345,6150.57300420168,13056623,6857.47006302521,0.3229,101296435,0.27399999999999997,101296.435,53.20190913865546,10220322.82,5367.816607142858,9531334.79,1346342,567705.08742668,483338,1489.6534558823528,2836300.1799999997
4700,MARSHALL COUNTY,2777,19876620.84,7157.587626935542,947979.3500000015,341.36814908174256,14509933.2132,5225.038967662946,-5090610.163199998,5366687.626800001,1932.5486592725965,16662000,727200,967500,244800,1939500,278400,955065.8400000001,41655,611.1408450704221,186.9863130982468,232,138.85,795.8882000000001,772.0060000000001,202,129,24,1009,18928641.49,6816.2194778538,14548948,4379693.49,9647182.244,4379693.49,13925285,5014.506661865323,5239.088224702917,16221087,5841.226863521786,0.2866,344542223,0.278,344542.223,124.06993986316168,6573904.756000001,2367.2685473532592,11841393.51,1722545,806245.6398436,195664,1577.1312531508822,9647182.243999999
5720,MCCOMB,2140,15728959.2,7349.980934579439,860263.6799999997,401.9923738317757,11755767.236,5493.349175700934,-4561713.336000001,3973191.9639999997,1856.6317588785046,12840000,518400,922500,51000,1491900,50400,1314559.2,32100,-762.2867647058829,601.7120841556014,42,107,1095.466,796.0800000000002,144,123,5,714,14868695.52,6947.9885607476635,11428389,3440306.52,3973191.964,3440306.52,11284482,5273.1224299065425,5340.368691588785,12741876,5954.147663551402,0.5119,141899713,0.37200000000000005,141899.713,66.30827710280373,8768684.036,4097.515904672898,9301569.48,1699242,655404.0700184,396130,1607.6198691588786,3973191.9639999997
3820,MERIDIAN,4614,35264046.72,7642.836306892067,5617119.16,1217.407706978759,25742754.1056,5579.270504031209,-12916888.1756,9521292.6144,2063.565802860858,27684000,766800,2827500,489600,4083900,88800,3338136.72,69210,1695.0877742946705,699.9945273223921,74,230.70000000000002,2781.7806,1674.882,213,377,48,1157,29646927.56,6425.428599913308,22787246,6859681.5600000005,10295364.352,6859681.5600000005,23010848,4987.179887299523,4938.718248807976,25406228,5506.334633723451,0.6029,367691584,0.363,367691.584,79.6904169917642,15110863.648,3275.002957954053,18546546.44,3002434,1390905.5237884,469928,1486.7103511053317,10295364.352
