dist_id,district,total_enroll,model_9_total_funding,model_9_pp_funding,model_9_diff_total,model_9_diff_pp,model_9_state_share,model_9_state_share_pp,model_9_state_total_diff,model_9_local_share_total,model_9_local_share_pp,model_9_local_mills_total,base_funding,sped_tier_1_funding,sped_tier_2_funding,sped_tier_3_funding,total_sped_funding,ell_funding,ed_funding,gifted_funding,vocational_funding,conc_pov_funding,sparsity_funding,local_share_expected_total,maep_rev_fy24,maep_fy24_pp,maep_rev_full_funding_fy24,maep_full_pp_fy24,maep_expected_local_total,maep_expected_local_pp,sped_pp_diff,ed_pp_diff,ell_enroll,gifted_enroll,econ_dis_enroll,stpov_enroll,sped_tier_1_enroll,sped_tier_2_enroll,sped_tier_3_enroll,local_funding_28_mill,local_funding_27_pct,totalEnrollment,direct_cert_pct,vocational_enroll,assessed_value,stpov_rate,ada_addon_fy24,teacher_addon_fy24,mill_1_value,mill_1_value_pp,local_share_mills,local_share_pp_mills,local_share_pct,sped_funding,at_risk_funding,cte_funding,local_share_expected_pp,sparsity_weight_adj,conc_pov_weight_adj,conc_pov_adm,sparsity_weighted_enroll,cte_pp_funding
5500,PEARL RIVER COUNTY,3284,26984058.514,8216.82658769793,2328337.7639999986,708.9944456979292,23105420.029999997,7035.755185749085,2328337.759999998,3878638.484,1181.071401948843,3878638.484,21838600,1240890,1579375,203490,3023755,57190,1397452.014,54596.50000000001,612465,0,0,3878638.484,20777082.27,6326.76074,22899306.27,6972.992165,24655720.75,7507.832142,1767.9055876685934,603.6224373898251,43,164.20000000000002,700.4772,505.736,311,190,18,3878638.484,6182812.693,3284,0.2133,921,138522803,0.154,759427.99,1552602.28,138522.803,42.1811215,19020667.79,5791.920763,16716493.58,2106212,974628.2592,279225,1181.071402,0,0,0,4057.7531599999998,303.1758957654723
5600,PERRY COUNTY,933,8881659.29331283,9519.463336884062,552841.9573128307,592.5422908840628,6483611.284118366,6949.208235925366,61856.74411836639,2398048.0091944644,2570.2551009586973,2967449.156,6204450,478800,581875,56525,1117200,0,705818.2320000001,15511.125000000002,300580,18116.994000000002,519982.9423128304,1907062.796,6421754.54,6882.909475,7063195.54,7570.413226,8328817.336,8926.921046,1954.5589743589749,1207.563089609309,0,46.650000000000006,353.7936,258.441,120,70,5,2967449.156,1907062.796,933,0.3792,452,105980327,0.277,216445.16,624258.38,105980.327,113.5909185,4095746.384,4389.867507,5156132.744,736061,278590.1393,302157,2044.011571,0.06218644689,0.029200000000000004,27.243600000000004,1257.39494,668.4889380530974
1821,PETAL,4392,37388429.064,8512.848147540984,2823170.6440000013,642.7984165409844,31015797.344000004,7061.884641165757,2823170.644000005,6372631.72,1450.9635063752276,6372631.72,29206800,2002980,3075625,350455,5429060,179550,1722617.064,73017.00000000001,777385,0,0,6372631.72,28192626.7,6419.086225,31077554.7,7075.94597,34565258.42,7870.049731,2336.607973421927,551.407426941058,135,219.60000000000002,863.4672,702.72,502,370,31,6372631.72,8390939.769,4392,0.1966,1169,227593990,0.16,1004389.68,2087050.02,227593.99,51.82012523,24704922.98,5624.982464,22686614.93,3319103,1246494.837,532536,1450.963506,0,0,0,5622.320159999999,455.5483319076133
5020,PHILADELPHIA,829,7757877.631,9358.115357056695,954509.7690000003,1151.3989980566948,6037341.107,7282.679260554885,791611.5070000002,1720536.524,2075.4360965018095,1720536.524,5512850,434910,706562.5,113050,1254522.5,14630,835858.317,13782.125000000002,40565,85669.689,0,1557638.262,5245729.6,6327.779976,5769030.6,6959.023643,6803367.862,8206.716359,2240.1004901960787,1418.679848946218,11,41.45,418.9766,268.596,109,85,10,1720536.524,1557638.262,829,0.5054,61,61447733,0.324,183721.27,508866.33,61447.733,74.12271773,4048494.076,4883.587546,4211392.338,797542,241464.6574,0,1878.936384,0,0.15539999999999998,128.82659999999998,1166.59814,0
5520,PICAYUNE,3431,29244465.999,8523.598367531333,4508610.479000002,1314.0805825313328,23941660.967,6978.041669192655,4508610.477000002,5302805.032,1545.5566983386766,5302805.032,22816150,1212960,1512875,260015,2985850,154280,2477149.4055000003,57040.37500000001,726845,27151.218500000054,0,5302805.032,19433050.49,5663.961087,21406168.49,6239.046485,24735855.52,7209.517785,1830.8388998035366,1214.54571073085,116,171.55,1241.6789,881.767,304,182,23,5302805.032,5779665.492,3431,0.3619,1093,189385894,0.257,727405.32,1537937.17,189385.894,55.19845351,16103363.46,4693.489787,15626503,2053953,969073.6234,418962,1545.556698,0,0.011900000000000022,40.828900000000075,4397.664060000001,383.31381518755717
5820,PONTOTOC CITY,2302,20230395.92,8788.182415291052,2222123.990000002,965.301472291052,17792804.12,7729.280677671591,2222123.99,2437591.8000000003,1058.9017376194615,2437591.8000000003,15308300,1380540,1479625,169575,3029740,331170,1070050.17,38270.75,452865,0,0,2437591.8,15570680.13,6763.979205,17142727.13,7446.88407,18008271.93,7822.880943,2368.280148423006,742.5447668196716,249,115.10000000000001,536.366,476.514,346,178,15,2437591.8,4628536.325,2302,0.233,681,87056850,0.207,531061.98,1361549.15,87056.85,37.8179192,14705135.33,6387.982333,12514190.8,1753237,671774.4036,107904,1058.901738,0,0,0,3042.1648,158.44933920704847
5800,PONTOTOC COUNTY,3466,28506304.428,8224.554076168493,1413317.7780000009,407.76623816849315,25176472.16,7263.840784766301,1413317.7800000012,3329832.268,960.7132914021928,3329832.268,23048900,1516200,1280125,293930,3090255,287280,1337297.1779999998,57622.25000000001,684950,0,0,3329832.268,23763154.38,6856.074547,26194785.38,7557.641483,27092986.65,7816.787838,961.3589285714288,480.8530735267875,216,173.3,670.3244,734.792,380,154,26,3329832.268,7072592.053,3466,0.1934,1030,118922581,0.212,803371.5,1802644.88,118922.581,34.31118898,22864953.11,6596.928192,19122193.33,2551894,1014969.63,522068,960.7132914,0,0,0,4286.6623199999995,506.8621359223301
5530,POPLARVILLE,1909,16368976.137257082,8574.633911606643,1349064.857257083,706.6866736066431,13172069.249257082,6899.983891700934,1349064.8592570815,3196906.888,1674.6500199057098,3196906.888,12694850,614460,1097250,113050,1824760,17290,891559.3155,31737.125,264670,0,644109.6967570818,3196906.888,11823004.39,6193.297218,13027755.39,6824.387318,15019911.28,7867.947238,2034.4290540540542,797.9374889376052,13,95.45,446.8969,381.8,154,132,10,3196906.888,3517493.955,1909,0.2341,398,114175246,0.2,437097.67,903606.72,114175.246,59.80892928,9830848.502,5149.737298,9510261.435,1222569,534963.5253,242338,1674.65002,0.04096121892,0,0,2364.6415700000002,608.8894472361809
5900,PRENTISS COUNTY,2278,20258367.55638091,8893.049849157554,1447842.7063809074,635.5762531575547,17763182.164380908,7797.709466365632,1447842.7043809071,2495185.392,1095.3403827919228,2495185.392,15148700,1607970,1479625,113050,3200645,6650,950732.412,37871.75,537985,0,375783.39438090986,2495185.392,16315339.46,7162.133213,17969550.46,7888.301343,18810524.85,8257.473596,1819.0879864636208,591.4945400094343,5,113.9,476.5576,435.098,403,178,10,2495185.392,4851778.624,2278,0.2092,809,89113764,0.191,510258.94,1412112.52,89113.764,39.11929939,15474365.07,6792.96096,13117771.84,2125564,668851.1936,501635,1095.340383,0.01890012844,0,0,2989.8622800000003,620.0679851668726
6000,QUITMAN COUNTY,852,8030507.624783418,9425.478432844387,439957.2347834185,516.3817308443868,5862270.566091895,6880.599255976403,9185.566091895103,2168237.058691523,2544.879176867985,2182224.3800000004,5665800,319200,448875,56525,824600,0,762333.39,14164.5,260680,55808.13000000002,447121.60478341824,1737465.39,5853085,6869.818075,6435057,7552.883803,7590550.39,8909.096702,1274.5323741007196,1308.0139463312764,0,42.6,382.122,374.028,80,54,5,2182224.38,1737465.39,852,0.4485,392,77936585,0.439,195174.63,594290.37,77936.585,91.47486502,4252832.62,4991.587582,4697591.61,647440,262512.4848,196657,2039.278627,0.058960681099999995,0.09850000000000003,83.92200000000003,1140.3588000000002,501.67602040816325
1212,QUITMAN SEP,1593,15140466.842081232,9504.373409969387,2135715.5220812317,1340.6877119693863,11724706.382081233,7360.142110534359,1698804.542081233,3415760.46,2144.231299435028,3415760.46,10593450,562590,1338312.5,169575,2070477.5,6650,1354478.517,26483.625000000004,303240,80722.08900000005,704965.1110812305,2978849.477,10025901.84,6293.723691,11032775.84,6925.78521,13004751.32,8163.685698,2806.988958990536,1308.2402904777855,5,79.65,678.9366,555.957,141,161,15,3415760.46,2978849.477,1593,0.4262,456,121991445,0.349,356924.14,908362.7,121991.445,76.57968927,7617015.38,4781.553911,8053926.363,1180662,466266.3022,202630,1869.962007,0.04883551152,0.07620000000000005,121.38660000000007,2170.75214,444.3640350877193
6100,RANKIN COUNTY,18720,149802839.62,8002.288441239317,7281786.219999999,388.98430423931677,109356072.9226,5841.670562104701,-529737.677399993,40446766.6974,2160.6178791346156,46621147.18799999,124488000,7660800,6508687.5,802655,14972142.5,535990,5165007.12,311220,4330480,0,0,32635242.8,109885810.6,5869.968517,120871269.6,6456.798592,142521053.4,7613.304137,1857.8877072819032,-104.96247860157837,403,936,2588.976,2265.12,1920,783,71,46621147.19,32635242.8,18720,0.1383,6512,1665040971,0.121,4271168.85,10032364.79,1665040.971,88.94449631,74250122.45,3966.352695,88236026.84,9818362,5436752.458,1682297,1743.33562,0,0,0,22526.7428,258.3379914004914
2515,REIMAGINE PREP,600,5341470.4294,8902.450715666666,689810.4643999999,1149.684107666666,4369269.2946,7282.115491,689810.4645999996,972201.1348000001,1620.3352246666668,972201.1348000001,3990000,55860,274312.5,0,330172.5,6650,698688.9,9975,97755,93246.3,114982.72940000003,972201.1349,3679458.83,6132.431383,4063552.83,6772.58805,4651659.965,7752.766608,4959.521276595744,1418.0549049169094,5,30,350.22,240.6,14,33,0,972201.1349,1097159.264,514,0.5837,147,34721469.1,0.401,117806,219727.83,34721.4691,57.86911517,3091351.695,5152.252825,2966393.566,97075,202057.7112,0,1620.335225,0.022000000000000002,0.23370000000000002,140.22,785.9380000000001,0
5620,RICHTON,597,5085189.27045775,8517.904975641122,677206.56445775,1134.3493546411219,4331282.77445775,7255.080024217336,677206.56445775,753906.496,1262.8249514237857,753906.496,3970050,255360,290937.5,0,546297.5,0,263333.4165,9925.125,139650,0,155933.22895774982,753906.496,3654076.21,6120.73067,4049860.21,6783.685444,4407982.706,7383.555621,2033.4090909090905,730.4220264597523,0,29.85,131.9967,167.16,64,35,0,753906.496,1093462.257,597,0.2211,210,26925232,0.28,137206.6,73232.61,26925.232,45.10089112,3295953.714,5520.860492,2956397.953,344990,166920.1194,0,1262.824951,0.03163423195,0,0,741.24151,0
7012,S. TIPPAH,2485,21373067.0825,8600.831823943661,1370196.6624999978,551.3869879436616,18742014.4345,7542.058122535212,1370196.6645000018,2631052.648,1058.7737014084507,2631052.648,16525250,1512210,1679125,113050,3304385,190190,873028.9575,41313.125,438900,0,0,2631052.648,17371817.77,6990.671135,19136082.77,7700.63693,20002870.42,8049.444836,1100.9153976311336,302.91306224627715,143,124.25,437.6085,703.255,379,202,10,2631052.648,5166742.348,2485,0.1761,660,93966166,0.283,561682.19,1459615.58,93966.166,37.81334648,16505030.12,6641.863228,13969340.42,2653744,740471.6267,350476,1058.773701,0,0,0,3213.99505,531.0242424242424
6200,SCOTT COUNTY,3989,33773007.38062175,8466.534815899162,3297259.8106217533,826.5880698991623,30318732.612621754,7600.584761248873,3297259.8126217537,3454274.768,865.9500546502883,3454274.768,26526850,1675800,2335812.5,169575,4181187.5,508060,1800907.8465,66317.125,581875,0,107809.90912175154,3454274.768,27021472.8,6773.996691,29795359.8,7469.380747,30475747.57,7639.946746,1909.7493016759777,740.1364551234408,382,199.45000000000002,902.7107,1081.019,420,281,15,3454274.768,8044747.146,3989,0.2263,875,123366956,0.271,908789.17,1977643.63,123366.956,30.92678767,26341085.03,6603.430692,21750612.65,2813807,1132778.749,437383,865.9500547,0.0032024142800000013,0,0,5062.43571,499.8662857142857
6920,SENATOBIA,1666,14286582.163,8575.379449579832,1228862.2930000015,737.612419579832,11488047.291000001,6895.586609243698,1228862.2910000011,2798534.872,1679.7928403361345,2798534.872,11078900,985530,847875,113050,1946455,31920,943589.913,27697.250000000004,258020,0,0,2798534.872,10259185,6157.97419,11284965,6773.688475,13057719.87,7837.76703,1728.194986072424,974.5778071002969,24,83.30000000000001,472.9774,336.532,247,102,10,2798534.872,3046940.55,1666,0.2839,388,99947674,0.202,374688.54,959383.46,99947.674,59.99260144,8486430.128,5093.895635,8238024.45,1326033,482636.6357,65615,1679.79284,0,0,0,2148.35822,169.11082474226805
6400,SIMPSON COUNTY,3008,27218458.078598406,9048.68952081064,1165873.798598405,387.5910218106401,20027287.966598406,6658.007967619151,-53170.08340159431,7191170.112,2390.6815531914895,7191170.112,20003200,1320690,2011625,248710,3581025,66500,1950912.096,50008,801325,0,765487.9825984064,5972126.233,20080458.05,6675.684192,22118986.05,7353.38632,26052584.28,8661.098499,1892.275630252101,1054.5467927830719,50,150.4,977.9008,878.336,331,242,22,7191170.112,5972126.233,3008,0.3251,1205,256827504,0.292,695616.4,1648007.65,256827.504,85.38148404,14927815.94,4962.704767,16146859.82,2455121,919669.9437,573531,1985.414306,0.028937695080000003,0,0,3977.89024,475.9593360995851
2505,SMILOW COLLEGIATE,575,4933107.571875,8579.317516304349,439215.51887500007,763.8530763043491,3856877.1326750005,6707.6124046521745,396467.49267500034,1076230.4392,1871.7051116521739,1076230.4392,3823750,147630,124687.5,0,272317.5,6650,625756.6875,9559.375,0,74754.3125,120319.69687500001,1033482.413,3460409.64,6018.103722,3827712.64,6656.891548,4493892.053,7815.46444,3940.2596153846152,1377.651932252022,5,28.75,313.6625,230.575,37,15,0,1076230.439,1033482.413,569,0.5455,0,38436801.4,0.401,128324.4,136250.24,38436.8014,66.84661113,2751482.201,4785.186436,2794230.227,67424,193638.9383,0,1797.360718,0.025,0.1955,112.41250000000001,723.7275000000001,NA
2535,SMILOW PREP,600,5176755.3026,8627.925504333334,431463.37760000024,719.1056303333344,4085393.32824,6808.9888804,430340.9782400001,1091361.9743599999,1818.936623933333,1091361.9743599999,3990000,63840,124687.5,56525,245052.5,6650,640155.6,9975,99750,73735.20000000004,111437.0026,1090239.575,3655052.35,6091.753917,4037924.35,6729.873917,4745291.925,7908.819874,4396.458333333333,1365.3013238593867,5,30,320.88,240.6,16,15,5,1091361.974,1090239.575,577,0.5348,150,38977213.37,0.401,130428.08,193326.27,38977.21337,64.96202229,2946562.376,4910.937293,2947684.776,86780,202057.7112,0,1817.065958,0.022000000000000002,0.18480000000000008,110.88000000000005,761.702,0
6500,SMITH COUNTY,2443,20702176.67959581,8474.079688741633,1166694.7995958105,477.56643574163263,16125430.127595808,6600.667264672865,1064507.0675958078,4576746.552,1873.412424068768,4576746.552,16245950,542640,1271812.5,248710,2063162.5,6650,1105374.438,40614.875,413630,0,826794.8665958093,4474558.816,15060923.06,6164.929619,16572440.06,6783.643086,19535481.88,7996.513253,1294.9565916398706,689.1835938769013,5,122.15,554.0724,583.877,136,153,22,4576746.552,4474558.816,2443,0.2268,622,163455234,0.239,570798.14,1338710.92,163455.234,66.90758657,11995693.51,4910.230662,12097881.24,1660431,723516.8301,293265,1831.583633,0.04159894256999999,0,0,2988.77922,471.4871382636656
6312,SOUTH DELTA,604,5974658.717043319,9891.819067952514,250158.3950433191,414.1695279525138,4361500.863441623,7221.027919605336,-52805.256558377296,1613157.8536016962,2670.791148347179,2225227.816,4016600,243390,241062.5,56525,540977.5,0,784923.9720000001,10041.500000000002,97755,121060.32400000001,403300.42104331835,1310194.202,4414306.12,7308.453841,4852571.12,8034.058146,5724500.322,9477.64954,2917.4578947368423,1535.8261726652936,0,30.200000000000003,393.4456,301.396,61,29,5,2225227.816,1310194.202,604,0.6514,147,79472422,0.499,137206.6,463844.52,79472.422,131.5768576,2627343.304,4349.906132,3542376.918,263819,180659.922,169803,2169.195699,0.07238816813,0.3014,182.0456,837.7982400000001,1155.1224489795918
5412,SOUTH PANOLA,4313,36707802.096,8510.967330396476,4996700.966000002,1158.5209743964751,31056922.652000003,7200.770380709483,4996700.962000001,5650879.444,1310.1969496869929,5650879.444,28681450,1807470,2227750,169575,4204795,67830,2810208.471,71703.625,871815,0,0,5650879.444,26060221.69,6042.249406,28686094.69,6651.076905,31711101.13,7352.446356,2423.607336956522,1110.9285091895945,51,215.65,1408.6258,1410.351,453,268,15,5650879.444,7745245.566,4313,0.3266,1311,201817123,0.327,956005.07,2257017.62,201817.123,46.7927482,23035215.25,5340.879955,20940849.12,2421020,1245325.911,576931,1310.19695,0,0,0,5519.970240000001,440.06941266209003
5712,SOUTH PIKE,1557,13872989.290007314,8910.076615290503,1733706.9600073136,1113.4919482905034,10769603.438007314,6916.893666029103,1410633.638007313,3103385.852,1993.1829492614002,3103385.852,10354050,566580,723187.5,113050,1402817.5,0,1386303.7545,25885.125000000004,400330,99709.50150000001,203893.40900731465,2780312.526,9358969.8,6010.899037,10297453.8,6613.650482,12139282.33,7796.584667,1728.6297071129711,1318.1172598620412,0,77.85000000000001,694.8891,516.924,142,87,10,3103385.852,2780312.526,1557,0.4463,602,110835209,0.332,352716.78,840693.02,110835.209,71.18510533,7194067.948,4620.467532,7517141.274,989675,470358.4381,301940,1785.68563,0.014916378579999999,0.0963,149.9391,2055.5031400000003,501.5614617940199
5321,STARKVILLE OKTIBBEHA,4894,41516348.601,8483.111687985289,4663836.811000004,952.9703329852891,30306934.47873,6192.67153222926,1887709.3687300012,11209414.122270001,2290.440155756028,13201235.824,32545100,1795500,2344125,113050,4252675,136990,3385015.8510000003,81362.75,1115205,0,0,8433286.68,28419225.11,5806.952413,31234395.11,6382.181265,36852511.79,7530.141355,1790.9393530997304,1150.4434372115443,103,244.70000000000002,1696.7498,1150.09,450,282,10,13201235.82,8433286.68,4894,0.3467,1677,471472708,0.235,1106067.48,2818917.63,471472.708,96.33688353,18033159.29,3684.748526,22801108.43,2923798,1433001.179,633622,1723.1889410000001,0,0,0,6243.05994,377.8306499701849
6600,STONE COUNTY,2518,21364688.489653938,8484.784944262883,1897886.6996539384,753.7278382628829,17650804.077653937,7009.85070597853,1897886.6976539362,3713884.4119999995,1474.9342382843524,3713884.4119999995,16744700,786030,1072312.5,169575,2027917.5,26600,1435188.237,41861.75,598500,0,489921.0026539386,3713884.412,15752917.38,6256.122867,17355140.38,6892.430651,19466801.79,7731.057106,2343.045454545454,1015.2738397642678,20,125.9,719.3926,581.658,197,129,15,3713884.412,4685887.903,2518,0.2857,900,132638729,0.231,580147.82,1232146.56,132638.729,52.6762228,13641255.97,5417.496413,12669252.48,1228939,704807.7497,293713,1474.934238,0.023469531000000002,0,0,3139.0627799999997,326.34777777777776
6711,SUNFLOWER CONS,2929,27827382.911333922,9500.64285125774,4325243.481333923,1476.6963052577403,21765756.767333925,7431.122146580377,3643134.4173339233,6061626.143999999,2069.520704677364,6061626.143999999,19477850,730170,1911875,169575,2811620,0,3320194.311,48694.62500000001,724850,425006.68700000015,1019167.2883339234,5379517.085,18122622.35,6187.30705,19924137.35,6802.368505,23502139.43,8023.946546,2056.4929906542056,1457.6810212936962,0,146.45000000000002,1664.2578,1772.045,183,230,15,6061626.144,5379517.085,2929,0.5682,1090,216486648,0.605,656815.22,1791176.13,216486.648,73.91145374,13862511.21,4732.8478,14544620.27,1931441,894237.3014,315043,1836.639496,0.03801697594,0.21820000000000006,639.1078000000002,4031.3106200000007,289.0302752293578
