dist_id,district,sped_pp_diff,model_4_diff_total,model_4_diff_pp,ell_funding,sparsity_funding,model_4_total_funding,model_4_local_share_total,model_4_state_share_pp,geoid,maep_expected_local_total,maep_expected_local_pp,maep_rev_fy24,maep_expected_local_addon_total,maep_expected_local_addon_pp,local_share_expected_total,local_funding_28_mill,local_funding_27_pct,local_funding_27_pct_addon,total_enroll,st_per_sq_mile,maep_rev_fy23,maep_fy23_pp,maep_fy24_pp,maep_rev_full_funding_fy24,maep_full_pp_fy24,gr_prek_enroll,gr_k_enroll,gr_1_enroll,gr_2_enroll,gr_3_enroll,gr_4_enroll,gr_5_enroll,gr_6_enroll,gr_7_enroll,gr_8_enroll,gr_9_enroll,gr_10_enroll,gr_11_enroll,gr_12_enroll,direct_cert_pct,vocational_enroll,ell_enroll,autism,deaf_blind,developmentally_delayed,emotional_disability,hearing_impaired,intellectual_disability,language_speech_impaired,multiple_disabilities,other_health_impairment,orthopedic_impairment,specific_learning_disability,traumatic_brain_injury,visually_impaired,sped_enroll,assessed_value,local_revenue,shortName,sq_miles,stpov_rate,federal_revenue,total_ada,sped_tier_1_enroll,sped_tier_2_enroll,sped_tier_3_enroll,ada_addon_fy24,teacher_addon_fy24,econ_dis_enroll,stpov_enroll,maep_rev_full_funding_addon_fy24,mill_1_value,mill_1_value_pp,local_share_mills,local_share_pp_mills,local_share_pct,local_share_pp_pct,maep_fy24_addon_total,maep_fy24_addon_pp,rev_total_local_state,rev_pp_local_state,local_revenue_total,local_revenue_pp,urbanicity,mpv,mhi,sped_funding,at_risk_funding,cte_funding,local_share_expected_addon_total,local_share_expected_pp,sparsity_weight_adj,gifted_enroll,base_funding,sped_tier_1_funding,sped_tier_2_funding,sped_tier_3_funding,total_sped_funding,ed_funding,gifted_funding,vocational_funding,model_4_pp_funding,model_4_local_mills_total,model_4_local_pct_total,model_4_local_share_pp,model_4_state_share,model_4_local_diff_total,current_local_pp,model_4_local_diff_pp,sped_pp_funding,sped_model_4_pp,at_risk_pp_funding,ed_model_4_pp,ed_pp_diff,cte_pp_funding,cte_model_4_pp,cte_pp_diff
1400,COAHOMA COUNTY,-66.67955801105018,-421629.0066081602,-426.7500066884204,0,186769.15339184005,7962636.6733918395,2149911.9018157967,5883.324667587089,2801110,7692359.034,7785.788495951417,5732004,8384265.68,8486.09886639676,1960355.034,4089162.924,1960355.034,1782481.6800000002,988,1.8493732558731435,6170910,6245.86032388664,5801.6234817813765,6390794,6468.414979757085,0,49,61,58,78,50,80,87,72,122,82,79,87,63,0.5342,365,0,5,0,5,5,5,15,36,5,24,5,66,5,5,162,146041533,5658673.3,COAHOMA COU,534.2350425271701,0.44,5966637.66,962.591506,107,59,15,226729.81,643050.39,527.7896000000001,434.72,7260574.199999999,146041.533,147.81531680161942,3171411.2759999996,3209.930441295546,5300219.165999999,5364.594297570849,6601784,6681,12260457,12409,5658673,5727,Rural,71700,27333,992769,308992.95452468,107670,1782481.6800000002,1984.1650141700404,0.03150626744126857,49.400000000000006,5928000,385200,442500,153000,980700,633347.52,14820.000000000002,219000,8059.34885970834,4089162.9239999996,2149911.9018157967,2176.024192121252,5812724.771576043,-3508761.398184203,5727.4021255060725,-3551.3779333848206,5484.911602209945,5418.232044198895,585.4472208711197,1200,614.5527791288803,294.986301369863,600,305.013698630137
8111,COFFEEVILLE,1101.140845070423,-221963.92244596826,-532.2875838032824,0,94066.45755403192,3319072.937554032,896149.6931395887,5810.367492600583,2801140,3242231.6376,7775.135821582734,2414487,3541036.8600000003,8491.69510791367,827744.6376000001,1406185.228,827744.6376000001,752818.8600000001,417,1.2403494183040804,2336671,5603.52757793765,5790.136690647482,2691989,6455.6091127098325,0,31,26,27,29,24,33,32,20,28,37,36,44,32,0.5037,131,0,5,0,5,5,0,5,15,5,5,5,21,0,0,67,50220901,1989737.93,COFFEEVILLE,336.1955863777166,0.35100000000000003,2464604.96,368.960894,41,25,5,96067.99,277663.89,210.0429,146.36700000000002,3065720.8800000004,50220.901,120.43381534772182,1659535.6520000005,3979.7018033573154,2237976.2424000003,5366.849502158274,2788218,6686,4777956,11457,1989737,4771,Rural,74000,38197,307919,117224.65579764,57880,752818.8600000001,1984.999130935252,0.0375965058169592,20.85,2502000,147600,187500,51000,386100,252051.48,6255,78600,7959.407524110388,1406185.228,896149.6931395887,2149.040031509805,2422923.244414443,-1093588.2368604112,4771.553788968825,-2622.51375745902,4336.887323943662,5438.028169014085,558.09863507712,1200,641.90136492288,441.8320610687023,600,158.16793893129773
4620,COLUMBIA,1337.1471389645772,-446895.8080000002,-271.50413608748477,6000,0,12789294.48,2422981.288,6297.881647630619,2801170,12052505.288,7322.299688942892,9629524,13236190.288,8041.427878493318,2422981.288,2422981.288,3218386.3839,2919566.43,1646,24.845600519653804,9044947,5495.107533414338,5850.25759416768,10736264,6522.6391251518835,5,138,121,140,137,103,98,132,120,120,109,155,106,99,0.3224,498,5,38,0,32,20,0,11,113,5,83,0,65,0,0,363,86535046,6203323.22,COLUMBIA,66.2491533942982,0.298,6256365.45,1419.66006,210,152,5,367442.53,816243.04,530.6704000000001,490.508,11919949.57,86535.046,52.5729319562576,9496968.282,5769.725566221142,8701563.1861,5286.490392527339,10813209,6569,17016532,10338,6203323,3768,Town,94100,31430,1456267,459835.41939272,79052,2422981.288,1472.0420947752127,0,82.30000000000001,9876000,756000,1140000,51000,1947000,636804.4800000001,24690.000000000004,298800,7769.923742405833,2422981.288,3453109.5096000005,1472.0420947752127,10366313.192,-3780341.9319999996,3768.7261360874845,-2296.684041312272,3968.0299727520437,5305.177111716621,866.5179354128662,1200,333.4820645871338,158.73895582329317,600,441.26104417670683
4420,COLUMBUS,1098.5377176015472,568660.5399999991,184.03253721682904,54000,0,24275138.4,6158857.2360000005,5862.874163106795,2801200,21842454.5111,7068.755505210356,16296779,23706477.86,7671.999307443365,5545675.511100001,6158857.2360000005,5545675.511100001,5039959.86,3090,46.88638155601814,16151073,5226.884466019417,5274.038511326861,18169799,5880.193851132686,95,255,260,250,248,212,191,221,186,250,265,248,193,172,0.5473,1104,45,69,0,61,33,5,31,91,5,109,5,98,5,5,506,219959187,13334111.09,COLUMBUS,65.90399807901962,0.32899999999999996,13193710.86,2717.00049,250,252,15,694447.69,1675292.24,1691.157,1016.61,20539538.93,219959.187,71.18420291262136,14380681.693999998,4653.94229579288,14993863.418899998,4852.382983462782,18666518,6040,32000630,10356,13334111,4315,Town,127200,40362,2375056,939256.16621032,337991,5039959.86,1794.7169938834954,0,154.5,18540000,900000,1890000,153000,2943000,2029388.4,46350,662400,7856.031844660194,6158857.2360000005,6554287.368,1993.157681553398,18116281.163999997,-7175253.853999999,4315.246307443365,-2322.0886258899673,4593.918762088975,5692.456479690522,555.3926490623402,1200,644.6073509376598,306.151268115942,600,293.848731884058
1500,COPIAH COUNTY,1018.3371104815869,-954591.986211529,-432.9215356968389,123600,8719.14578847258,16613659.745788472,3683614.732,5863.965992647833,2801220,15952347.732,7234.624821768708,12268733,17568251.732,7967.4611029478465,3683614.732,3683614.732,4129570.628100001,3748851.99,2205,4.93409564785735,12820619,5814.339682539682,5564.051247165533,13678802,6203.538321995465,0,163,174,145,151,130,165,171,162,186,197,202,164,163,0.3936,556,103,24,0,24,5,5,21,86,12,58,5,108,0,5,350,131557669,4941811.16,COPIAH COUN,446.89040451770114,0.247,6866971.38,2136.74843,218,118,17,509557.71,1106346.32,867.888,544.635,15294706.03,131557.669,59.66334195011338,11611091.298,5265.801042176871,11165135.4019,5063.553470249433,13884637,6296,18826448,8538,4941811,2241,Rural,99400,46493,1483727,671774.403562,137076,3683614.732,1670.5735746031746,6.590435214264989e-4,110.25,13230000,784800,885000,173400,1843200,1041465.6000000001,33075,333600,7534.539567251008,3683614.732,4485688.131362888,1670.5735746031746,12930045.013788473,-1258196.4280000003,2241.184199546485,-570.6106249433105,4203.192634560906,5221.529745042493,774.0335199495787,1200,425.9664800504213,246.53956834532374,600,353.46043165467626
0220,CORINTH,1065.6121212121216,1251399.3720000014,502.570028915663,277200,0,18463659.6,3130460.228,6157.911394377511,2801260,15622119.228,6273.943465060241,12491659,17212260.228,6912.554308433735,3130460.228,3130460.228,4189722.4431000007,3802086.000000001,2490,81.66326476738158,12920052,5188.775903614458,5016.730522088354,13927349,5593.3128514056225,119,187,193,200,188,182,204,187,174,154,193,176,132,141,0.3242,965,231,35,0,32,5,0,18,98,5,33,5,89,5,5,318,111802151,6702195.74,CORINTH,30.4910660514588,0.27,5945567.09,2147.51111,219,96,15,548826.38,1041315.15,807.2579999999999,672.3000000000001,15517490.53,111802.151,44.900462248995986,12387030.302,4974.710964658635,11327768.0869,4549.304452570281,14081800,5655,20783996,8346,6702195,2691,Town,123400,38646,1309748,731117.53393968,149433,3130460.228,1257.2129429718875,0,124.5,14940000,788400,720000,153000,1661400,968709.5999999999,37350,579000,7415.124337349398,3130460.228,4985188.092000001,1257.2129429718875,15333199.372000001,-3571735.512,2691.6448755020083,-1434.4319325301208,3968.9333333333334,5034.545454545455,905.6801344052088,1200,294.31986559479117,154.85284974093264,600,445.14715025906736
1600,COVINGTON COUNTY,-274.0584415584417,-1185414.8800000027,-454.35602912993454,73200,0,20064209.88,5417336.6676,5613.979767113836,2801290,19520017.015,7481.800312380223,14550844,21249624.76,8144.739271751629,4969173.015000001,8160987.716,4969173.015000001,4517636.760000001,2609,6.305562967360604,14578892,5587.923342276735,5577.172863165964,16223200,6218.167880413952,0,241,209,188,195,178,177,208,192,226,229,216,179,103,0.3836,559,61,34,0,65,5,5,36,167,5,51,0,248,0,0,618,291463847,10299071.680000002,COVINGTON C,413.7616281852912,0.28600000000000003,11599438.1,2312.99991,480,131,5,600717.12,1580427.38,1000.8124,746.1740000000001,18404344.5,291463.847,111.7147746262936,10243356.784,3926.162048294366,13435171.485,5149.548288616328,16731988,6413,27031060,10360,10299071,3947,Rural,77100,38178,2930320,761519.45408596,323221,4517636.760000001,1904.6274492142584,0,130.45000000000002,15654000,1728000,982500,51000,2761500,1200974.8800000001,39135.00000000001,335400,7690.383242621694,8160987.716,5417336.6676,2076.4034755078574,14646873.212399999,-4881735.012400001,3947.51693369107,-1871.1134581832125,4757.012987012987,4482.954545454545,760.9012978715692,1200,439.0987021284308,578.2128801431127,600,21.78711985688733
1700,DESOTO COUNTY,663.2332389046269,-6878291.969999999,-196.50578436134128,1880400,0,253634180.4,58630668.768,5571.051385081279,2801320,238743330.768,6820.653394509042,180112662,260512472.37,7442.575561237609,58630668.768,58630668.768,60973728.8958,55384541.370000005,35003,73.49241433175584,181119369,5174.395594663315,5145.635002714053,200813356,5737.032711481873,5,2388,2584,2490,2574,2485,2564,2684,2736,2877,3092,2794,2597,2437,0.1765,7346,1567,749,5,794,292,66,161,598,110,1131,24,1347,13,5,5297,2093952456,121174285.74,DESOTO COUN,476.28044769343376,0.127,51394776.14,30014.9157,2739,2423,133,8036987.35,16978282.19,6178.0295,4445.381,225828625.54,2093952.456,59.82208542124961,167197956.77199998,4776.675049910007,164854896.6442,4709.736212444647,205127931,5860,326302217,9322,121174285,3461,Suburb,168500,67038,25877680,10076320.6892928,1562060,55384541.370000005,1675.018391794989,0,1750.15,210018000,9860400,18172500,1356600,29389500,7413635.399999999,525045,4407600,7246.0697768762675,58630668.768,68481228.708,1675.018391794989,195003511.632,-62543616.971999995,3461.8257217952746,-1786.8073300002857,4887.191690273843,5550.42492917847,1630.9926472984307,1200,-430.9926472984307,212.64089300299483,600,387.35910699700514
6811,E. TALLAHATCHIE,-668.8918918918916,-516520.9447048083,-605.5345189974305,0,137157.30529519153,6445770.185295192,1551309.0599999998,5737.9380132417255,2801410,6271704.06,7352.525275498241,4720395,6962291.13,8162.12324736225,1551309.0599999998,1551309.0599999998,1626653.6343,1480172.13,853,2.320099544837993,4785661,5610.388042203986,5533.874560375147,5262919,6169.893317702227,20,59,60,50,72,40,57,79,55,79,94,70,51,60,0.4033,320,0,5,0,5,5,0,5,24,0,16,5,41,5,0,107,55403895,2587029.16,E. TALLAHAT,367.6566386549431,0.431,4882824.79,770.616667,70,36,5,195642.11,566081.98,344.0149,367.643,6024643.09,55403.895,64.95181125439625,4473334.03,5244.236846424385,4397989.4557,5155.90791992966,5482119,6426,8069148,9459,2587029,3032,Town,65600,31982,647247,264558.55273288,59279,1480172.13,1818.6507151230944,0.02679900455162007,42.650000000000006,5118000,252000,270000,51000,573000,412817.88,12795.000000000002,192000,7556.58872836482,1551309.0599999998,1740357.950029702,1818.6507151230946,4894461.125295192,-1035720.1000000003,3032.859507620164,-1214.2087924970695,5831.054054054054,5162.1621621621625,769.0322504428732,1200,430.9677495571268,185.246875,600,414.753125
3111,EAST JASPER,573.1626016260161,-499161.3916342994,-661.1409160719195,6000,122967.36836570171,5844143.168365701,1577918.6554587395,5650.628493916505,2801380,5816074.8695,7703.410423178808,4333037,6343304.5600000005,8401.727894039735,1483037.8695,2451217.468,1483037.8695,1348576.56,755,2.2854885570485277,3672371,4864.067549668875,5739.121854304636,4831041,6398.729801324504,5,59,47,55,65,39,58,50,59,56,62,64,54,64,0.3718,212,5,5,0,5,5,5,25,5,5,20,0,48,0,0,116,87543481,5808166.72,EAST JASPER,330.34512365925144,0.297,3508970.12,682.879915,58,60,5,171800.42,489891.43,280.709,224.235,5492732.85,87543.481,115.95163046357617,3041515.382,4028.4971947019862,4009694.9805,5310.854278807947,4994728,6615,10802895,14308,5808166,7692,Rural,75100,31824,639301,230940.74366248,43920,1348576.56,1964.288568874172,0.027145114429514724,37.75,4530000,208800,450000,51000,709800,336850.8,11325,127200,7740.586977967816,2451217.468,1577918.6554587395,2089.9584840513107,4266224.512906961,-4230248.06454126,7692.936052980132,-5602.977568928822,5197.569105691057,5770.731707317073,822.7051632205594,1200,377.29483677944063,207.16981132075472,600,392.8301886792453
1211,ENTERPRISE,1556.1036585365855,-438358.8200000003,-459.01447120418834,0,0,6997575,1784787.256,5458.416485863874,2801440,6813687.6503,7134.7514662827225,5075324,7435933.82,7786.318136125655,1738363.6503,1784787.256,1738363.6503,1580867.82,955,5.296080283810711,4969352,5203.509947643979,5314.475392670157,5658641,5925.278534031414,54,75,53,69,63,71,66,64,62,69,76,72,75,69,0.125,291,0,17,0,5,5,0,5,37,5,53,0,37,0,0,164,63742402,3690708.5,ENTERPRISE,180.32203985262188,0.145,1824087.87,798.201117,79,80,5,208497.93,571244.96,119.375,138.475,6438383.89,63742.402,66.74597068062828,4653596.634,4872.876056544502,4700020.2397,4921.487161989528,5855066,6130,9545775,9995,3690708,3864,Rural,109200,62896,680199,272743.71950468,123212,1580867.82,1820.2760736125656,0,47.75,5730000,284400,600000,51000,935400,143250,14325,174600,7327.303664921466,1784787.256,1889345.2500000002,1868.8871790575918,5212787.744,-1905921.244,3864.6162303664923,-1995.7290513089006,4147.554878048781,5703.658536585366,2284.7641424475814,1200,-1084.7641424475814,423.40893470790377,600,176.59106529209623
6220,FOREST SEPARATE,809.1478599221791,167957.33999999985,102.10172644376962,612000,0,12360285,2666880.104,5892.647353191489,2801470,11090299.104,6741.823163525836,8423419,12192327.66,7411.749337386018,2666880.104,2666880.104,2853462.2004,2592069.66,1645,18.332709151893855,8395131,5103.423100303951,5120.619452887538,9391539,5709.142249240122,0,152,125,162,149,107,110,125,97,130,146,123,99,92,0.265,182,510,16,0,37,5,5,12,71,5,16,5,80,0,5,243,95245718,5753213.69,FOREST SEPA,89.73032770936987,0.282,4835253.22,1487.47486,188,59,10,378194.67,798644.85,435.925,463.88999999999993,10568378.52,95245.718,57.90013252279635,7901498.415999999,4803.342502127659,7714916.319599999,4689.918735319148,9600258,5836,15353472,9333,5753213,3497,Town,71100,31197,1013349,483513.77772492,26415,2592069.66,1621.2037106382977,0,82.25,9870000,676800,442500,102000,1221300,523110,24675,109200,7513.851063829788,2666880.104,3337276.95,1621.2037106382977,9693404.896,-3086333.5860000006,3497.3943404255324,-1876.1906297872347,3942.9922178988327,4752.140077821012,1109.1673515511154,1200,90.83264844888458,145.13736263736263,600,454.8626373626374
1800,FORREST COUNTY,482.0625,-581808.4500000011,-273.27780648191674,121200,0,16214245.08,4377846.1716,5559.604935838422,2801490,15407561.0095,7236.994368013152,11480488,16796053.53,7889.174978863317,3927073.0095,5323374.588,3927073.0095,3570814.5300000003,2129,6.099294674878881,11758426,5522.980742132457,5392.432127759512,12799963,6012.1949271958665,57,212,221,188,188,196,164,225,198,209,72,61,47,45,0.3396,575,101,28,0,40,14,5,5,142,5,74,5,93,0,5,418,190120521,9137099.36,FORREST COU,349.05675385199805,0.252,9825275.76,1940.25,275,131,10,480573.7,1264178.15,723.0084,536.508,14544714.85,190120.521,89.30038562705496,9221340.261999998,4331.301203381869,10617641.8405,4987.149760685767,13225239,6211,22362339,10503,9137099,4291,Rural,110900,39531,1873962,631433.0326775201,233371,3570814.5300000003,1844.5622402536403,0,106.45,12774000,990000,982500,102000,2074500,867610.0800000001,31935,345000,7615.8971723814,5323374.588,4377846.1716,2056.292236542978,11836398.9084,-4759253.188399999,4291.732907468295,-2235.4406709253167,4504.716346153846,4986.778846153846,873.341212463811,1200,326.65878753618904,405.86260869565217,600,194.13739130434783
1900,FRANKLIN COUNTY,719.0836236933792,-876996.1539920755,-724.191704370005,0,207255.59800792416,9484428.958007924,1952279.112,6219.776916604397,2801530,9356942.112,7726.624369942197,7404663,10361425.112,8556.090100743188,1952279.112,1952279.112,2500248.2786999997,2270469.42,1211,2.1475970546666097,7162297,5914.365813377374,6114.50289017341,8255695,6817.254335260116,41,83,88,84,77,79,74,79,100,103,101,122,100,63,0.2573,301,0,14,0,27,18,5,5,55,5,40,5,108,0,5,275,69724254,3442611.43,FRANKLIN CO,563.8860406185433,0.314,5208620.27,1086.38889,190,87,10,271608.29,732875.52,311.59029999999996,380.254,9260178.81,69724.254,57.5757671345995,7307899.697999999,6034.599255161023,6759930.531299999,5582.106136498761,8409146,6943,11851758,9786,3442611,2842,Rural,76600,40219,1232123,348749.86243464,275179,1952279.112,1612.121479768786,0.028524029453333904,60.550000000000004,7266000,684000,652500,102000,1438500,373908.3599999999,18165,180600,7831.898396373183,1952279.112,2560795.8186621396,1612.121479768786,7532149.8460079245,-1490332.3180000002,2842.784004954583,-1230.662525185797,4293.11149825784,5012.195121951219,1119.2577639119063,1200,80.7422360880937,914.2159468438538,600,-314.21594684385377
2000,GEORGE COUNTY,1218.3957446808508,-185830.87999999896,-44.6172581032406,66000,0,30618793.2,5361842.08,6064.093906362545,2801560,27816538.08,6678.640595438174,22454696,30804624.08,7396.068206482592,5361842.08,5361842.08,7566356.8476,6869551.140000001,4165,8.701916152125772,22230598,5337.478511404562,5391.283553421368,25035457,6010.914045618248,123,314,334,328,303,299,292,318,334,312,297,255,273,254,0.2409,1368,55,54,0,72,13,12,32,125,5,99,5,278,5,5,697,191494360,9944452.61,GEORGE COUN,478.63021513744894,0.201,14084643.9,3607.17978,475,215,15,932630.86,2055456.02,1003.3485,837.1650000000001,28023543.88,191494.36,45.977037214885954,22661701.799999997,5440.984825930372,20457187.032399997,4911.68956360144,25442782,6108,35387235,8496,9944452,2387,Rural,110800,47292,2616531,1193583.48423916,534023,5361842.08,1287.3570420168066,0,208.25,24990000,1710000,1612500,153000,3475500,1204018.2,62475,820800,7351.450948379352,5361842.08,8267074.164000001,1287.3570420168066,25256951.119999997,-4582610.529999999,2387.623675870348,-1100.2666338535414,3711.391489361702,4929.787234042553,1189.600108276596,1200,10.399891723403925,390.3676900584795,600,209.63230994152048
2100,GREENE COUNTY,-48.50877192982534,-1430286.6054548323,-872.1259789358737,6000,265552.0045451664,12252748.004545167,3308241.9612271953,5453.967099584129,2801590,12637449.2727,7705.761751646341,9435654,13683034.61,8343.313786585366,3201795.2727,3571711.892,3201795.2727,2908991.6100000003,1640,2.3013007668174144,9199826,5609.65,5753.44756097561,10520112,6414.7024390243905,0,149,149,134,106,124,147,121,129,131,157,103,83,90,0.2595,763,5,22,0,15,5,5,5,59,5,30,0,77,5,0,230,127561139,6635647.57,GREENE COUN,712.6404438947105,0.234,6685145.14,1503.28556,151,67,10,382168.28,956220.73,425.58,383.76,11858501.01,127561.139,77.78118231707317,8286789.118,5052.920193902439,8656705.7373,5278.4791081097555,10774043,6569,17409690,10615,6635647,4046,Rural,77700,49677,1159160,484975.38268264,433484,2908991.6100000003,1952.3141906707317,0.026986992331825856,82,9840000,543600,502500,102000,1148100,510696,24600,457800,7471.187807649492,3571711.892,3308241.9612271953,2017.220708065363,8944506.043317972,-3327405.608772805,4046.126567073171,-2028.905859007808,5084.035087719299,5035.526315789473,1139.5633786424173,1200,60.43662135758268,568.1310615989515,600,31.868938401048467
7620,GREENVILLE,-447.41752577319585,-1002996.3200000003,-283.17230942970036,15600,0,26382931.44,5402506.760000001,5923.327125917561,2801620,24656075.76,6961.060350084698,19253569,27385927.76,7731.769553924337,5402506.760000001,5402506.760000001,6532993.4184,5935523.67,3542,94.38547615181574,18699214,5279.281197063806,5435.790231507623,21466419,6060.536137775268,110,250,289,315,303,271,287,261,285,247,294,198,198,163,0.6286,984,13,17,0,59,5,5,32,68,5,14,5,168,5,5,388,192946670,11675470.27,GREENVILLE,37.52696012575936,0.4270000000000001,16480297.61,3148.30556,295,78,15,793554.33,1936298.59,2226.5012,1512.4340000000002,24196271.92,192946.67,54.473932806324115,18793765.159999996,5305.975482778091,17663278.501599997,4986.8092889892705,21983421,6206,33658892,9502,11675470,3296,Town,73000,26150,1973598,1072265.7975342,421923,5402506.760000001,1525.2701185770752,0,177.10000000000002,21252000,1062000,585000,153000,1800000,2671801.4400000004,53130.00000000001,590400,7448.5972444946365,5402506.760000001,7123391.4888,1525.2701185770752,20980424.68,-6272963.509999999,3296.293130999435,-1771.02301242236,5086.592783505154,4639.1752577319585,481.5922836844641,1200,718.4077163155359,428.7835365853659,600,171.21646341463412
4211,GREENWOOD-LEFLORE CONS,430.11729622266466,540726.0199999958,134.17519106699638,152400,0,30551834.4,8108869.272,5568.973977171216,2800198,27623815.7012,6854.544839007444,20604122,30011108.380000003,7446.925156327544,7019693.7012,8108869.272,7019693.7012,6380314.380000001,4030,6.784593962589694,20329784,5044.6114143920595,5112.685359801489,22972193,5700.296029776675,106,291,355,301,330,215,324,316,212,265,359,335,290,272,0.5879,1232,127,48,0,42,14,5,38,143,5,61,5,132,5,5,495,289602474,12187376.13,GREENWOOD-L,593.9928052027067,0.473,16341008.19,3518.66111,317,171,15,912529.04,2114143.52,2369.237,1906.19,25998865.56,289602.474,71.86165607940447,17889996.288,4439.205034243176,18979171.8588,4709.4719252605455,23630794,5863,35818170,8887,12187376,3024,NA,NA,NA,2360351,1162888.8850842,371679,6380314.380000001,1741.8594792059553,0,201.5,24180000,1141200,1282500,153000,2576700,2843084.4,60450,739200,7581.10034739454,8108869.272,8248995.288,2012.126370223325,22442965.128,-4078506.858000001,3024.1628114143923,-1012.0364411910673,4692.546719681908,5122.664015904573,490.8284334088147,1200,709.1715665911853,301.6875,600,298.3125
2220,GRENADA,1330.9602356406476,-873173.8800000027,-225.9766770186343,6000,0,29582426.88,6652979.312,5934.122041407867,2801680,27818233.312,7199.335743271221,21165254,30455600.76,7881.8842546583855,6652979.312,6652979.312,7131604.961700001,6474812.760000001,3864,9.15500837734796,22643366,5860.084368530021,5477.550207039338,23597817,6107.09549689441,152,346,334,279,271,252,266,250,281,288,280,258,245,253,0.2991,1144,5,156,0,72,21,5,39,89,23,184,5,75,5,5,675,237606404,9572418.34,GRENADA,422.0640594453864,0.344,15370924.91,3285.71111,236,410,33,859235.85,1956298.86,1155.7224,1329.216,26413351.71,237606.404,61.492340579710145,19760372.398,5113.9680119047625,19281746.7483,4990.100090139752,23980788,6206,33553207,8683,9572418,2477,Town,105000,40122,3357478,1112608.06346152,380913,6474812.760000001,1721.785536231884,0,193.20000000000002,23184000,849600,3075000,336600,4261200,1386866.8800000001,57960.00000000001,686400,7655.907577639751,6652979.312,7987255.2576,1721.785536231884,22929447.568,-2919439.028,2477.333938923395,-755.5484026915112,4944.739322533137,6275.699558173785,962.6949027392044,1200,237.3050972607956,332.96590909090907,600,267.03409090909093
2421,GULFPORT,576.818273092369,-85198.48000000417,-13.93726157369565,384000,0,46696638.36,12165904.828000002,5648.737695403239,2801710,43290651.0511,7081.735817291019,32341303,46781836.84,7652.844240143956,10949348.0511,12165904.828000002,10949348.0511,9945744.84,6113,271.24536213882203,32914005,5384.263863896614,5290.577948634059,36058351,5898.634222149517,81,484,523,498,449,482,456,466,460,485,549,416,360,401,0.4456,1636,320,122,0,112,73,5,37,149,17,150,5,316,5,5,992,434496601,31515294.04,GULFPORT,22.53679086638686,0.32799999999999996,22103133.67,5786.39444,577,392,27,1394972.68,3099817.25,2723.9528,2005.064,40553140.93,434496.601,71.07747439882219,28387236.102,4643.748748895796,29603792.8789,4842.7601634058565,36836092,6025,68351386,11181,31515294,5155,City,135900,36464,4718089,1856002.90003748,560025,9945744.84,1791.1578686569608,0,305.65000000000003,36678000,2077200,2940000,275400,5292600,3268743.36,91695.00000000001,981600,7638.90697857026,12165904.828000002,12608092.3572,1990.1692831670214,34530733.532,-19349389.211999997,5155.454611483723,-3165.2853283167015,4737.037148594378,5313.855421686747,681.3638254075034,1200,518.6361745924966,342.3135696821516,600,257.6864303178484
2300,HANCOCK COUNTY,963.2040540540538,-2279631.1099999994,-561.4854950738909,0,0,30066345.6,8117913.312000001,5406.017804926109,2801740,29845606.6216,7351.134635862069,22277593,32345976.71,7966.989337438424,7568013.6216,12012236.936,7568013.6216,6876703.710000001,4060,10.288330364717131,22007459,5420.556403940886,5487.091871921182,24838000,6117.7339901477835,5,296,342,338,316,302,289,295,319,344,337,314,293,241,0.2348,1309,0,91,0,75,44,5,29,150,12,67,5,257,0,5,736,429008462,19348284.81,HANCOCK COU,394.62185369974026,0.211,10670942.95,3713.07263,482,241,17,931929.63,2259750.45,953.288,856.6600000000001,28029680.08,429008.462,105.66710886699508,16017443.143999998,3945.183040394088,20461666.458399996,5039.819324729063,25469273,6273,44817557,11038,19348284,4765,Rural,135900,53182,3003329,1208492.21282504,628698,6876703.710000001,1864.0427639408867,0,203,24360000,1735200,1807500,173400,3716100,1143945.6,60900,785400,7405.503842364533,12012236.936,8117913.312000001,1999.4860374384239,21948432.288000003,-11230371.497999998,4765.587391625615,-2766.101354187191,4058.552702702703,5021.756756756757,1267.709456979465,1200,-67.7094569794649,480.28877005347596,600,119.71122994652404
2400,HARRISON COUNTY,1387.40690892777,-359971.11999998987,-25.076358063392945,748800,0,107309963.4,28973690.118000004,5457.072328944619,2801770,99455855.6184,6928.307601421108,74260959,107669934.52,7500.517904562871,25194896.618400004,30333828.196,25194896.618400004,22890458.520000003,14355,31.394760263462175,73342961,5109.227516544758,5173.177220480668,82795914,5767.740438871473,0,1047,1232,1180,1070,1093,1091,1141,1155,1253,1296,1087,832,784,0.3484,3413,624,256,5,294,104,24,77,579,40,486,22,332,5,5,2228,1083351007,56565734.38,HARRISON CO,457.24190532222747,0.226,30180940.03,13107.5533,1205,969,55,3296698.16,7221819.76,5001.282,3244.23,93314431.92,1083351.007,75.46854803204458,62980603.72400001,4387.363547474748,68119535.3016,4745.352511431556,84779476,5905,141345211,9846,56565734,3940,Rural,147400,51499,9073970,4185580.12706168,966721,22890458.520000003,1755.1303809404392,0,717.75,86130000,4338000,7267500,561000,12166500,6001538.4,215325,2047800,7475.441546499478,30333828.196,28973690.118000004,2018.3692175548592,78336273.282,-27592044.262,3940.49002995472,-1922.1208123998606,4070.8703454463885,5458.2772543741585,836.9014438821246,1200,363.09855611787543,283.246703779666,600,316.753296220334
