dist_id,district,total_enroll,model_2_total_funding,model_2_pp_funding,model_2_diff_total,model_2_diff_pp,model_2_state_share,model_2_state_share_pp,model_2_local_diff_total,model_2_local_share_total,model_2_local_share_pp,base_funding,sped_tier_1_funding,sped_tier_2_funding,sped_tier_3_funding,total_sped_funding,ell_funding,ed_funding,gifted_funding,vocational_funding,sparsity_funding,conc_pov_funding,gr_9_12_funding,sped_pp_diff,ed_pp_diff,ell_enroll,gifted_enroll,econ_dis_enroll,stpov_enroll,sped_tier_1_enroll,sped_tier_2_enroll,sped_tier_3_enroll,maep_expected_local_total,maep_expected_local_pp,maep_rev_fy24,local_share_expected_total,local_funding_28_mill,local_funding_27_pct,maep_rev_fy23,maep_fy23_pp,maep_fy24_pp,maep_rev_full_funding_fy24,maep_full_pp_fy24,direct_cert_pct,vocational_enroll,assessed_value,stpov_rate,mill_1_value,mill_1_value_pp,local_share_mills,local_share_pp_mills,local_share_pct,sped_funding,at_risk_funding,cte_funding,local_share_expected_pp,sparsity_weight_adj,gr_9_12_enroll,conc_pov_weight_adj,conc_pov_adm,model_2_local_mills_total,cte_pp_funding,cte_model_2_pp,cte_pp_diff
8111,COFFEEVILLE,417,3388170.9369688975,8125.110160596876,246846.9069688972,591.9590095177391,2473364.783987295,5931.330417235719,-1074931.7770183976,914806.1529816024,2193.7797433611568,2418600,142680,181250,49300,373230,0,304562.205,6046.5,113970,90930.90896889752,37621.323000000004,43210,919.8732394366198,891.90136492288,0,20.85,210.0429,146.36700000000002,41,25,5,3141324.0300000003,7533.151151079137,2414487,726837.03,1406185.228,726837.03,2336671,5603.52757793765,5790.136690647482,2691989,6455.6091127098325,0.5037,131,50220901,0.35100000000000003,50220.901,120.43381534772182,1285803.772,3083.4622829736213,1965151.97,307919,117224.65579764,57880,1743.0144604316547,0.0375965058169592,149,0.10370000000000001,43.242900000000006,1406185.228,441.8320610687023,870,428.1679389312977
4620,COLUMBIA,1646,12798759.08,7775.673803159174,746253.7919999994,453.37411421628167,10375777.792,6303.63170838396,-3780341.9319999996,2422981.288,1472.0420947752127,9546800,730800,1102000,49300,1882100,7250,769472.0800000001,23867.000000000004,433260,0,0,136010,1160.307901907357,583.4820645871338,5,82.30000000000001,530.6704000000001,490.508,210,152,5,12052505.288,7322.299688942892,9629524,2422981.288,2422981.288,2898791.2800000003,9044947,5495.107533414338,5850.25759416768,10736264,6522.6391251518835,0.3224,498,86535046,0.298,86535.046,52.5729319562576,8313282.711999999,5050.597030376671,7837472.72,1456267,459835.41939272,79052,1472.0420947752127,0,469,0,0,2422981.288,158.73895582329317,870,711.2610441767068
4420,COLUMBUS,3090,24940219.24,8071.268362459547,3737594.509999998,1209.57751132686,18781362.003999997,6078.1106809061475,-7175253.853999999,6158857.2360000005,1993.157681553398,17922000,870000,1827000,147900,2844900,65250,2452177.65,44805,960480,0,395986.59,254620,908.7891682785294,894.6073509376598,45,154.5,1691.157,1016.61,250,252,15,21202624.73,6861.6908511326865,16296779,4905845.73,6158857.2360000005,4905845.73,16151073,5226.884466019417,5274.038511326861,18169799,5880.193851132686,0.5473,1104,219959187,0.32899999999999996,219959.187,71.18420291262136,12010941.764,3887.036169579288,13263953.27,2375056,939256.16621032,337991,1587.6523398058257,0,878,0.1473,455.157,6158857.2360000005,306.151268115942,870,563.848731884058
1500,COPIAH COUNTY,2205,16713208.607595524,7579.6864433539795,760860.875595523,345.0616215852715,13029593.875595525,5909.112868750805,-1258196.4280000003,3683614.732,1670.5735746031746,12789000,758640,855500,167620,1781760,149350,1258437.6,31972.5,483720,8428.507595523493,0,210540,844.2861189801706,675.9664800504213,103,110.25,867.888,544.635,218,118,17,15952347.732,7234.624821768708,12268733,3683614.732,3683614.732,3693276.54,12820619,5814.339682539682,5564.051247165533,13678802,6203.538321995465,0.3936,556,131557669,0.247,131557.669,59.66334195011338,9995187.268,4532.96474739229,9985525.46,1483727,671774.403562,137076,1670.5735746031746,6.590435214264989e-4,726,0,0,3683614.732,246.53956834532374,870,623.4604316546763
0220,CORINTH,2490,18615329.1,7476.035783132531,2993209.8720000014,1202.0923180722903,15484868.872000001,6218.822840160643,-3571735.512,3130460.228,1257.2129429718875,14442000,762120,696000,147900,1606020,334950,1170524.0999999999,36105,839550,0,0,186180,897.7939393939396,544.3198655947912,231,124.5,807.2579999999999,672.3000000000001,219,96,15,15622119.228,6273.943465060241,12491659,3130460.228,3130460.228,3760384.23,12920052,5188.775903614458,5016.730522088354,13927349,5593.3128514056225,0.3242,965,111802151,0.27,111802.151,44.900462248995986,10796888.772,4336.0999084337345,10166964.77,1309748,731117.53393968,149433,1257.2129429718875,0,642,0,0,3130460.228,154.85284974093264,870,715.1471502590673
1600,COVINGTON COUNTY,2609,20076268.48,7695.005166730548,1145160.4800000004,438.9269758528171,14655675.9904,5617.3537717133,-4878479.190400001,5420592.489600001,2077.6513950172484,15132200,1670400,949750,49300,2669450,88450,1451177.98,37830.50000000001,486330,0,0,210830,-423.4902597402597,689.0987021284308,61,130.45000000000002,1000.8124,746.1740000000001,480,131,5,18931108,7256.078190877731,14550844,4380264,8160987.716,4380264,14578892,5587.923342276735,5577.172863165964,16223200,6218.167880413952,0.3836,559,291463847,0.28600000000000003,291463.847,111.7147746262936,8062212.284,3090.154190877731,11842936,2930320,761519.45408596,323221,1678.9053277117669,0,727,0,0,8160987.716,578.2128801431127,870,291.78711985688733
1700,DESOTO COUNTY,35003,252722906.275,7220.035604805303,18390638.155,525.4017699911437,194092237.507,5545.017213010314,-62543616.971999995,58630668.768,1675.018391794989,203017400,9531720,17566750,1311380,28409850,2272150,8958142.775,507543.5,6391020,0,0,3166800,478.21907459867816,-180.99264729843048,1567,1750.15,6178.0295,4445.381,2739,2423,133,234332268.12,6694.633834814159,180112662,54219606.120000005,58630668.768,54219606.120000005,181119369,5174.395594663315,5145.635002714053,200813356,5737.032711481873,0.1765,7346,2093952456,0.127,2093952.456,59.82208542124961,142182687.232,4062.014319686884,146593749.88,25877680,10076320.6892928,1562060,1548.9988321001058,0,10920,0,0,58630668.768,212.64089300299483,870,657.3591069970051
6811,E. TALLAHATCHIE,853,6505674.463118685,7626.81648665731,364291.3331186855,427.0707305025617,4954365.403118686,5808.165771534215,-1035720.1000000003,1551309.0599999998,1818.6507151230946,4947400,243600,261000,49300,553900,0,498821.60500000004,12368.500000000002,278400,132585.39511868515,2448.9629999999775,79750,-840.9639639639645,680.9677495571268,0,42.650000000000006,344.0149,367.643,70,36,5,6141383.13,7199.745756154748,4720395,1420988.13,1551309.0599999998,1420988.13,4785661,5610.388042203986,5533.874560375147,5262919,6169.893317702227,0.4033,320,55403895,0.431,55403.895,64.95181125439625,3711609.94,4351.242602579133,3841930.87,647247,264558.55273288,59279,1665.8711957796015,0.02679900455162007,275,0.0032999999999999696,2.814899999999974,1551309.0599999998,185.246875,870,684.753125
3111,EAST JASPER,755,5864434.006086845,7767.462259717676,227015.93608684465,300.68335905542335,4281036.824443396,5670.247449593902,-4224769.538356552,1583397.1816434483,2097.2148101237726,4379000,201840,435000,49300,686140,7250,407028.05,10947.5,184440,118868.45608684498,0,70760,380.80487804877976,627.2948367794406,5,37.75,280.709,224.235,58,60,5,5637418.07,7466.7789006622525,4333037,1304381.07,2451217.468,1304381.07,3672371,4864.067549668875,5739.121854304636,4831041,6398.729801324504,0.3718,212,87543481,0.297,87543.481,115.95163046357617,2379823.532,3152.084148344371,3526659.9299999997,639301,230940.74366248,43920,1727.657046357616,0.027145114429514724,244,0,0,2451217.468,207.16981132075472,870,662.8301886792453
1211,ENTERPRISE,955,6968011.25,7296.3468586387435,364854.1799999997,382.04626178010403,5183223.994,5427.459679581152,-1905921.244,1784787.256,1868.8871790575918,5539000,274920,580000,49300,904220,0,173093.75,13847.5,253170,0,0,84680,1365.9817073170734,-834.7641424475814,0,47.75,119.375,138.475,79,80,5,6603157.07,6914.300596858639,5075324,1527833.07,1784787.256,1527833.07,4969352,5203.509947643979,5314.475392670157,5658641,5925.278534031414,0.125,291,63742402,0.145,63742.402,66.74597068062828,3873853.744,4056.3913549738218,4130807.93,680199,272743.71950468,123212,1599.8252041884818,0,292,0,0,1784787.256,423.40893470790377,870,446.59106529209623
6220,FOREST SEPARATE,1645,12408773.75,7543.327507598784,1449639.2200000007,881.2396474164125,9741893.646,5922.123796960486,-3086333.5860000006,2666880.104,1621.2037106382977,9541000,654240,427750,98600,1180590,739500,632091.25,23852.5,158340,0,0,133400,650.7431906614784,340.8326484488846,510,82.25,435.925,463.88999999999993,188,59,10,10959134.53,6662.0878601823715,8423419,2535715.5300000003,2666880.104,2535715.5300000003,8395131,5103.423100303951,5120.619452887538,9391539,5709.142249240122,0.265,182,95245718,0.282,95245.718,57.90013252279635,6724658.896,4087.938538601823,6855823.47,1013349,483513.77772492,26415,1541.468407294833,0,460,0,0,2666880.104,145.13736263736263,870,724.8626373626373
1800,FORREST COUNTY,2129,16144732.68,7583.246914044152,1208254.67,567.522155941756,11785654.8564,5535.7702472522315,-4778021.5364,4359077.8236,2047.476666791921,12348200,957000,949750,98600,2005350,146450,1048362.18,30870.5,500250,0,0,65250,315.836538461539,576.658787536189,101,106.45,723.0084,536.508,275,131,10,14936478.01,7015.724758102396,11480488,3455990.01,5323374.588,3455990.01,11758426,5522.980742132457,5392.432127759512,12799963,6012.1949271958665,0.3396,575,190120521,0.252,190120.521,89.30038562705496,7476588.412,3511.7841296383276,9343972.99,1873962,631433.0326775201,233371,1623.2926303428842,0,225,0,0,5323374.588,405.86260869565217,870,464.13739130434783
1900,FRANKLIN COUNTY,1211,9457872.513074327,7809.969044652624,100930.40107432753,83.34467471042717,7505593.4010743275,6197.847564883838,-1490332.3180000002,1952279.112,1612.121479768786,7023800,661200,630750,98600,1390550,0,451805.93499999994,17559.5,261870,200347.07807432668,0,111940,552.010452961672,330.7422360880937,0,60.550000000000004,311.59029999999996,380.254,190,87,10,9356942.112,7726.624369942197,7404663,1952279.112,1952279.112,2229037.6500000004,7162297,5914.365813377374,6114.50289017341,8255695,6817.254335260116,0.2573,301,69724254,0.314,69724.254,57.5757671345995,6303415.888,5205.13285549133,6026657.35,1232123,348749.86243464,275179,1612.121479768786,0.028524029453333904,386,0,0,1952279.112,914.2159468438538,870,-44.21594684385377
