dist_id,district,total_enroll,model_2_total_funding,model_2_pp_funding,model_2_diff_total,model_2_diff_pp,model_2_state_share,model_2_state_share_pp,model_2_local_diff_total,model_2_local_share_total,model_2_local_share_pp,base_funding,sped_tier_1_funding,sped_tier_2_funding,sped_tier_3_funding,total_sped_funding,ell_funding,ed_funding,gifted_funding,vocational_funding,sparsity_funding,conc_pov_funding,gr_9_12_funding,sped_pp_diff,ed_pp_diff,ell_enroll,gifted_enroll,econ_dis_enroll,stpov_enroll,sped_tier_1_enroll,sped_tier_2_enroll,sped_tier_3_enroll,maep_expected_local_total,maep_expected_local_pp,maep_rev_fy24,local_share_expected_total,local_funding_28_mill,local_funding_27_pct,maep_rev_fy23,maep_fy23_pp,maep_fy24_pp,maep_rev_full_funding_fy24,maep_full_pp_fy24,direct_cert_pct,vocational_enroll,assessed_value,stpov_rate,mill_1_value,mill_1_value_pp,local_share_mills,local_share_pp_mills,local_share_pct,sped_funding,at_risk_funding,cte_funding,local_share_expected_pp,sparsity_weight_adj,gr_9_12_enroll,conc_pov_weight_adj,conc_pov_adm,model_2_local_mills_total,cte_pp_funding,cte_model_2_pp,cte_pp_diff
2000,GEORGE COUNTY,4165,30614717.825,7350.472466986795,2798179.745000001,671.8318715486203,25252875.744999997,6063.1154249699875,-4582610.529999999,5361842.08,1287.3570420168066,24157000,1653000,1558750,147900,3359650,79750,1454855.325,60392.5,1190160,0,0,312910,1054.0695035460994,260.3998917234039,55,208.25,1003.3485,837.1650000000001,475,215,15,27816538.08,6678.640595438174,22454696,5361842.08,5361842.08,6759573.390000001,22230598,5337.478511404562,5391.283553421368,25035457,6010.914045618248,0.2409,1368,191494360,0.201,191494.36,45.977037214885954,19673614.92,4723.557003601441,18275883.61,2616531,1193583.48423916,534023,1287.3570420168066,0,1079,0,0,5361842.08,390.3676900584795,870,479.6323099415205
2100,GREENE COUNTY,1640,12316031.271060327,7509.775165280687,39947.031060326844,24.357945768491845,8990702.827874038,5482.135870654902,-3310319.1268137116,3325328.4431862887,2027.6392946257859,9512000,525480,485750,98600,1109830,7250,617091,23780,663810,256700.27106032756,0,125570,-216.35964912280724,310.4366213575827,5,82,425.58,383.76,151,67,10,12276084.24,7485.4172195121955,9435654,2840430.24,3571711.892,2840430.24,9199826,5609.65,5753.44756097561,10520112,6414.7024390243905,0.2595,763,127561139,0.234,127561.139,77.78118231707317,6948400.108,4236.829334146341,7679681.76,1159160,484975.38268264,433484,1731.9696585365857,0.026986992331825856,433,0,0,3571711.892,568.1310615989515,870,301.86893840104847
7620,GREENVILLE,3542,27390125.784,7732.95476679842,2734050.024,771.8944167137215,21987619.024,6207.684648221344,-6272963.509999999,5402506.760000001,1525.2701185770752,20543600,1026600,565500,147900,1740000,18850,3228426.74,51359.00000000001,856080,0,704440.0440000001,247370,-602.0567010309278,968.4077163155359,13,177.10000000000002,2226.5012,1512.4340000000002,295,78,15,24656075.76,6961.060350084698,19253569,5402506.760000001,5402506.760000001,5795933.130000001,18699214,5279.281197063806,5435.790231507623,21466419,6060.536137775268,0.6286,984,192946670,0.4270000000000001,192946.67,54.473932806324115,16063912.239999998,4535.266019198192,15670485.87,1973598,1072265.7975342,421923,1525.2701185770752,0,853,0.22860000000000003,809.7012000000001,5402506.760000001,428.7835365853659,870,441.2164634146341
4211,GREENWOOD-LEFLORE CONS,4030,31637664.84,7850.537181141439,4831050.73,1198.771893300248,23528795.568,5838.410810918114,-4078506.858000001,8108869.272,2012.126370223325,23374000,1103160,1239750,147900,2490810,184150,3435393.65,58435,1071840,0,658796.1899999998,364240,259.3618290258455,959.1715665911853,127,201.5,2369.237,1906.19,317,171,15,26806614.11,6651.765287841191,20604122,6202492.11,8108869.272,6202492.11,20329784,5044.6114143920595,5112.685359801489,22972193,5700.296029776675,0.5879,1232,289602474,0.473,289602.474,71.86165607940447,14863323.728,3688.16965955335,16769700.89,2360351,1162888.8850842,371679,1539.0799280397025,0,1256,0.18789999999999996,757.2369999999999,8108869.272,301.6875,870,568.3125
2220,GRENADA,3864,29565155.48,7651.437753623189,2028490.8900000006,524.9717624223604,22912176.168,5929.6522173913045,-2919439.028,6652979.312,1721.785536231884,22411200,821280,2972500,325380,4119160,7250,1675797.4800000002,56028.00000000001,995280,0,0,300440,1121.7702503681885,487.3050972607956,5,193.20000000000002,1155.7224,1329.216,236,410,33,27536664.59,7126.465991200828,21165254,6371410.590000001,6652979.312,6371410.590000001,22643366,5860.084368530021,5477.550207039338,23597817,6107.09549689441,0.2991,1144,237606404,0.344,237606.404,61.492340579710145,16944837.688,4385.3099606625265,17226406.41,3357478,1112608.06346152,380913,1648.9157841614908,0,1036,0,0,6652979.312,332.96590909090907,870,537.034090909091
2421,GULFPORT,6113,47240324.996,7727.8463922787505,5163267.225999996,844.6372036643215,35074420.168,5737.677109111729,-19349389.211999997,12165904.828000002,1990.1692831670214,35455400,2007960,2842000,266220,5116180,464000,3949731.56,88638.50000000001,1423320,0,242514.93599999987,500540,399.6897590361441,768.6361745924966,320,305.65000000000003,2723.9528,2005.064,577,392,27,42077057.77,6883.209188614429,32341303,9735754.77,12165904.828000002,9735754.77,32914005,5384.263863896614,5290.577948634059,36058351,5898.634222149517,0.4456,1636,434496601,0.32799999999999996,434496.601,71.07747439882219,23892446.172,3908.464938982496,26322596.229999997,4718089,1856002.90003748,560025,1592.63123998037,0,1726,0.045599999999999974,278.75279999999987,12165904.828000002,342.3135696821516,870,527.6864303178484
2300,HANCOCK COUNTY,4060,30063847.6,7404.888571428572,1079994.6000000015,266.0085221674881,21946608.748,5405.568657142857,-11231045.957999997,8117238.852000001,1999.3199142857145,23548000,1677360,1747250,167620,3592230,0,1382267.6,58870,1138830,0,0,343650,795.8121621621622,182.2905430205351,0,203,953.288,856.6600000000001,482,241,17,28983853,7138.8800492610835,22277593,6706260,12012236.936,6706260,22007459,5420.556403940886,5487.091871921182,24838000,6117.7339901477835,0.2348,1309,429008462,0.211,429008.462,105.66710886699508,12825763.064,3159.054941871921,18131740,3003329,1208492.21282504,628698,1651.7881773399015,0,1185,0,0,12012236.936,480.28877005347596,870,389.71122994652404
2400,HARRISON COUNTY,14355,107513776.4,7489.639595959597,10897920.620000005,759.1724569836297,78485056.772,5467.436905050505,-27537014.752,29028719.628000002,2022.202690909091,83259000,4193400,7025250,542300,11760950,904800,7251858.9,208147.5,2969310,0,0,1159710,1205.4643337819653,613.0985561178754,624,717.75,5001.282,3244.23,1205,969,55,96615855.78,6730.467138975967,74260959,22354896.78,30333828.196,22354896.78,73342961,5109.227516544758,5173.177220480668,82795914,5767.740438871473,0.3484,3413,1083351007,0.226,1083351.007,75.46854803204458,52462085.804000005,3654.6210939742255,60441017.22,9073970,4185580.12706168,966721,1557.2899184952978,0,3999,0,0,30333828.196,283.246703779666,870,586.753296220334
1820,HATTIESBURG,3667,29213881.612,7966.698012544314,4836037.1620000005,1318.7993351513505,21326133.57676,5815.68954915735,-15753716.974760002,7887748.03524,2151.0084633869646,21268600,873480,1580500,285940,2739920,292900,2870197.57,53171.50000000001,1272810,0,446002.5419999997,270280,675.1807228915659,913.7642157885745,202,183.35000000000002,1979.4466,1243.1129999999998,251,218,29,24377844.45,6647.898677392964,18737319,5640525.45,10077916.016,5640525.45,18204749,4964.4802290700845,5109.713389691846,20890835,5696.982547041178,0.5398,1463,359925572,0.33899999999999997,359925.572,98.15259667302972,10812918.984,2948.7098401963462,15250309.55,2403680,1061450.09985564,680291,1538.1852877011181,0,932,0.13979999999999992,512.6465999999997,10077916.015999999,464.99726589200276,870,405.00273410799724
1520,HAZLEHURST,1368,10623601.483252445,7765.790557933074,1793567.533252446,1311.087378108513,7755229.082774285,5669.027107291145,-2574320.279521839,2868372.4004781605,2096.7634506419304,7934400,163560,420500,98600,682660,198650,1015999.9199999999,19836,455880,68089.61125244522,133535.95199999996,114550,185.43478260869506,860.4917917149048,137,68.4,700.6895999999999,433.656,47,58,10,8830033.95,6454.703179824561,6786948,2043085.95,3159608.676,2043085.95,6715514,4909.001461988304,4961.2192982456145,7566985,5531.421783625731,0.5122,524,112843167,0.317,112843.167,82.4876951754386,4407376.324,3221.7663187134503,5523899.05,661335,413062.27066,132461,1493.4838815789476,0.008581570282875229,395,0.11219999999999997,153.48959999999997,3159608.676,252.7881679389313,870,617.2118320610687
2500,HINDS COUNTY,4968,35880432.12,7222.30920289855,2403606.929999996,483.817820048308,26192715.4476,5272.285718115942,-18713486.527599998,9687716.6724,1950.0234847826086,28814400,1367640,1609500,207060,3184200,107300,2173326.12,72036,1054440,0,0,474730,409.43081761006306,447.51145566894957,74,248.4,1498.8456,1013.472,393,222,21,33476825.19,6738.491382850242,25730985,7745840.19,12272488.312,7745840.19,25479863,5128.796900161031,5179.344806763285,28688297,5774.6169484702095,0.3017,1212,438303154,0.204,438303.154,88.22527254428341,16415808.688,3304.309317230274,20942456.81,2923802,1502575.543721,0,1559.1465760869569,0,1637,0,0,12272488.311999999,0,870,870
7611,HOLLANDALE,548,4469461.971329021,8155.952502425222,248528.90732902102,453.5199038850742,3528779.907329021,6439.37939293617,-911779.5360000001,940682.064,1716.5731094890511,3178400,177480,188500,49300,415280,0,581090.98,7946.000000000001,17400,67604.40332902131,157950.58799999996,43790,967.3658536585363,1067.7659527205324,0,27.400000000000002,400.7524,200.568,51,26,5,4220933.064,7702.432598540147,3280251,940682.064,940682.064,987459.12,3244025,5919.753649635037,5985.859489051095,3657256,6673.824817518248,0.7313,20,33595788,0.366,33595.788,61.306182481751826,2716573.936,4957.251708029196,2669796.88,335956,153181.21180896,0,1716.5731094890511,0.021269948190605747,151,0.33129999999999993,181.55239999999995,940682.064,0,870,870
4720,HOLLY SPRINGS,1025,7984062.5,7789.329268292683,679306.0899999999,662.7376487804877,5828365.625,5686.210365853659,-3078035.115,2155696.875,2103.118902439024,5945000,445440,398750,98600,942790,31900,639087.5,14862.5,297540,0,26752.499999999975,86130,-179.24352331606224,736.3376169100851,22,51.25,440.75,337.22499999999997,128,55,10,7304756.41,7126.591619512195,5614588,1690168.41,2606961.5039999997,1690168.41,5870114,5726.940487804878,5477.646829268293,6259883,6107.202926829268,0.43,342,93105768,0.32899999999999996,93105.768,90.83489560975607,3652921.496,3563.825849756098,4569714.59,977384,314546.69534688,162627,1648.9447902439026,0,297,0.02999999999999997,30.74999999999997,2606961.5039999997,475.5175438596491,870,394.4824561403509
2611,HOLMES CONSOL,2544,20031662.82328997,7874.081298463039,2710979.967289973,1065.6367795951155,16482834.967289971,6479.101795318385,-3060821.044,3548827.856,1394.9795031446542,14755200,730800,710500,98600,1539900,7250,2087123.0399999998,36888,763860,241609.95928997087,366961.82399999985,232870,754.9937106918242,941.8634452126005,5,127.2,1439.3952,1101.552,210,98,10,17320682.856,6808.444518867924,13771855,3548827.856,3548827.856,4145763.87,13537544,5321.361635220126,5413.465015723271,15354681,6035.645047169812,0.5658,878,126743852,0.433,126743.852,49.820696540880505,11805853.144,4640.665544025157,11208917.13,1299812,731409.31790552,344157,1394.9795031446542,0.016374563495579243,803,0.16579999999999995,421.79519999999985,3548827.856,391.9783599088838,870,478.0216400911162
2700,HUMPHREYS COUNTY,1207,10237342.079285113,8481.642153508794,626306.6392851137,518.8953100953722,7820743.503285113,6479.489232216332,-849748.7239999995,2416598.5760000004,2002.1529212924609,7000600,466320,420500,147900,1034720,0,1112920.385,17501.5,557670,148183.96328511194,247716.23099999997,118030,619.8164251207736,971.2456574485497,0,60.35,767.5313,522.631,134,58,15,9611035.44,7962.746843413422,7387242,2223793.44,2416598.5760000004,2223793.44,7296613,6045.246893123446,6120.333057166528,8236272,6823.754763877382,0.6359,641,86307092,0.433,86307.092,71.50546147473074,5819673.424,4821.601842584921,6012478.5600000005,906418,367458.94291916,234793,1842.413786246893,0.02116732327016426,407,0.2359,284.7313,2416598.5760000004,366.29173166926677,870,503.70826833073323
2900,ITAWAMBA COUNTY,3375,25765068.125,7634.094259259259,817226.5769999996,242.141208,21138933.577,6263.387726518518,-2964480.302,4626134.5479999995,1370.7065327407406,19575000,1092720,2871000,147900,4111620,31900,876470.625,48937.5,845640,0,0,275500,1940.0110344827585,-189.95495469015873,22,168.75,604.4625,536.625,314,396,15,24947841.548,7391.953051259259,20321707,4626134.5479999995,4626134.5479999995,6117476.4,19941628,5908.630518518518,6021.246518518518,22657320,6713.28,0.1791,972,165219091,0.159,165219.091,48.953804740740736,18031185.452,5342.573467259259,16539843.6,2705112,991291.2717994,431103,1370.7065327407406,0,950,0,0,4626134.5479999995,443.5216049382716,870,426.4783950617284
3000,JACKSON COUNTY,8906,63022122.56,7076.366781944756,4074039.950000003,457.44890523242793,46337556.844000004,5202.959448012576,-22367982.174000002,16684565.715999998,1873.4073339321803,51654800,2683080,3269750,453560,6406390,275500,2050695.56,129137,1704330,0,0,801270,1202.5544164037856,-373.7125476578492,190,445.3,1414.2728,1353.712,771,451,46,58948082.61,6618.9178767123285,45308724,13639358.61,16684565.715999998,13639358.61,44651755,5013.671120592859,5087.438131596677,50516143,5672.147204132046,0.1588,1959,595877347,0.152,595877.347,66.90740478329215,33831577.284,3798.7398701998654,36876784.39,4881551,2579227.0511712,675496,1531.4797451156526,0,2763,0,0,16684565.715999998,344.8167432363451,870,525.183256763655
2520,JACKSON PUBLIC,18710,144163337.24,7705.148970603956,19449733.85000001,1039.5368172100489,108774459.352,5813.707073864243,-61539065.721999995,35388877.888000004,1891.4418967397116,108518000,3852360,7453000,433840,11739200,601750,14628226.4,271295,4396110,0,2265855.84,1742900,359.654428636989,889.3579233452731,415,935.5,10088.432,7502.71,1107,1028,44,124713603.39,6665.612153393907,95857473,28856130.39,35388877.888000004,28856130.39,97624406,5217.766221272047,5123.328327097809,106874557,5712.162319615179,0.5392,5053,1263888496,0.401,1263888.496,67.55149631213256,71485679.11199999,3820.720422875467,78018426.61,10955513,5655999.46667,1437620,1542.2838262960984,0,6010,0.1392,2604.432,35388877.888000004,284.50821294280627,870,585.4917870571937
3300,JEFF DAVIS COUNTY,1235,9647613.473115912,7811.832771753775,389713.24311591126,315.55728187523255,7042757.835374615,5702.637923380255,-3236267.9022587035,2604855.6377412966,2109.1948483735196,7163000,497640,493000,98600,1089240,7250,675649.975,17907.5,441960,141535.99811591255,0,111070,804.0542986425344,647.6019131790658,5,61.75,465.9655,459.4200000000001,143,68,10,9257900.23,7496.275489878542,7115815,2142085.23,2990386.364,2142085.23,6801130,5506.987854251012,5761.793522267207,7933649,6424.007287449393,0.3773,508,106799513,0.37200000000000005,106799.513,86.47733846153847,4943262.636,4002.641810526315,5791563.77,911544,373889.82572456,250985,1734.481967611336,0.0197593184581757,383,0,0,2990386.364,494.06496062992125,870,375.93503937007875
3200,JEFFERSON COUNTY,1063,8373550.391149933,7877.281647365883,779225.2191499332,733.0434799152717,6855057.219149933,6448.783837394105,-1745531.158,1518493.172,1428.497809971778,6165400,292320,355250,49300,696870,0,782543.395,15413.500000000002,341040,182201.45914993362,99602.03700000001,90480,264.68115942029,888.2899681799627,0,53.150000000000006,539.6851,456.027,84,49,5,7594325.172,7144.238167450611,6075832,1518493.172,1518493.172,1829017.53,5866334,5518.658513640639,5715.740357478833,6774139,6372.661335841956,0.5077,392,54231899,0.429,54231.899,51.0177789275635,5255645.828,4944.163525870178,4945121.47,660344,303146.53469380003,176238,1428.497809971778,0.02955225275731236,312,0.10770000000000002,114.48510000000002,1518493.172,449.58673469387753,870,420.41326530612247
3400,JONES COUNTY,8524,64251024.82,7537.66128812764,4810272.351999998,564.3210173627403,53565217.352,6284.047084936649,-13726026.501999998,10685807.468,1253.61420319099,49439200,3010200,4509500,966280,8485980,851150,2915676.82,123598.00000000001,1719990,0,0,715430,1140.583596214511,208.31727575281548,587,426.20000000000005,2010.8116,1755.9440000000002,865,622,98,59440752.468,6973.340270764899,48754945,10685807.468,10685807.468,14676780.15,49078756,5757.714218676678,5719.726067573909,54358445,6377.105232285312,0.2359,1977,381635981,0.206,381635.981,44.77193582824965,43672637.532,5123.491029094322,39681664.85,6678155,2496790.02543584,718492,1253.61420319099,0,2467,0,0,10685807.468,363.42539200809307,870,506.57460799190693
3500,KEMPER COUNTY,884,7085203.735330364,8014.936352183669,289520.1753303632,327.5115105547093,5172198.726791166,5850.903537094079,-6071697.541460801,1913005.0085391984,2164.032815089591,5127200,233160,398750,49300,681210,0,629363.7999999999,12818,277530,197195.65533036372,69986.27999999997,89900,149.28346456692907,833.745052003207,0,44.2,434.044,335.92,67,55,5,6795683.5600000005,7687.42484162896,5223304,1572379.56,9677971.52,1572379.56,5063006,5727.382352941177,5908.714932126697,5823628,6587.814479638009,0.491,319,345641840,0.38,345641.84,390.997556561086,-3854343.5200000014,-4360.117104072399,4251248.4399999995,662251,267481.76264832,212390,1778.7099095022625,0.03846069108487356,310,0.09099999999999997,80.44399999999997,9677971.520000001,665.7993730407524,870,204.20062695924764
0420,KOSCIUSKO,2123,16059596.22,7564.576646255299,1444070.296,680.2026829957613,13006321.296,6126.387798398493,-2770162.636,3053274.9239999996,1438.1888478568062,12313400,772560,1138250,98600,2009410,37700,994922.72,30783.5,498510,0,0,174870,611.4704370179952,513.5603903196601,26,106.15,686.1536,639.023,222,157,10,14615525.924,6884.373963259538,11562251,3053274.9239999996,3053274.9239999996,3480603.2100000004,11686571,5504.743758831842,5446.185115402732,12891123,6072.125765426284,0.3232,573,109045533,0.301,109045.533,51.36388742345737,9837848.076,4633.936917569477,9410519.79,1771548,642541.40936476,37629,1438.1888478568062,0,603,0,0,3053274.9239999996,65.67015706806282,870,804.3298429319372
3600,LAFAYETTE COUNTY,2872,21206575.96,7383.905278551532,1684794.2800000012,586.627534818942,16219931.528,5647.6084707520895,-7457845.898,4986644.432,1736.2968077994428,16657600,1197120,1348500,226780,2772400,56550,670051.9599999998,41644,758640,0,0,249690,1607.0343580470167,-306.1115935172286,39,143.6,462.1047999999999,450.904,344,186,23,19521781.68,6797.27774373259,15004848,4516933.680000001,4986644.432,4516933.680000001,14682761,5112.381963788301,5224.529247910864,16729384,5824.994428969359,0.1609,872,178094444,0.157,178094.444,62.01060027855153,11742739.568,4088.6976211699166,12212450.32,1883710,811507.5966999601,343697,1572.7484958217271,0,861,0,0,4986644.432,394.1479357798165,870,475.8520642201835
3700,LAMAR COUNTY,10276,76367869.2,7431.672752043597,6975276.570000008,678.79297100039,57911078.344000004,5635.566207084469,-19856991.854000002,18456790.856,1796.1065449591279,59600800,3953280,5452000,423980,9829260,484300,2771437.2,149002.00000000003,2627400,0,0,905670,1194.2957017089589,-129.16055947479663,334,513.8000000000001,1911.336,1716.092,1136,752,43,69392592.63,6752.879781043207,53336592,16056000.63,18456790.856,16056000.63,57470339,5592.676041261191,5190.404048267808,59466669,5786.947158427403,0.186,3020,659171102,0.16699999999999998,659171.102,64.14666231996885,41009878.144,3990.840613468276,43410668.37,7523075,3018306.42710432,905221,1562.4757327753991,0,3123,0,0,18456790.856,299.7420529801324,870,570.2579470198675
3800,LAUDERDALE COUNTY,5910,43684126.8,7391.5612182741115,1833212.447999999,310.1882314720815,34330220.448,5808.835947208122,-8436433.047999999,9353906.352,1582.7252710659898,34278000,1625160,2747750,414120,4787030,139200,2162941.8,85695,1689540,0,0,541720,1121.9707207207211,299.0496848702271,96,295.5,1491.684,1093.35,467,379,42,41850914.352,7081.37298680203,32497008,9353906.352,9353906.352,9782627.04,32009830,5416.21489001692,5498.6477157360405,36231952,6130.617935702199,0.2524,1942,334068084,0.185,334068.084,56.52590253807106,26878045.648,4547.89266463621,26449324.96,3790720,1716854.16987404,890464,1582.7252710659898,0,1868,0,0,9353906.352,458.529351184346,870,411.470648815654
3420,LAUREL,2712,21114513.024,7785.587398230088,3732011.1339999996,1376.1103001474921,15413594.50752,5683.478800707964,-8954332.183519999,5700918.516480001,2102.108597522124,15729600,755160,1392000,295800,2442960,281300,1872215.6400000001,39324,364530,0,179553.384,205030,1572.3781321184515,816.0668466545104,194,135.6,1291.1832000000002,911.232,217,192,30,17382501.89,6409.477098082596,13360553,4021948.89,6061171.2,4021948.89,15119073,5574.879424778761,4926.457595870206,14896107,5492.6648230088495,0.4761,419,216470400,0.336,216470.4,79.81946902654867,8834935.8,3257.719690265487,10874158.11,1752686,818523.83752272,182120,1483.0195022123894,0,707,0.0761,206.38320000000002,6061171.2,434.65393794749406,870,435.34606205250594
3900,LAWRENCE COUNTY,1696,12965740.744815575,7644.894307084655,430684.9448155742,253.94159482050418,9496102.684815574,5599.117149065787,-3904829.89,3469638.06,2045.777158018868,9836800,682080,630750,197200,1510030,24650,807601.28,24592.000000000004,505470,104347.46481557621,0,152250,868.9636963696366,520.9955469414313,17,84.80000000000001,556.9664,435.872,196,87,20,12535055.8,7390.952712264151,9634705,2900350.8000000003,3469638.06,2900350.8000000003,9340471,5507.353183962264,5680.840212264151,10742040,6333.75,0.3284,581,123915645,0.257,123915.645,73.06346992924529,7272401.94,4287.972841981132,7841689.199999999,1246734,517424.265804,300491,1710.1125000000002,0.010607866868857374,525,0,0,3469638.06,517.1962134251291,870,352.80378657487086
4000,LEAKE COUNTY,2532,19594420.222275693,7738.712568039373,1076451.1782756932,425.1386960014579,15863250.178275693,6265.1067054801315,-1676157.366,3731170.044,1473.6058625592418,14685600,831720,1435500,128180,2395400,395850,1150249.62,36714,611610,96276.60227569134,0,222720,496.6733333333332,500.349856576756,273,126.60000000000001,793.2756,731.7479999999999,239,198,13,18517969.044,7313.573872037915,14786799,3731170.044,3731170.044,4451293.98,14271744,5636.549763033176,5839.968009478673,16486274,6511.166666666667,0.3133,703,133256073,0.289,133256.073,52.62878080568721,12755103.956,5037.560804107425,12034980.02,2171897,753334.28731416,330948,1473.6058625592418,0.006555850784148509,768,0,0,3731170.044,470.7652916073969,870,399.2347083926031
4100,LEE COUNTY,6303,45763403.6,7260.574900840869,1300385.175999999,206.3121015389488,35482205.176,5629.4153856893545,-13544615.426,10281198.424,1631.1595151515153,36557400,2279400,2247500,207060,4733960,181250,2248280.1,91393.50000000001,1396350,0,0,554770,1067.6845841784989,271.4707612359323,125,315.15000000000003,1550.538,1235.388,655,310,21,44463018.424,7054.2627993019205,34181820,10281198.424,10281198.424,10289808.54,33279992,5280.024115500555,5423.103284150405,38110402,6046.39092495637,0.246,1605,367185658,0.196,367185.658,58.25569696969697,27829203.576,4415.231409804855,27820593.46,3681223,1827354.36881476,540267,1631.1595151515153,0,1913,0,0,10281198.424,336.614953271028,870,533.3850467289719
7612,LELAND,700,5606732.702012937,8009.618145732767,694653.852012937,992.3626457327673,4092914.872469444,5847.021246384919,-2380820.2904565074,1513817.829543493,2162.5968993478473,4060000,236640,217500,49300,503440,0,598444,10150,215760,53882.3020129358,115466.4,49590,969.9029126213591,973.3124839659818,0,35,412.72,213.5,68,30,5,4912078.85,7017.255499999999,3775526,1136552.85,1821726.508,1136552.85,3691126,5273.0371428571425,5393.608571428572,4209455,6013.507142857143,0.5896,248,65061661,0.305,65061.661,92.94523,2387728.492,3411.040702857143,3072902.15,403540,196738.47161756,139560,1623.6469285714288,0.013271502958851182,171,0.1896,132.72,1821726.508,562.741935483871,870,307.258064516129
4300,LINCOLN COUNTY,2795,20446186.825,7315.272567084078,506082.1730000004,181.0669670840789,17127982.173,6128.079489445438,-2800637.287999999,3318204.652,1187.1930776386403,16211000,1071840,899000,147900,2118740,17400,949559.3250000001,40527.5,870000,0,0,238960,1147.263982102908,205.0050909478773,12,139.75,654.8685,570.18,308,124,15,19940104.652,7134.205599999999,16621900,3318204.652,3318204.652,5003717.49,16291711,5828.876923076923,5947.0125223613595,18532287,6630.514132379249,0.2343,1000,118507309,0.204,118507.309,42.39975277280858,15214082.348,5443.321054740609,13528569.51,1605913,815307.9485986,325768,1187.1930776386405,0,824,0,0,3318204.652,325.768,870,544.232
2422,LONG BEACH,2929,21668824.36,7398.028118811881,480541.81599999964,164.063440081939,17417424.816,5946.543125981563,-5896527.946,4251399.544,1451.4849928303174,16988200,967440,1602250,187340,2757030,69600,973423.8599999999,42470.50000000001,571590,0,0,266510,744.0791505791503,180.66046731171764,48,146.45000000000002,671.3267999999999,500.859,278,221,19,21188282.544,7233.964678729942,16936883,4251399.544,4251399.544,5098537.17,17060468,5824.6732673267325,5782.479685899624,18883471,6447.071013997952,0.2292,657,151835698,0.171,151835.698,51.838749743939914,14632071.456,4995.5860211676345,13784933.83,2371597,852141.64659312,222298,1451.4849928303174,0,919,0,0,4251399.544,338.3531202435312,870,531.6468797564688
8020,LOUISVILLE,2523,18618605.26918818,7379.550245417432,530686.5991881788,210.33951612690453,14065441.38118818,5574.887586677836,-4153727.772,4553163.888,1804.6626587395958,14633400,685560,587250,98600,1371410,7250,1383222.135,36583.5,833460,123599.63418817786,0,229680,-302.55208333333394,645.5879760560526,5,126.15,953.9463,756.9,197,81,10,18087918.67,7169.2107292905275,13902751,4185167.67,4553163.888,4185167.67,13490290,5346.9242964724535,5510.404676971859,15500621,6143.726119698771,0.3781,958,162612996,0.3,162612.996,64.45223781212843,10947457.112,4339.063460959175,11315453.33,1458545,767365.87391684,483678,1658.8060523186684,0.008446405769553068,792,0,0,4553163.888,504.8830897703549,870,365.1169102296451
4400,LOWNDES COUNTY,5261,38706907.405,7357.32891180384,2455614.325000003,466.758092567954,28256042.40565,5370.850105616803,-22055811.70065,10450864.99935,1986.4788061870368,30513800,1868760,2283750,295800,4448310,42050,1791922.905,76284.5,1366770,0,0,467770,1050.5589569160998,195.1050907535623,29,263.05,1235.8089,957.502,537,315,30,36251293.08,6890.570819235886,27863499,8387794.080000001,14721070.056,8387794.080000001,27400597,5208.248812012926,5296.236266869417,31065904,5904.942786542482,0.2349,1571,525752502,0.182,525752.502,99.9339482988025,16344833.944,3106.792234176012,22678109.92,3521717,1550810.29741144,514790,1594.3345523664705,0,1613,0,0,14721070.056,327.6830044557607,870,542.3169955442393
4500,MADISON COUNTY,13162,94603156.2,7187.597340829661,7478474.540000007,568.1867907612832,69060304.026,5246.946058805652,-55871197.796,25542852.174000002,1940.6512820240087,76339600,2825760,5727500,739500,9292760,868550,2442867.2,190849,4254300,0,0,1214230,1404.9767441860467,-811.2707471110489,599,658.1,1684.736,1329.362,812,790,75,87124681.66,6619.410550068378,66965845,20158836.66,43065030.428,20158836.66,65947698,5010.461783923416,5087.8168211518005,74662358,5672.569366357697,0.128,4890,1538036801,0.101,1538036.801,116.8543383224434,31597327.571999997,2400.647893329281,54503521.34,6936614,3809644.23340488,1200043,1531.593728916578,0,4187,0,0,43065030.428,245.4075664621677,870,624.5924335378323
4600,MARION COUNTY,1904,14479481.215029188,7604.7695457086065,-67509.9649708122,-35.456914375427004,11643181.035029188,6115.116089826254,-2799582.5200000005,2836300.1799999997,1489.6534558823528,11043200,831720,696000,49300,1577020,7250,891462.3200000001,27608,658590,110500.89502918812,0,163850,678.4647058823525,526.6044079477347,5,95.2,614.8016,521.6959999999999,239,96,5,14546991.18,7640.2264600840335,11710691,2836300.1799999997,2836300.1799999997,3525288.2100000004,11385341,5979.695903361345,6150.57300420168,13056623,6857.47006302521,0.3229,757,101296435,0.27399999999999997,101296.435,53.20190913865546,10220322.82,5367.816607142858,9531334.79,1346342,567705.08742668,483338,1489.6534558823528,0.01000623868346024,565,0,0,2836300.1799999997,638.4914134742404,870,231.5085865257596
