dist_id,district,model_5_diff_total,model_5_diff_pp,ell_funding,sparsity_funding,model_5_total_funding,model_5_local_share_total,model_5_state_share_pp,geoid,maep_expected_local_total,maep_expected_local_pp,maep_rev_fy24,local_share_expected_total,local_funding_28_mill,local_funding_27_pct,total_enroll,st_per_sq_mile,maep_rev_fy23,maep_fy23_pp,maep_fy24_pp,maep_rev_full_funding_fy24,maep_full_pp_fy24,gr_prek_enroll,gr_k_enroll,gr_1_enroll,gr_2_enroll,gr_3_enroll,gr_4_enroll,gr_5_enroll,gr_6_enroll,gr_7_enroll,gr_8_enroll,gr_9_enroll,gr_10_enroll,gr_11_enroll,gr_12_enroll,direct_cert_pct,vocational_enroll,ell_enroll,autism,deaf_blind,developmentally_delayed,emotional_disability,hearing_impaired,intellectual_disability,language_speech_impaired,multiple_disabilities,other_health_impairment,orthopedic_impairment,specific_learning_disability,traumatic_brain_injury,visually_impaired,sped_enroll,assessed_value,local_revenue,shortName,sq_miles,stpov_rate,federal_revenue,total_ada,sped_tier_1_enroll,sped_tier_2_enroll,sped_tier_3_enroll,econ_dis_enroll,stpov_enroll,mill_1_value,mill_1_value_pp,local_share_mills,local_share_pp_mills,local_share_pct,local_share_pp_pct,rev_total_local_state,rev_pp_local_state,local_revenue_total,local_revenue_pp,urbanicity,mpv,mhi,sped_funding,at_risk_funding,cte_funding,local_share_expected_pp,sparsity_weight_adj,gifted_enroll,base_funding,sped_tier_1_funding,sped_tier_2_funding,sped_tier_3_funding,total_sped_funding,ed_funding,gifted_funding,vocational_funding,model_5_pp_funding,model_5_local_mills_total,model_5_local_pct_total,model_5_local_share_pp,model_5_state_share,model_5_local_diff_total,current_local_pp,model_5_local_diff_pp,model_5_state_diff_total,model_5_state_diff_pp,sped_pp_funding,sped_model_5_pp,sped_pp_diff,at_risk_pp_funding,ed_model_5_pp,ed_pp_diff,cte_pp_funding,cte_model_5_pp,cte_pp_diff
1400,COAHOMA COUNTY,372407.682168643,376.9308523974123,0,183656.33416864276,7829926.062168643,2114080.0367855337,5785.269256460637,2801110,7457518.38,7548.095526315789,5732004,1725514.38,4089162.924,1725514.38,988,1.8493732558731435,6170910,6245.86032388664,5801.6234817813765,6390794,6468.414979757085,0,49,61,58,78,50,80,87,72,122,82,79,87,63,0.5342,365,0,5,0,5,5,5,15,36,5,24,5,66,5,5,162,146041533,5658673.3,COAHOMA COU,534.2350425271701,0.44,5966637.66,962.591506,107,59,15,527.7896000000001,434.72,146041.533,147.81531680161942,2301631.0760000004,2329.5861093117414,4665279.62,4721.9429352226725,12260457,12409,5658673,5727,Rural,71700,27333,992769,308992.95452468,107670,1746.472044534413,0.03150626744126857,49.400000000000006,5829200,378780,435125,150450,964355,622791.7280000001,14573.000000000002,215350,7925.026378713202,4089162.9239999996,2114080.0367855337,2139.7571222525644,5715846.025383109,-3544593.263214466,5727.4021255060725,-3587.645003253508,-674947.9746168908,-683.1457232964485,5484.911602209945,5327.92817679558,-156.98342541436523,585.4472208711197,1180,594.5527791288803,294.986301369863,590,295.013698630137
8111,COFFEEVILLE,122431.02526146453,293.59958096274477,0,92498.68326146471,3263755.055261465,881213.8649205955,5713.528034390573,2801140,3141324.0300000003,7533.151151079137,2414487,726837.03,1406185.228,726837.03,417,1.2403494183040804,2336671,5603.52757793765,5790.136690647482,2691989,6455.6091127098325,0,31,26,27,29,24,33,32,20,28,37,36,44,32,0.5037,131,0,5,0,5,5,0,5,15,5,5,5,21,0,0,67,50220901,1989737.93,COFFEEVILLE,336.1955863777166,0.35100000000000003,2464604.96,368.960894,41,25,5,210.0429,146.36700000000002,50220.901,120.43381534772182,1285803.772,3083.4622829736213,1965151.97,4712.594652278178,4777956,11457,1989737,4771,Rural,74000,38197,307919,117224.65579764,57880,1743.0144604316547,0.0375965058169592,20.85,2460300,145140,184375,50150,379665,247850.622,6150.75,77290,7826.750732041882,1406185.228,881213.8649205955,2113.2226976513084,2382541.190340869,-1108524.0650794045,4771.553788968825,-2658.3310913175164,-309447.8096591309,-742.0810783192592,4336.887323943662,5347.394366197183,1010.5070422535218,558.09863507712,1180,621.90136492288,441.8320610687023,590,148.16793893129773
4620,COLUMBIA,523634.284,318.1253244228428,5900,0,12576139.572,2422981.288,6168.382918590522,2801170,12052505.288,7322.299688942892,9629524,2422981.288,2422981.288,2898791.2800000003,1646,24.845600519653804,9044947,5495.107533414338,5850.25759416768,10736264,6522.6391251518835,5,138,121,140,137,103,98,132,120,120,109,155,106,99,0.3224,498,5,38,0,32,20,0,11,113,5,83,0,65,0,0,363,86535046,6203323.22,COLUMBIA,66.2491533942982,0.298,6256365.45,1419.66006,210,152,5,530.6704000000001,490.508,86535.046,52.5729319562576,8313282.711999999,5050.597030376671,7837472.72,4761.526561360874,17016532,10338,6203323,3768,Town,94100,31430,1456267,459835.41939272,79052,1472.0420947752127,0,82.30000000000001,9711400,743400,1121000,50150,1914550,626191.072,24278.500000000004,293820,7640.425013365735,2422981.288,3395557.6844400004,1472.0420947752127,10153158.284,-3780341.9319999996,3768.7261360874845,-2296.684041312272,-583105.716,-354.25620656136107,3968.0299727520437,5216.757493188011,1248.727520435967,866.5179354128662,1180,313.4820645871338,158.73895582329317,590,431.26104417670683
4420,COLUMBUS,2667928.030000001,863.4071294498381,53100,0,23870552.76,6158857.2360000005,5731.940299029126,2801200,21202624.73,6861.6908511326865,16296779,4905845.73,6158857.2360000005,4905845.73,3090,46.88638155601814,16151073,5226.884466019417,5274.038511326861,18169799,5880.193851132686,95,255,260,250,248,212,191,221,186,250,265,248,193,172,0.5473,1104,45,69,0,61,33,5,31,91,5,109,5,98,5,5,506,219959187,13334111.09,COLUMBUS,65.90399807901962,0.32899999999999996,13193710.86,2717.00049,250,252,15,1691.157,1016.61,219959.187,71.18420291262136,12010941.764,3887.036169579288,13263953.27,4292.541511326861,32000630,10356,13334111,4315,Town,127200,40362,2375056,939256.16621032,337991,1587.6523398058257,0,154.5,18231000,885000,1858500,150450,2893950,1995565.26,45577.5,651360,7725.0979805825245,6158857.2360000005,6445049.245200001,1993.157681553398,17711695.524,-7175253.853999999,4315.246307443365,-2322.0886258899673,-458103.4759999998,-148.25355210355974,4593.918762088975,5597.5822050290135,1003.6634429400383,555.3926490623402,1180,624.6073509376598,306.151268115942,590,283.848731884058
1500,COPIAH COUNTY,384417.68469199724,174.33908602811607,121540,8573.826691998036,16336765.416691998,3683614.732,5738.390333193651,2801220,15952347.732,7234.624821768708,12268733,3683614.732,3683614.732,3693276.54,2205,4.93409564785735,12820619,5814.339682539682,5564.051247165533,13678802,6203.538321995465,0,163,174,145,151,130,165,171,162,186,197,202,164,163,0.3936,556,103,24,0,24,5,5,21,86,12,58,5,108,0,5,350,131557669,4941811.16,COPIAH COUN,446.89040451770114,0.247,6866971.38,2136.74843,218,118,17,867.888,544.635,131557.669,59.66334195011338,9995187.268,4532.96474739229,9985525.46,4528.58297505669,18826448,8538,4941811,2241,Rural,99400,46493,1483727,671774.403562,137076,1670.5735746031746,6.590435214264989e-4,110.25,13009500,771720,870250,170510,1812480,1024107.8400000001,32523.75,328040,7408.963907796824,3683614.732,4410926.66250684,1670.5735746031746,12653150.684692,-1258196.4280000003,2241.184199546485,-570.6106249433105,-1025651.3153080009,-465.1479888018139,4203.192634560906,5134.504249291785,931.3116147308783,774.0335199495787,1180,405.9664800504213,246.53956834532374,590,343.46043165467626
0220,CORINTH,2533812.712000001,1017.5954666666676,272580,0,18155931.94,3130460.228,6034.32598875502,2801260,15622119.228,6273.943465060241,12491659,3130460.228,3130460.228,3760384.23,2490,81.66326476738158,12920052,5188.775903614458,5016.730522088354,13927349,5593.3128514056225,119,187,193,200,188,182,204,187,174,154,193,176,132,141,0.3242,965,231,35,0,32,5,0,18,98,5,33,5,89,5,5,318,111802151,6702195.74,CORINTH,30.4910660514588,0.27,5945567.09,2147.51111,219,96,15,807.2579999999999,672.3000000000001,111802.151,44.900462248995986,10796888.772,4336.0999084337345,10166964.77,4083.118381526104,20783996,8346,6702195,2691,Town,123400,38646,1309748,731117.53393968,149433,1257.2129429718875,0,124.5,14691000,775260,708000,150450,1633710,952564.44,36727.5,569350,7291.538931726908,3130460.228,4902101.623800001,1257.2129429718875,15025471.712000001,-3571735.512,2691.6448755020083,-1434.4319325301208,1098122.7120000012,441.01313734939777,3968.9333333333334,4950.636363636364,981.7030303030306,905.6801344052088,1180,274.31986559479117,154.85284974093264,590,435.14715025906736
1600,COVINGTON COUNTY,798698.3819999993,306.1319977002686,71980,0,19729806.382,5327047.72314,5520.413437661939,2801290,18931108,7256.078190877731,14550844,4380264,8160987.716,4380264,2609,6.305562967360604,14578892,5587.923342276735,5577.172863165964,16223200,6218.167880413952,0,241,209,188,195,178,177,208,192,226,229,216,179,103,0.3836,559,61,34,0,65,5,5,36,167,5,51,0,248,0,0,618,291463847,10299071.680000002,COVINGTON C,413.7616281852912,0.28600000000000003,11599438.1,2312.99991,480,131,5,1000.8124,746.1740000000001,291463.847,111.7147746262936,8062212.284,3090.154190877731,11842936,4539.262552702185,27031060,10360,10299071,3947,Rural,77100,38178,2930320,761519.45408596,323221,1678.9053277117669,0,130.45000000000002,15393100,1699200,966125,50150,2715475,1180958.632,38482.75000000001,329810,7562.210188577999,8160987.716,5327047.72314,2041.7967509160599,14402758.658859998,-4972023.956860001,3947.51693369107,-1905.72018277501,-1820441.341140002,-697.7544427520133,4757.012987012987,4408.238636363636,-348.7743506493507,760.9012978715692,1180,419.0987021284308,578.2128801431127,590,11.78711985688733
1700,DESOTO COUNTY,15074675.939999998,430.6681124475044,1849060,0,249406944.06,58630668.768,5450.283555466674,2801320,234332268.12,6694.633834814159,180112662,54219606.120000005,58630668.768,54219606.120000005,35003,73.49241433175584,181119369,5174.395594663315,5145.635002714053,200813356,5737.032711481873,5,2388,2584,2490,2574,2485,2564,2684,2736,2877,3092,2794,2597,2437,0.1765,7346,1567,749,5,794,292,66,161,598,110,1131,24,1347,13,5,5297,2093952456,121174285.74,DESOTO COUN,476.28044769343376,0.127,51394776.14,30014.9157,2739,2423,133,6178.0295,4445.381,2093952.456,59.82208542124961,142182687.232,4062.014319686884,146593749.88,4188.033879381767,326302217,9322,121174285,3461,Suburb,168500,67038,25877680,10076320.6892928,1562060,1548.9988321001058,0,1750.15,206517700,9696060,17869625,1333990,28899675,7290074.81,516294.25,4334140,7125.301947261663,58630668.768,67339874.8962,1675.018391794989,190776275.292,-62543616.971999995,3461.8257217952746,-1786.8073300002857,-10037080.708000004,-286.7491560151984,4887.191690273843,5457.917847025496,570.7261567516525,1630.9926472984307,1180,-450.9926472984307,212.64089300299483,590,377.35910699700514
6811,E. TALLAHATCHIE,196957.5522069391,230.89982673732538,0,134871.3502069383,6338340.682206939,1551309.0599999998,5611.994867768979,2801410,6141383.13,7199.745756154748,4720395,1420988.13,1551309.0599999998,1420988.13,853,2.320099544837993,4785661,5610.388042203986,5533.874560375147,5262919,6169.893317702227,20,59,60,50,72,40,57,79,55,79,94,70,51,60,0.4033,320,0,5,0,5,5,0,5,24,0,16,5,41,5,0,107,55403895,2587029.16,E. TALLAHAT,367.6566386549431,0.431,4882824.79,770.616667,70,36,5,344.0149,367.643,55403.895,64.95181125439625,3711609.94,4351.242602579133,3841930.87,4504.022121922626,8069148,9459,2587029,3032,Town,65600,31982,647247,264558.55273288,59279,1665.8711957796015,0.02679900455162007,42.650000000000006,5032700,247800,265500,50150,563450,405937.582,12581.750000000002,188800,7430.645582892073,1551309.0599999998,1711351.9841958736,1818.6507151230946,4787031.622206939,-1035720.1000000003,3032.859507620164,-1214.2087924970695,-475887.3777930606,-557.8984499332482,5831.054054054054,5076.126126126126,-754.9279279279281,769.0322504428732,1180,410.9677495571268,185.246875,590,404.753125
3111,EAST JASPER,109322.71222627349,144.7982943394345,5900,120917.91222627334,5746740.782226274,1551620.0112010941,5556.451352351231,2801380,5637418.07,7466.7789006622525,4333037,1304381.07,2451217.468,1304381.07,755,2.2854885570485277,3672371,4864.067549668875,5739.121854304636,4831041,6398.729801324504,5,59,47,55,65,39,58,50,59,56,62,64,54,64,0.3718,212,5,5,0,5,5,5,25,5,5,20,0,48,0,0,116,87543481,5808166.72,EAST JASPER,330.34512365925144,0.297,3508970.12,682.879915,58,60,5,280.709,224.235,87543.481,115.95163046357617,2379823.532,3152.084148344371,3526659.9299999997,4671.072754966887,10802895,14308,5808166,7692,Rural,75100,31824,639301,230940.74366248,43920,1727.657046357616,0.027145114429514724,37.75,4454500,205320,442500,50150,697970,331236.62,11136.25,125080,7611.577195001687,2451217.468,1551620.0112010941,2055.125842650456,4195120.77102518,-4256546.708798906,7692.936052980132,-5637.810210329677,-635920.2289748201,-842.2784489732721,5197.569105691057,5674.552845528456,476.9837398373984,822.7051632205594,1180,357.29483677944063,207.16981132075472,590,382.8301886792453
1211,ENTERPRISE,277791.6799999997,290.88134031413574,0,0,6880948.75,1784787.256,5336.294758115183,2801440,6603157.07,6914.300596858639,5075324,1527833.07,1784787.256,1527833.07,955,5.296080283810711,4969352,5203.509947643979,5314.475392670157,5658641,5925.278534031414,54,75,53,69,63,71,66,64,62,69,76,72,75,69,0.125,291,0,17,0,5,5,0,5,37,5,53,0,37,0,0,164,63742402,3690708.5,ENTERPRISE,180.32203985262188,0.145,1824087.87,798.201117,79,80,5,119.375,138.475,63742.402,66.74597068062828,3873853.744,4056.3913549738218,4130807.93,4325.4533298429315,9545775,9995,3690708,3864,Rural,109200,62896,680199,272743.71950468,123212,1599.8252041884818,0,47.75,5634500,279660,590000,50150,919810,140862.5,14086.25,171690,7205.181937172775,1784787.256,1857856.1625,1868.8871790575918,5096161.494,-1905921.244,3864.6162303664923,-1995.7290513089006,-562479.506,-588.983775916231,4147.554878048781,5608.59756097561,1461.042682926829,2284.7641424475814,1180,-1104.7641424475814,423.40893470790377,590,166.59106529209623
6220,FOREST SEPARATE,1195145.7200000007,726.5323525835856,601800,0,12154280.25,2666880.104,5767.416502127659,2801470,10959134.53,6662.0878601823715,8423419,2535715.5300000003,2666880.104,2535715.5300000003,1645,18.332709151893855,8395131,5103.423100303951,5120.619452887538,9391539,5709.142249240122,0,152,125,162,149,107,110,125,97,130,146,123,99,92,0.265,182,510,16,0,37,5,5,12,71,5,16,5,80,0,5,243,95245718,5753213.69,FOREST SEPA,89.73032770936987,0.282,4835253.22,1487.47486,188,59,10,435.925,463.88999999999993,95245.718,57.90013252279635,6724658.896,4087.938538601823,6855823.47,4167.673841945289,15353472,9333,5753213,3497,Town,71100,31197,1013349,483513.77772492,26415,1541.468407294833,0,82.25,9705500,665520,435125,100300,1200945,514391.5,24263.75,107380,7388.620212765957,2666880.104,3281655.6675000004,1621.2037106382977,9487400.146,-3086333.5860000006,3497.3943404255324,-1876.1906297872347,95861.14599999972,58.27425288753784,3942.9922178988327,4672.937743190661,729.9455252918287,1109.1673515511154,1180,70.83264844888458,145.13736263736263,590,444.8626373626374
1800,FORREST COUNTY,1007529.6520000007,473.24079473931397,119180,0,15944007.662,4304882.06874,5466.944853574449,2801490,14936478.01,7015.724758102396,11480488,3455990.01,5323374.588,3455990.01,2129,6.099294674878881,11758426,5522.980742132457,5392.432127759512,12799963,6012.1949271958665,57,212,221,188,188,196,164,225,198,209,72,61,47,45,0.3396,575,101,28,0,40,14,5,5,142,5,74,5,93,0,5,418,190120521,9137099.36,FORREST COU,349.05675385199805,0.252,9825275.76,1940.25,275,131,10,723.0084,536.508,190120.521,89.30038562705496,7476588.412,3511.7841296383276,9343972.99,4388.9022968529825,22362339,10503,9137099,4291,Rural,110900,39531,1873962,631433.0326775201,233371,1623.2926303428842,0,106.45,12561100,973500,966125,100300,2039925,853149.912,31402.75,339250,7488.96555284171,5323374.588,4304882.06874,2022.0206992672615,11639125.593260001,-4832217.291259999,4291.732907468295,-2269.7122082010333,-1160837.4067399986,-545.2500736214179,4504.716346153846,4903.665865384615,398.9495192307695,873.341212463811,1180,306.65878753618904,405.86260869565217,590,184.13739130434783
1900,FRANKLIN COUNTY,-30586.96995887533,-25.257613508568284,0,203801.33804112542,9326355.142041124,1952279.112,6089.245276664843,2801530,9356942.112,7726.624369942197,7404663,1952279.112,1952279.112,2229037.6500000004,1211,2.1475970546666097,7162297,5914.365813377374,6114.50289017341,8255695,6817.254335260116,41,83,88,84,77,79,74,79,100,103,101,122,100,63,0.2573,301,0,14,0,27,18,5,5,55,5,40,5,108,0,5,275,69724254,3442611.43,FRANKLIN CO,563.8860406185433,0.314,5208620.27,1086.38889,190,87,10,311.59029999999996,380.254,69724.254,57.5757671345995,6303415.888,5205.13285549133,6026657.35,4976.595664739884,11851758,9786,3442611,2842,Rural,76600,40219,1232123,348749.86243464,275179,1612.121479768786,0.028524029453333904,60.550000000000004,7144900,672600,641625,100300,1414525,367676.55399999995,17862.25,177590,7701.366756433628,1952279.112,2518115.8883511038,1612.121479768786,7374076.030041125,-1490332.3180000002,2842.784004954583,-1230.662525185797,-881618.9699588753,-728.009058595273,4293.11149825784,4928.658536585366,635.547038327526,1119.2577639119063,1180,60.742236088093705,914.2159468438538,590,-324.21594684385377
2000,GEORGE COUNTY,2291941.9000000022,550.2861704681882,64900,0,30108479.98,5361842.08,5941.5697238895555,2801560,27816538.08,6678.640595438174,22454696,5361842.08,5361842.08,6759573.390000001,4165,8.701916152125772,22230598,5337.478511404562,5391.283553421368,25035457,6010.914045618248,123,314,334,328,303,299,292,318,334,312,297,255,273,254,0.2409,1368,55,54,0,72,13,12,32,125,5,99,5,278,5,5,697,191494360,9944452.61,GEORGE COUN,478.63021513744894,0.201,14084643.9,3607.17978,475,215,15,1003.3485,837.1650000000001,191494.36,45.977037214885954,19673614.92,4723.557003601441,18275883.61,4387.96725330132,35387235,8496,9944452,2387,Rural,110800,47292,2616531,1193583.48423916,534023,1287.3570420168066,0,208.25,24573500,1681500,1585625,150450,3417575,1183951.23,61433.75,807120,7228.926765906363,5361842.08,8129289.5946,1287.3570420168066,24746637.9,-4582610.529999999,2387.623675870348,-1100.2666338535414,-288819.1000000015,-69.3443217286922,3711.391489361702,4847.624113475177,1136.2326241134751,1189.600108276596,1180,-9.600108276596075,390.3676900584795,590,199.63230994152048
2100,GREENE COUNTY,-227548.7021972537,-138.74920865686272,5900,261126.13780274702,12048535.537802747,3253104.5952067417,5363.067647924394,2801590,12276084.24,7485.4172195121955,9435654,2840430.24,3571711.892,2840430.24,1640,2.3013007668174144,9199826,5609.65,5753.44756097561,10520112,6414.7024390243905,0,149,149,134,106,124,147,121,129,131,157,103,83,90,0.2595,763,5,22,0,15,5,5,5,59,5,30,0,77,5,0,230,127561139,6635647.57,GREENE COUN,712.6404438947105,0.234,6685145.14,1503.28556,151,67,10,425.58,383.76,127561.139,77.78118231707317,6948400.108,4236.829334146341,7679681.76,4682.732780487805,17409690,10615,6635647,4046,Rural,77700,49677,1159160,484975.38268264,433484,1731.9696585365857,0.026986992331825856,82,9676000,534540,494125,100300,1128965,502184.39999999997,24190,450170,7346.668010855333,3571711.892,3253104.5952067417,1983.60036293094,8795430.942596005,-3382542.9747932586,4046.126567073171,-2062.526204142231,-1724681.0574039947,-1051.6347910999966,5084.035087719299,4951.600877192983,-132.43421052631584,1139.5633786424173,1180,40.43662135758268,568.1310615989515,590,21.868938401048467
7620,GREENVILLE,1287140.1559999995,363.39360700169436,15340,0,25943215.916,5402506.760000001,5799.183838509317,2801620,24656075.76,6961.060350084698,19253569,5402506.760000001,5402506.760000001,5795933.130000001,3542,94.38547615181574,18699214,5279.281197063806,5435.790231507623,21466419,6060.536137775268,110,250,289,315,303,271,287,261,285,247,294,198,198,163,0.6286,984,13,17,0,59,5,5,32,68,5,14,5,168,5,5,388,192946670,11675470.27,GREENVILLE,37.52696012575936,0.4270000000000001,16480297.61,3148.30556,295,78,15,2226.5012,1512.4340000000002,192946.67,54.473932806324115,16063912.239999998,4535.266019198192,15670485.87,4424.191380575946,33658892,9502,11675470,3296,Town,73000,26150,1973598,1072265.7975342,421923,1525.2701185770752,0,177.10000000000002,20897800,1044300,575250,150450,1770000,2627271.416,52244.50000000001,580560,7324.453957086393,5402506.760000001,7004668.297320001,1525.2701185770752,20540709.156,-6272963.509999999,3296.293130999435,-1771.02301242236,-925709.8440000005,-261.35229926595093,5086.592783505154,4561.855670103093,-524.7371134020614,481.5922836844641,1180,698.4077163155359,428.7835365853659,590,161.21646341463412
4211,GREENWOOD-LEFLORE CONS,3236023.0500000007,802.9833870967741,149860,0,30042637.16,8108869.272,5442.62230471464,2800198,26806614.11,6651.765287841191,20604122,6202492.11,8108869.272,6202492.11,4030,6.784593962589694,20329784,5044.6114143920595,5112.685359801489,22972193,5700.296029776675,106,291,355,301,330,215,324,316,212,265,359,335,290,272,0.5879,1232,127,48,0,42,14,5,38,143,5,61,5,132,5,5,495,289602474,12187376.13,GREENWOOD-L,593.9928052027067,0.473,16341008.19,3518.66111,317,171,15,2369.237,1906.19,289602.474,71.86165607940447,14863323.728,3688.16965955335,16769700.89,4161.216101736973,35818170,8887,12187376,3024,NA,NA,NA,2360351,1162888.8850842,371679,1539.0799280397025,0,201.5,23777000,1122180,1261125,150450,2533755,2795699.66,59442.5,726880,7454.748674937965,8108869.272,8111512.0332,2012.126370223325,21933767.888,-4078506.858000001,3024.1628114143923,-1012.0364411910673,-1038425.1119999997,-257.67372506203446,4692.546719681908,5037.286282306163,344.7395626242551,490.8284334088147,1180,689.1715665911853,301.6875,590,288.3125
2220,GRENADA,1552721.8420000002,401.8431268115937,5900,0,29089386.432,6652979.312,5806.523581780539,2801680,27536664.59,7126.465991200828,21165254,6371410.590000001,6652979.312,6371410.590000001,3864,9.15500837734796,22643366,5860.084368530021,5477.550207039338,23597817,6107.09549689441,152,346,334,279,271,252,266,250,281,288,280,258,245,253,0.2991,1144,5,156,0,72,21,5,39,89,23,184,5,75,5,5,675,237606404,9572418.34,GRENADA,422.0640594453864,0.344,15370924.91,3285.71111,236,410,33,1155.7224,1329.216,237606.404,61.492340579710145,16944837.688,4385.3099606625265,17226406.41,4458.179712732919,33553207,8683,9572418,2477,Town,105000,40122,3357478,1112608.06346152,380913,1648.9157841614908,0,193.20000000000002,22797600,835440,3023750,330990,4190180,1363752.432,56994.00000000001,674960,7528.309118012422,6652979.312,7854134.33664,1721.785536231884,22436407.12,-2919439.028,2477.333938923395,-755.5484026915112,-1161409.879999999,-300.571915113871,4944.739322533137,6171.104565537556,1226.3652430044185,962.6949027392044,1180,217.3050972607956,332.96590909090907,590,257.03409090909093
2421,GULFPORT,3841303.2839999944,628.3826736463261,377600,0,45918361.054,12165904.828000002,5521.422579093734,2801710,42077057.77,6883.209188614429,32341303,9735754.77,12165904.828000002,9735754.77,6113,271.24536213882203,32914005,5384.263863896614,5290.577948634059,36058351,5898.634222149517,81,484,523,498,449,482,456,466,460,485,549,416,360,401,0.4456,1636,320,122,0,112,73,5,37,149,17,150,5,316,5,5,992,434496601,31515294.04,GULFPORT,22.53679086638686,0.32799999999999996,22103133.67,5786.39444,577,392,27,2723.9528,2005.064,434496.601,71.07747439882219,23892446.172,3908.464938982496,26322596.229999997,4306.002982169147,68351386,11181,31515294,5155,City,135900,36464,4718089,1856002.90003748,560025,1592.63123998037,0,305.65000000000003,36066700,2042580,2891000,270810,5204390,3214264.304,90166.75000000001,965240,7511.591862260755,12165904.828000002,12397957.48458,1990.1692831670214,33752456.225999996,-19349389.211999997,5155.454611483723,-3165.2853283167015,-2305894.774000004,-377.2116430557826,4737.037148594378,5225.291164658634,488.2540160642566,681.3638254075034,1180,498.63617459249656,342.3135696821516,590,247.68643031784842
2300,HANCOCK COUNTY,581386.8399999999,143.19872906403998,0,0,29565239.84,7982614.756800001,5315.91750817734,2801740,28983853,7138.8800492610835,22277593,6706260,12012236.936,6706260,4060,10.288330364717131,22007459,5420.556403940886,5487.091871921182,24838000,6117.7339901477835,5,296,342,338,316,302,289,295,319,344,337,314,293,241,0.2348,1309,0,91,0,75,44,5,29,150,12,67,5,257,0,5,736,429008462,19348284.81,HANCOCK COU,394.62185369974026,0.211,10670942.95,3713.07263,482,241,17,953.288,856.6600000000001,429008.462,105.66710886699508,12825763.064,3159.054941871921,18131740,4465.945812807881,44817557,11038,19348284,4765,Rural,135900,53182,3003329,1208492.21282504,628698,1651.7881773399015,0,203,23954000,1706280,1777375,170510,3654165,1124879.84,59885,772310,7282.0787783251235,12012236.936,7982614.756800001,1966.1612701477834,21582625.0832,-11365670.053199999,4765.587391625615,-2799.4261214778317,-3255374.9168,-801.8164819704434,4058.552702702703,4938.060810810811,879.508108108108,1267.709456979465,1180,-87.7094569794649,480.28877005347596,590,109.71122994652404
2400,HARRISON COUNTY,8905608.230000004,620.3837150818526,736320,0,105521464.01,28490795.282700002,5366.121123462209,2801770,96615855.78,6730.467138975967,74260959,22354896.78,30333828.196,22354896.78,14355,31.394760263462175,73342961,5109.227516544758,5173.177220480668,82795914,5767.740438871473,0,1047,1232,1180,1070,1093,1091,1141,1155,1253,1296,1087,832,784,0.3484,3413,624,256,5,294,104,24,77,579,40,486,22,332,5,5,2228,1083351007,56565734.38,HARRISON CO,457.24190532222747,0.226,30180940.03,13107.5533,1205,969,55,5001.282,3244.23,1083351.007,75.46854803204458,52462085.804000005,3654.6210939742255,60441017.22,4210.4505203761755,141345211,9846,56565734,3940,Rural,147400,51499,9073970,4185580.12706168,966721,1557.2899184952978,0,717.75,84694500,4265700,7146375,551650,11963725,5901512.76,211736.25,2013670,7350.85085405782,30333828.196,28490795.282700002,1984.7297305956115,77030668.7273,-28074939.0973,3940.49002995472,-1955.7602993591083,-5765245.272699997,-401.61931540926435,4070.8703454463885,5367.3059668012565,1296.435621354868,836.9014438821246,1180,343.09855611787543,283.246703779666,590,306.753296220334
1820,HATTIESBURG,3535980.787999999,964.2707357512954,238360,0,27913825.237999998,7536732.81426,5556.883671595309,2801800,24377844.45,6647.898677392964,18737319,5640525.45,10077916.016,5640525.45,3667,151.6861202731426,18204749,4964.4802290700845,5109.713389691846,20890835,5696.982547041178,96,357,347,305,275,269,209,275,237,269,259,256,235,182,0.5398,1463,202,65,0,62,14,5,37,110,19,92,5,79,5,5,483,359925572,23641465.01,HATTIESBURG,24.174921168771405,0.33899999999999997,16408732.55,3235.37222,251,218,29,1979.4466,1243.1129999999998,359925.572,98.15259667302972,10812918.984,2948.7098401963462,15250309.55,4158.79725934006,45286902,12349,23641465,6447,City,106900,33639,2403680,1061450.09985564,680291,1538.1852877011181,0,183.35000000000002,21635300,888540,1607750,290870,2787160,2335746.988,54088.25000000001,863170,7612.169413144259,10077916.015999999,7536732.81426,2055.2857415489502,20377092.42374,-16104732.195740001,6447.086176711208,-4391.8004351622585,-513742.57626000047,-140.09887544586854,4826.666666666667,5596.706827309237,770.0401606425703,536.2357842114255,1180,643.7642157885745,464.99726589200276,590,125.00273410799724
