dist_id,district,model_5_diff_total,model_5_diff_pp,ell_funding,sparsity_funding,model_5_total_funding,model_5_local_share_total,model_5_state_share_pp,geoid,maep_expected_local_total,maep_expected_local_pp,maep_rev_fy24,local_share_expected_total,local_funding_28_mill,local_funding_27_pct,total_enroll,st_per_sq_mile,maep_rev_fy23,maep_fy23_pp,maep_fy24_pp,maep_rev_full_funding_fy24,maep_full_pp_fy24,gr_prek_enroll,gr_k_enroll,gr_1_enroll,gr_2_enroll,gr_3_enroll,gr_4_enroll,gr_5_enroll,gr_6_enroll,gr_7_enroll,gr_8_enroll,gr_9_enroll,gr_10_enroll,gr_11_enroll,gr_12_enroll,direct_cert_pct,vocational_enroll,ell_enroll,autism,deaf_blind,developmentally_delayed,emotional_disability,hearing_impaired,intellectual_disability,language_speech_impaired,multiple_disabilities,other_health_impairment,orthopedic_impairment,specific_learning_disability,traumatic_brain_injury,visually_impaired,sped_enroll,assessed_value,local_revenue,shortName,sq_miles,stpov_rate,federal_revenue,total_ada,sped_tier_1_enroll,sped_tier_2_enroll,sped_tier_3_enroll,econ_dis_enroll,stpov_enroll,mill_1_value,mill_1_value_pp,local_share_mills,local_share_pp_mills,local_share_pct,local_share_pp_pct,rev_total_local_state,rev_pp_local_state,local_revenue_total,local_revenue_pp,urbanicity,mpv,mhi,sped_funding,at_risk_funding,cte_funding,local_share_expected_pp,sparsity_weight_adj,gifted_enroll,base_funding,sped_tier_1_funding,sped_tier_2_funding,sped_tier_3_funding,total_sped_funding,ed_funding,gifted_funding,vocational_funding,model_5_pp_funding,model_5_local_mills_total,model_5_local_pct_total,model_5_local_share_pp,model_5_state_share,model_5_local_diff_total,current_local_pp,model_5_local_diff_pp,model_5_state_diff_total,model_5_state_diff_pp,sped_pp_funding,sped_model_5_pp,sped_pp_diff,at_risk_pp_funding,ed_model_5_pp,ed_pp_diff,cte_pp_funding,cte_model_5_pp,cte_pp_diff
1520,HAZLEHURST,1322671.348067144,966.8650205169179,161660,69263.57006714254,10152705.298067143,2741230.430478129,5417.744786249279,2801830,8830033.95,6454.703179824561,6786948,2043085.95,3159608.676,2043085.95,1368,4.141842971712477,6715514,4909.001461988304,4961.2192982456145,7566985,5531.421783625731,39,101,98,89,125,83,97,123,66,131,105,116,90,84,0.5122,524,137,5,0,5,5,5,14,5,5,24,5,37,5,0,107,112843167,5442692.68,HAZLEHURST,330.28775097052744,0.317,4178602.9,1174.90906,47,58,10,700.6895999999999,433.656,112843.167,82.4876951754386,4407376.324,3221.7663187134503,5523899.05,4037.937902046784,13266484,9697,5442692,3978,Town,89900,37137,661335,413062.27066,132461,1493.4838815789476,0.008581570282875229,68.4,8071200,166380,427750,100300,694430,826813.7279999999,20178,309160,7421.568200341479,3159608.676,2741230.430478129,2003.8234140921995,7411474.867589014,-2701462.2495218706,3978.576520467836,-1974.7531063756364,-155510.13241098635,-113.67699737645216,5750.739130434783,6038.521739130435,287.782608695652,589.5082082850952,1180,590.4917917149048,252.7881679389313,590,337.21183206106866
2500,HINDS COUNTY,1717790.617999997,345.77105837358977,87320,0,35194615.808,9502546.26816,5171.511582093397,2801860,33476825.19,6738.491382850242,25730985,7745840.19,12272488.312,7745840.19,4968,7.8649570458118365,25479863,5128.796900161031,5179.344806763285,28688297,5774.6169484702095,86,329,320,326,362,309,380,399,367,391,452,434,352,399,0.3017,1212,74,50,0,56,19,5,42,112,16,101,5,225,5,0,631,438303154,28401203.2,HINDS COUNT,631.6626996259956,0.204,10854508.62,4539.08777,393,222,21,1498.8456,1013.472,438303.154,88.22527254428341,16415808.688,3304.309317230274,20942456.81,4215.470372383253,58053690,11685,28401203,5716,Rural,149700,60334,2923802,1502575.543721,0,1559.1465760869569,0,248.4,29311200,1391220,1637250,210630,3239100,1768637.8080000002,73278,715080,7084.262441223832,12272488.311999999,9502546.26816,1912.750859130435,25692069.539839998,-18898656.93184,5716.828341384863,-3804.077482254428,-2996227.460160002,-603.1053663768125,4597.172955974843,5092.924528301887,495.7515723270444,1002.4885443310504,1180,177.51145566894957,0,590,590
7611,HOLLANDALE,-3752.235510134138,-6.847145091486709,0,68769.9964898665,4217180.828489866,940682.064,5979.012343959609,2801890,4220933.064,7702.432598540147,3280251,940682.064,940682.064,987459.12,548,2.8730051809394253,3244025,5919.753649635037,5985.859489051095,3657256,6673.824817518248,40,33,29,32,45,49,36,30,46,47,47,35,37,32,0.7313,20,0,5,0,5,5,0,5,23,0,11,0,23,0,5,83,33595788,1852461.6,HOLLANDALE,190.74104134431565,0.366,4336243.53,486.931409,51,26,5,400.7524,200.568,33595.788,61.306182481751826,2716573.936,4957.251708029196,2669796.88,4871.892116788321,5584070,10189,1852461,3380,Rural,67300,32604,335956,153181.21180896,0,1716.5731094890511,0.021269948190605747,27.400000000000002,3233200,180540,191750,50150,422440,472887.83200000005,8083.000000000001,11800,7695.585453448661,940682.064,1138638.823692264,1716.5731094890511,3276498.764489866,-911779.5360000001,3380.404379562044,-1663.831270072993,-380757.23551013414,-694.8124735586389,4097.024390243902,5151.707317073171,1054.6829268292686,382.23404727946735,1180,797.7659527205326,0,590,590
4720,HOLLY SPRINGS,464732.33999999985,453.3974048780483,25960,0,7769488.75,2097761.9625,5533.391987804877,2801950,7304756.41,7126.591619512195,5614588,1690168.41,2606961.5039999997,1690168.41,1025,5.711054768038826,5870114,5726.940487804878,5477.646829268293,6259883,6107.202926829268,17,75,87,90,88,68,73,85,63,71,96,86,72,43,0.43,342,22,15,0,23,5,5,5,65,5,25,0,40,0,5,191,93105768,5233731.99,HOLLY SPRIN,179.47647879972698,0.32899999999999996,4063947.91,930.405556,128,55,10,440.75,337.22499999999997,93105.768,90.83489560975607,3652921.496,3563.825849756098,4569714.59,4458.258136585366,11722253,11436,5233731,5106,Town,88900,36744,977384,314546.69534688,162627,1648.9447902439026,0,51.25,6047500,453120,405625,100300,959045,520085,15118.75,201780,7579.989024390244,2606961.5039999997,2097761.9625,2046.5970365853657,5671726.7875,-3135970.0275000003,5106.079990243903,-3059.4829536585376,-588156.2125000004,-573.8109390243908,5064.165803108808,4969.145077720207,-95.02072538860102,713.6623830899149,1180,466.3376169100851,475.5175438596491,590,114.4824561403509
2611,HOLMES CONSOL,1761073.1282432452,692.2457265107096,5900,245775.64824324622,19081755.984243244,3548827.856,6105.7107422339795,2800195,17320682.856,6808.444518867924,13771855,3548827.856,3548827.856,4145763.87,2544,3.362543650442076,13537544,5321.361635220126,5413.465015723271,15354681,6035.645047169812,101,188,176,170,203,134,161,223,174,202,213,220,188,182,0.5658,878,5,5,0,29,32,5,24,90,5,32,0,91,0,5,312,126743852,6609648.9,HOLMES CONS,756.5701042023762,0.433,20286509.1,2157.23261,210,98,10,1439.3952,1101.552,126743.852,49.820696540880505,11805853.144,4640.665544025157,11208917.13,4406.020884433962,22281977,8758,6609648,2598,Rural,60400,21504,1299812,731409.31790552,344157,1394.9795031446542,0.016374563495579243,127.2,15009600,743400,722750,100300,1566450,1698486.336,37524,518020,7500.690245378633,3548827.856,5152074.115745676,1394.9795031446542,15532928.128243243,-3060821.044,2598.132429245283,-1203.152926100629,178247.12824324332,70.06569506416781,4087.4591194968552,4925.943396226415,838.4842767295595,508.1365547873996,1180,671.8634452126005,391.9783599088838,590,198.02164009111618
2700,HUMPHREYS COUNTY,15243.603203821927,12.62933156903182,0,150738.85920382076,9626279.043203821,2416598.5760000004,5973.223253689993,2802040,9611035.44,7962.746843413422,7387242,2223793.44,2416598.5760000004,2223793.44,1207,2.883267672983574,7296613,6045.246893123446,6120.333057166528,8236272,6823.754763877382,0,78,63,66,105,56,79,108,106,114,121,123,95,68,0.6359,641,0,5,0,5,5,5,21,67,5,22,0,62,5,5,210,86307092,3266347.3,HUMPHREYS C,418.6222497861288,0.433,4763728.07,1194.56182,134,58,15,767.5313,522.631,86307.092,71.50546147473074,5819673.424,4821.601842584921,6012478.5600000005,4981.340977630489,11539812,9560,3266347,2706,Town,69100,28962,906418,367458.94291916,234793,1842.413786246893,0.02116732327016426,60.35,7121300,474360,427750,150450,1052560,905686.934,17803.25,378190,7975.376174982453,2416598.5760000004,2599095.341665032,2002.1529212924609,7209680.467203821,-849748.7239999995,2706.1700911350454,-704.0171698425845,-1026591.532796179,-850.5315101873894,4378.830917874396,5084.830917874396,706,478.75434255145035,1180,701.2456574485497,366.29173166926677,590,223.70826833073323
2900,ITAWAMBA COUNTY,509655.4519999996,151.00902281481467,25960,0,25457497,4626134.5479999995,6172.255541333333,2802100,24947841.548,7391.953051259259,20321707,4626134.5479999995,4626134.5479999995,6117476.4,3375,6.33538802246196,19941628,5908.630518518518,6021.246518518518,22657320,6713.28,0,283,271,256,248,258,227,249,285,268,234,269,230,217,0.1791,972,22,42,0,30,34,5,22,127,5,288,5,157,5,5,727,165219091,7590614.85,ITAWAMBA CO,532.7219087503436,0.159,7372394.53,3113.61667,314,396,15,604.4625,536.625,165219.091,48.953804740740736,18031185.452,5342.573467259259,16539843.6,4900.6944,30673522,9088,7590614,2249,Rural,87600,44567,2705112,991291.2717994,431103,1370.7065327407406,0,168.75,19912500,1111560,2920500,150450,4182510,713265.75,49781.25,573480,7542.962074074074,4626134.5479999995,6873524.19,1370.7065327407406,20831362.452,-2964480.302,2249.0710666666664,-878.3645339259258,-1825957.5480000004,-541.0244586666668,3731.1889655172413,5768.979310344827,2037.790344827586,1639.9549546901587,1180,-459.95495469015873,443.5216049382716,590,146.4783950617284
3000,JACKSON COUNTY,3294377.7939999998,369.9054338648102,224200,0,62242460.404,16684565.715999998,5115.415976644958,2802160,58948082.61,6618.9178767123285,45308724,13639358.61,16684565.715999998,13639358.61,8906,17.340467993401976,44651755,5013.671120592859,5087.438131596677,50516143,5672.147204132046,0,622,676,645,613,664,642,690,709,713,791,697,686,589,0.1588,1959,190,123,0,102,48,14,37,212,36,224,5,457,5,5,1263,595877347,39052547.89,JACKSON COU,513.5962883694212,0.152,19167342.79,8023.70787,771,451,46,1414.2728,1353.712,595877.347,66.90740478329215,33831577.284,3798.7398701998654,36876784.39,4140.667459016394,90772163,10192,39052547,4384,Rural,146700,56700,4881551,2579227.0511712,675496,1531.4797451156526,0,445.3,52545400,2729340,3326125,461380,6516845,1668841.9039999999,131363.5,1155810,6988.823310577139,16684565.715999998,16805464.30908,1873.4073339321803,45557894.688,-22367982.174000002,4384.970569279138,-2511.5632353469573,-4958248.311999999,-556.7312274870874,3849.8036277602523,5139.467665615142,1289.66403785489,1823.7125476578492,1180,-643.7125476578492,344.8167432363451,590,245.18325676365492
2520,JACKSON PUBLIC,13268288.86999999,709.1549369321219,489700,0,137981892.26,35388877.888000004,5483.325193586316,2802190,124713603.39,6665.612153393907,95857473,28856130.39,35388877.888000004,28856130.39,18710,179.73901008717698,97624406,5217.766221272047,5123.328327097809,106874557,5712.162319615179,800,1273,1357,1325,1473,1134,1365,1361,1046,1280,1775,1560,1339,1336,0.5392,5053,415,191,5,249,84,18,347,373,29,383,5,485,5,5,2181,1263888496,96927943.61,JACKSON PUB,104.09537690746866,0.401,67919104.22,16679.1833,1107,1028,44,10088.432,7502.71,1263888.496,67.55149631213256,71485679.11199999,3820.720422875467,78018426.61,4169.878493319081,208700557,11154,96927943,5180,City,89100,38399,10955513,5655999.46667,1437620,1542.2838262960984,0,935.5,110389000,3918780,7581500,441320,11941600,11904349.760000002,275972.5,2981270,7374.767090326029,35388877.888000004,37255110.9102,1891.4418967397116,102593014.37199998,-61539065.721999995,5180.542149118119,-3289.1002523784073,-4281542.628000021,-228.83712602886226,5027.770995869665,5480.312069756769,452.5410738871042,560.6420766547269,1180,619.3579233452731,284.50821294280627,590,305.49178705719373
3300,JEFF DAVIS COUNTY,154271.583945496,124.91626230404563,5900,143976.27394549723,9412171.813945496,2541286.389765284,5563.469979093289,2802250,9257900.23,7496.275489878542,7115815,2142085.23,2990386.364,2142085.23,1235,3.02406815418243,6801130,5506.987854251012,5761.793522267207,7933649,6424.007287449393,0,91,106,80,112,83,95,91,89,92,107,92,99,85,0.3773,508,5,18,0,14,5,5,5,58,5,30,5,71,5,0,209,106799513,5841123.54,JEFF DAVIS,408.39026669816826,0.37200000000000005,7500445.03,1128.20879,143,68,10,465.9655,459.4200000000001,106799.513,86.47733846153847,4943262.636,4002.641810526315,5791563.77,4689.525319838056,14068598,11391,5841123,4729,Rural,94600,32116,911544,373889.82572456,250985,1734.481967611336,0.0197593184581757,61.75,7286500,506220,501500,100300,1108020,549839.29,18216.25,299720,7621.191752182588,2990386.364,2541286.389765284,2057.721773089299,6870885.424180212,-3299837.150234716,4729.654688259109,-2671.9329151698103,-1062763.5758197876,-860.5373083561035,4124.633484162896,5013.665158371041,889.031674208145,802.3980868209342,1180,377.60191317906583,494.06496062992125,590,95.93503937007875
3200,JEFFERSON COUNTY,455390.35961803515,428.401090891849,0,185342.86361803592,8049715.531618035,1518493.172,6144.141448370682,2802220,7594325.172,7144.238167450611,6075832,1518493.172,1518493.172,1829017.53,1063,2.044774724268764,5866334,5518.658513640639,5715.740357478833,6774139,6372.661335841956,38,83,81,72,73,69,82,79,74,79,100,90,56,66,0.5077,392,0,16,0,15,5,0,5,16,5,23,0,53,0,0,140,54231899,3264024.33,JEFFERSON C,519.8616685660282,0.429,7157999.7,935.093407,84,49,5,539.6851,456.027,54231.899,51.0177789275635,5255645.828,4944.163525870178,4945121.47,4652.042775164628,10144610,9543,3264024,3070,Rural,63400,25019,660344,303146.53469380003,176238,1428.497809971778,0.02955225275731236,53.150000000000006,6271700,297360,361375,50150,708885,636828.4180000001,15679.250000000002,231280,7572.63925834246,1518493.172,2173423.1935368697,1428.497809971778,6531222.359618035,-1745531.158,3070.577920978363,-1642.0801110065852,-242916.64038196485,-228.51988747127416,4785.101449275362,5136.847826086957,351.7463768115949,561.7100318200373,1180,618.2899681799627,449.58673469387753,590,140.41326530612247
3400,JONES COUNTY,3840714.219999999,450.57651572031864,692660,0,63281466.688,10685807.468,6170.302583294228,2802280,59440752.468,6973.340270764899,48754945,10685807.468,10685807.468,14676780.15,8524,12.532828035582142,49078756,5757.714218676678,5719.726067573909,54358445,6377.105232285312,213,624,688,620,597,641,573,626,628,652,679,672,560,556,0.2359,1977,587,123,0,105,73,14,64,290,88,343,5,470,5,5,1585,381635981,24411833.97,JONES COUNT,680.1338034639415,0.206,18990452.13,7660.86304,865,622,98,2010.8116,1755.9440000000002,381635.981,44.77193582824965,43672637.532,5123.491029094322,39681664.85,4655.286819568278,79256078,9297,24411833,2863,Rural,102600,46981,6678155,2496790.02543584,718492,1253.61420319099,0,426.20000000000005,50291600,3062100,4587250,982940,8632290,2372757.688,125729.00000000001,1166430,7423.916786485218,10685807.468,17085996.005760003,1253.61420319099,52595659.22,-13726026.501999998,2863.8941776161423,-1610.2799744251522,-1762785.7800000012,-206.80264899108442,4213.347003154574,5446.239747634069,1232.8927444794954,1241.6827242471845,1180,-61.682724247184524,363.42539200809307,590,226.57460799190693
3500,KEMPER COUNTY,26887.94042226579,30.41622219713281,0,200595.58042226653,6822571.500422266,1842094.305114012,5634.023976593047,2802310,6795683.5600000005,7687.42484162896,5223304,1572379.56,9677971.52,1572379.56,884,1.1539308915126445,5063006,5727.382352941177,5908.714932126697,5823628,6587.814479638009,22,64,69,47,57,58,48,64,52,68,79,107,72,52,0.491,319,0,13,0,5,5,5,5,36,5,27,0,26,0,0,123,345641840,7984702.55,KEMPER COUN,766.0770731609392,0.38,4120973.57,806.191011,67,55,5,434.044,335.92,345641.84,390.997556561086,-3854343.5200000014,-4360.117104072399,4251248.4399999995,4809.104570135746,14151348,16008,7984702,9032,Rural,73600,31103,662251,267481.76264832,212390,1778.7099095022625,0.03846069108487356,44.2,5215600,237180,405625,50150,692955,512171.92,13039,188210,7717.841063826093,9677971.520000001,1842094.305114012,2083.817087233045,4980477.195308254,-6142608.244885988,9032.4689479638,-6948.651860730755,-843150.8046917459,-953.790503044962,5214.574803149606,5456.3385826771655,241.76377952755956,616.254947996793,1180,563.745052003207,665.7993730407524,590,-75.79937304075236
0420,KOSCIUSKO,1163954.573999999,548.259337729628,30680,0,15779480.498,3053274.9239999996,5994.444453132361,2802340,14615525.924,6884.373963259538,11562251,3053274.9239999996,3053274.9239999996,3480603.2100000004,2123,13.88364053689658,11686571,5504.743758831842,5446.185115402732,12891123,6072.125765426284,126,150,149,149,130,139,160,187,141,172,185,147,110,161,0.3232,573,26,34,0,28,19,5,18,85,5,76,5,109,5,0,380,109045533,5823437.56,KOSCIUSKO,152.91378326585195,0.301,9306818.41,1876.07778,222,157,10,686.1536,639.023,109045.533,51.36388742345737,9837848.076,4633.936917569477,9410519.79,4432.651808761187,19124228,9008,5823437,2743,Town,97600,32570,1771548,642541.40936476,37629,1438.1888478568062,0,106.15,12525700,785880,1157875,100300,2044055,809661.248,31314.25,338070,7432.633300989166,3053274.9239999996,4260459.73446,1438.1888478568062,12726205.574000001,-2770162.636,2743.02287329251,-1304.834025435704,-164917.42599999905,-77.68131229392293,4554.107969151671,5254.640102827763,700.5321336760926,936.4396096803399,1180,243.5603903196601,65.67015706806282,590,524.3298429319372
3600,LAFAYETTE COUNTY,1391363.984000001,484.4582116991651,46020,0,20913145.664,4986644.432,5545.439147632313,2802370,19521781.68,6797.27774373259,15004848,4516933.680000001,4986644.432,4516933.680000001,2872,5.265027287859731,14682761,5112.381963788301,5224.529247910864,16729384,5824.994428969359,88,209,223,193,212,172,210,218,207,238,233,241,176,211,0.1609,872,39,46,0,34,41,5,5,158,13,84,5,152,5,5,554,178094444,12444490.33,LAFAYETTE C,545.4862516329878,0.157,4294321.9,2487.40988,344,186,23,462.1047999999999,450.904,178094.444,62.01060027855153,11742739.568,4088.6976211699166,12212450.32,4252.245933147632,29724624,10349,12444490,4333,Town,149100,53438,1883710,811507.5966999601,343697,1572.7484958217271,0,143.6,16944800,1217760,1371750,230690,2820200,545283.6639999999,42362,514480,7281.735955431755,4986644.432,5646549.32928,1736.2968077994428,15926501.232,-7457845.898,4333.0398084958215,-2596.7430006963787,-802882.7679999992,-279.55528133704684,3406.3471971066906,5099.819168173599,1693.4719710669083,1756.1115935172286,1180,-576.1115935172286,394.1479357798165,590,195.85206422018348
3700,LAMAR COUNTY,5817404.850000009,566.1156919034656,394120,0,75209997.48,18456790.856,5522.888927987544,2802400,69392592.63,6752.879781043207,53336592,16056000.63,18456790.856,16056000.63,10276,18.4821098768896,57470339,5592.676041261191,5190.404048267808,59466669,5786.947158427403,256,785,759,698,727,684,761,721,775,815,923,849,712,639,0.186,3020,334,207,0,81,54,5,46,379,33,424,16,676,5,5,1926,659171102,38313782.71,LAMAR COUNT,555.9971274085605,0.16699999999999998,22842073.31,9204.80556,1136,752,43,1911.336,1716.092,659171.102,64.14666231996885,41009878.144,3990.840613468276,43410668.37,4224.471425652005,99936320,9725,38313782,3728,Rural,177100,60830,7523075,3018306.42710432,905221,1562.4757327753991,0,513.8000000000001,60628400,4021440,5546000,431290,9998730,2255376.48,151571.00000000003,1781800,7318.995472946673,18456790.856,20306699.3196,1796.1065449591279,56753206.624000005,-19856991.854000002,3728.472431880109,-1932.3658869209812,-2713462.3759999946,-264.05823043985947,3895.9476954945626,5178.006214396685,1282.0585189021226,1579.1605594747966,1180,-399.1605594747966,299.7420529801324,590,290.2579470198676
3800,LAUDERDALE COUNTY,994070.2679999992,168.2013989847719,113280,0,42844984.62,9353906.352,5666.849114720812,2802430,41850914.352,7081.37298680203,32497008,9353906.352,9353906.352,9782627.04,5910,9.094489642445753,32009830,5416.21489001692,5498.6477157360405,36231952,6130.617935702199,79,451,471,407,404,394,421,428,447,428,496,506,427,439,0.2524,1942,96,111,0,84,43,5,32,185,32,183,5,198,5,5,893,334068084,17790339.4,LAUDERDALE,649.8440519869175,0.185,12958370.16,5234.47296,467,379,42,1491.684,1093.35,334068.084,56.52590253807106,26878045.648,4547.89266463621,26449324.96,4475.351093062606,54863940,9283,17790339,3010,Rural,114600,52855,3790720,1716854.16987404,890464,1582.7252710659898,0,295.5,34869000,1653180,2795125,421260,4869565,1760187.1199999999,87172.5,1145780,7249.574385786802,9353906.352,11568145.8474,1582.7252710659898,33491078.268,-8436433.047999999,3010.2097123519457,-1427.4844412859559,-2740873.732000001,-463.76882098138685,4268.828828828829,5483.744369369369,1214.9155405405409,1150.950315129773,1180,29.04968487022711,458.529351184346,590,131.470648815654
3420,LAUREL,3143106.2859999985,1158.9624948377577,228920,0,20525608.176,5541914.20752,5524.960902831858,2802460,17382501.89,6409.477098082596,13360553,4021948.89,6061171.2,4021948.89,2712,185.55971238482408,15119073,5574.879424778761,4926.457595870206,14896107,5492.6648230088495,111,227,227,224,220,168,212,203,187,189,202,182,175,148,0.4761,419,194,39,0,29,32,5,27,87,20,84,5,101,5,5,424,216470400,14655250.7,LAUREL,14.615241450556374,0.336,8772059.28,2311.04469,217,192,30,1291.1832000000002,911.232,216470.4,79.81946902654867,8834935.8,3257.719690265487,10874158.11,4009.64532079646,29988580,11057,14655250,5403,Town,84700,31481,1752686,818523.83752272,182120,1483.0195022123894,0,135.6,16000800,768180,1416000,300900,2485080,1523596.1760000002,40002,247210,7568.439592920354,6061171.2,5541914.20752,2043.4786900884956,14983693.968479998,-9113336.492479999,5403.853502949853,-3360.374812861357,87586.96847999841,32.29607982300877,3992.4510250569474,5660.774487471526,1668.323462414579,633.9331533454896,1180,546.0668466545104,434.65393794749406,590,155.34606205250594
3900,LAWRENCE COUNTY,158642.1110365335,93.5389805639943,20060,106146.55903653443,12693697.911036534,3427298.4359798646,5463.678935764547,2802490,12535055.8,7390.952712264151,9634705,2900350.8000000003,3469638.06,2900350.8000000003,1696,3.9392133131142626,9340471,5507.353183962264,5680.840212264151,10742040,6333.75,0,146,128,121,137,110,133,124,106,140,146,158,119,102,0.3284,581,17,27,5,34,5,5,16,96,5,34,0,66,5,5,294,123915645,7374467.95,LAWRENCE CO,430.5428178651175,0.257,4744510.8,1567.43825,196,87,20,556.9664,435.872,123915.645,73.06346992924529,7272401.94,4287.972841981132,7841689.199999999,4623.6375,18483122,10898,7374467,4348,Rural,94800,41914,1246734,517424.265804,300491,1710.1125000000002,0.010607866868857374,84.80000000000001,10006400,693840,641625,200600,1536065,657220.3520000001,25016.000000000004,342790,7484.4916928281455,3469638.06,3427298.4359798646,2020.8127570635993,9266399.47505667,-3947169.5140201356,4348.153272405661,-2327.3405153420613,-1475640.5249433294,-870.0710642354534,4114.633663366337,5069.521452145214,954.8877887788776,929.0044530585687,1180,250.99554694143126,517.1962134251291,590,72.80378657487086
4000,LEAKE COUNTY,665789.7076942399,262.9501215222117,322140,97936.54369423776,19183758.75169424,3731170.044,6102.918131000884,2802520,18517969.044,7313.573872037915,14786799,3731170.044,3731170.044,4451293.98,2532,4.344414921585149,14271744,5636.549763033176,5839.968009478673,16486274,6511.166666666667,0,200,214,182,170,164,183,153,179,221,230,214,146,178,0.3133,703,273,41,0,84,19,5,24,53,13,104,5,102,0,0,445,133256073,5407327.41,LEAKE COUNT,582.8172597925218,0.289,10802074.2,2305.08907,239,198,13,793.2756,731.7479999999999,133256.073,52.62878080568721,12755103.956,5037.560804107425,12034980.02,4753.151666666667,22160279,8752,5407327,2135,Town,83300,37096,2171897,753334.28731416,330948,1473.6058625592418,0.006555850784148509,126.60000000000001,14938800,846060,1460250,130390,2436700,936065.2080000001,37347,414770,7576.523993560127,3731170.044,5179614.862957445,1473.6058625592418,15452588.70769424,-1676157.366,2135.595343601896,-661.989481042654,-1033685.2923057601,-408.2485356657826,4826.437777777778,5414.888888888889,588.4511111111105,949.650143423244,1180,230.349856576756,470.7652916073969,590,119.23470839260312
4100,LEE COUNTY,557315.6660000011,88.42069903220636,147500,0,45020334.09,10281198.424,5511.523983182612,2802550,44463018.424,7054.2627993019205,34181820,10281198.424,10281198.424,10289808.54,6303,20.45800627480389,33279992,5280.024115500555,5423.103284150405,38110402,6046.39092495637,0,501,507,496,465,426,464,476,487,499,522,530,428,433,0.246,1605,125,84,0,87,36,5,39,227,11,141,5,341,5,5,984,367185658,23825813.85,LEE COUNTY,308.0945384087982,0.196,12212271.08,5627.86111,655,310,21,1550.538,1235.388,367185.658,58.25569696969697,27829203.576,4415.231409804855,27820593.46,4413.86537521815,63332487,10047,23825813,3780,Rural,121200,49723,3681223,1827354.36881476,540267,1631.1595151515153,0,315.15000000000003,37187700,2318700,2286250,210630,4815580,1829634.84,92969.25000000001,946950,7142.683498334127,10281198.424,12155490.204300001,1631.1595151515153,34739135.666,-13544615.426,3780.075178486435,-2148.91566333492,-3371266.333999999,-534.8669417737583,3733.4918864097363,4883.955375253549,1150.4634888438131,1178.5292387640677,1180,1.4707612359322866,336.614953271028,590,253.385046728972
7612,LELAND,428507.0572200557,612.1529388857944,0,54811.30722005538,5340585.907220055,1441958.194949415,5569.468160386629,2802610,4912078.85,7017.255499999999,3775526,1136552.85,1821726.508,1136552.85,700,3.6728497041148818,3691126,5273.0371428571425,5393.608571428572,4209455,6013.507142857143,42,43,40,50,54,44,57,55,53,66,54,43,45,29,0.5896,248,0,5,0,5,5,0,15,36,5,5,0,27,0,0,90,65061661,3894638.12,LELAND,190.5877061116207,0.305,5355699.91,631.15,68,30,5,412.72,213.5,65061.661,92.94523,2387728.492,3411.040702857143,3072902.15,4389.860214285714,8260831,11801,3894638,5563,Town,72000,38088,403540,196738.47161756,139560,1623.6469285714288,0.013271502958851182,35,4130000,240720,221250,50150,512120,487009.60000000003,10325,146320,7629.408438885794,1821726.508,1441958.194949415,2059.9402784991644,3898627.7122706403,-2452679.925050585,5563.768742857143,-3503.828464357978,-310827.2877293597,-444.0389824705135,3917.864077669903,4972.038834951456,1054.174757281553,476.6875160340182,1180,703.3124839659818,562.741935483871,590,27.258064516129025
4300,LINCOLN COUNTY,123796.42799999937,44.29210304114531,14160,0,20063901.08,3318204.652,5991.304625402504,2802640,19940104.652,7134.205599999999,16621900,3318204.652,3318204.652,5003717.49,2795,6.414606713935994,16291711,5828.876923076923,5947.0125223613595,18532287,6630.514132379249,0,218,247,188,207,207,218,221,227,219,240,237,176,171,0.2343,1000,12,22,0,19,12,5,27,122,5,58,0,167,5,5,437,118507309,6118841.939999999,LINCOLN COU,435.7242968501481,0.204,4856062.13,2580.22472,308,124,15,654.8685,570.18,118507.309,42.39975277280858,15214082.348,5443.321054740609,13528569.51,4840.275316636851,24773132,8863,6118841,2189,Rural,95000,50288,1605913,815307.9485986,325768,1187.1930776386405,0,139.75,16490500,1090320,914500,150450,2155270,772744.8300000001,41226.25,590000,7178.497703041145,3318204.652,5417253.2916,1187.1930776386403,16745696.428,-2800637.287999999,2189.209996422182,-1002.0169187835418,-1786590.5720000006,-639.2095069767447,3592.646532438479,4821.633109619686,1228.9865771812074,1244.9949090521227,1180,-64.9949090521227,325.768,590,264.232
