dist_id,district,total_enroll,model_3_total_funding,model_3_pp_funding,model_3_diff_total,model_3_diff_pp,model_3_state_share,model_3_state_share_pp,model_3_local_diff_total,model_3_local_share_total,model_3_local_share_pp,base_funding,sped_tier_1_funding,sped_tier_2_funding,sped_tier_3_funding,total_sped_funding,ell_funding,ed_funding,gifted_funding,vocational_funding,sparsity_funding,conc_pov_funding,gr_9_12_funding,sped_pp_diff,ed_pp_diff,ell_enroll,gifted_enroll,econ_dis_enroll,stpov_enroll,sped_tier_1_enroll,sped_tier_2_enroll,sped_tier_3_enroll,maep_expected_local_total,maep_expected_local_pp,maep_rev_fy24,local_share_expected_total,local_funding_28_mill,local_funding_27_pct,maep_rev_fy23,maep_fy23_pp,maep_fy24_pp,maep_rev_full_funding_fy24,maep_full_pp_fy24,direct_cert_pct,vocational_enroll,assessed_value,stpov_rate,mill_1_value,mill_1_value_pp,local_share_mills,local_share_pp_mills,local_share_pct,sped_funding,at_risk_funding,cte_funding,local_share_expected_pp,sparsity_weight_adj,conc_pov_weight_adj,conc_pov_adm,gr_9_12_enroll,model_3_local_mills_total,cte_pp_funding,cte_model_3_pp,cte_pp_diff
1500,COPIAH COUNTY,2205,19154407.173077896,8686.805974184987,3202059.4410778955,1452.1811524162786,15470792.441077895,7016.232399581812,-1258196.4280000003,3683614.732,1670.5735746031746,13891500,824040,929250,182070,1935360,194670,1640308.32,34728.75,525420,703730.1030778963,0,228690,1279.413597733711,1115.9664800504213,103,110.25,867.888,544.635,218,118,17,15952347.732,7234.624821768708,12268733,3683614.732,3683614.732,3693276.54,12820619,5814.339682539682,5564.051247165533,13678802,6203.538321995465,0.3936,556,131557669,0.247,131557.669,59.66334195011338,9995187.268,4532.96474739229,9985525.46,1483727,671774.403562,137076,1670.5735746031746,0.0506590435214265,0,0,726,3683614.732,246.53956834532374,945,698.4604316546763
0220,CORINTH,2490,20547150.12,8251.86751807229,4925030.892000001,1977.9240530120487,17416689.892,6994.654575100402,-3571735.512,3130460.228,1257.2129429718875,15687000,827820,756000,160650,1744470,436590,1525717.6199999999,39217.5,911925,0,0,202230,1317.3393939393936,984.3198655947912,231,124.5,807.2579999999999,672.3000000000001,219,96,15,15622119.228,6273.943465060241,12491659,3130460.228,3130460.228,3760384.23,12920052,5188.775903614458,5016.730522088354,13927349,5593.3128514056225,0.3242,965,111802151,0.27,111802.151,44.900462248995986,10796888.772,4336.0999084337345,10166964.77,1309748,731117.53393968,149433,1257.2129429718875,0,0,0,642,3130460.228,154.85284974093264,945,790.1471502590673
1600,COVINGTON COUNTY,2609,22748695.71774384,8719.316104922898,3817587.71774384,1463.2379140451676,16606547.873953003,6365.100756593715,-4156923.836209164,6142147.843790838,2354.2153483291827,16436700,1814400,1031625,53550,2899575,115290,1891535.436,41091.75000000001,528255,607243.5317438396,0,229005,-49.910714285713766,1129.098702128431,61,130.45000000000002,1000.8124,746.1740000000001,480,131,5,18931108,7256.078190877731,14550844,4380264,8160987.716,4380264,14578892,5587.923342276735,5577.172863165964,16223200,6218.167880413952,0.3836,559,291463847,0.28600000000000003,291463.847,111.7147746262936,8062212.284,3090.154190877731,11842936,2930320,761519.45408596,323221,1678.9053277117669,0.03694437032639396,0,0,727,8160987.716,578.2128801431127,945,366.78711985688733
1700,DESOTO COUNTY,35003,276949048.005,7912.151758563552,42616779.88499999,1217.517923749393,218318379.237,6237.133366768562,-62543616.971999995,58630668.768,1675.018391794989,220518900,10353420,19081125,1424430,30858975,2961630,11676475.754999999,551297.25,6941970,0,0,3439800,940.7544853635509,259.0073527015693,1567,1750.15,6178.0295,4445.381,2739,2423,133,234332268.12,6694.633834814159,180112662,54219606.120000005,58630668.768,54219606.120000005,181119369,5174.395594663315,5145.635002714053,200813356,5737.032711481873,0.1765,7346,2093952456,0.127,2093952.456,59.82208542124961,142182687.232,4062.014319686884,146593749.88,25877680,10076320.6892928,1562060,1548.9988321001058,0,0,0,10920,58630668.768,212.64089300299483,945,732.3591069970051
6811,E. TALLAHATCHIE,853,7444454.855559952,8727.379666541561,1303071.7255599517,1527.6339103868131,5893145.795559952,6908.728951418467,-1035720.1000000003,1551309.0599999998,1818.6507151230946,5373900,264600,283500,53550,601650,0,650188.161,13434.750000000002,302400,412710.17055995116,3546.773999999967,86625,-410.7837837837842,1120.9677495571266,0,42.650000000000006,344.0149,367.643,70,36,5,6141383.13,7199.745756154748,4720395,1420988.13,1551309.0599999998,1420988.13,4785661,5610.388042203986,5533.874560375147,5262919,6169.893317702227,0.4033,320,55403895,0.431,55403.895,64.95181125439625,3711609.94,4351.242602579133,3841930.87,647247,264558.55273288,59279,1665.8711957796015,0.07679900455162007,0.0032999999999999696,2.814899999999974,275,1551309.0599999998,185.246875,945,759.753125
3111,EAST JASPER,755,6697811.996783987,8871.27416792581,1060393.9267839864,1404.4952672635582,4889402.757652311,6476.0301425858415,-3999757.4808683232,1808409.2391316765,2395.244025339969,4756500,219240,472500,53550,745290,9450,530540.01,11891.25,200340,366940.7367839868,0,76860,861.6991869918693,1067.2948367794406,5,37.75,280.709,224.235,58,60,5,5637418.07,7466.7789006622525,4333037,1304381.07,2451217.468,1304381.07,3672371,4864.067549668875,5739.121854304636,4831041,6398.729801324504,0.3718,212,87543481,0.297,87543.481,115.95163046357617,2379823.532,3152.084148344371,3526659.9299999997,639301,230940.74366248,43920,1727.657046357616,0.07714511442951473,0,0,244,2451217.468,207.16981132075472,945,737.8301886792453
1211,ENTERPRISE,955,7889316.329724529,8261.064219606837,1286159.2597245285,1346.7636227481971,6104529.073724529,6392.177040549244,-1905921.244,1784787.256,1868.8871790575918,6016500,298620,630000,53550,982170,0,225618.75,15041.25,274995,283011.3297245286,0,91980,1841.2865853658532,-394.76414244758143,0,47.75,119.375,138.475,79,80,5,6603157.07,6914.300596858639,5075324,1527833.07,1784787.256,1527833.07,4969352,5203.509947643979,5314.475392670157,5658641,5925.278534031414,0.125,291,63742402,0.145,63742.402,66.74597068062828,3873853.744,4056.3913549738218,4130807.93,680199,272743.71950468,123212,1599.8252041884818,0.04703919716189289,0,0,292,1784787.256,423.40893470790377,945,521.5910652920962
6220,FOREST SEPARATE,1645,13776462,8374.748936170212,2817327.4700000007,1712.6610759878404,11109581.896,6753.545225531915,-3086333.5860000006,2666880.104,1621.2037106382977,10363500,710640,464625,107100,1282365,963900,823898.25,25908.75,171990,0,0,144900,1046.7548638132293,780.8326484488846,510,82.25,435.925,463.88999999999993,188,59,10,10959134.53,6662.0878601823715,8423419,2535715.5300000003,2666880.104,2535715.5300000003,8395131,5103.423100303951,5120.619452887538,9391539,5709.142249240122,0.265,182,95245718,0.282,95245.718,57.90013252279635,6724658.896,4087.938538601823,6855823.47,1013349,483513.77772492,26415,1541.468407294833,0,0,0,460,2666880.104,145.13736263736263,945,799.8626373626373
1800,FORREST COUNTY,2129,18319272.52914252,8604.637167281599,3382794.5191425215,1588.9124091792028,13373068.94627404,6281.385132115566,-4190895.7771315183,4946203.582868481,2323.2520351660314,13412700,1039500,1031625,107100,2178225,190890,1366485.8760000002,33531.75,543375,523189.90314252034,0,70875,731.4014423076924,1016.658787536189,101,106.45,723.0084,536.508,275,131,10,14936478.01,7015.724758102396,11480488,3455990.01,5323374.588,3455990.01,11758426,5522.980742132457,5392.432127759512,12799963,6012.1949271958665,0.3396,575,190120521,0.252,190120.521,89.30038562705496,7476588.412,3511.7841296383276,9343972.99,1873962,631433.0326775201,233371,1623.2926303428842,0.03900705325121119,0,0,225,5323374.588,405.86260869565217,945,539.1373913043478
1900,FRANKLIN COUNTY,1211,10752822.29490832,8879.29173815716,1395880.1829083208,1152.667368214964,8800543.18290832,7267.170258388374,-1490332.3180000002,1952279.112,1612.121479768786,7629300,718200,685125,107100,1510425,0,588905.6669999999,19073.25,284445,599083.3779083203,0,121590,969.6933797909405,770.7422360880937,0,60.550000000000004,311.59029999999996,380.254,190,87,10,9356942.112,7726.624369942197,7404663,1952279.112,1952279.112,2229037.6500000004,7162297,5914.365813377374,6114.50289017341,8255695,6817.254335260116,0.2573,301,69724254,0.314,69724.254,57.5757671345995,6303415.888,5205.13285549133,6026657.35,1232123,348749.86243464,275179,1612.121479768786,0.0785240294533339,0,0,386,1952279.112,914.2159468438538,945,30.78405315614623
