dist_id,district,model_7_total_funding,model_7_diff_pp,direct_cert_pct,model_7_state_diff_pp,model_7_local_share_total,model_7_diff_total,base_funding,sped_tier_1_funding,sped_tier_2_funding,sped_tier_3_funding,total_sped_funding,ell_funding,ed_funding,gifted_funding,vocational_funding,sparsity_funding,conc_pov_funding,model_9_state_diff_pp,model_9_state_share_pp,maep_fy24_pp,model_9_diff_pp,model_9_pp_funding,model_9_local_share_total,model_9_diff_total,geoid,total_enroll,maep_expected_local_total,maep_expected_local_pp,maep_rev_fy24,local_share_expected_total,local_funding_28_mill,local_funding_27_pct,st_per_sq_mile,maep_rev_fy23,maep_fy23_pp,maep_rev_full_funding_fy24,maep_full_pp_fy24,gr_prek_enroll,gr_k_enroll,gr_1_enroll,gr_2_enroll,gr_3_enroll,gr_4_enroll,gr_5_enroll,gr_6_enroll,gr_7_enroll,gr_8_enroll,gr_9_enroll,gr_10_enroll,gr_11_enroll,gr_12_enroll,totalEnrollment,vocational_enroll,ell_enroll,autism,deaf_blind,developmentally_delayed,emotional_disability,hearing_impaired,intellectual_disability,language_speech_impaired,multiple_disabilities,other_health_impairment,orthopedic_impairment,specific_learning_disability,traumatic_brain_injury,visually_impaired,sped_enroll,assessed_value,local_revenue,shortName,sq_miles,stpov_rate,federal_revenue,total_ada,sped_tier_1_enroll,sped_tier_2_enroll,sped_tier_3_enroll,ada_addon_fy24,teacher_addon_fy24,econ_dis_enroll,stpov_enroll,mill_1_value,mill_1_value_pp,local_share_mills,local_share_pp_mills,local_share_pct,local_share_pp_pct,rev_total_local_state,rev_pp_local_state,local_revenue_total,local_revenue_pp,urbanicity,mpv,mhi,sped_funding,at_risk_funding,cte_funding,local_share_expected_pp,sparsity_weight_adj,conc_pov_weight_adj,conc_pov_adm,gifted_enroll,sparsity_weighted_enroll,model_9_total_funding,model_9_local_mills_total,model_9_local_pct_total,model_9_local_share_pp,model_9_state_share,model_9_local_diff_total,current_local_pp,model_9_local_diff_pp,sped_pp_funding,sped_model_9_pp,sped_pp_diff,at_risk_pp_funding,ed_model_9_pp,ed_pp_diff,cte_pp_funding,cte_model_9_pp,cte_pp_diff,model_7_pp_funding,model_7_local_mills_total,model_7_local_pct_total,model_7_local_share_pp,model_7_state_share,model_7_state_share_pp,model_7_local_diff_total,model_7_local_diff_pp,sped_model_7_pp,ed_model_7_pp,cte_model_7_pp
2000,GEORGE COUNTY,34580434.04996693,906.5568040808967,0.2409,906.5568040640892,5361842.08,3775809.0899669304,26447750,1809750,1706562.5,161925,3678237.5,69850,1911378.8924999998,66119.375,1303020,1104078.2824669336,0,974.4548076734692,7083.166183673469,6108.711376,974.4548076902764,8370.523225690276,5361842.08,4058604.2749999985,2801560,4165,30804624.96,7396.068418,25442782.88,5361842.08,5361842.08,7566356.848,8.701916152,22230598,5337.478511,28023543.88,6728.341868,123,314,334,328,303,299,292,318,334,312,297,255,273,254,4165,1368,55,54,0,72,13,12,32,125,5,99,5,278,5,5,697,191494360,9944452.61,GEORGE COUN,478.6302151,0.201,14084643.9,3607.17978,475,215,15,932630.86,2055456.02,1003.3485,837.165,191494.36,45.97703721,22661701.8,5440.984826,20457187.03,4911.689564,32399148,7778,9944452,2387,Rural,110800,47292,2616531,1193583.484,534023,1287.357042,0.03298083847999999,0,0,208.25,5271.86705,34863229.235,5361842.08,9413071.89345,1287.3570420168066,29501387.155,-4582610.529999999,2387.623675870348,-1100.2666338535414,3711.391489361702,5504.929078014185,1505.9666666666672,1189.6001080382339,2010,715.3998919617661,390.3676900584795,670,562.1323099415205,8302.625222080896,5361842.08,9336717.193491071,1287.3570420168066,29218591.969966933,7015.268180064089,-4582610.529999999,-1100.2666338535414,5217.358156028369,1905,952.5
2100,GREENE COUNTY,14479070.867780393,306.84913764658086,0.2595,81.29022276853266,3571711.892,503232.58778039366,10414000,575310,531812.5,107950,1215072.5,6350,810729.9,26035,726757.5,1280125.9677803922,0,63.50365693551885,6633.042077935519,6569.538421,289.06257181356705,8810.915182813567,3571711.892,474062.6198142525,2801590,1640,13975838.28,8521.852611,10774043.01,3201795.273,3571711.892,3201795.273,2.301300767,9199826,5609.65,11858501.01,7230.793299,0,149,149,134,106,124,147,121,129,131,157,103,83,90,1640,763,5,22,0,15,5,5,5,59,5,30,0,77,5,0,230,127561139,6635647.57,GREENE COUN,712.6404439,0.234,6685145.14,1503.28556,151,67,10,382168.28,956220.73,425.58,383.76,127561.139,77.78118232,8286789.118,5052.920194,8656705.737,5278.479108,16071301,9799,6635647,4046,Rural,77700,49677,1159160,484975.3827,433484,1952.314191,0.09698699233,0,0,82,2078.5739999999996,14449900.899814252,3571711.892,3901473.242949848,2177.8731048780487,10878189.00781425,-3063935.6780000003,4046.126567073171,-1868.2534621951224,5084.035087719299,5623.004385964912,245.23026315789411,1139.5633786832088,2010,765.4366213167914,568.1310615989515,670,384.36893840104847,8828.701748646581,3571711.892,3909349.1343007064,2177.8731048780487,10907358.975780394,6650.828643768533,-3063935.6780000003,-1868.2534621951222,5329.265350877193,1905.0000000000002,952.5
7620,GREENVILLE,30274802.798,815.6053407148511,0.6286,815.6053411377743,5402506.760000001,2888874.1180000007,22491700,1123950,619125,161925,1905000,16510,4241484.786,56229.25000000001,937260,0,626618.7620000001,1193.654442775268,7400.154137775268,6206.499695,1193.6544423523435,8925.424256352344,5402506.760000001,4227924.036000002,2801620,3542,27385928.68,7731.769814,21983421.92,5402506.76,5402506.76,6532993.418,94.38547615,18699214,5279.281197,24196271.92,6831.245601,110,250,289,315,303,271,287,261,285,247,294,198,198,163,3542,984,13,17,0,59,5,5,32,68,5,14,5,168,5,5,388,192946670,11675470.27,GREENVILLE,37.52696013,0.427,16480297.61,3148.30556,295,78,15,793554.33,1936298.59,2226.5012,1512.434,192946.67,54.47393281,18793765.16,5305.975483,17663278.5,4986.809289,30929039,8732,11675470,3296,Town,73000,26150,1973598,1072265.798,421923,1525.270119,0,0.27860000000000007,986.8012000000002,177.10000000000002,4767.68548,31613852.716,5402506.760000001,8535740.233320002,1525.2701185770752,26211345.956,-6272963.509999999,3296.293130999435,-1771.02301242236,5086.592783505154,5180.412371134021,-176.79896907216425,481.5922838936713,2010,1423.4077161063287,428.7835365853659,670,523.7164634146341,8547.375154714851,5402506.760000001,8174196.755460001,1525.2701185770752,24872296.038,7022.105036137775,-6272963.509999999,-1771.02301242236,4909.79381443299,1905,952.5
4211,GREENWOOD-LEFLORE CONS,36655414.76218454,1490.0562034155191,0.5879,1219.7893131921928,8108869.272,6004926.502184536,25590500,1207770,1357312.5,161925,2727007.5,161290,4513396.485,63976.25,1173480,1816966.5321845398,608797.995,1252.6165740905951,7116.337308090596,5863.720734,1522.8834643139216,9128.46367831392,8108869.272,6137220.363605101,2800198,4030,30650488.26,7605.580214,23630794.56,7019693.701,8108869.272,7019693.701,6.784593963,20329784,5044.611414,25998865.56,6451.331404,106,291,355,301,330,215,324,316,212,265,359,335,290,272,4030,1232,127,48,0,42,14,5,38,143,5,61,5,132,5,5,495,289602474,12187376.13,GREENWOOD-L,593.9928052,0.473,16341008.19,3518.66111,317,171,15,912529.04,2114143.52,2369.237,1906.19,289602.474,71.86165608,17889996.29,4439.205034,18979171.86,4709.471925,32791498,8136,12187376,3024,NA,NA,NA,2360351,1162888.885,371679,1741.859479,0.052154060370000005,0.2379,958.737,201.5,5486.3698,36787708.6236051,8108869.272,9932681.328373378,2012.126370223325,28678839.351605102,-4078506.858000001,3024.1628114143923,-1012.0364411910672,4692.546719681908,5720.308151093439,728.9393638170977,490.82843337327586,2010,1414.1715666267241,301.6875,670,650.8125,9095.636417415519,8108869.272,9896961.985789826,2012.126370223325,28546545.490184538,7083.510047192193,-4078506.858000001,-1012.0364411910673,5421.486083499006,1905,952.5
2220,GRENADA,33327096.605712127,697.0312064782938,0.2991,697.0312072464103,6652979.312,2693328.5857121274,24536400,899160,3254375,356235,4509770,6350,2201651.1720000003,61341.00000000001,1089660,921924.4337121275,0,821.5000007991739,7027.708258799174,6206.208258,821.5000000310574,8749.493795031058,6652979.312,3174276.0040000044,2801680,3864,30633768.02,7927.993795,23980788.71,6652979.312,6652979.312,7131604.962,9.155008377,22643366,5860.084369,26413351.71,6835.753548,152,346,334,279,271,252,266,250,281,288,280,258,245,253,3864,1144,5,156,0,72,21,5,39,89,23,184,5,75,5,5,675,237606404,9572418.34,GRENADA,422.0640594,0.344,15370924.91,3285.71111,236,410,33,859235.85,1956298.86,1155.7224,1329.216,237606.404,61.49234058,19760372.4,5113.968012,19281746.75,4990.10009,30737672,7954,9572418,2477,Town,105000,40122,3357478,1112608.063,380913,1721.785536,0.028449916230000004,0,0,193.20000000000002,5103.176720000001,33808044.024000004,6652979.312,9128171.886480002,1721.785536231884,27155064.712000005,-2919439.028,2477.333938923395,-755.5484026915112,4944.739322533137,7007.864506627393,1697.0427098674518,962.6949023398698,2010,942.3050976601302,332.96590909090907,670,619.534090909091,8625.025001478294,6652979.312,8998316.083542274,1721.785536231884,26674117.293712128,6903.23946524641,-2919439.028,-755.5484026915112,6641.782032400589,1905,952.5
2421,GULFPORT,52040844.736999996,696.1236311383927,0.4456,497.11221597137137,12165904.828000002,4255403.756999999,38817550,2198370,3111500,291465,5601335,406400,5189130.084,97043.87500000001,1558290,0,371095.77800000005,876.685750569769,6902.547509569769,6025.861759,1075.6971657367903,8892.71679273679,12165904.828000002,6575736.774000004,2801710,6113,47785440.98,7817.019627,36836092.93,10949348.05,12165904.83,10949348.05,271.2453621,32914005,5384.263864,40553140.93,6633.918032,81,484,523,498,449,482,456,466,460,485,549,416,360,401,6113,1636,320,122,0,112,73,5,37,149,17,150,5,316,5,5,992,434496601,31515294.04,GULFPORT,22.53679087,0.328,22103133.67,5786.39444,577,392,27,1394972.68,3099817.25,2723.9528,2005.064,434496.601,71.0774744,28387236.1,4643.748749,29603792.88,4842.760163,63856597,10446,31515294,5155,City,135900,36464,4718089,1856002.9,560025,1791.157869,0,0.09560000000000002,584.4028000000001,305.65000000000003,8195.40862,54361177.754,12165904.828000002,14677517.99358,1990.1692831670216,42195272.926,-19349389.211999997,5155.454611483723,-3165.2853283167015,4737.037148594378,5933.805220883534,886.7931726907627,681.3638253937439,2010,1223.6361746062562,342.3135696821516,670,610.1864303178484,8513.143258138392,12165904.828000002,14051028.07899,1990.1692831670214,39874939.908999994,6522.973974971372,-19349389.211999997,-3165.2853283167015,5623.830321285141,1905,952.5
2300,HANCOCK COUNTY,33403293.32465686,90.14941493026163,0.2348,-267.20910128091055,9018889.197657352,366006.6246568598,25781000,1836420,1912937.5,183515,3932872.5,0,1816013.6400000001,64452.5,1246822.5,562132.1846568579,0,-121.65940783251244,6151.560562167488,6273.21997,289.5325566403935,8426.795290640393,9237452.997599998,1175502.179999996,2801740,4060,33037286.7,8137.262734,25469273.08,7568013.622,12012236.94,7568013.622,10.28833036,22007459,5420.556404,28029680.08,6903.862089,5,296,342,338,316,302,289,295,319,344,337,314,293,241,4060,1309,0,91,0,75,44,5,29,150,12,67,5,257,0,5,736,429008462,19348284.81,HANCOCK COU,394.6218537,0.211,10670942.95,3713.07263,482,241,17,931929.63,2259750.45,953.288,856.66,429008.462,105.6671089,16017443.14,3945.18304,20461666.46,5039.819325,41625877,10252,19348284,4765,Rural,135900,53182,3003329,1208492.213,628698,1864.042764,0.017116696400000003,0,0,203,5171.836399999999,34212788.879999995,12012236.936,9237452.997599998,2275.2347284729062,24975335.8824,-10110831.8124,4765.587391625615,-2490.352663152709,4058.552702702703,5607.628378378378,1256.1398648648646,1267.709457162998,2010,637.2905428370022,480.28877005347596,670,472.21122994652404,8227.412148930262,12012236.936,9018889.197657352,2221.4012802111706,24384404.126999505,6006.01086871909,-10329395.612342646,-2544.1861114144444,5314.6925675675675,1905.0000000000002,952.5
2400,HARRISON COUNTY,117829152.83500001,547.1807241710212,0.3484,189.19176027377307,30333828.196,7854779.335000008,91154250,4591050,7691437.5,593725,12876212.5,792480,9527442.21,227885.625,3250882.5,0,0,561.9653746938347,6467.8850486938345,5905.919674,919.9543385910838,8581.0043935910835,30333828.196,13205944.569999993,2801770,14355,109974373.5,7661.050055,84779476.92,25194896.62,30333828.2,25194896.62,31.39476026,73342961,5109.227517,93314431.92,6500.482892,0,1047,1232,1180,1070,1093,1091,1141,1155,1253,1296,1087,832,784,14355,3413,624,256,5,294,104,24,77,579,40,486,22,332,5,5,2228,1083351007,56565734.38,HARRISON CO,457.2419053,0.226,30180940.03,13107.5533,1205,969,55,3296698.16,7221819.76,5001.282,3244.23,1083351.007,75.46854803,62980603.72,4387.363547,68119535.3,4745.352511,130826693,9113,56565734,3940,Rural,147400,51499,9073970,4185580.127,966721,1755.130381,0,0,0,717.75,18555.772100000002,123180318.07,30333828.196,33258685.8789,2113.119344897248,92846489.874,-26231906.184000004,3940.49002995472,-1827.3706850574715,4070.8703454463885,6095.076267384477,1705.8064154329295,836.9014438697917,2010,1068.0985561302086,283.246703779666,670,669.253296220334,8208.230779171021,30333828.196,31813871.265450004,2113.119344897248,87495324.63900001,6095.111434273773,-26231906.184000004,-1827.3706850574717,5776.676760879318,1905.0000000000002,952.5
1820,HATTIESBURG,32206254.739,1127.6521521281693,0.5398,508.62529879356407,8695688.77953,4135100.4389999993,23285450,956310,1730375,313055,2999740,256540,3770845.773,58213.62500000001,1393507.5,0,441957.84099999996,764.4424016760286,6667.206783676029,5902.764382,1478.086539638397,9133.159977638396,9042650.36226,5420143.3379999995,2801800,3667,28071154.3,7655.073438,21645436.99,6425717.307,10077916.02,6425717.307,151.6861203,18204749,4964.480229,23798952.99,6490.03354,96,357,347,305,275,269,209,275,237,269,259,256,235,182,3667,1463,202,65,0,62,14,5,37,110,19,92,5,79,5,5,483,359925572,23641465.01,HATTIESBURG,24.17492117,0.339,16408732.55,3235.37222,251,218,29,828148.16,2079969.83,1979.4466,1243.113,359925.572,98.15259667,13721036.97,3741.760833,17373235.68,4737.724484,42378784,11556,23641465,6447,City,106900,33639,2403680,1061450.1,680291,1752.309056,0,0.18979999999999997,695.9965999999998,183.35000000000002,5071.85114,33491297.638,10077916.016,9042650.36226,2465.953193962367,24448647.27574,-14598814.64774,6447.086176711208,-3981.132982748841,4826.666666666667,6355.582329317269,1196.9076305220879,536.2357842843551,2010,1368.764215715645,464.99726589200276,670,487.50273410799724,8782.72559012817,10077916.015999999,8695688.77953,2371.3359093346057,23510565.95947,6411.389680793564,-14945776.230470002,-4075.7502673766026,6023.574297188755,1905,952.5
1520,HAZLEHURST,12516643.14305921,1732.3223098327553,0.5122,1120.7910509204748,3159608.676,2369816.92305921,8686800,179070,460375,107950,747395,173990,1334813.688,21717,499110,911917.55905921,140899.896,1133.8077633324792,6852.954188332479,5719.146425,1745.3390222447588,9162.60965324476,3159608.676,2387623.7856388297,2801830,1368,10146826.22,7417.270631,7823792.31,2323033.914,3159608.676,2323033.914,4.141842972,6715514,4909.001462,8603829.31,6289.348911,39,101,98,89,125,83,97,123,66,131,105,116,90,84,1368,524,137,5,0,5,5,5,14,5,5,24,5,37,5,0,107,112843167,5442692.68,HAZLEHURST,330.287751,0.317,4178602.9,1174.90906,47,58,10,309941.99,726902.32,700.6896,433.656,112843.167,82.48769518,5444220.634,3979.693446,6280795.396,4591.224705,12229640,8939,5442692,3978,Town,89900,37137,661335,413062.2707,132461,1698.124206,0.07858157028,0.1622,221.8896,68.4,1827.51584,12534450.00563883,3159608.676,3384301.501522484,2309.655464912281,9374841.329638831,-2283084.0039999997,3978.576520467836,-1668.921055555555,5750.739130434783,6857.304347826087,748.347826086956,589.5082083421817,2010,1315.4917916578183,252.7881679389313,670,699.7118320610687,9149.592940832756,3159608.676,3379493.648625987,2309.655464912281,9357034.46705921,6839.937475920475,-2283084.0039999997,-1668.921055555555,6499.086956521739,1905,952.5
2500,HINDS COUNTY,40837106.789979644,479.06065809735264,0.3017,31.92439538106737,11026018.833294505,2379973.3499796465,31546800,1497330,1762125,226695,3486150,93980,2855300.8680000002,78867,1154430,1621578.9219796406,0,59.72777168535322,6028.424945685353,5968.697174,517.1474749525387,8258.116363952538,11077106.96595138,2569188.6561162174,2801860,4968,38457133.44,7740.968889,29652487.56,8804645.881,12272488.31,8804645.881,7.864957046,25479863,5128.7969,32609799.56,6563.969316,86,329,320,326,362,309,380,399,367,391,452,434,352,399,4968,1212,74,50,0,56,19,5,42,112,16,101,5,225,5,0,631,438303154,28401203.2,HINDS COUNT,631.6626996,0.204,10854508.62,4539.08777,393,222,21,1141362.53,2780140.03,1498.8456,1013.472,438303.154,88.22527254,20337311.25,4093.661684,23805153.68,4791.6976,54132188,10896,28401203,5716,Rural,149700,60334,2923802,1502575.544,0,1772.271715,0.041350429540000004,0,0,248.4,6175.673680000001,41026322.096116215,12272488.312,11077106.96595138,2229.691418267186,29949215.130164836,-17324096.23404862,5716.828341384863,-3487.1369231176773,4597.172955974843,5783.490566037736,884.1949685534591,1002.4885445171936,2010,902.5114554828064,0,670,952.5,8220.029547097352,12272488.311999999,11026018.833294505,2219.407977716285,29811087.95668514,6000.621569381067,-17375184.366705492,-3497.420363668578,5481.367924528302,1905,952.5
7611,HOLLANDALE,5301746.903976968,1148.6431386951972,0.7313,1148.6431382061446,940682.064,629456.4399769679,3479800,194310,206375,53975,454660,0,763433.322,8699.5,19050,443419.30797696725,132684.774,1294.8737666095567,8104.378146609557,6809.50438,1294.8737670986084,9820.951256098608,940682.064,709590.8243420376,2801890,548,4672290.464,8526.077489,3731608.4,940682.064,940682.064,1109325.618,2.873005181,3244025,5919.75365,4108613.4,7497.469708,40,33,29,32,45,49,36,30,46,47,47,35,37,32,548,20,0,5,0,5,5,0,5,23,0,11,0,23,0,5,83,33595788,1852461.6,HOLLANDALE,190.7410413,0.366,4336243.53,486.931409,51,26,5,123415.81,327941.59,400.7524,200.568,33595.788,61.30618248,3167931.336,5780.896599,2999287.782,5473.152887,5132712,9366,1852461,3380,Rural,67300,32604,335956,153181.2118,0,1716.573109,0.09126994819,0.3813,208.95239999999998,27.400000000000002,765.09096,5381881.288342037,940682.064,1453107.94785235,1716.5731094890511,4441199.224342037,-911779.536,3380.404379562044,-1663.831270072993,4097.024390243902,5850.243902439024,1447.6097560975613,382.23404725710935,2010,1522.7659527428907,0,670,952.5,9674.720627695197,940682.064,1431471.6640737813,1716.5731094890511,4361064.839976967,7958.147518206145,-911779.5360000001,-1663.831270072993,5544.634146341464,1905,952.5
4720,HOLLY SPRINGS,9356199.328968832,918.5823703354454,0.43,333.1743020948752,2526173.818821585,941546.9289688319,6508750,487680,436562.5,107950,1032192.5,27940,839628.75,16271.875,325755,553591.203968832,52070.000000000015,352.39782400835156,6682.663044008352,6330.26522,944.9159619977418,9154.332936997742,2533461.6403141255,968538.8604226856,2801950,1025,8414652.4,8209.416975,6488521.85,1926130.55,2606961.504,1926130.55,5.711054768,5870114,5726.940488,7133816.85,6959.821317,17,75,87,90,88,68,73,85,63,71,96,86,72,43,1025,342,22,15,0,23,5,5,5,65,5,25,0,40,0,5,191,93105768,5233731.99,HOLLY SPRIN,179.4764788,0.329,4063947.91,930.405556,128,55,10,236079.49,637854.36,440.75,337.225,93105.768,90.83489561,4526855.346,4416.44424,5207686.301,5080.669561,10848319,10583,5233731,5106,Town,88900,36744,977384,314546.6953,162627,1879.151756,0.06288945232,0.08000000000000002,82.00000000000001,51.25,1386.2375,9383191.260422686,2606961.5039999997,2533461.6403141255,2471.6698929893905,6849729.620108561,-2700270.349685875,5106.079990243903,-2634.4100972545125,5064.165803108808,5642.927461139896,283.98186528497445,713.6623829835509,2010,1191.3376170164493,475.5175438596491,670,476.9824561403509,9127.999345335445,2606961.5039999997,2526173.818821585,2464.5598232405705,6830025.510147247,6663.439522094875,-2707558.1711784154,-2641.5201670033325,5348.147668393783,1905,952.5
2611,HOLMES CONSOL,23698191.9015981,1759.840977345165,0.5658,1759.8409772005116,3548827.856,4477035.441598099,16154400,800100,777875,107950,1685925,6350,2742047.8559999997,40386,836295,1884176.0935981,348611.952,1790.412863139638,7950.919388139638,6160.506525,1790.412863284292,9345.898891284292,3548827.856,4554810.319427237,2800195,2544,19221156.46,7555.486028,15672328.6,3548827.856,3548827.856,4658891.742,3.36254365,13537544,5321.361635,17255154.6,6782.686557,101,188,176,170,203,134,161,223,174,202,213,220,188,182,2544,878,5,5,0,29,32,5,24,90,5,32,0,91,0,5,312,126743852,6609648.9,HOLMES CONS,756.5701042,0.433,20286509.1,2157.23261,210,98,10,569395.68,1331077.92,1439.3952,1101.552,126743.852,49.82069654,13706326.74,5387.707053,12596262.86,4951.361186,20381503,8011,6609648,2598,Rural,60400,21504,1299812,731409.3179,344157,1394.979503,0.0863745635,0.2158,548.9952,127.2,3435.27808,23775966.77942724,3548827.856,6419511.030445355,1394.9795031446542,20227138.92342724,-3060821.044,2598.132429245283,-1203.152926100629,4087.4591194968552,5593.867924528302,1214.1918238993712,508.1365547835647,2010,1396.8634452164351,391.9783599088838,670,560.5216400911162,9315.327005345165,3548827.856,6398511.813431487,1394.9795031446542,20149364.0455981,7920.347502200511,-3060821.044,-1203.152926100629,5301.6509433962265,1904.9999999999998,952.5
2700,HUMPHREYS COUNTY,12120989.291601785,1185.5224652144025,0.6359,1185.5224649219408,2416598.5760000004,1430925.6116017848,7664450,510540,460375,161925,1132840,0,1462147.1265,19161.125,610552.5,1012711.9146017864,219126.62550000005,1163.6018546685657,8018.171117668566,6854.569263,1163.6018549610271,10020.324038961027,2416598.5760000004,1404467.4350259602,2802040,1207,10690063.68,8856.722184,8273465.1,2416598.576,2416598.576,2463073.677,2.883267673,7296613,6045.2468929999995,9122495.1,7557.990969,0,78,63,66,105,56,79,108,106,114,121,123,95,68,1207,641,0,5,0,5,5,5,21,67,5,22,0,62,5,5,210,86307092,3266347.3,HUMPHREYS C,418.6222498,0.433,4763728.07,1194.56182,134,58,15,277451.84,608771.26,767.5313,522.631,86307.092,71.50546147,6705896.524,5555.838048,6659421.423,5517.333408,10653589,8826,3266347,2706,Town,69100,28962,906418,367458.9429,234793,2002.152921,0.09116732326999999,0.28590000000000004,345.08130000000006,60.35,1749.33502,12094531.11502596,2416598.5760000004,3265523.4010570096,2002.1529212924609,9677932.53902596,-849748.7239999995,2706.1700911350454,-704.0171698425845,4378.830917874396,5774.299516908212,1093.826086956522,478.7543425264872,2010,1426.245657473513,366.29173166926677,670,586.2082683307333,10042.244649214403,2416598.5760000004,3272667.108732482,2002.1529212924609,9704390.715601783,8040.091727921941,-849748.7239999995,-704.0171698425845,5472.657004830918,1905,952.5
2900,ITAWAMBA COUNTY,29682895.129578672,584.8451682455325,0.1791,584.8451675047918,4626134.5479999995,1973852.439578671,21431250,1196340,3143250,161925,4501515,27940,1151501.0625,53578.125,925830,1591280.9420786723,0,620.2306316113172,7459.610821611317,6839.38019,620.2306323520588,8830.317354352059,4626134.5479999995,2093278.3809381947,2802100,3375,27709042.69,8210.086722,23082908.14,4626134.548,4626134.548,6863000.708,6.335388022,19941628,5908.630519,25418521.14,7531.413671,0,283,271,256,248,258,227,249,285,268,234,269,230,217,3375,972,22,42,0,30,34,5,22,127,5,288,5,157,5,5,727,165219091,7590614.85,ITAWAMBA CO,532.7219088,0.159,7372394.53,3113.61667,314,396,15,774387.48,1986813.66,604.4625,536.625,165219.091,48.95380474,20792386.59,6160.707138,18555520.43,5497.93198,27912321,8270,7590614,2249,Rural,87600,44567,2705112,991291.2718,431103,1370.706533,0.05664611978,0,0,168.75,4423.87625,29802321.070938196,4626134.5479999995,8046626.689153314,1370.7065327407406,25176186.522938196,-2964480.302,2249.0710666666664,-878.3645339259258,3731.1889655172413,6551.213793103449,2477.797241379311,1639.9549546911512,2010,265.0450453088488,443.5216049382716,670,508.9783950617284,8794.931890245532,4626134.5479999995,8014381.684986242,1370.7065327407406,25056760.581578672,7424.225357504792,-2964480.302,-878.3645339259258,6208.986206896552,1905,952.5
3000,JACKSON COUNTY,68509812.434,159.4315632595999,0.1588,11.860670327419939,16684565.715999998,1419897.5040000007,56553100,2937510,3579812.5,496570,7013892.5,241300,2694189.684,141382.75,1865947.5,0,0,362.17129170626504,6169.449035706265,5807.277744,509.742184638445,8042.856369638445,16684565.715999998,4539763.897999994,2802160,8906,67089914.93,7533.114185,51719615.59,15370299.34,16684565.72,15370299.34,17.34046799,44651755,5013.671121,56927034.59,6391.986817,0,622,676,645,613,664,642,690,709,713,791,697,686,589,8906,1959,190,123,0,102,48,14,37,212,36,224,5,457,5,5,1263,595877347,39052547.89,JACKSON COU,513.5962884,0.152,19167342.79,8023.70787,771,451,46,2053657.83,4357233.76,1414.2728,1353.712,595877.347,66.90740478,40242468.87,4518.579483,41556735.25,4666.150376,84361271,9472,39052547,4384,Rural,146700,56700,4881551,2579227.051,675496,1725.836441,0,0,0,445.3,10788.94684,71629678.828,16684565.715999998,19340013.28356,1873.4073339321803,54945113.112,-22367982.174,4384.970569279138,-2511.5632353469573,3849.8036277602523,5836.344637223975,1681.6573343848577,1823.7125475367977,2010,81.28745246320227,344.8167432363451,670,607.683256763655,7692.5457482596,16684565.715999998,18497649.357180003,1873.4073339321803,51825246.718,5819.13841432742,-22367982.174000002,-2511.5632353469573,5531.46096214511,1905,952.5
2520,JACKSON PUBLIC,158764273.53,739.628041424372,0.5392,620.1379646846599,35388877.888000004,13838440.629999995,118808500,4217670,8159750,474980,12852400,527050,19218462.96,297021.25,4812982.5,0,2247856.8200000003,997.3710876135748,6971.321612613575,5973.950525,1116.861164353286,8862.763509353286,35388877.888000004,20896472.359999985,2802190,18710,144925832.9,7745.902345,111772614.3,33153218.55,35388877.89,33153218.55,179.7390101,97624406,5217.766221,122789698.3,6562.784517,800,1273,1357,1325,1473,1134,1365,1361,1046,1280,1775,1560,1339,1336,18710,5053,415,191,5,249,84,18,347,373,29,383,5,485,5,5,2181,1263888496,96927943.61,JACKSON PUB,104.0953769,0.401,67919104.22,16679.1833,1107,1028,44,4155700.27,11759441.05,10088.432,7502.71,1263888.496,67.55149631,87400820.43,4671.342621,89636479.77,4790.832698,192785416,10303,96927943,5180,City,89100,38399,10955513,5655999.467,1437620,1771.95182,0,0.18920000000000003,3539.9320000000007,935.5,25002.247800000005,165822305.26,35388877.888000004,44772022.4202,1891.4418967397116,130433427.37199998,-61539065.721999995,5180.542149118119,-3289.1002523784073,5027.770995869665,6223.405231757687,870.5309775126207,560.6420766874377,2010,1344.3579233125624,284.50821294280627,670,667.9917870571937,8485.530386424372,35388877.888000004,42866353.8531,1891.4418967397116,123375395.64199999,6594.08848968466,-61539065.721999995,-3289.1002523784073,5898.301973382286,1905,952.5
