dist_id,district,total_enroll,model_4_total_funding,model_4_pp_funding,model_4_diff_total,model_4_diff_pp,model_4_state_share,model_4_state_share_pp,model_4_local_share_total,model_4_local_share_pp,model_4_local_mills_total,base_funding,sped_tier_1_funding,sped_tier_2_funding,sped_tier_3_funding,total_sped_funding,ell_funding,ed_funding,gifted_funding,vocational_funding,conc_pov_funding,sparsity_funding,local_share_expected_total,maep_rev_fy24,maep_fy24_pp,maep_rev_full_funding_fy24,maep_full_pp_fy24,maep_expected_local_total,maep_expected_local_pp,sped_pp_diff,ed_pp_diff,ell_enroll,gifted_enroll,econ_dis_enroll,stpov_enroll,sped_tier_1_enroll,sped_tier_2_enroll,sped_tier_3_enroll,local_diff_pp,local_funding_28_mill,local_funding_27_pct,totalEnrollment,direct_cert_pct,vocational_enroll,assessed_value,stpov_rate,ada_addon_fy24,teacher_addon_fy24,mill_1_value,mill_1_value_pp,local_share_mills,local_share_pp_mills,local_share_pct,sped_funding,at_risk_funding,cte_funding,local_share_expected_pp,sparsity_weight_adj,conc_pov_weight_adj,conc_pov_adm,sparsity_weighted_enroll,cte_pp_funding
0614,CLEVELAND,2818,23705172.046,8412.055374733854,1284343.2950000018,455.76412171753054,17565020.882,6233.1514840312275,6140151.164000001,2178.903890702626,6140151.164000001,17894300,1047750,1246187.5,269875,2563812.5,78740,2398551.972,44735.75,551815,173216.82400000002,0,5131952.451,17288876.3,6135.158374733854,19007231.3,6744.93658623137,22420828.751,7956.291253016324,1073.6378555798692,1237.0268237361747,62,140.9,1259.0824,1141.29,275,157,25,2552.8671217175297,6140151.164000001,5131952.451,2818,0.4468,869,219291113,0.405,637882.11,1699925.19,219291.113,77.81799609652236,12867080.136,4566.032695528744,13875278.849,2073160,841033.26990588,366002,1821.13287828247,0,0.0968,272.7824,3733.0979600000005,421.1760644418872
2521,CLINTON,5211,39253320.4645,7532.780745442334,-137279.19349999726,-26.34411696411462,30980018.056500003,5945.119565630398,8273302.408,1587.6611798119363,8273302.408,33089850,1645920,1468437.5,107950,3222307.5,300990,1756078.3395,82724.625,801370,0,0,8273302.408,31117297.25,5971.463682594512,34272499.25,6576.952456342353,39390599.658,7559.124862406448,1418.9545454545455,257.2411636433301,237,260.55,921.8259,807.705,432,185,10,2202.338820188063,8273302.408,9253574.7975,5211,0.1769,1262,295475086,0.155,1193720.75,2470788.5,295475.086,56.70218499328344,25999196.842,4989.291276530416,25018924.4525,2332623,1518946.77230744,423413,1587.6611798119363,0,0,0,6181.6252699999995,335.5095087163233
1400,COAHOMA COUNTY,988,8953649.328349069,9062.398105616467,391510.0943490695,396.2652776812447,6536164.00969482,6615.550617100021,2417485.318654249,2446.8474885164464,4089162.9239999996,6273800,407670,468312.5,161925,1037907.5,0,1005439.1880000001,15684.500000000002,231775,115563.39600000002,273479.7443490689,1960355.034,6601784.199999999,6681.967813765182,7260574.199999999,7348.75931174089,8562139.234,8666.132827935222,249.38397790055205,1319.5527791288803,0,49.400000000000006,527.7896000000001,434.72,107,59,15,3742.83498582996,4089162.924,1960355.034,988,0.5342,365,146041533,0.44,226729.81,643050.39,146041.533,147.81531680161942,3171411.2759999996,3209.930441295546,5300219.165999999,992769,308992.95452468,107670,1984.1650141700404,0.03150626744126857,0.18420000000000003,181.98960000000002,1366.95584,294.986301369863
8111,COFFEEVILLE,417,3722074.5808599247,8925.838323405094,106111.06325992476,254.46298143866625,2717114.444027745,6515.86197608572,1004960.1368321797,2409.9763473193757,1406185.228,2647950,156210,198437.5,53975,408622.5,0,400131.7245,6619.875,83185,40698.99150000002,134866.48985992462,827744.6376000001,2788218.8800000004,6686.376211031176,3065720.8800000004,7351.848633093526,3615963.5176,8671.375341966428,1418.359154929578,1346.90136492288,0,20.85,210.0429,146.36700000000002,41,25,5,2786.000869064748,1406185.228,827744.6376000001,417,0.5037,131,50220901,0.35100000000000003,96067.99,277663.89,50220.901,120.43381534772182,1659535.6520000005,3979.7018033573154,2237976.2424000003,307919,117224.65579764,57880,1984.999130935252,0.0375965058169592,0.15370000000000006,64.09290000000003,564.9146600000001,441.8320610687023
4620,COLUMBIA,1646,13872312.362,8427.893294046173,636121.5040000007,386.4650692588093,11449331.074,6955.851199270959,2422981.288,1472.0420947752127,2422981.288,10452100,800100,1206500,53975,2060575,6350,1010927.1120000002,26130.250000000004,316230,0,0,2422981.288,10813209.57,6569.386130012151,11919949.57,7241.767660996355,13236190.858,8041.428224787363,1646.6158038147137,1038.4820645871337,5,82.30000000000001,530.6704000000001,490.508,210,152,5,2295.9579052247873,2422981.288,3218386.3839,1646,0.3224,498,86535046,0.298,367442.53,816243.04,86535.046,52.5729319562576,9496968.282,5769.725566221142,8701563.1861,1456267,459835.41939272,79052,1472.0420947752127,0,0,0,2184.6161199999997,158.73895582329317
4420,COLUMBUS,3090,27152205.03,8787.12136893204,2940010.5889,951.4597375080903,20993347.794,6793.96368737864,6158857.2360000005,1993.157681553398,6158857.2360000005,19621500,952500,2000250,161925,3114675,57150,3221654.085,49053.75,701040,387132.19500000007,0,5545675.511100001,18666518.93,6040.944637540453,20539538.93,6647.099977346278,24212194.4411,7835.661631423949,1430.5976789168271,1349.6073509376597,45,154.5,1691.157,1016.61,250,252,15,2520.283006116505,6158857.2360000005,5545675.511100001,3090,0.5473,1104,219959187,0.32899999999999996,694447.69,1675292.24,219959.187,71.18420291262136,14380681.693999998,4653.94229579288,14993863.418899998,2375056,939256.16621032,337991,1794.7169938834954,0,0.19730000000000003,609.657,4275.9378,306.151268115942
1500,COPIAH COUNTY,2205,18197703.825055473,8252.926904787062,629452.0630554706,285.4657882337733,14514089.093055472,6582.353330183887,3683614.732,1670.5735746031746,3683614.732,14001750,830580,936625,183515,1950720,130810,1653326.6400000001,35004.375,353060,61047.63000000004,11985.180055472336,3683614.732,13884637.03,6296.887541950114,15294706.03,6936.3746167800455,17568251.762000002,7967.461116553289,1322.9263456090657,1130.9664800504213,103,110.25,867.888,544.635,218,118,17,570.4264253968254,3683614.732,4129570.628100001,2205,0.3936,556,131557669,0.247,509557.71,1106346.32,131557.669,59.66334195011338,11611091.298,5265.801042176871,11165135.4019,1483727,671774.403562,137076,1670.5735746031746,6.590435214264989e-4,0.04360000000000003,96.13800000000006,2863.8927,246.53956834532374
0220,CORINTH,2490,20053315.24,8053.540257028112,2841054.481999997,1140.985735742971,16922855.012,6796.327314056224,3130460.228,1257.2129429718875,3130460.228,15811500,834390,762000,161925,1758315,293370,1537826.4899999998,39528.75,612775,0,0,3130460.228,14081800.53,5655.341578313253,15517490.53,6231.923907630523,17212260.758,6912.554521285141,1359.2939393939396,999.3198655947909,231,124.5,807.2579999999999,672.3000000000001,219,96,15,1433.7870570281125,3130460.228,4189722.4431000007,2490,0.3242,965,111802151,0.27,548826.38,1041315.15,111802.151,44.900462248995986,12387030.302,4974.710964658635,11327768.0869,1309748,731117.53393968,149433,1257.2129429718875,0,0,0,3158.0024,154.85284974093264
1600,COVINGTON COUNTY,2609,21925803.621000003,8403.910931774628,224642.10600000247,86.10276197777057,16005836.643330002,6134.854980195478,5919966.977670001,2269.055951579149,8160987.716,16567150,1828800,1039812.5,53975,2922587.5,77470,1906547.622,41417.87500000001,354965,55665.62400000004,0,4969173.015000001,16731988.5,6413.180720582599,18404344.5,7054.1757378305865,21701161.515,8317.808169796857,-12.552759740259717,1144.098702128431,61,130.45000000000002,1000.8124,746.1740000000001,480,131,5,2042.3725507857416,8160987.716,4969173.015000001,2609,0.3836,559,291463847,0.28600000000000003,600717.12,1580427.38,291463.847,111.7147746262936,10243356.784,3926.162048294366,13435171.485,2930320,761519.45408596,323221,1904.6274492142584,0,0.03360000000000002,87.66240000000005,3452.88246,578.2128801431127
1700,DESOTO COUNTY,35003,272352556.3225,7780.834680527383,8593956.014499992,245.52055579521857,213721887.55449998,6105.816288732394,58630668.768,1675.018391794989,58630668.768,222269050,10435590,19232562.5,1435735,31103887.5,1990090,11769146.1975,555672.625,4664710,0,0,58630668.768,205127931.54,5860.295732937177,225828625.54,6451.693441704996,263758600.308,7535.314124732165,987.0080264400376,274.0073527015693,1567,1750.15,6178.0295,4445.381,2739,2423,133,1785.981608205011,58630668.768,60973728.8958,35003,0.1765,7346,2093952456,0.127,8036987.35,16978282.19,2093952.456,59.82208542124961,167197956.77199998,4776.675049910007,164854896.6442,25877680,10076320.6892928,1562060,1675.018391794989,0,0,0,42890.16635,212.64089300299483
6811,E. TALLAHATCHIE,853,7109489.53580295,8334.68878757673,76061.38580295071,89.16926823323774,5558180.475802951,6516.038072453635,1551309.0599999998,1818.6507151230946,1551309.0599999998,5416550,266700,285750,53975,606425,0,655348.3845,13541.375000000002,203200,28870.211500000012,185554.5648029504,1551309.0599999998,5482119.09,6426.8688042203985,6024643.09,7062.887561547479,7033428.149999999,8245.519519343492,-367.76576576576554,1135.9677495571268,0,42.650000000000006,344.0149,367.643,70,36,5,1213.3492848769054,1551309.0599999998,1626653.6343,853,0.4033,320,55403895,0.431,195642.11,566081.98,55403.895,64.95181125439625,4473334.03,5244.236846424385,4397989.4557,647247,264558.55273288,59279,1818.6507151230944,0.02679900455162007,0.053300000000000014,45.464900000000014,1090.38346,185.246875
3111,EAST JASPER,755,6413096.31714515,8494.16730747702,-64670.4023548495,-85.65616205940205,4681560.311515959,6200.7421344582235,1731536.0056291907,2293.4251730187957,2451217.468,4794250,220980,476250,53975,751205,6350,534750.645,11985.625,134620,10451.46500000002,169483.5821451504,1483037.8695,4994728.85,6615.534900662251,5492732.85,7275.142847682118,6477766.7195,8579.823469536423,909.7886178861781,1082.2948367794406,5,37.75,280.709,224.235,58,60,5,5727.711431125828,2451217.468,1483037.8695,755,0.3718,212,87543481,0.297,171800.42,489891.43,87543.481,115.95163046357617,3041515.382,4028.4971947019862,4009694.9805,639301,230940.74366248,43920,1964.288568874172,0.027145114429514724,0.02180000000000004,16.45900000000003,983.2461000000001,207.16981132075472
1211,ENTERPRISE,955,7481570,7834.104712041885,-111860.54030000046,-117.1314558115173,5696782.744,5965.217532984293,1784787.256,1868.8871790575918,1784787.256,6064250,300990,635000,53975,989965,0,227409.375,15160.625,184785,0,0,1738363.6503,5855066.89,6130.960094240837,6438383.89,6741.763235602094,7593430.5403,7951.236167853403,1888.8170731707314,-379.76414244758143,0,47.75,119.375,138.475,79,80,5,2043.7239263874344,1784787.256,1738363.6503,955,0.125,291,63742402,0.145,208497.93,571244.96,63742.402,66.74597068062828,4653596.634,4872.876056544502,4700020.2397,680199,272743.71950468,123212,1820.2760736125656,0,0,0,1178.2,423.40893470790377
6220,FOREST SEPARATE,1645,13358114,8120.434042553192,1090975.3760000002,663.2069155015206,10691233.896,6499.230331914893,2666880.104,1621.2037106382977,2666880.104,10445750,716280,468312.5,107950,1292542.5,647700,830437.125,26114.375,115570,0,0,2666880.104,9600258.52,5836.0234164133735,10568378.52,6424.5462127659575,12267138.624,7457.227127051671,1086.3560311284045,795.8326484488846,510,82.25,435.925,463.88999999999993,188,59,10,1875.7962893617023,2666880.104,2853462.2004,1645,0.265,182,95245718,0.282,378194.67,798644.85,95245.718,57.90013252279635,7901498.415999999,4803.342502127659,7714916.319599999,1013349,483513.77772492,26415,1621.2037106382977,0,0,0,2103.64,145.13736263736263
