dist_id,district,total_enroll,geoid,local_diff_pp,maep_expected_local_total,maep_expected_local_pp,maep_rev_fy24,local_share_expected_total,local_funding_28_mill,local_funding_27_pct,st_per_sq_mile,maep_rev_fy23,maep_fy23_pp,maep_fy24_pp,maep_rev_full_funding_fy24,maep_full_pp_fy24,gr_prek_enroll,gr_k_enroll,gr_1_enroll,gr_2_enroll,gr_3_enroll,gr_4_enroll,gr_5_enroll,gr_6_enroll,gr_7_enroll,gr_8_enroll,gr_9_enroll,gr_10_enroll,gr_11_enroll,gr_12_enroll,totalEnrollment,assessed_value,local_revenue,sq_miles,stpov_rate,federal_revenue,total_ada,ada_addon_fy24,teacher_addon_fy24,econ_dis_enroll,stpov_enroll,mill_1_value,mill_1_value_pp,local_share_mills,local_share_pp_mills,local_share_pct,local_share_pp_pct,rev_total_local_state,rev_pp_local_state,local_revenue_total,local_revenue_pp,urbanicity,mpv,mhi,sped_funding,at_risk_funding,cte_funding,local_share_expected_pp,direct_cert_pct,ell_enroll,vocational_enroll,sped_tier_1_enroll,sped_tier_2_enroll,sped_tier_3_enroll,sped_enroll,sparsity_multiplier,students_sq_mile,matt_wsf_pp,matt_wsf_total
6811,E. TALLAHATCHIE,853,2801410,1213.3492848769054,7033428.149999999,8245.519519343492,5482119.09,1551309.0599999998,1551309.0599999998,1626653.6343,2.320099544837993,4785661,5610.388042203986,6426.8688042203985,6024643.09,7062.887561547479,20,59,60,50,72,40,57,79,55,79,94,70,51,60,853,55403895,2587029.16,367.6566386549431,0.431,4882824.79,770.616667,195642.11,566081.98,344.0149,367.643,55403.895,64.95181125439625,4473334.03,5244.236846424385,4397989.4557,5155.90791992966,7307424,8566,2587029,3032,Town,65600,31982,647247,264558.55273288,59279,1818.6507151230944,0.4,4,321,82,42,1,125,0.058,2.219,9050,7719986
3111,EAST JASPER,755,2801380,5727.711431125828,6477766.7195,8579.823469536423,4994728.85,1483037.8695,2451217.468,1483037.8695,2.2854885570485277,3672371,4864.067549668875,6615.534900662251,5492732.85,7275.142847682118,5,59,47,55,65,39,58,50,59,56,62,64,54,64,755,87543481,5808166.72,330.34512365925144,0.297,3508970.12,682.879915,171800.42,489891.43,280.709,224.235,87543.481,115.95163046357617,3041515.382,4028.4971947019862,4009694.9805,5310.854278807947,10141203,13432,5808166,7692,Rural,75100,31824,639301,230940.74366248,43920,1964.288568874172,0.37,2,176,65,44,0,109,0.059,2.077,8897,6717072
1211,ENTERPRISE,955,2801440,2043.7239263874344,7593430.5403,7951.236167853403,5855066.89,1738363.6503,1784787.256,1738363.6503,5.296080283810711,4969352,5203.509947643979,6130.960094240837,6438383.89,6741.763235602094,54,75,53,69,63,71,66,64,62,69,76,72,75,69,955,63742402,3690708.5,180.32203985262188,0.145,1824087.87,798.201117,208497.93,571244.96,119.375,138.475,63742.402,66.74597068062828,4653596.634,4872.876056544502,4700020.2397,4921.487161989528,8766032,9179,3690708,3864,Rural,109200,62896,680199,272743.71950468,123212,1820.2760736125656,0.13,0,264,84,74,2,160,0.032,4.815,8383,8005922
6220,FOREST SEPARATE,1645,2801470,1875.7962893617023,12267138.624,7457.227127051671,9600258.52,2666880.104,2666880.104,2853462.2004,18.332709151893855,8395131,5103.423100303951,5836.0234164133735,10568378.52,6424.5462127659575,0,152,125,162,149,107,110,125,97,130,146,123,99,92,1645,95245718,5753213.69,89.73032770936987,0.282,4835253.22,1487.47486,378194.67,798644.85,435.925,463.88999999999993,95245.718,57.90013252279635,7901498.415999999,4803.342502127659,7714916.319599999,4689.918735319148,14176632,8618,5753213,3497,Town,71100,31197,1013349,483513.77772492,26415,1621.2037106382977,0.27,516,186,185,58,2,245,0,18.99,8446,13893230
1802,FORREST AHS,611,2801510,2040.8882710310963,4932659.5864,8073.092612765958,3802241.32,1130418.2664,20963441.968,1130418.2664,Inf,3286429,5378.770867430442,6222.980883797054,4186734.32,6852.265662847791,0,0,0,0,0,0,0,0,0,0,169,171,5,135,611,748694356,2377849.11,0,0,1634607.82,525.039106,137674.08,319167.24,171.9354,0,748694.356,1225.3590114566284,-16776707.648000002,-27457.78665793781,3056316.0536,5002.153933878887,5723249,9367,2377849,3891,NA,NA,NA,431797,175397.96518344,303964,1850.1117289689037,0.28,8,335,40,57,7,104,0.063,1.659,9310,5688463
1800,FORREST COUNTY,2129,2801490,2446.43775974636,17152312.8595,8056.511441756693,13225239.85,3927073.0095,5323374.588,3927073.0095,6.099294674878881,11758426,5522.980742132457,6211.949201503053,14544714.85,6831.712000939408,57,212,221,188,188,196,164,225,198,209,72,61,47,45,2129,190120521,9137099.36,349.05675385199805,0.252,9825275.76,1940.25,480573.7,1264178.15,723.0084,536.508,190120.521,89.30038562705496,9221340.261999998,4331.301203381869,10617641.8405,4987.149760685767,20617587,9684,9137099,4291,Rural,110900,39531,1873962,631433.0326775201,233371,1844.5622402536403,0.34,81,545,307,150,13,470,0.024,5.553,8996,19151721
1900,FRANKLIN COUNTY,1211,2801530,1229.878520231214,10361425.922,8556.090769611892,8409146.81,1952279.112,1952279.112,2500248.2786999997,2.1475970546666097,7162297,5914.365813377374,6943.969289843105,9260178.81,7646.720734929809,41,83,88,84,77,79,74,79,100,103,101,122,100,63,1211,69724254,3442611.43,563.8860406185433,0.314,5208620.27,1086.38889,271608.29,732875.52,311.59029999999996,380.254,69724.254,57.5757671345995,7307899.697999999,6034.599255161023,6759930.531299999,5582.106136498761,10847274,8957,3442611,2842,Rural,76600,40219,1232123,348749.86243464,275179,1612.121479768786,0.26,1,302,208,79,5,292,0.059,2.077,9134,11061250
2000,GEORGE COUNTY,4165,2801560,1099.6429579831934,30804624.96,7396.068417767107,25442782.88,5361842.08,5361842.08,7566356.8476,8.701916152125772,22230598,5337.478511404562,6108.7113757503,28023543.88,6728.341867947179,123,314,334,328,303,299,292,318,334,312,297,255,273,254,4165,191494360,9944452.61,478.63021513744894,0.201,14084643.9,3607.17978,932630.86,2055456.02,1003.3485,837.1650000000001,191494.36,45.977037214885954,22661701.799999997,5440.984825930372,20457187.032399997,4911.68956360144,32399148,7778,9944452,2387,Rural,110800,47292,2616531,1193583.48423916,534023,1287.3570420168066,0.24,48,1237,521,188,13,722,0,8.309,8266,34428330
2100,GREENE COUNTY,1640,2801590,2093.6858093292685,13975838.2827,8521.852611402439,10774043.01,3201795.2727,3571711.892,3201795.2727,2.3013007668174144,9199826,5609.65,6569.538420731707,11858501.01,7230.793298780488,0,149,149,134,106,124,147,121,129,131,157,103,83,90,1640,127561139,6635647.57,712.6404438947105,0.234,6685145.14,1503.28556,382168.28,956220.73,425.58,383.76,127561.139,77.78118231707317,8286789.118,5052.920193902439,8656705.7373,5278.4791081097555,16071301,9799,6635647,4046,Rural,77700,49677,1159160,484975.38268264,433484,1952.3141906707317,0.26,8,711,187,84,7,278,0.057,2.256,8885,14571077
7620,GREENVILLE,3542,2801620,1770.7298814229248,27385928.68,7731.769813664596,21983421.92,5402506.760000001,5402506.760000001,6532993.4184,94.38547615181574,18699214,5279.281197063806,6206.49969508752,24196271.92,6831.245601355166,110,250,289,315,303,271,287,261,285,247,294,198,198,163,3542,192946670,11675470.27,37.52696012575936,0.4270000000000001,16480297.61,3148.30556,793554.33,1936298.59,2226.5012,1512.4340000000002,192946.67,54.473932806324115,18793765.159999996,5305.975482778091,17663278.501599997,4986.8092889892705,30929039,8732,11675470,3296,Town,73000,26150,1973598,1072265.7975342,421923,1525.2701185770752,0.63,6,642,326,89,11,426,0,166.117,8835,31293364
4211,GREENWOOD-LEFLORE CONS,4030,2800198,1282.1405207940447,30650488.2612,7605.580213697271,23630794.56,7019693.7012,8108869.272,7019693.7012,6.784593962589694,20329784,5044.6114143920595,5863.720734491315,25998865.56,6451.331404466501,106,291,355,301,330,215,324,316,212,265,359,335,290,272,4030,289602474,12187376.13,593.9928052027067,0.473,16341008.19,3518.66111,912529.04,2114143.52,2369.237,1906.19,289602.474,71.86165607940447,17889996.288,4439.205034243176,18979171.8588,4709.4719252605455,32791498,8136,12187376,3024,NA,NA,NA,2360351,1162888.8850842,371679,1741.8594792059553,0.59,98,1100,315,182,9,506,0.019,6.097,9101,36675400
2220,GRENADA,3864,2801680,755.214463768116,30633768.022,7927.993794513458,23980788.71,6652979.312,6652979.312,7131604.961700001,9.15500837734796,22643366,5860.084368530021,6206.208258281574,26413351.71,6835.753548136646,152,346,334,279,271,252,266,250,281,288,280,258,245,253,3864,237606404,9572418.34,422.0640594453864,0.344,15370924.91,3285.71111,859235.85,1956298.86,1155.7224,1329.216,237606.404,61.492340579710145,19760372.398,5113.9680119047625,19281746.7483,4990.100090139752,30737672,7954,9572418,2477,Town,105000,40122,3357478,1112608.06346152,380913,1721.785536231884,0.3,5,1087,290,418,31,739,0,8.489,8743,33781136
2421,GULFPORT,6113,2801710,3363.842131343039,47785440.9811,7817.019627204319,36836092.93,10949348.0511,12165904.828000002,10949348.0511,271.24536213882203,32914005,5384.263863896614,6025.8617585473585,40553140.93,6633.918032062817,81,484,523,498,449,482,456,466,460,485,549,416,360,401,6113,434496601,31515294.04,22.53679086638686,0.32799999999999996,22103133.67,5786.39444,1394972.68,3099817.25,2723.9528,2005.064,434496.601,71.07747439882219,28387236.102,4643.748748895796,29603792.8789,4842.7601634058565,63856597,10446,31515294,5155,City,135900,36464,4718089,1856002.90003748,560025,1791.1578686569608,0.45,320,1542,600,386,25,1011,0,256.549,8832,53990136
2300,HANCOCK COUNTY,4060,2801740,2900.9572360591133,33037286.7016,8137.262734384237,25469273.08,7568013.6216,12012236.936,7568013.6216,10.288330364717131,22007459,5420.556403940886,6273.21997044335,28029680.08,6903.86208866995,5,296,342,338,316,302,289,295,319,344,337,314,293,241,4060,429008462,19348284.81,394.62185369974026,0.211,10670942.95,3713.07263,931929.63,2259750.45,953.288,856.6600000000001,429008.462,105.66710886699508,16017443.143999998,3945.183040394088,20461666.458399996,5039.819324729063,41625877,10252,19348284,4765,Rural,135900,53182,3003329,1208492.21282504,628698,1864.0427639408867,0.23,4,1111,488,248,17,753,0,9.851,8342,33869381
2400,HARRISON COUNTY,14355,2801770,2184.869619059561,109974373.5384,7661.05005492163,84779476.92,25194896.618400004,30333828.196,25194896.618400004,31.394760263462175,73342961,5109.227516544758,5905.919673981191,93314431.92,6500.482892371996,0,1047,1232,1180,1070,1093,1091,1141,1155,1253,1296,1087,832,784,14355,1083351007,56565734.38,457.24190532222747,0.226,30180940.03,13107.5533,3296698.16,7221819.76,5001.282,3244.23,1083351.007,75.46854803204458,62980603.72400001,4387.363547474748,68119535.3016,4745.352511431556,130826693,9113,56565734,3940,Rural,147400,51499,9073970,4185580.12706168,966721,1755.1303809404392,0.35,647,3309,1221,948,58,2227,0,31.306,8508,122136643
1820,HATTIESBURG,3667,2801800,4694.690944286883,28071154.297300003,7655.073438041997,21645436.99,6425717.307300001,10077916.016,6425717.307300001,151.6861202731426,18204749,4964.4802290700845,5902.76438232888,23798952.99,6490.033539678212,96,357,347,305,275,269,209,275,237,269,259,256,235,182,3667,359925572,23641465.01,24.174921168771405,0.33899999999999997,16408732.55,3235.37222,828148.16,2079969.83,1979.4466,1243.1129999999998,359925.572,98.15259667302972,13721036.974000003,3741.760832833379,17373235.6827,4737.724483965094,42378784,11556,23641465,6447,City,106900,33639,2403680,1061450.09985564,680291,1752.3090557131177,0.54,230,1430,294,206,23,523,0,142.579,9071,33262931
1520,HAZLEHURST,1368,2801830,2279.8757940789474,10146826.223700002,7417.270631359651,7823792.31,2323033.9137000004,3159608.676,2323033.9137000004,4.141842971712477,6715514,4909.001461988304,5719.146425438596,8603829.31,6289.348910818714,39,101,98,89,125,83,97,123,66,131,105,116,90,84,1368,112843167,5442692.68,330.28775097052744,0.317,4178602.9,1174.90906,309941.99,726902.32,700.6895999999999,433.656,112843.167,82.4876951754386,5444220.634000001,3979.693445906433,6280795.3963,4591.224704897661,12229640,8939,5442692,3978,Town,89900,37137,661335,413062.27066,132461,1698.1242059210529,0.51,27,497,3,3,0,6,0.042,3.804,8425,11524788
2500,HINDS COUNTY,4968,2801860,3943.7282847826086,38457133.4412,7740.968889130435,29652487.56,8804645.8812,12272488.312,8804645.8812,7.8649570458118365,25479863,5128.796900161031,5968.697173913044,32609799.56,6563.969315619968,86,329,320,326,362,309,380,399,367,391,452,434,352,399,4968,438303154,28401203.2,631.6626996259956,0.204,10854508.62,4539.08777,1141362.53,2780140.03,1498.8456,1013.472,438303.154,88.22527254428341,20337311.248000003,4093.661684380033,23805153.6788,4791.697600402576,54132188,10896,28401203,5716,Rural,149700,60334,2923802,1502575.543721,0,1772.2717152173914,0.3,83,1215,393,254,20,667,0.004,7.564,8262,41047935
7611,HOLLANDALE,548,2801890,1663.4268905109489,4672290.464,8526.077489051095,3731608.4,940682.064,940682.064,1109325.618,2.8730051809394253,3244025,5919.753649635037,6809.504379562044,4108613.4,7497.469708029197,40,33,29,32,45,49,36,30,46,47,47,35,37,32,548,33595788,1852461.6,190.74104134431565,0.366,4336243.53,486.931409,123415.81,327941.59,400.7524,200.568,33595.788,61.306182481751826,3167931.336,5780.896598540146,2999287.7819999997,5473.152886861313,5132712,9366,1852461,3380,Rural,67300,32604,335956,153181.21180896,0,1716.5731094890511,0.73,0,26,33,36,2,71,0.047,3.322,9629,5276884
4720,HOLLY SPRINGS,1025,2801950,3226.848244390244,8414652.399500001,8209.416975121952,6488521.850000001,1926130.5495,2606961.5039999997,1926130.5495,5.711054768038826,5870114,5726.940487804878,6330.2652195121955,7133816.850000001,6959.8213170731715,17,75,87,90,88,68,73,85,63,71,96,86,72,43,1025,93105768,5233731.99,179.47647879972698,0.32899999999999996,4063947.91,930.405556,236079.49,637854.36,440.75,337.22499999999997,93105.768,90.83489560975607,4526855.346000001,4416.444240000001,5207686.3005,5080.6695614634145,10848319,10583,5233731,5106,Town,88900,36744,977384,314546.69534688,162627,1879.1517556097565,0.43,24,419,126,71,4,201,0.025,5.465,9204,9433790
2611,HOLMES CONSOL,2544,2800195,1203.0204968553458,19221156.456,7555.486028301887,15672328.6,3548827.856,3548827.856,4658891.742000001,3.362543650442076,13537544,5321.361635220126,6160.506525157232,17255154.6,6782.686556603774,101,188,176,170,203,134,161,223,174,202,213,220,188,182,2544,126743852,6609648.9,756.5701042023762,0.433,20286509.1,2157.23261,569395.68,1331077.92,1439.3952,1101.552,126743.852,49.820696540880505,13706326.744,5387.70705345912,12596262.858,4951.361186320755,20381503,8011,6609648,2598,Rural,60400,21504,1299812,731409.31790552,344157,1394.9795031446542,0.57,10,892,204,105,3,312,0.05,3.024,9296,23649650
2700,HUMPHREYS COUNTY,1207,2802040,703.8470787075391,10690063.676,8856.722183927091,8273465.1,2416598.5760000004,2416598.5760000004,2463073.677,2.883267672983574,7296613,6045.246893123446,6854.569262634631,9122495.1,7557.990969345485,0,78,63,66,105,56,79,108,106,114,121,123,95,68,1207,86307092,3266347.3,418.6222497861288,0.433,4763728.07,1194.56182,277451.84,608771.26,767.5313,522.631,86307.092,71.50546147473074,6705896.523999999,5555.838048053023,6659421.4229999995,5517.333407622204,10653589,8826,3266347,2706,Town,69100,28962,906418,367458.94291916,234793,2002.1529212924609,0.64,0,546,79,44,3,126,0.053,2.68,9489,11453435
2900,ITAWAMBA COUNTY,3375,2802100,878.2934672592594,27709042.688,8210.08672237037,23082908.14,4626134.5479999995,4626134.5479999995,6863000.707800001,6.33538802246196,19941628,5908.630518518518,6839.38018962963,25418521.14,7531.413671111111,0,283,271,256,248,258,227,249,285,268,234,269,230,217,3375,165219091,7590614.85,532.7219087503436,0.159,7372394.53,3113.61667,774387.48,1986813.66,604.4625,536.625,165219.091,48.953804740740736,20792386.592,6160.707138370371,18555520.4322,5497.931979911111,27912321,8270,7590614,2249,Rural,87600,44567,2705112,991291.2717994,431103,1370.7065327407406,0.18,24,898,338,389,17,744,0.019,6.077,8792,29674083
3000,JACKSON COUNTY,8906,2802160,2658.1635594767577,67089914.929299995,7533.114184740623,51719615.59,15370299.3393,16684565.715999998,15370299.3393,17.340467993401976,44651755,5013.671120592859,5807.277744217381,56927034.59,6391.98681675275,0,622,676,645,613,664,642,690,709,713,791,697,686,589,8906,595877347,39052547.89,513.5962883694212,0.152,19167342.79,8023.70787,2053657.83,4357233.76,1414.2728,1353.712,595877.347,66.90740478329215,40242468.874,4518.57948282057,41556735.2507,4666.150376229508,84361271,9472,39052547,4384,Rural,146700,56700,4881551,2579227.0511712,675496,1725.8364405232426,0.16,190,1686,766,473,36,1275,0,16.443,7969,70969152
2520,JACKSON PUBLIC,18710,2802190,3408.0481803099947,144925832.8664,7745.902344543026,111772614.32,33153218.5464,35388877.888000004,33153218.5464,179.73901008717698,97624406,5217.766221272047,5973.9505248530195,122789698.32,6562.78451737039,800,1273,1357,1325,1473,1134,1365,1361,1046,1280,1775,1560,1339,1336,18710,1263888496,96927943.61,104.09537690746866,0.401,67919104.22,16679.1833,4155700.27,11759441.05,10088.432,7502.71,1263888.496,67.55149631213256,87400820.43199998,4671.342620630678,89636479.7736,4790.832697680385,192785416,10303,96927943,5180,City,89100,38399,10955513,5655999.46667,1437620,1771.951819690005,0.54,469,4631,1142,1011,38,2191,0,149.22,8786,164379588
3300,JEFF DAVIS COUNTY,1235,2802250,2751.483113846153,10669708.0744,8639.439736356275,8227474.72,2442233.3544000005,2990386.364,2442233.3544000005,3.02406815418243,6801130,5506.987854251012,6661.922850202429,9045308.72,7324.136615384616,0,91,106,80,112,83,95,91,89,92,107,92,99,85,1235,106799513,5841123.54,408.39026669816826,0.37200000000000005,7500445.03,1128.20879,288437.71,823222.01,465.9655,459.4200000000001,106799.513,86.47733846153847,6054922.356000001,4902.771138461539,6603075.3656,5346.61972923077,12956938,10491,5841123,4729,Rural,94600,32116,911544,373889.82572456,250985,1977.5168861538464,0.38,3,475,145,50,7,202,0.051,2.925,8995,11108588
3200,JEFFERSON COUNTY,1063,2802220,1641.502190028222,8399079.692,7901.297922859831,6880586.52,1518493.172,1518493.172,2046301.2504,2.044774724268764,5866334,5518.658513640639,6472.800112888052,7578893.52,7129.7210912511755,38,83,81,72,73,69,82,79,74,79,100,90,56,66,1063,54231899,3264024.33,519.8616685660282,0.429,7157999.7,935.093407,235845.75,568908.77,539.6851,456.027,54231.899,51.0177789275635,6060400.347999999,5701.223281279397,5532592.269599999,5204.696396613358,9339856,8786,3264024,3070,Rural,63400,25019,660344,303146.53469380003,176238,1428.497809971778,0.51,0,397,97,59,4,160,0.061,1.913,9429,10023424
3400,JONES COUNTY,8524,2802280,1609.38579680901,65530051.628,7687.711359455654,54844244.16,10685807.468,10685807.468,16320890.9232,12.532828035582142,49078756,5757.714218676678,6434.097156264664,60447744.16,7091.476320976067,213,624,688,620,597,641,573,626,628,652,679,672,560,556,8524,381635981,24411833.97,680.1338034639415,0.206,18990452.13,7660.86304,1923229.75,4166069.41,2010.8116,1755.9440000000002,381635.981,44.77193582824965,49761936.691999994,5837.862117785076,44126853.2368,5176.7777143125295,73166778,8583,24411833,2863,Rural,102600,46981,6678155,2496790.02543584,718492,1253.61420319099,0.24,601,1766,870,631,120,1621,0,12.134,8561,72969705
3500,KEMPER COUNTY,884,2802310,6965.165415045249,7993727.3031,9042.67794468326,6166645.53,1827081.7731,9677971.52,1827081.7731,1.1539308915126445,5063006,5727.382352941177,6975.8433597285075,6766969.53,7654.942907239819,22,64,69,47,57,58,48,64,52,68,79,107,72,52,884,345641840,7984702.55,766.0770731609392,0.38,4120973.57,806.191011,200784.44,742557.09,434.044,335.92,345641.84,390.997556561086,-2911001.990000001,-3292.9886764705893,4939887.7569,5588.108322285068,13208006,14941,7984702,9032,Rural,73600,31103,662251,267481.76264832,212390,2066.8345849547513,0.49,0,305,74,54,2,130,0.069,1.131,9436,8341441
0420,KOSCIUSKO,2123,2802340,1304.8111521431938,16354065.654,7703.281042863871,13300790.73,3053274.9239999996,3053274.9239999996,3950008.9371,13.88364053689658,11686571,5504.743758831842,6265.092195007066,14629662.73,6891.032845030617,126,150,149,149,130,139,160,187,141,172,185,147,110,161,2123,109045533,5823437.56,152.91378326585195,0.301,9306818.41,1876.07778,459536.91,1279002.82,686.1536,639.023,109045.533,51.36388742345737,11576387.806000002,5452.843997173812,10679653.7929,5030.453976872351,17385688,8189,5823437,2743,Town,97600,32570,1771548,642541.40936476,37629,1438.1888478568062,0.32,25,497,230,172,5,407,0,12.404,8607,18272308
3600,LAFAYETTE COUNTY,2872,2802370,2596.703192200557,22266778.982,7753.056748607242,17280134.55,4986644.432,4986644.432,5131261.0485,5.265027287859731,14682761,5112.381963788301,6016.7599408077995,19004670.549999997,6617.225121866294,88,209,223,193,212,172,210,218,207,238,233,241,176,211,2872,178094444,12444490.33,545.4862516329878,0.157,4294321.9,2487.40988,642089.47,1633197.08,462.1047999999999,450.904,178094.444,62.01060027855153,14018026.117999995,4880.928314066851,13873409.501499996,4830.574338962395,27449338,9557,12444490,4333,Town,149100,53438,1883710,811507.5966999601,343697,1736.2968077994428,0.16,51,762,371,173,26,570,0.032,4.774,8564,24595086
3700,LAMAR COUNTY,10276,2802400,1947.812568119891,79915744.05,7776.931106461658,61622538,18293206.05,18456790.856,18293206.05,18.4821098768896,57470339,5592.676041261191,5996.743674581549,67752615,6593.286784741144,256,785,759,698,727,684,761,721,775,815,923,849,712,639,10276,659171102,38313782.71,555.9971274085605,0.16699999999999998,22842073.31,9204.80556,2338823.16,5947122.84,1911.336,1716.092,659171.102,64.14666231996885,49295824.144,4797.1802397820165,49459408.95,4813.099352861036,91650374,8918,38313782,3728,Rural,177100,60830,7523075,3018306.42710432,905221,1780.187431880109,0.19,330,2874,1223,792,42,2057,0,18.161,8428,86602431
3800,LAUDERDALE COUNTY,5910,2802430,1427.2747289340102,46427507.172,7855.754174619289,37073600.82,9353906.352,9353906.352,11018307.1014,9.094489642445753,32009830,5416.21489001692,6273.0289035533,40808544.82,6904.999123519458,79,451,471,407,404,394,421,428,447,428,496,506,427,439,5910,334068084,17790339.4,649.8440519869175,0.185,12958370.16,5234.47296,1350561.68,3226031.14,1491.684,1093.35,334068.084,56.52590253807106,31454638.468,5322.273852453469,29790237.718599997,5040.649360169205,50287347,8508,17790339,3010,Rural,114600,52855,3790720,1716854.16987404,890464,1582.7252710659898,0.25,0,1945,556,391,42,989,0,8.942,8386,49560954
3420,LAUREL,2712,2802460,3723.575739823009,19887928.2736,7333.306885545723,15333329.68,4554598.5936,6061171.2,4554598.5936,185.55971238482408,15119073,5574.879424778761,5653.882625368731,16868883.68,6220.089852507374,111,227,227,224,220,168,212,203,187,189,202,182,175,148,2712,216470400,14655250.7,14.615241450556374,0.336,8772059.28,2311.04469,603054.54,1369722.14,1291.1832000000002,911.232,216470.4,79.81946902654867,10807712.48,3985.144719764012,12314285.0864,4540.665592330383,28015803,10330,14655250,5403,Town,84700,31481,1752686,818523.83752272,182120,1679.4242601769913,0.48,204,362,223,198,22,443,0,135.77,8926,24207756
3900,LAWRENCE COUNTY,1696,2802490,2403.237541332547,14406971.499899998,8494.676591922169,11108654.37,3298317.1299,3469638.06,3298317.1299,3.9392133131142626,9340471,5507.353183962264,6549.914133254717,12215989.37,7202.823920990566,0,146,128,121,137,110,133,124,106,140,146,158,119,102,1696,123915645,7374467.95,430.5428178651175,0.257,4744510.8,1567.43825,394790.36,1079159.01,556.9664,435.872,123915.645,73.06346992924529,8746351.309999999,5157.046762971698,8917672.2401,5258.061462323113,17009172,10028,7374467,4348,Rural,94800,41914,1246734,517424.265804,300491,1944.7624586674528,0.33,33,547,223,75,9,307,0.041,3.898,8867,15038365
4000,LEAKE COUNTY,2532,2802520,661.3941374407582,20484122.064,8090.095601895734,16752952.02,3731170.044,3731170.044,4982155.2954,4.344414921585149,14271744,5636.549763033176,6616.489739336493,18452427.02,7287.688396524486,0,200,214,182,170,164,183,153,179,221,230,214,146,178,2532,133256073,5407327.41,582.8172597925218,0.289,10802074.2,2305.08907,585523.89,1380629.13,793.2756,731.7479999999999,133256.073,52.62878080568721,14721256.976,5814.082533965245,13470271.724599998,5320.012529462874,20194126,7975,5407327,2135,Town,83300,37096,2171897,753334.28731416,330948,1473.6058625592418,0.31,278,658,236,213,26,475,0.039,4.107,9124,23101340
4100,LEE COUNTY,6303,2802550,2148.8404848484847,49787871.654,7899.0753060447405,39506673.23,10281198.424,10281198.424,11727518.9121,20.45800627480389,33279992,5280.024115500555,6267.915790893225,43435255.23,6891.20343169919,0,501,507,496,465,426,464,476,487,499,522,530,428,433,6303,367185658,23825813.85,308.0945384087982,0.196,12212271.08,5627.86111,1458784.26,3866068.97,1550.538,1235.388,367185.658,58.25569696969697,33154056.80599999,5260.043916547675,31707736.317899995,5030.578505140408,58007633,9203,23825813,3780,Rural,121200,49723,3681223,1827354.36881476,540267,1631.1595151515153,0.25,138,1458,681,360,13,1054,0,20.939,8276,52160821
4225,LEFLORE LEGACY,300,.,NA,2387339.6152238213,7957.7987174127375,1902417.16,484922.4552238213,484922.4552238213,569206.2132000001,Inf,1703264,5677.546666666667,6341.390533333334,2108171.16,7027.2372000000005,0,0,0,0,0,0,0,89,5,87,0,0,0,0,241,17318659.115136474,772039.69,0,0.473,1012642.76,180.584932,55396.87,56793.29,168.66,141.9,17318.659115136474,57.72886371712158,1623248.7047761788,5410.829015920596,1538964.9468,5129.883156,NA,NA,NA,NA,NA,NA,NA,46028,98796.61876488,0,1616.4081840794042,0.56,0,0,9,12,0,21,0.076,0.373,8970,2691095
7612,LELAND,700,2802610,3711.524224857143,5662226.4226,8088.894889428571,4366193.38,1296033.0426,1821726.508,1296033.0426,3.6728497041148818,3691126,5273.0371428571425,6237.419114285714,4800122.38,6857.317685714285,42,43,40,50,54,44,57,55,53,66,54,43,45,29,700,65061661,3894638.12,190.5877061116207,0.305,5355699.91,631.15,152867.31,437800.07,412.72,213.5,65061.661,92.94523,2978395.872,4254.851245714286,3504089.3373999996,5005.841910571428,7670164,10957,3894638,5563,Town,72000,38088,403540,196738.47161756,139560,1851.4757751428572,0.59,8,226,73,26,1,100,0.046,3.373,9389,6572563
4300,LINCOLN COUNTY,2795,2802640,1001.8069223613596,21972495.012,7861.357786046511,18654290.36,3318204.652,3318204.652,5552462.8872,6.414606713935994,16291711,5828.876923076923,6674.164708407871,20564677.36,7357.66631842576,0,218,247,188,207,207,218,221,227,219,240,237,176,171,2795,118507309,6118841.939999999,435.7242968501481,0.204,4856062.13,2580.22472,649101.73,1383288.63,654.8685,570.18,118507.309,42.39975277280858,17246472.708,6170.47324078712,15012214.4728,5371.096412450805,22740741,8136,6118841,2189,Rural,95000,50288,1605913,815307.9485986,325768,1187.1930776386405,0.23,12,974,319,132,9,460,0.014,6.613,8350,23338566
2422,LONG BEACH,2929,2802670,2012.5150071696823,23289431.904,7951.325334243769,19038032.36,4251399.544,4251399.544,5665847.4972,180.4985717233992,17060468,5824.6732673267325,6499.840341413452,20984620.36,7164.431669511779,37,194,226,211,178,214,242,216,199,245,269,237,208,205,2929,151835698,10147927.49,16.227275219044266,0.171,10563525.94,2663.46667,668969.81,1432179.55,671.3267999999999,500.859,151835.698,51.838749743939914,16733220.816,5712.946676681461,15318772.862799998,5230.035118743598,27084810,9247,10147927,3464,Suburb,151300,53491,2371597,852141.64659312,222298,1451.4849928303174,0.23,60,636,285,217,12,514,0,123.097,8350,24457194
