dist_id,district,total_enroll,model_8_total_funding,model_8_pp_funding,model_8_diff_total,model_8_diff_pp,model_8_state_share,model_8_state_share_pp,model_8_local_share_total,model_8_local_share_pp,model_8_local_mills_total,base_funding,sped_tier_1_funding,sped_tier_2_funding,sped_tier_3_funding,total_sped_funding,ell_funding,ed_funding,gifted_funding,vocational_funding,conc_pov_funding,sparsity_funding,local_share_expected_total,maep_rev_fy24,maep_fy24_pp,maep_rev_full_funding_fy24,maep_full_pp_fy24,maep_expected_local_total,maep_expected_local_pp,sped_pp_diff,ed_pp_diff,ell_enroll,gifted_enroll,econ_dis_enroll,stpov_enroll,sped_tier_1_enroll,sped_tier_2_enroll,sped_tier_3_enroll,direct_cert_pct,local_diff_pp,local_funding_28_mill,local_funding_27_pct,totalEnrollment,vocational_enroll,assessed_value,stpov_rate,ada_addon_fy24,teacher_addon_fy24,mill_1_value,mill_1_value_pp,local_share_mills,local_share_pp_mills,local_share_pct,sped_funding,at_risk_funding,cte_funding,local_share_expected_pp,sparsity_weight_adj,conc_pov_weight_adj,conc_pov_adm,sparsity_weighted_enroll,cte_pp_funding
1800,FORREST COUNTY,2129,18590322.634,8731.95050915923,1438009.7745000012,675.4390674025362,13570935.52282,6374.323871686238,5019387.11118,2357.626637472992,5323374.588,14264300,1105500,1097125,113900,2316525,135340,1453246.884,35660.75,385250,0,0,3927073.0095,13225239.85,6211.949201503053,14544714.85,6831.712000939408,17152312.8595,8056.511441756693,1063.8533653846162,1136.658787536189,101,106.45,723.0084,536.508,275,131,10,0.3396,2446.43775974636,5323374.588,3927073.0095,2129,575,190120521,0.252,480573.7,1264178.15,190120.521,89.30038562705496,9221340.261999998,4331.301203381869,10617641.8405,1873962,631433.0326775201,233371,1844.5622402536403,0,0,0,2774.67502,405.86260869565217
1900,FRANKLIN COUNTY,1211,10869725.561849527,8975.826227786562,508299.6398495268,419.7354581746695,8917446.449849527,7363.704748017776,1952279.112,1612.121479768786,1952279.112,8113700,763800,728625,113900,1606325,0,626296.5029999999,20284.25,201670,0,301449.8088495265,1952279.112,8409146.81,6943.969289843105,9260178.81,7646.720734929809,10361425.922,8556.090769611892,1303.839721254355,890.7422360880937,0,60.550000000000004,311.59029999999996,380.254,190,87,10,0.2573,1229.878520231214,1952279.112,2500248.2786999997,1211,301,69724254,0.314,271608.29,732875.52,69724.254,57.5757671345995,7307899.697999999,6034.599255161023,6759930.531299999,1232123,348749.86243464,275179,1612.121479768786,0.028524029453333904,0,0,1577.35459,914.2159468438538
2000,GEORGE COUNTY,4165,34863229.235,8370.523225690276,4058604.2749999985,974.454807923169,29501387.155,7083.166183673469,5361842.08,1287.3570420168066,5361842.08,27905500,1909500,1800625,170850,3880975,73700,2016730.4849999999,69763.75,916560,0,0,5361842.08,25442782.88,6108.7113757503,28023543.88,6728.341867947179,30804624.96,7396.068417767107,1793.5375886524826,820.3998917234039,55,208.25,1003.3485,837.1650000000001,475,215,15,0.2409,1099.6429579831934,5361842.08,7566356.8476,4165,1368,191494360,0.201,932630.86,2055456.02,191494.36,45.977037214885954,22661701.799999997,5440.984825930372,20457187.032399997,2616531,1193583.48423916,534023,1287.3570420168066,0,0,0,5203.46705,390.3676900584795
2100,GREENE COUNTY,1640,14039775.675839214,8560.838826731228,63937.39313921332,38.9862153287886,10468063.783839215,6382.965721853179,3571711.892,2177.8731048780487,3571711.892,10988000,607020,561125,113900,1282045,6700,855415.7999999999,27470,511210,0,368934.87583921204,3201795.2727,10774043.01,6569.538420731707,11858501.01,7230.793298780488,13975838.2827,8521.852611402439,538.9692982456136,870.4366213575827,5,82,425.58,383.76,151,67,10,0.2595,2093.6858093292685,3571711.892,3201795.2727,1640,763,127561139,0.234,382168.28,956220.73,127561.139,77.78118231707317,8286789.118,5052.920193902439,8656705.7373,1159160,484975.38268264,433484,1952.3141906707317,0.026986992331825856,0,0,2040.4239999999998,568.1310615989515
7620,GREENVILLE,3542,31613852.716000002,8925.424256352344,4227924.036000002,1193.654442687748,26211345.956,7400.154137775268,5402506.760000001,1525.2701185770752,5402506.760000001,23731400,1185900,653250,170850,2010000,17420,4475267.4120000005,59328.50000000001,659280,661156.8040000002,0,5402506.760000001,21983421.92,6206.49969508752,24196271.92,6831.245601355166,27385928.68,7731.769813664596,93.81958762886643,1528.407716315536,13,177.10000000000002,2226.5012,1512.4340000000002,295,78,15,0.6286,1770.7298814229248,5402506.760000001,6532993.4184,3542,984,192946670,0.4270000000000001,793554.33,1936298.59,192946.67,54.473932806324115,18793765.159999996,5305.975482778091,17663278.501599997,1973598,1072265.7975342,421923,1525.2701185770752,0,0.27860000000000007,986.8012000000002,4718.485479999999,428.7835365853659
4211,GREENWOOD-LEFLORE CONS,4030,36345957.66,9018.84805459057,5695469.398799997,1413.2678408932989,28237088.387999997,7006.721684367245,8108869.272,2012.126370223325,8108869.272,27001000,1274340,1432125,170850,2877315,170180,4762166.37,67502.5,825440,642353.79,0,7019693.7012,23630794.56,5863.720734491315,25998865.56,6451.331404466501,30650488.2612,7605.580213697271,1027.7614314115308,1519.1715665911852,127,201.5,2369.237,1906.19,317,171,15,0.5879,1282.1405207940447,8108869.272,7019693.7012,4030,1232,289602474,0.473,912529.04,2114143.52,289602.474,71.86165607940447,17889996.288,4439.205034243176,18979171.8588,2360351,1162888.8850842,371679,1741.8594792059553,0,0.2379,958.737,5424.7698,301.6875
2220,GRENADA,3864,33808044.024000004,8749.493795031058,3174276.002000004,821.5000005175998,27155064.712000005,7027.708258799174,6652979.312,1721.785536231884,6652979.312,25888800,948720,3433750,375870,4758340,6700,2323002.024,64722.00000000001,766480,0,0,6652979.312,23980788.71,6206.208258281574,26413351.71,6835.753548136646,30633768.022,7927.993794513458,2063.125184094256,1047.3050972607957,5,193.20000000000002,1155.7224,1329.216,236,410,33,0.2991,755.214463768116,6652979.312,7131604.961700001,3864,1144,237606404,0.344,859235.85,1956298.86,237606.404,61.492340579710145,19760372.398,5113.9680119047625,19281746.7483,3357478,1112608.06346152,380913,1721.785536231884,0,0,0,5045.976720000001,332.96590909090907
2421,GULFPORT,6113,54361177.754,8892.71679273679,6575736.7729,1075.6971655324714,42195272.926,6902.547509569769,12165904.828000002,1990.1692831670214,12165904.828000002,40957100,2319540,3283000,307530,5910070,428800,5475145.1280000005,102392.75000000001,1096120,391549.87600000005,0,10949348.0511,36836092.93,6025.8617585473585,40553140.93,6633.918032062817,47785440.9811,7817.019627204319,1196.7680722891564,1328.636174592497,320,305.65000000000003,2723.9528,2005.064,577,392,27,0.4456,3363.842131343039,12165904.828000002,10949348.0511,6113,1636,434496601,0.32799999999999996,1394972.68,3099817.25,434496.601,71.07747439882219,28387236.102,4643.748748895796,29603792.8789,4718089,1856002.90003748,560025,1791.1578686569608,0,0.09560000000000002,584.4028000000001,8113.60862,342.3135696821516
2300,HANCOCK COUNTY,4060,34212788.879999995,8426.795290640393,1175502.178399995,289.53255625615657,24975335.8824,6151.560562167488,9237452.997599998,2275.2347284729062,12012236.936,27202000,1937640,2018375,193630,4149645,0,1916108.8800000001,68005,877030,0,0,7568013.6216,25469273.08,6273.21997044335,28029680.08,6903.86208866995,33037286.7016,8137.262734384237,1549.0756756756755,742.2905430205351,0,203,953.288,856.6600000000001,482,241,17,0.2348,2900.9572360591133,12012236.936,7568013.6216,4060,1309,429008462,0.211,931929.63,2259750.45,429008.462,105.66710886699508,16017443.143999998,3945.183040394088,20461666.458399996,3003329,1208492.21282504,628698,1864.0427639408867,0,0,0,5106.3863999999985,480.28877005347596
2400,HARRISON COUNTY,14355,123180318.07,8581.0043935910835,13205944.531599998,919.9543386694531,92846489.874,6467.8850486938345,30333828.196,2113.119344897248,30333828.196,96178500,4844100,8115375,626450,13585925,836160,10052576.82,240446.25,2286710,0,0,25194896.618400004,84779476.92,5905.919673981191,93314431.92,6500.482892371996,109974373.5384,7661.05005492163,2024.205921938089,1173.0985561178754,624,717.75,5001.282,3244.23,1205,969,55,0.3484,2184.869619059561,30333828.196,25194896.618400004,14355,3413,1083351007,0.226,3296698.16,7221819.76,1083351.007,75.46854803204458,62980603.72400001,4387.363547474748,68119535.3016,9073970,4185580.12706168,966721,1755.1303809404392,0,0,0,18385.1221,283.246703779666
1820,HATTIESBURG,3667,33491297.638,9133.159977638397,5420143.340699997,1478.0865395964001,24448647.275739998,6667.206783676029,9042650.36226,2465.953193962367,10077916.015999999,24568900,1009020,1825750,330310,3165080,270680,3978687.666,61422.25000000001,980210,466317.7219999999,0,6425717.307300001,21645436.99,5902.76438232888,23798952.99,6490.033539678212,28071154.297300003,7655.073438041997,1528.915662650602,1473.7642157885743,202,183.35000000000002,1979.4466,1243.1129999999998,251,218,29,0.5398,4694.690944286883,10077916.016,6425717.307300001,3667,1463,359925572,0.33899999999999997,828148.16,2079969.83,359925.572,98.15259667302972,13721036.974000003,3741.760832833379,17373235.6827,2403680,1061450.09985564,680291,1752.3090557131177,0,0.18979999999999997,695.9965999999998,4998.70114,464.99726589200276
1520,HAZLEHURST,1368,12172385.52183353,8897.942632919247,2025559.2981335279,1480.6720015595956,9012776.845833529,6588.287168006966,3159608.676,2309.655464912281,3159608.676,9165600,188940,485750,113900,788590,183580,1408386.096,22914.000000000004,351080,148666.032,103569.39383353009,2323033.9137000004,7823792.31,5719.146425438596,8603829.31,6289.348910818714,10146826.223700002,7417.270631359651,1106.565217391304,1420.4917917149048,137,68.4,700.6895999999999,433.656,47,58,10,0.5122,2279.8757940789474,3159608.676,2323033.9137000004,1368,524,112843167,0.317,309941.99,726902.32,112843.167,82.4876951754386,5444220.634000001,3979.693445906433,6280795.3963,661335,413062.27066,132461,1698.1242059210529,0.008581570282875229,0.1622,221.8896,1801.3158400000002,252.7881679389313
2500,HINDS COUNTY,4968,40970993.656,8246.979399355878,2513860.2148,506.0105102254429,29908825.368880004,6020.294961529791,11062168.287120001,2226.684437826087,12272488.311999999,33285600,1579860,1859250,239190,3678300,99160,3012679.6560000004,83214,812040,0,0,8804645.8812,29652487.56,5968.697173913044,32609799.56,6563.969315619968,38457133.4412,7740.968889130435,1186.3176100628934,1007.5114556689498,74,248.4,1498.8456,1013.472,393,222,21,0.3017,3943.7282847826086,12272488.312,8804645.8812,4968,1212,438303154,0.204,1141362.53,2780140.03,438303.154,88.22527254428341,20337311.248000003,4093.661684380033,23805153.6788,2923802,1502575.543721,0,1772.2717152173914,0,0,0,6115.07368,0
7611,HOLLANDALE,548,5228299.005385138,9540.69161566631,556008.5413851384,1014.6141266152154,4287616.941385138,7824.1185061772585,940682.064,1716.5731094890511,940682.064,3671600,205020,217750,56950,479720,0,805512.324,9179,13400,139998.10799999998,108889.57338513838,940682.064,3731608.4,6809.504379562044,4108613.4,7497.469708029197,4672290.464,8526.077489051095,1753.2195121951218,1627.7659527205326,0,27.400000000000002,400.7524,200.568,51,26,5,0.7313,1663.4268905109489,940682.064,1109325.618,548,20,33595788,0.366,123415.81,327941.59,33595.788,61.306182481751826,3167931.336,5780.896598540146,2999287.7819999997,335956,153181.21180896,0,1716.5731094890511,0.021269948190605747,0.3813,208.95239999999998,764.09096,0
4720,HOLLY SPRINGS,1025,9173221.25,8949.484146341463,758568.8504999988,740.0671712195108,6696451.512499999,6533.123426829267,2476769.7375000003,2416.3607195121954,2606961.5039999997,6867500,514560,460625,113900,1089085,29480,885907.5,17168.75,229140,54940.000000000015,0,1926130.5495,6488521.850000001,6330.2652195121955,7133816.850000001,6959.8213170731715,8414652.399500001,8209.416975121952,578.7616580310878,1296.3376169100852,22,51.25,440.75,337.22499999999997,128,55,10,0.43,3226.848244390244,2606961.5039999997,1926130.5495,1025,342,93105768,0.32899999999999996,236079.49,637854.36,93105.768,90.83489560975607,4526855.346000001,4416.444240000001,5207686.3005,977384,314546.69534688,162627,1879.1517556097565,0,0.08000000000000002,82.00000000000001,1369.1375,475.5175438596491
2611,HOLMES CONSOL,2544,23094299.785246782,9077.948028791974,3873143.3292467818,1522.4620004900871,19545471.929246783,7682.96852564732,3548827.856,1394.9795031446542,3548827.856,17044800,844200,820750,113900,1778850,6700,2893184.352,42612,588260,367826.784,372066.6492467867,3548827.856,15672328.6,6160.506525157232,17255154.6,6782.686556603774,19221156.456,7555.486028301887,1506.4088050314467,1501.8634452126005,5,127.2,1439.3952,1101.552,210,98,10,0.5658,1203.0204968553458,3548827.856,4658891.742000001,2544,878,126743852,0.433,569395.68,1331077.92,126743.852,49.820696540880505,13706326.744,5387.70705345912,12596262.858,1299812,731409.31790552,344157,1394.9795031446542,0.016374563495579243,0.2158,548.9952,3391.3780800000004,391.9783599088838
2700,HUMPHREYS COUNTY,1207,11749356.82600785,9734.346997521003,1059293.1500078496,877.6248135939113,9332758.25000785,7732.194076228541,2416598.5760000004,2002.1529212924609,2416598.5760000004,8086900,538680,485750,170850,1195280,0,1542737.913,20217.25,429470,231204.47100000005,243547.1920078483,2416598.5760000004,8273465.1,6854.569262634631,9122495.1,7557.990969345485,10690063.676,8856.722183927091,1395.4685990338166,1531.2456574485495,0,60.35,767.5313,522.631,134,58,15,0.6359,703.8470787075391,2416598.5760000004,2463073.677,1207,641,86307092,0.433,277451.84,608771.26,86307.092,71.50546147473074,6705896.523999999,5555.838048053023,6659421.4229999995,906418,367458.94291916,234793,2002.1529212924609,0.02116732327016426,0.28590000000000004,345.08130000000006,1717.2850199999998,366.29173166926677
2900,ITAWAMBA COUNTY,3375,29314350.875,8685.733592592593,1605308.186999999,475.6468702222228,24688216.327,7315.027059851852,4626134.5479999995,1370.7065327407406,4626134.5479999995,22612500,1262280,3316500,170850,4749630,29480,1214969.625,56531.25,651240,0,0,4626134.5479999995,23082908.14,6839.38018962963,25418521.14,7531.413671111111,27709042.688,8210.08672237037,2820.0248275862073,370.04504530984127,22,168.75,604.4625,536.625,314,396,15,0.1791,878.2934672592594,4626134.5479999995,6863000.707800001,3375,972,165219091,0.159,774387.48,1986813.66,165219.091,48.953804740740736,20792386.592,6160.707138370371,18555520.4322,2705112,991291.2717994,431103,1370.7065327407406,0,0,0,4375.27625,443.5216049382716
3000,JACKSON COUNTY,8906,71629678.828,8042.856369638445,4539763.898699999,509.74218489782197,54945113.111999996,6169.449035706265,16684565.715999998,1873.4073339321803,16684565.715999998,59670200,3099420,3777125,523940,7400485,254600,2842688.3279999997,149175.5,1312530,0,0,15370299.3393,51719615.59,5807.277744217381,56927034.59,6391.98681675275,67089914.929299995,7533.114184740623,1986.5410094637227,186.28745234215057,190,445.3,1414.2728,1353.712,771,451,46,0.1588,2658.1635594767577,16684565.715999998,15370299.3393,8906,1959,595877347,0.152,2053657.83,4357233.76,595877.347,66.90740478329215,40242468.874,4518.57948282057,41556735.2507,4881551,2579227.0511712,675496,1725.8364405232426,0,0,0,10690.99684,344.8167432363451
2520,JACKSON PUBLIC,18710,165822305.26,8862.763509353286,20896472.393599987,1116.8611648102606,130433427.37199998,6971.321612613575,35388877.888000004,1891.4418967397116,35388877.888000004,125357000,4450140,8609500,501160,13560800,556100,20277748.32,313392.5,3385510,2371754.440000001,0,33153218.5464,111772614.32,5973.9505248530195,122789698.32,6562.78451737039,144925832.8664,7745.902344543026,1195.634235888022,1449.357923345273,415,935.5,10088.432,7502.71,1107,1028,44,0.5392,3408.0481803099947,35388877.888000004,33153218.5464,18710,5053,1263888496,0.401,4155700.27,11759441.05,1263888.496,67.55149631213256,87400820.43199998,4671.342620630678,89636479.7736,10955513,5655999.46667,1437620,1771.951819690005,0,0.18920000000000003,3539.9320000000007,24749.597800000003,284.50821294280627
3300,JEFF DAVIS COUNTY,1235,11074266.289759994,8967.017238672059,404558.2153599933,327.57750231578393,8084214.391524795,6545.922584230603,2990051.8982351986,2421.0946544414564,2990386.364,8274500,574860,569500,113900,1258260,6700,936590.655,20686.25,340360,22589.38500000004,214579.99975999456,2442233.3544000005,8227474.72,6661.922850202429,9045308.72,7324.136615384616,10669708.0744,8639.439736356275,1568.8506787330316,1207.6019131790658,5,61.75,465.9655,459.4200000000001,143,68,10,0.3773,2751.483113846153,2990386.364,2442233.3544000005,1235,508,106799513,0.37200000000000005,288437.71,823222.01,106799.513,86.47733846153847,6054922.356000001,4902.771138461539,6603075.3656,911544,373889.82572456,250985,1977.5168861538464,0.0197593184581757,0.027300000000000046,33.715500000000056,1620.8487,494.06496062992125
3200,JEFFERSON COUNTY,1063,9682560.904127251,9108.712045274931,1283481.2121272516,1207.4141224151008,8164067.732127251,7680.214235303152,1518493.172,1428.497809971778,1518493.172,7122100,337680,410375,56950,805005,0,1084767.051,17805.250000000004,262640,112315.51700000007,277928.08612725086,1518493.172,6880586.52,6472.800112888052,7578893.52,7129.7210912511755,8399079.692,7901.297922859831,1048.268115942029,1448.2899681799624,0,53.150000000000006,539.6851,456.027,84,49,5,0.5077,1641.502190028222,1518493.172,2046301.2504,1063,392,54231899,0.429,235845.75,568908.77,54231.899,51.0177789275635,6060400.347999999,5701.223281279397,5532592.269599999,660344,303146.53469380003,176238,1428.497809971778,0.02955225275731236,0.15770000000000006,167.63510000000008,1403.6765400000002,449.58673469387753
3400,JONES COUNTY,8524,73209248.316,8588.602571093383,7679196.688000001,900.8912116377287,62523440.848,7334.988367902393,10685807.468,1253.61420319099,10685807.468,57110800,3477300,5209250,1116220,9802770,786580,4041731.316,142777.00000000003,1324590,0,0,10685807.468,54844244.16,6434.097156264664,60447744.16,7091.476320976067,65530051.628,7687.711359455654,1971.3659305993697,768.3172757528155,587,426.20000000000005,2010.8116,1755.9440000000002,865,622,98,0.2359,1609.38579680901,10685807.468,16320890.9232,8524,1977,381635981,0.206,1923229.75,4166069.41,381635.981,44.77193582824965,49761936.691999994,5837.862117785076,44126853.2368,6678155,2496790.02543584,718492,1253.61420319099,0,0,0,10926.75348,363.42539200809307
3500,KEMPER COUNTY,884,8197807.996799825,9273.538457918354,204080.69369982462,230.8605132350931,5984399.837663872,6769.683074280399,2213408.159135953,2503.855383637956,9677971.520000001,5922800,269340,460625,56950,786915,0,872428.44,14807.000000000002,213730,83511.48000000001,303616.0767998249,1827081.7731,6166645.53,6975.8433597285075,6766969.53,7654.942907239819,7993727.3031,9042.67794468326,981.606299212599,1393.745052003207,0,44.2,434.044,335.92,67,55,5,0.491,6965.165415045249,9677971.52,1827081.7731,884,319,345641840,0.38,200784.44,742557.09,345641.84,390.997556561086,-2911001.990000001,-3292.9886764705893,4939887.7569,662251,267481.76264832,212390,2066.8345849547513,0.03846069108487356,0.14100000000000001,124.644,1178.2376000000002,665.7993730407524
0420,KOSCIUSKO,2123,18378793.986,8656.991985869054,2024728.3320000023,953.7109430051823,15325519.062000003,7218.803138012248,3053274.9239999996,1438.1888478568062,3053274.9239999996,14224100,892440,1314875,113900,2321215,34840,1379168.736,35560.25,383910,0,0,3053274.9239999996,13300790.73,6265.092195007066,14629662.73,6891.032845030617,16354065.654,7703.281042863871,1413.0257069408744,1073.5603903196602,26,106.15,686.1536,639.023,222,157,10,0.3232,1304.8111521431938,3053274.9239999996,3950008.9371,2123,573,109045533,0.301,459536.91,1279002.82,109045.533,51.36388742345737,11576387.806000002,5452.843997173812,10679653.7929,1771548,642541.40936476,37629,1438.1888478568062,0,0,0,2743.1035799999995,65.67015706806282
3600,LAFAYETTE COUNTY,2872,24058436.648,8376.892983286907,1791657.6659999974,623.8362346796648,19071792.216,6640.596175487464,4986644.432,1736.2968077994428,4986644.432,19242400,1382880,1557750,261970,3202600,52260,928830.6479999998,48106,584240,0,0,4986644.432,17280134.55,6016.7599408077995,19004670.549999997,6617.225121866294,22266778.982,7753.056748607242,2384.9728752260403,253.88840648277142,39,143.6,462.1047999999999,450.904,344,186,23,0.1609,2596.703192200557,4986644.432,5131261.0485,2872,872,178094444,0.157,642089.47,1633197.08,178094.444,62.01060027855153,14018026.117999995,4880.928314066851,13873409.501499996,1883710,811507.5966999601,343697,1736.2968077994428,0,0,0,3590.81144,394.1479357798165
3700,LAMAR COUNTY,10276,86688558.36,8436.02163876995,6772814.310000002,659.0905323082916,68231767.50400001,6639.915093810822,18456790.856,1796.1065449591279,18456790.856,68849200,4566720,6298000,489770,11354490,447560,3841785.36,172123.00000000003,2023400,0,0,18293206.05,61622538,5996.743674581549,67752615,6593.286784741144,79915744.05,7776.931106461658,1984.1610564474363,430.8394405252034,334,513.8000000000001,1911.336,1716.092,1136,752,43,0.186,1947.812568119891,18456790.856,18293206.05,10276,3020,659171102,0.16699999999999998,2338823.16,5947122.84,659171.102,64.14666231996885,49295824.144,4797.1802397820165,49459408.95,7523075,3018306.42710432,905221,1780.187431880109,0,0,0,12938.5908,299.7420529801324
3800,LAUDERDALE COUNTY,5910,49653902.34,8401.675522842641,3226395.168000005,545.9213482233517,40299995.988000005,6818.9502517766505,9353906.352,1582.7252710659898,9353906.352,39597000,1877340,3174125,478380,5529845,128640,2998284.84,98992.5,1301140,0,0,9353906.352,37073600.82,6273.0289035533,40808544.82,6904.999123519458,46427507.172,7855.754174619289,1958.4740990990995,859.0496848702271,96,295.5,1491.684,1093.35,467,379,42,0.2524,1427.2747289340102,9353906.352,11018307.1014,5910,1942,334068084,0.185,1350561.68,3226031.14,334068.084,56.52590253807106,31454638.468,5322.273852453469,29790237.718599997,3790720,1716854.16987404,890464,1582.7252710659898,0,0,0,7411.030199999998,458.529351184346
3420,LAUREL,2712,24402962.976,8998.142690265488,4515034.702399999,1664.8358047197644,18341791.776,6763.197557522124,6061171.2,2234.945132743363,6061171.2,18170400,872340,1608000,341700,2822040,259960,2595278.2320000003,45426,280730,229128.7440000001,0,4554598.5936,15333329.68,5653.882625368731,16868883.68,6220.089852507374,19887928.2736,7333.306885545723,2435.886104783599,1376.0668466545103,194,135.6,1291.1832000000002,911.232,217,192,30,0.4761,3723.575739823009,6061171.2,4554598.5936,2712,419,216470400,0.336,603054.54,1369722.14,216470.4,79.81946902654867,10807712.48,3985.144719764012,12314285.0864,1752686,818523.83752272,182120,1679.4242601769913,0,0.12610000000000005,341.9832000000001,3642.2332800000004,434.65393794749406
3900,LAWRENCE COUNTY,1696,14823096.40926035,8740.033260177093,416124.90936035104,245.35666825492444,11353458.349260349,6694.256102158224,3469638.06,2045.777158018868,3469638.06,11363200,787920,728625,227800,1744345,22780,1119502.4640000002,28408.000000000004,389270,0,155590.94526035007,3298317.1299,11108654.37,6549.914133254717,12215989.37,7202.823920990566,14406971.499899998,8494.676591922169,1642.2805280528055,1080.9955469414315,17,84.80000000000001,556.9664,435.872,196,87,20,0.3284,2403.237541332547,3469638.06,3298317.1299,1696,581,123915645,0.257,394790.36,1079159.01,123915.645,73.06346992924529,8746351.309999999,5157.046762971698,8917672.2401,1246734,517424.265804,300491,1944.7624586674528,0.010607866868857374,0,0,2189.1799199999996,517.1962134251291
4000,LEAKE COUNTY,2532,22350799.097439986,8827.32981731437,1866677.0334399864,737.2342154186363,18619629.053439986,7353.723954755129,3731170.044,1473.6058625592418,3731170.044,16964400,960780,1658250,148070,2767100,365820,1594483.956,42411,471010,0,145574.14143998665,3731170.044,16752952.02,6616.489739336493,18452427.02,7287.688396524486,20484122.064,8090.095601895734,1322.6733333333332,1060.3498565767559,273,126.60000000000001,793.2756,731.7479999999999,239,198,13,0.3133,661.3941374407582,3731170.044,4982155.2954,2532,703,133256073,0.289,585523.89,1380629.13,133256.073,52.62878080568721,14721256.976,5814.082533965245,13470271.724599998,2171897,753334.28731416,330948,1473.6058625592418,0.006555850784148509,0,0,3314.21268,470.7652916073969
4100,LEE COUNTY,6303,52163646.63,8276.002955735365,2375774.9760000035,376.9276496906241,41882448.206,6644.843440583849,10281198.424,1631.1595151515153,10281198.424,42230100,2633100,2596250,239190,5468540,167500,3116581.38,105575.25000000001,1075350,0,0,10281198.424,39506673.23,6267.915790893225,43435255.23,6891.20343169919,49787871.654,7899.0753060447405,1812.694726166329,831.4707612359323,125,315.15000000000003,1550.538,1235.388,655,310,21,0.246,2148.8404848484847,10281198.424,11727518.9121,6303,1605,367185658,0.196,1458784.26,3866068.97,367185.658,58.25569696969697,33154056.80599999,5260.043916547675,31707736.317899995,3681223,1827354.36881476,540267,1631.1595151515153,0,0,0,7785.6188999999995,336.614953271028
4225,LEFLORE LEGACY,300,2646928.8000000003,8823.096000000001,259589.18477617903,865.2972825872639,2162006.344776179,7206.687815920597,484922.4552238213,1616.4081840794042,484922.4552238213,2010000,64320,125625,56950,246895,0,339006.6,5025,3350,42652.20000000001,0,484922.4552238213,1902417.16,6341.390533333334,2108171.16,7027.2372000000005,2387339.6152238213,7957.7987174127375,5579.638888888889,1424.2261427435078,0,15,168.66,141.9,16,15,5,0.5622,NA,484922.4552238213,569206.2132000001,241,5,17318659.115136474,0.473,55396.87,56793.29,17318.659115136474,57.72886371712158,1623248.7047761788,5410.829015920596,1538964.9468,46028,98796.61876488,0,1616.4081840794042,0,0.21220000000000006,63.66000000000002,395.064,0
7612,LELAND,700,6476207.879630056,9251.7255423286515,813981.457030056,1162.8306529000802,4727631.752129941,6753.759645899916,1748576.1275001152,2497.965896428736,1821726.508,4690000,273360,251250,56950,581560,0,829567.2000000001,11725,166160,112372.40000000002,84823.27963005588,1296033.0426,4366193.38,6237.419114285714,4800122.38,6857.317685714285,5662226.4226,8088.894889428571,1728.3495145631068,1533.3124839659818,0,35,412.72,213.5,68,30,5,0.5896,3711.524224857143,1821726.508,1296033.0426,700,248,65061661,0.305,152867.31,437800.07,65061.661,92.94523,2978395.872,4254.851245714286,3504089.3373999996,403540,196738.47161756,139560,1851.4757751428572,0.013271502958851182,0.23960000000000004,167.72000000000003,953.938,562.741935483871
4300,LINCOLN COUNTY,2795,23223191.935,8308.834323792486,1250696.9230000004,447.4765377459744,19904987.283,7121.641246153846,3318204.652,1187.1930776386403,3318204.652,18726500,1238160,1038500,170850,2447510,16080,1316285.685,46816.25,670000,0,0,3318204.652,18654290.36,6674.164708407871,20564677.36,7357.66631842576,21972495.012,7861.357786046511,1882.767337807606,765.0050909478773,12,139.75,654.8685,570.18,308,124,15,0.2343,1001.8069223613596,3318204.652,5552462.8872,2795,1000,118507309,0.204,649101.73,1383288.63,118507.309,42.39975277280858,17246472.708,6170.47324078712,15012214.4728,1605913,815307.9485986,325768,1187.1930776386405,0,0,0,3466.1480500000007,325.768
2422,LONG BEACH,2929,24712082.618,8437.037425059747,1422650.7140000015,485.7120908159777,20460683.074,6985.55243222943,4251399.544,1451.4849928303174,4251399.544,19624300,1117560,1850875,216410,3184845,64320,1349366.8679999998,49060.75000000001,440190,0,0,4251399.544,19038032.36,6499.840341413452,20984620.36,7164.431669511779,23289431.904,7951.325334243769,1569.9768339768343,740.6604673117174,48,146.45000000000002,671.3267999999999,500.859,278,221,19,0.2292,2012.5150071696823,4251399.544,5665847.4972,2929,657,151835698,0.171,668969.81,1432179.55,151835.698,51.838749743939914,16733220.816,5712.946676681461,15318772.862799998,2371597,852141.64659312,222298,1451.4849928303174,0,0,0,3688.3705400000003,338.3531202435312
8020,LOUISVILLE,2523,21322659.21054492,8451.311617338455,792267.3525449224,314.0179756420621,16769495.322544921,6646.648958598859,4553163.888,1804.6626587395958,4553163.888,16904100,791940,678375,113900,1584215,6700,1917432.0629999998,42260.25,641860,47500.52100000003,178591.376544919,4553163.888,15977227.97,6332.630982956797,17575097.97,6965.952425683709,20530391.858,8137.293641696393,436.35416666666606,1205.5879760560526,5,126.15,953.9463,756.9,197,81,10,0.3781,1646.3373412604042,4553163.888,4745276.4519,2523,958,162612996,0.3,574304.27,1500172.7,162612.996,64.45223781212843,13021934.082,5161.289766944114,12829821.5181,1458545,767365.87391684,483678,1804.662658739596,0.008446405769553068,0.028100000000000014,70.89630000000004,3155.8310199999996,504.8830897703549
