dist_id,district,total_enroll,model_8_total_funding,model_8_pp_funding,model_8_diff_total,model_8_diff_pp,model_8_state_share,model_8_state_share_pp,model_8_local_share_total,model_8_local_share_pp,model_8_local_mills_total,base_funding,sped_tier_1_funding,sped_tier_2_funding,sped_tier_3_funding,total_sped_funding,ell_funding,ed_funding,gifted_funding,vocational_funding,conc_pov_funding,sparsity_funding,local_share_expected_total,maep_rev_fy24,maep_fy24_pp,maep_rev_full_funding_fy24,maep_full_pp_fy24,maep_expected_local_total,maep_expected_local_pp,sped_pp_diff,ed_pp_diff,ell_enroll,gifted_enroll,econ_dis_enroll,stpov_enroll,sped_tier_1_enroll,sped_tier_2_enroll,sped_tier_3_enroll,direct_cert_pct,local_diff_pp,local_funding_28_mill,local_funding_27_pct,totalEnrollment,vocational_enroll,assessed_value,stpov_rate,ada_addon_fy24,teacher_addon_fy24,mill_1_value,mill_1_value_pp,local_share_mills,local_share_pp_mills,local_share_pct,sped_funding,at_risk_funding,cte_funding,local_share_expected_pp,sparsity_weight_adj,conc_pov_weight_adj,conc_pov_adm,sparsity_weighted_enroll,cte_pp_funding
0614,CLEVELAND,2818,25011756.332,8875.711970191625,2590927.5810000002,919.4207171753014,18871605.167999998,6696.808079488998,6140151.164000001,2178.903890702626,6140151.164000001,18880600,1105500,1314875,284750,2705125,83080,2530755.624,47201.5,582230,182764.208,0,5131952.451,17288876.3,6135.158374733854,19007231.3,6744.93658623137,22420828.751,7956.291253016324,1382.8555798687094,1342.0268237361747,62,140.9,1259.0824,1141.29,275,157,25,0.4468,2552.8671217175297,6140151.164000001,5131952.451,2818,869,219291113,0.405,637882.11,1699925.19,219291.113,77.81799609652236,12867080.136,4566.032695528744,13875278.849,2073160,841033.26990588,366002,1821.13287828247,0,0.0968,272.7824,3733.0979600000005,421.1760644418872
2521,CLINTON,5211,41416889.309,7947.973384954903,2026289.6510000005,388.84852254845464,33143586.901,6360.312205142967,8273302.408,1587.6611798119363,8273302.408,34913700,1736640,1549375,113900,3399915,317580,1852870.0590000001,87284.25,845540,0,0,8273302.408,31117297.25,5971.463682594512,34272499.25,6576.952456342353,39390599.658,7559.124862406448,1702.22009569378,362.2411636433301,237,260.55,921.8259,807.705,432,185,10,0.1769,2202.338820188063,8273302.408,9253574.7975,5211,1262,295475086,0.155,1193720.75,2470788.5,295475.086,56.70218499328344,25999196.842,4989.291276530416,25018924.4525,2332623,1518946.77230744,423413,1587.6611798119363,0,0,0,6181.6252699999995,335.5095087163233
1400,COAHOMA COUNTY,988,9447157.559045475,9561.900363406352,885018.3250454757,895.76753547113,6896425.018103197,6980.187265286637,2550732.540942278,2581.7130981197147,4089162.9239999996,6619600,430140,494125,170850,1095115,0,1060857.0960000001,16549.000000000004,244550,121933.032,288553.4310454743,1960355.034,6601784.199999999,6681.967813765182,7260574.199999999,7348.75931174089,8562139.234,8666.132827935222,565.4475138121543,1424.5527791288803,0,49.400000000000006,527.7896000000001,434.72,107,59,15,0.5342,3742.83498582996,4089162.924,1960355.034,988,365,146041533,0.44,226729.81,643050.39,146041.533,147.81531680161942,3171411.2759999996,3209.930441295546,5300219.165999999,992769,308992.95452468,107670,1984.1650141700404,0.03150626744126857,0.18420000000000003,181.98960000000002,1366.95584,294.986301369863
8111,COFFEEVILLE,417,3927228.297915196,9417.81366406522,311264.78031519614,746.4383220987911,2866876.657478093,6875.003974767609,1060351.640437103,2542.8096892976096,1406185.228,2793900,164820,209375,56950,431145,0,422186.229,6984.750000000001,87770,42942.24300000002,142300.07591519607,827744.6376000001,2788218.8800000004,6686.376211031176,3065720.8800000004,7351.848633093526,3615963.5176,8671.375341966428,1735.5774647887329,1451.90136492288,0,20.85,210.0429,146.36700000000002,41,25,5,0.5037,2786.000869064748,1406185.228,827744.6376000001,417,131,50220901,0.35100000000000003,96067.99,277663.89,50220.901,120.43381534772182,1659535.6520000005,3979.7018033573154,2237976.2424000003,307919,117224.65579764,57880,1984.999130935252,0.0375965058169592,0.15370000000000006,64.09290000000003,564.9146600000001,441.8320610687023
4620,COLUMBIA,1646,14636928.004,8892.422845686513,1400737.1460000016,850.9946208991496,12213946.716,7420.3807509113,2422981.288,1472.0420947752127,2422981.288,11028200,844200,1273000,56950,2174150,6700,1066647.5040000002,27570.500000000004,333660,0,0,2422981.288,10813209.57,6569.386130012151,11919949.57,7241.767660996355,13236190.858,8041.428224787363,1956.0844686648502,1143.4820645871337,5,82.30000000000001,530.6704000000001,490.508,210,152,5,0.3224,2295.9579052247873,2422981.288,3218386.3839,1646,498,86535046,0.298,367442.53,816243.04,86535.046,52.5729319562576,9496968.282,5769.725566221142,8701563.1861,1456267,459835.41939272,79052,1472.0420947752127,0,0,0,2184.6161199999997,158.73895582329317
4420,COLUMBUS,3090,28648783.26,9271.450893203884,4436588.8189,1435.7892617799353,22489926.024,7278.293211650485,6158857.2360000005,1993.157681553398,6158857.2360000005,20703000,1005000,2110500,170850,3286350,60300,3399225.57,51757.5,739680,408470.19000000006,0,5545675.511100001,18666518.93,6040.944637540453,20539538.93,6647.099977346278,24212194.4411,7835.661631423949,1762.657640232108,1454.6073509376597,45,154.5,1691.157,1016.61,250,252,15,0.5473,2520.283006116505,6158857.2360000005,5545675.511100001,3090,1104,219959187,0.32899999999999996,694447.69,1675292.24,219959.187,71.18420291262136,14380681.693999998,4653.94229579288,14993863.418899998,2375056,939256.16621032,337991,1794.7169938834954,0,0.19730000000000003,609.657,4275.9378,306.151268115942
1500,COPIAH COUNTY,2205,19200726.87053097,8707.812639696585,1632475.1085309684,740.3515231432966,15517112.13853097,7037.23906509341,3683614.732,1670.5735746031746,3683614.732,14773500,876360,988250,193630,2058240,138020,1744454.8800000001,36933.75,372520,64412.46000000005,12645.780530970813,3683614.732,13884637.03,6296.887541950114,15294706.03,6936.3746167800455,17568251.762000002,7967.461116553289,1627.5155807365445,1235.9664800504213,103,110.25,867.888,544.635,218,118,17,0.3936,570.4264253968254,3683614.732,4129570.628100001,2205,556,131557669,0.247,509557.71,1106346.32,131557.669,59.66334195011338,11611091.298,5265.801042176871,11165135.4019,1483727,671774.403562,137076,1670.5735746031746,6.590435214264989e-4,0.04360000000000003,96.13800000000006,2863.8927,246.53956834532374
0220,CORINTH,2490,21158616.08,8497.436176706826,3946355.321999997,1584.8816554216846,18028155.851999998,7240.223233734939,3130460.228,1257.2129429718875,3130460.228,16683000,880380,804000,170850,1855230,309540,1622588.5799999998,41707.5,646550,0,0,3130460.228,14081800.53,5655.341578313253,15517490.53,6231.923907630523,17212260.758,6912.554521285141,1652.9757575757576,1104.3198655947913,231,124.5,807.2579999999999,672.3000000000001,219,96,15,0.3242,1433.7870570281125,3130460.228,4189722.4431000007,2490,965,111802151,0.27,548826.38,1041315.15,111802.151,44.900462248995986,12387030.302,4974.710964658635,11327768.0869,1309748,731117.53393968,149433,1257.2129429718875,0,0,0,3158.0024,154.85284974093264
1600,COVINGTON COUNTY,2609,23134312.481999997,8867.118620927557,1433150.9669999965,549.3104511306992,16888048.11186,6472.996593277117,6246264.370139999,2394.1220276504405,8160987.716,17480300,1929600,1097125,56950,3083675,81740,2011632.924,43700.75000000001,374530,58733.808000000034,0,4969173.015000001,16731988.5,6413.180720582599,18404344.5,7054.1757378305865,21701161.515,8317.808169796857,248.95292207792227,1249.098702128431,61,130.45000000000002,1000.8124,746.1740000000001,480,131,5,0.3836,2042.3725507857416,8160987.716,4969173.015000001,2609,559,291463847,0.28600000000000003,600717.12,1580427.38,291463.847,111.7147746262936,10243356.784,3926.162048294366,13435171.485,2930320,761519.45408596,323221,1904.6274492142584,0,0.03360000000000002,87.66240000000005,3452.88246,578.2128801431127
1700,DESOTO COUNTY,35003,287364114.545,8209.6995841785,23605514.23700002,674.3854594463346,228733445.777,6534.68119238351,58630668.768,1675.018391794989,58630668.768,234520100,11010780,20292625,1514870,32818275,2099780,12417839.295,586300.25,4921820,0,0,58630668.768,205127931.54,5860.295732937177,225828625.54,6451.693441704996,263758600.308,7535.314124732165,1310.7828139754483,379.0073527015693,1567,1750.15,6178.0295,4445.381,2739,2423,133,0.1765,1785.981608205011,58630668.768,60973728.8958,35003,7346,2093952456,0.127,8036987.35,16978282.19,2093952.456,59.82208542124961,167197956.77199998,4776.675049910007,164854896.6442,25877680,10076320.6892928,1562060,1675.018391794989,0,0,0,42890.16635,212.64089300299483
6811,E. TALLAHATCHIE,853,7501351.163760593,8794.081082954974,467923.0137605937,548.5615636114817,5950042.103760594,6975.43036783188,1551309.0599999998,1818.6507151230946,1551309.0599999998,5715100,281400,301500,56950,639850,0,691469.949,14287.750000000002,214400,30461.483000000007,195781.98176059333,1551309.0599999998,5482119.09,6426.8688042203985,6024643.09,7062.887561547479,7033428.149999999,8245.519519343492,-66.63963963963943,1240.9677495571268,0,42.650000000000006,344.0149,367.643,70,36,5,0.4033,1213.3492848769054,1551309.0599999998,1626653.6343,853,320,55403895,0.431,195642.11,566081.98,55403.895,64.95181125439625,4473334.03,5244.236846424385,4397989.4557,647247,264558.55273288,59279,1818.6507151230944,0.02679900455162007,0.053300000000000014,45.464900000000014,1090.38346,185.246875
3111,EAST JASPER,755,6766574.066909056,8962.349757495438,288807.3474090565,382.52628795901546,4939599.068843611,6542.51532297167,1826974.9980654453,2419.834434523769,2451217.468,5058500,233160,502500,56950,792610,6700,564225.09,12646.25,142040,11027.53000000002,178825.19690905634,1483037.8695,4994728.85,6615.534900662251,5492732.85,7275.142847682118,6477766.7195,8579.823469536423,1246.414634146341,1187.2948367794404,5,37.75,280.709,224.235,58,60,5,0.3718,5727.711431125828,2451217.468,1483037.8695,755,212,87543481,0.297,171800.42,489891.43,87543.481,115.95163046357617,3041515.382,4028.4971947019862,4009694.9805,639301,230940.74366248,43920,1964.288568874172,0.027145114429514724,0.02180000000000004,16.45900000000003,983.2461000000001,207.16981132075472
1211,ENTERPRISE,955,7893940,8265.905759162304,300509.45969999954,314.66959130890154,6109152.744,6397.018580104712,1784787.256,1868.8871790575918,1784787.256,6398500,317580,670000,56950,1044530,0,239943.75,15996.25,194970,0,0,1738363.6503,5855066.89,6130.960094240837,6438383.89,6741.763235602094,7593430.5403,7951.236167853403,2221.5304878048782,-274.76414244758143,0,47.75,119.375,138.475,79,80,5,0.125,2043.7239263874344,1784787.256,1738363.6503,955,291,63742402,0.145,208497.93,571244.96,63742.402,66.74597068062828,4653596.634,4872.876056544502,4700020.2397,680199,272743.71950468,123212,1820.2760736125656,0,0,0,1178.2,423.40893470790377
6220,FOREST SEPARATE,1645,14094388,8568.017021276595,1827249.3760000002,1110.789894224924,11427507.896,6946.8133106382975,2666880.104,1621.2037106382977,2666880.104,11021500,755760,494125,113900,1363785,683400,876209.25,27553.75,121940,0,0,2666880.104,9600258.52,5836.0234164133735,10568378.52,6424.5462127659575,12267138.624,7457.227127051671,1363.56420233463,900.8326484488846,510,82.25,435.925,463.88999999999993,188,59,10,0.265,1875.7962893617023,2666880.104,2853462.2004,1645,182,95245718,0.282,378194.67,798644.85,95245.718,57.90013252279635,7901498.415999999,4803.342502127659,7714916.319599999,1013349,483513.77772492,26415,1621.2037106382977,0,0,0,2103.64,145.13736263736263
