dist_id,district,total_enroll,model_7_total_funding,model_7_pp_funding,model_7_diff_total,model_7_diff_pp,model_7_state_share,model_7_state_share_pp,model_7_local_share_total,model_7_local_share_pp,model_7_local_mills_total,base_funding,sped_tier_1_funding,sped_tier_2_funding,sped_tier_3_funding,total_sped_funding,ell_funding,ed_funding,gifted_funding,vocational_funding,conc_pov_funding,sparsity_funding,local_share_expected_total,maep_rev_fy24,maep_fy24_pp,maep_rev_full_funding_fy24,maep_full_pp_fy24,maep_expected_local_total,maep_expected_local_pp,sped_pp_diff,ed_pp_diff,ell_enroll,gifted_enroll,econ_dis_enroll,stpov_enroll,sped_tier_1_enroll,sped_tier_2_enroll,sped_tier_3_enroll,direct_cert_pct,model_9_state_diff_pp,model_9_state_share_pp,model_9_diff_pp,model_9_pp_funding,model_9_local_share_total,model_9_diff_total,local_funding_28_mill,local_funding_27_pct,totalEnrollment,vocational_enroll,assessed_value,stpov_rate,ada_addon_fy24,teacher_addon_fy24,mill_1_value,mill_1_value_pp,local_share_mills,local_share_pp_mills,local_share_pct,sped_funding,at_risk_funding,cte_funding,local_share_expected_pp,sparsity_weight_adj,conc_pov_weight_adj,conc_pov_adm,sparsity_weighted_enroll,model_9_total_funding,model_9_local_mills_total,model_9_local_pct_total,model_9_local_share_pp,model_9_state_share,model_9_local_diff_total,model_9_local_diff_pp,sped_model_9_pp,ed_model_9_pp,cte_pp_funding,cte_model_9_pp
614,CLEVELAND,2818,23981079.546,8509.964352732435,1560250.796,553.6730997324348,17840928.382,6331.060462029808,6140151.164000001,2178.903890702626,6140151.164000001,17894300,1047750,1246187.5,269875,2563812.5,78740,2398551.972,44735.75,827722.5,173216.82400000002,0,5131952.451,17288876.3,6135.158375,19007231.3,6744.936586,22420828.75,7956.291253,1073.6378555798692,1237.026823740845,62,140.9,1259.0824,1141.29,275,157,25,0.4468,561.6497044889984,6696.808079488998,919.420717191625,8875.711970191625,6140151.164000001,2590927.5819999985,6140151.164,5131952.451,2818,869,219291113,0.405,637882.11,1699925.19,219291.113,77.8179961,12867080.14,4566.032696,13875278.85,2073160,841033.2699,366002,1821.132878,0,0.0968,272.7824,3776.5479600000003,25011756.332,6140151.164000001,6753174.20964,2178.903890702626,18871605.168,-6188570.685999999,-2196.086119943222,5919.310722100657,2010,421.1760644418872,670
2521,CLINTON,5211,39654005.4645,7609.67289666091,263405.80450000614,50.54803466091016,31380703.056500003,6022.011716848974,8273302.408,1587.6611798119363,8273302.408,33089850,1645920,1468437.5,107950,3222307.5,300990,1756078.3395,82724.625,1202055,0,0,8273302.408,31117297.25,5971.463683,34272499.25,6576.952456,39390599.66,7559.124862,1418.9545454545455,257.241163976842,237,260.55,921.8259,807.705,432,185,10,0.1769,388.84852214296734,6360.312205142967,388.8485229549033,7947.973384954903,8273302.408,2026289.649000004,8273302.408,9253574.798,5211,1262,295475086,0.155,1193720.75,2470788.5,295475.086,56.70218499,25999196.84,4989.291277,25018924.45,2332623,1518946.772,423413,1587.66118,0,0,0,6244.72527,41416889.309,8273302.408,11182560.11343,1587.6611798119363,33143586.901,-11480960.122,-2203.2162966800997,5422.511961722488,2010,335.5095087163233,670
1400,COAHOMA COUNTY,988,9688912.006786011,9806.59109998584,1126772.772786012,1140.4582719858408,7072905.764953788,7158.811502989664,2616006.2418322233,2647.7795969961776,4089162.9239999996,6273800,407670,468312.5,161925,1037907.5,0,1005439.1879999998,15684.500000000002,347662.5,115563.39600000002,892854.9227860107,1960355.034,6601784.2,6681.967814,7260574.2,7348.759312,8562139.234,8666.132828,249.38397790055205,1319.5527791756413,0,49.400000000000006,527.7896,434.72,107,59,15,0.5342,501.2289962205614,7183.196810220561,1173.8628024391255,9839.995630439123,2624917.2343759416,1159776.448873857,4089162.924,1960355.034,988,365,146041533,0.44,226729.81,643050.39,146041.533,147.8153168,3171411.276,3209.930441,5300219.166,992769,308992.9545,107670,1984.165014,0.10150626744,0.18420000000000003,181.98960000000002,1385.20584,9721915.682873856,4089162.924,2624917.2343759416,2656.7988202185643,7096998.448497915,-3033756.0656240582,-3070.603305287508,6050.359116022099,2010,294.986301369863,670
8111,COFFEEVILLE,417,4019246.854909151,9638.481666448803,403283.3369091507,967.1063244488032,2934050.20408368,7036.091616507626,1085196.650825471,2602.390049941177,1406185.228,2647950,156210,198437.5,53975,408622.5,0,400131.7245,6619.875,124777.5,40698.99150000002,390446.26390915096,827744.6376,2788218.88,6686.376211,3065720.88,7351.848633,3615963.518,8671.375342,1418.359154929578,1346.9013649116441,0,20.85,210.0429,146.367,41,25,5,0.5037,387.4045696913545,7073.780780691354,1018.7353164813084,9690.110658481308,1091009.559038411,424812.62658670545,1406185.228,827744.6376,417,131,50220901,0.351,96067.99,277663.89,50220.901,120.4338153,1659535.652,3979.701803,2237976.242,307919,117224.6558,57880,1984.999131,0.10759650582,0.15370000000000006,64.09290000000003,571.4646600000001,4040776.1445867056,1406185.228,1091009.559038411,2616.3298777899536,2949766.5855482947,-898728.3709615893,-2155.2239111788713,6072.4647887323945,2010,441.8320610687023,670
4620,COLUMBIA,1646,14030427.362,8523.953439854191,794236.5020000003,482.5252148541913,11607446.074,7051.911345078979,2422981.288,1472.0420947752127,2422981.288,10452100,800100,1206500,53975,2060575,6350,1010927.112,26130.250000000004,474345,0,0,2422981.288,10813209.57,6569.38613,11919949.57,7241.767661,13236190.86,8041.428225,1646.6158038147137,1038.4820645734148,5,82.30000000000001,530.6704,490.508,210,152,5,0.3224,850.9946209113004,7420.3807509113,850.9946206865134,8892.422845686513,2422981.288,1400737.1440000013,2422981.288,3218386.384,1646,498,86535046,0.298,367442.53,816243.04,86535.046,52.57293196,9496968.282,5769.725566,8701563.186,1456267,459835.4194,79052,1472.042095,0,0,0,2209.5161199999993,14636928.004,2422981.288,3951970.56108,1472.0420947752127,12213946.716,-3780341.932,-2296.684041312272,5924.114441416894,2010,158.73895582329317,670
4420,COLUMBUS,3090,27502725.03,8900.558262135923,3290530.59,1064.8966311359227,21343867.794,6907.4005805825245,6158857.2360000005,1993.157681553398,6158857.2360000005,19621500,952500,2000250,161925,3114675,57150,3221654.085,49053.75,1051560,387132.19500000007,0,5545675.511,18666518.93,6040.944638,20539538.93,6647.099977,24212194.44,7835.661631,1430.5976789168271,1349.6073509437622,45,154.5,1691.157,1016.61,250,252,15,0.5473,1237.3485736504854,7278.293211650485,1435.7892622038844,9271.450893203884,6158857.2360000005,4436588.82,6158857.236,5545675.511,3090,1104,219959187,0.329,694447.69,1675292.24,219959.187,71.18420291,14380681.69,4653.942296,14993863.42,2375056,939256.1662,337991,1794.7169940000001,0,0.19730000000000003,609.657,4331.1378,28648783.26,6158857.2360000005,7735171.480200001,1993.157681553398,22489926.024,-7175253.853999999,-2322.0886258899673,6356.576402321083,2010,306.151268115942,670
1500,COPIAH COUNTY,2205,19659707.571132116,8915.96715244087,2091455.8111321144,948.5060354408697,15976092.839132115,7245.393577837694,3683614.732,1670.5735746031746,3683614.732,14001750,830580,936625,183515,1950720,130810,1653326.6400000001,35004.375,529590,61047.63000000004,1297458.9261321162,3683614.732,13884637.03,6296.887542,15294706.03,6936.374617,17568251.76,7967.461117,1322.9263456090657,1130.9664800066369,103,110.25,867.888,544.635,218,118,17,0.3936,1001.4138508360984,7298.301392836099,1001.4138504392732,8968.874967439273,3683614.732,2208117.543203596,3683614.732,4129570.628,2205,556,131557669,0.247,509557.71,1106346.32,131557.669,59.66334195,11611091.3,5265.801042,11165135.4,1483727,671774.4036,137076,1670.573575,0.07065904352,0.04360000000000003,96.13800000000006,2891.6927,19776369.3032036,3683614.732,5339619.711864972,1670.5735746031746,16092754.571203597,-1258196.4280000003,-570.6106249433105,5830.708215297451,2010,246.53956834532374,670
220,CORINTH,2490,20359702.74,8176.587445783131,3147441.9799999967,1264.0329247831314,17229242.512,6919.374502811244,3130460.228,1257.2129429718875,3130460.228,15811500,834390,762000,161925,1758315,293370,1537826.49,39528.75,919162.5,0,0,3130460.228,14081800.53,5655.341578,15517490.53,6231.923908,17212260.76,6912.554521,1359.2939393939396,999.3198656439453,231,124.5,807.258,672.3,219,96,15,0.3242,1584.8816557349392,7240.223233734939,1584.8816557068258,8497.436176706826,3130460.228,3946355.3199999966,3130460.228,4189722.443,2490,965,111802151,0.27,548826.38,1041315.15,111802.151,44.90046225,12387030.3,4974.710965,11327768.09,1309748,731117.5339,149433,1257.212943,0,0,0,3206.2524,21158616.08,3130460.228,5712826.3416,1257.2129429718875,18028155.852,-3571735.512,-1434.4319325301208,5621.909090909091,2010,154.85284974093264,670
1600,COVINGTON COUNTY,2609,23361943.831384175,8954.367125865916,1660782.311384175,636.5589558659158,17054218.996910445,6536.6880018821175,6307724.834473727,2417.679123983797,8160987.716,16567150,1828800,1039812.5,53975,2922587.5,77470,1906547.622,41417.87500000001,532447.5,55665.62400000004,1258657.710384173,4969173.015,16731988.5,6413.180721,18404344.5,7054.175738,21701161.52,8317.80817,-12.552759740259717,1144.0987021144024,61,130.45000000000002,1000.8124,746.174,480,131,5,0.3836,169.49672369843302,6582.677444698433,699.5581926005925,9017.366362600593,6352103.386806737,1825147.3200249488,8160987.716,4969173.015,2609,559,291463847,0.286,600717.12,1580427.38,291463.847,111.7147746,10243356.78,3926.162048,13435171.49,2930320,761519.4541,323221,1904.627449,0.05694437033,0.03360000000000002,87.66240000000005,3480.8324599999996,23526308.840024948,8160987.716,6352103.386806737,2434.6889179021605,17174205.45321821,-3946968.293193263,-1512.828015788909,5005.965909090909,2010,578.2128801431127,670
1700,DESOTO COUNTY,35003,274684911.3225,7847.46768341285,10926311.022499979,312.15355841285054,216054242.55449998,6172.449291617861,58630668.768,1675.018391794989,58630668.768,222269050,10435590,19232562.5,1435735,31103887.5,1990090,11769146.1975,555672.625,6997065,0,0,58630668.77,205127931.5,5860.295733,225828625.5,6451.693442,263758600.3,7535.314125,987.0080264400376,274.00735258709915,1567,1750.15,6178.0295,4445.381,2739,2423,133,0.1765,674.3854593835104,6534.68119238351,674.3854591784993,8209.6995841785,58630668.768,23605514.245000005,58630668.77,60973728.9,35003,7346,2093952456,0.127,8036987.35,16978282.19,2093952.456,59.82208542,167197956.8,4776.67505,164854896.6,25877680,10076320.69,1562060,1675.018392,0,0,0,43257.46635,287364114.545,58630668.768,77588310.92715001,1675.018391794989,228733445.777,-62543616.932,-1786.8073288575265,6197.974504249291,2010,212.64089300299483,670
6811,E. TALLAHATCHIE,853,7705599.762624013,9033.528443873403,672171.6126240129,788.0089248734039,6154290.702624014,7214.877728750309,1551309.0599999998,1818.6507151230946,1551309.0599999998,5416550,266700,285750,53975,606425,0,655348.3845,13541.375000000002,304800,28870.211500000012,680064.7916240131,1551309.06,5482119.09,6426.868804,6024643.09,7062.887562,7033428.15,8245.519519,-367.76576576576554,1135.967749652704,0,42.650000000000006,344.0149,367.643,70,36,5,0.4033,805.4983463033514,7232.367150303351,805.498346426446,9051.017865426444,1551309.0599999998,687090.0892087575,1551309.06,1626653.634,853,320,55403895,0.431,195642.11,566081.98,55403.895,64.95181125,4473334.03,5244.236846,4397989.456,647247,264558.5527,59279,1818.650715,0.09679900455,0.053300000000000014,45.464900000000014,1106.38346,7720518.239208758,1551309.0599999998,2084539.9245863648,1818.6507151230944,6169209.179208758,-1035720.1000000004,-1214.2087924970697,5764.414414414415,2010,185.246875,670
3111,EAST JASPER,755,6923998.0462504625,9170.858339404585,446231.3262504628,591.0348694045861,5054518.573762838,6694.726587765348,1869479.472487625,2476.1317516392382,2451217.468,4794250,220980,476250,53975,751205,6350,534750.645,11985.625,201930,10451.46500000002,613075.3112504635,1483037.87,4994728.85,6615.534901,5492732.85,7275.142848,6477766.72,8579.82347,909.7886178861781,1082.294836645779,5,37.75,280.709,224.235,58,60,5,0.3718,118.06876668072164,6733.603667680722,644.2911432612636,9224.114613261265,1880335.7639133085,486439.8130122535,2451217.468,1483037.87,755,212,87543481,0.297,171800.42,489891.43,87543.481,115.9516305,3041515.382,4028.497195,4009694.98,639301,230940.7437,43920,1964.288569,0.09714511443,0.02180000000000004,16.45900000000003,993.8461,6964206.533012253,2451217.468,1880335.7639133085,2490.510945580541,5083870.769098945,-3927830.956086691,-5202.425107399591,6443.983739837398,2010,207.16981132075472,670
1211,ENTERPRISE,955,8081714.865319947,8462.528654785285,488284.32531994674,511.2924867852844,6296927.609319947,6593.6414757276925,1784787.256,1868.8871790575918,1784787.256,6064250,300990,635000,53975,989965,0,227409.375,15160.625,277177.5,0,507752.36531994655,1738363.65,5855066.89,6130.960094,6438383.89,6741.763236,7593430.54,7951.236168,1888.8170731707314,-379.7641424083772,0,47.75,119.375,138.475,79,80,5,0.125,489.56194163268174,6620.522035632682,538.1730466902727,8489.409214690273,1784787.256,513955.2600292107,1784787.256,1738363.65,955,291,63742402,0.145,208497.93,571244.96,63742.402,66.74597068,4653596.634,4872.876057,4700020.24,680199,272743.7195,123212,1820.276074,0.06703919716,0,0,1192.7500000000002,8107385.800029211,1784787.256,2188994.166007887,1868.887179057592,6322598.544029211,-1905921.244,-1995.7290513089008,6369.085365853659,2010,423.40893470790377,670
6220,FOREST SEPARATE,1645,13415899,8155.561702127659,1148760.3800000008,698.3345751276593,10749018.896,6534.357991489362,2666880.104,1621.2037106382977,2666880.104,10445750,716280,468312.5,107950,1292542.5,647700,830437.125,26114.375,173355,0,0,2666880.104,9600258.52,5836.023416,10568378.52,6424.546213,12267138.62,7457.227127,1086.3560311284045,795.8326485060504,510,82.25,435.925,463.89,188,59,10,0.265,1110.7898946382977,6946.8133106382975,1110.789894276595,8568.017021276595,2666880.104,1827249.3800000008,2666880.104,2853462.2,1645,182,95245718,0.282,378194.67,798644.85,95245.718,57.90013252,7901498.416,4803.342502,7714916.32,1013349,483513.7777,26415,1621.203711,0,0,0,2112.7400000000002,14094388,2666880.104,3805484.76,1621.2037106382977,11427507.896,-3086333.5860000006,-1876.190629787235,5306.556420233463,2010,145.13736263736263,670
1800,FORREST COUNTY,2129,18852177.620928265,8854.944866570346,1699864.7609282658,798.4334245703458,13762089.663277633,6464.109752596352,5090087.957650632,2390.8351139739934,5323374.588,13519150,1047750,1039812.5,107950,2195512.5,128270,1377331.002,33797.875,547687.5,0,1050428.7439282667,3927073.01,13225239.85,6211.949202,14544714.85,6831.712001,17152312.86,8056.511442,772.9579326923085,1031.6587875050968,101,106.45,723.0084,536.508,275,131,10,0.3396,283.5317829481246,6495.480984948124,841.4077154631841,8897.919157463184,5114790.869284563,1791357.0262391197,5323374.588,3927073.01,2129,575,190120521,0.252,480573.7,1264178.15,190120.521,89.30038563,9221340.262,4331.301203,10617641.84,1873962,631433.0327,233371,1844.56224,0.05900705325,0,0,2803.42502,18943669.88623912,5323374.588,5114790.869284563,2402.43817251506,13828879.016954556,-4022308.4907154366,-1889.2947349532344,5568.569711538462,2010,405.86260869565217,670
1900,FRANKLIN COUNTY,1211,11108021.387681369,9172.602301966448,746595.4676813688,616.5115319664474,9155742.275681369,7560.480822197662,1952279.112,1612.121479768786,1952279.112,7689850,723900,690562.5,107950,1522412.5,0,593579.5215,19224.625,286702.5,0,996252.2411813674,1952279.112,8409146.81,6943.96929,9260178.81,7646.720735,10361425.92,8556.09077,1011.4616724738671,785.7422361992656,0,60.550000000000004,311.5903,380.254,190,87,10,0.2573,681.5424543470635,7625.511744347064,681.5424541158482,9237.633224115849,1952279.112,825347.9144042935,1952279.112,2500248.279,1211,301,69724254,0.314,271608.29,732875.52,69724.254,57.57576713,7307899.698,6034.599255,6759930.531,1232123,348749.8624,275179,1612.12148,0.09852402945,0,0,1592.40459,11186773.834404292,1952279.112,3020428.9352891594,1612.121479768786,9234494.722404294,-1490332.3180000002,-1230.662525185797,5596.951219512195,2010,914.2159468438538,670
2000,GEORGE COUNTY,4165,34580434.04996693,8302.625222080896,3775809.0899669304,906.5568040808967,29218591.969966933,7015.268180064089,5361842.08,1287.3570420168066,5361842.08,26447750,1809750,1706562.5,161925,3678237.5,69850,1911378.8924999998,66119.375,1303020,0,1104078.2824669336,5361842.08,25442782.88,6108.711376,28023543.88,6728.341868,30804624.96,7396.068418,1505.9666666666672,715.3998919617661,55,208.25,1003.3485,837.165,475,215,15,0.2409,974.4548076734692,7083.166183673469,974.4548076902764,8370.523225690276,5361842.08,4058604.2749999985,5361842.08,7566356.848,4165,1368,191494360,0.201,932630.86,2055456.02,191494.36,45.97703721,22661701.8,5440.984826,20457187.03,2616531,1193583.484,534023,1287.357042,0.03298083847999999,0,0,5271.86705,34863229.235,5361842.08,9413071.89345,1287.3570420168066,29501387.155,-4582610.529999999,-1100.2666338535414,5504.929078014185,2010,390.3676900584795,670
2100,GREENE COUNTY,1640,14479070.867780393,8828.701748646581,503232.58778039366,306.84913764658086,10907358.975780394,6650.828643768533,3571711.892,2177.8731048780487,3571711.892,10414000,575310,531812.5,107950,1215072.5,6350,810729.9,26035,726757.5,0,1280125.9677803922,3201795.273,10774043.01,6569.538421,11858501.01,7230.793299,13975838.28,8521.852611,245.23026315789411,765.4366213167914,5,82,425.58,383.76,151,67,10,0.2595,63.50365693551885,6633.042077935519,289.06257181356705,8810.915182813567,3571711.892,474062.6198142525,3571711.892,3201795.273,1640,763,127561139,0.234,382168.28,956220.73,127561.139,77.78118232,8286789.118,5052.920194,8656705.737,1159160,484975.3827,433484,1952.314191,0.09698699233,0,0,2078.5739999999996,14449900.899814252,3571711.892,3901473.242949848,2177.8731048780487,10878189.00781425,-3063935.6780000003,-1868.2534621951224,5623.004385964912,2010,568.1310615989515,670
7620,GREENVILLE,3542,30274802.798,8547.375154714851,2888874.1180000007,815.6053407148511,24872296.038,7022.105036137775,5402506.760000001,1525.2701185770752,5402506.760000001,22491700,1123950,619125,161925,1905000,16510,4241484.786,56229.25000000001,937260,626618.7620000001,0,5402506.76,21983421.92,6206.499695,24196271.92,6831.245601,27385928.68,7731.769814,-176.79896907216425,1423.4077161063287,13,177.10000000000002,2226.5012,1512.434,295,78,15,0.6286,1193.654442775268,7400.154137775268,1193.6544423523435,8925.424256352344,5402506.760000001,4227924.036000002,5402506.76,6532993.418,3542,984,192946670,0.427,793554.33,1936298.59,192946.67,54.47393281,18793765.16,5305.975483,17663278.5,1973598,1072265.798,421923,1525.270119,0,0.27860000000000007,986.8012000000002,4767.68548,31613852.716,5402506.760000001,8535740.233320002,1525.2701185770752,26211345.956,-6272963.509999999,-1771.02301242236,5180.412371134021,2010,428.7835365853659,670
4211,GREENWOOD-LEFLORE CONS,4030,36655414.76218454,9095.636417415519,6004926.502184536,1490.0562034155191,28546545.490184538,7083.510047192193,8108869.272,2012.126370223325,8108869.272,25590500,1207770,1357312.5,161925,2727007.5,161290,4513396.485,63976.25,1173480,608797.995,1816966.5321845398,7019693.701,23630794.56,5863.720734,25998865.56,6451.331404,30650488.26,7605.580214,728.9393638170977,1414.1715666267241,127,201.5,2369.237,1906.19,317,171,15,0.5879,1252.6165740905951,7116.337308090596,1522.8834643139216,9128.46367831392,8108869.272,6137220.363605101,8108869.272,7019693.701,4030,1232,289602474,0.473,912529.04,2114143.52,289602.474,71.86165608,17889996.29,4439.205034,18979171.86,2360351,1162888.885,371679,1741.859479,0.052154060370000005,0.2379,958.737,5486.3698,36787708.6236051,8108869.272,9932681.328373378,2012.126370223325,28678839.351605102,-4078506.858000001,-1012.0364411910672,5720.308151093439,2010,301.6875,670
2220,GRENADA,3864,33327096.605712127,8625.025001478294,2693328.5857121274,697.0312064782938,26674117.293712128,6903.23946524641,6652979.312,1721.785536231884,6652979.312,24536400,899160,3254375,356235,4509770,6350,2201651.1720000003,61341.00000000001,1089660,0,921924.4337121275,6652979.312,23980788.71,6206.208258,26413351.71,6835.753548,30633768.02,7927.993795,1697.0427098674518,942.3050976601302,5,193.20000000000002,1155.7224,1329.216,236,410,33,0.2991,821.5000007991739,7027.708258799174,821.5000000310574,8749.493795031058,6652979.312,3174276.0040000044,6652979.312,7131604.962,3864,1144,237606404,0.344,859235.85,1956298.86,237606.404,61.49234058,19760372.4,5113.968012,19281746.75,3357478,1112608.063,380913,1721.785536,0.028449916230000004,0,0,5103.176720000001,33808044.024000004,6652979.312,9128171.886480002,1721.785536231884,27155064.712000005,-2919439.028,-755.5484026915112,7007.864506627393,2010,332.96590909090907,670
2421,GULFPORT,6113,52040844.736999996,8513.143258138392,4255403.756999999,696.1236311383927,39874939.908999994,6522.973974971372,12165904.828000002,1990.1692831670214,12165904.828000002,38817550,2198370,3111500,291465,5601335,406400,5189130.084,97043.87500000001,1558290,371095.77800000005,0,10949348.05,36836092.93,6025.861759,40553140.93,6633.918032,47785440.98,7817.019627,886.7931726907627,1223.6361746062562,320,305.65000000000003,2723.9528,2005.064,577,392,27,0.4456,876.685750569769,6902.547509569769,1075.6971657367903,8892.71679273679,12165904.828000002,6575736.774000004,12165904.83,10949348.05,6113,1636,434496601,0.328,1394972.68,3099817.25,434496.601,71.0774744,28387236.1,4643.748749,29603792.88,4718089,1856002.9,560025,1791.157869,0,0.09560000000000002,584.4028000000001,8195.40862,54361177.754,12165904.828000002,14677517.99358,1990.1692831670216,42195272.926,-19349389.211999997,-3165.2853283167015,5933.805220883534,2010,342.3135696821516,670
2300,HANCOCK COUNTY,4060,33403293.32465686,8227.412148930262,366006.6246568598,90.14941493026163,24384404.126999505,6006.01086871909,9018889.197657352,2221.4012802111706,12012236.936,25781000,1836420,1912937.5,183515,3932872.5,0,1816013.6400000001,64452.5,1246822.5,0,562132.1846568579,7568013.622,25469273.08,6273.21997,28029680.08,6903.862089,33037286.7,8137.262734,1256.1398648648646,637.2905428370022,0,203,953.288,856.66,482,241,17,0.2348,-121.65940783251244,6151.560562167488,289.5325566403935,8426.795290640393,9237452.997599998,1175502.179999996,12012236.94,7568013.622,4060,1309,429008462,0.211,931929.63,2259750.45,429008.462,105.6671089,16017443.14,3945.18304,20461666.46,3003329,1208492.213,628698,1864.042764,0.017116696400000003,0,0,5171.836399999999,34212788.879999995,12012236.936,9237452.997599998,2275.2347284729062,24975335.8824,-10110831.8124,-2490.352663152709,5607.628378378378,2010,480.28877005347596,670
2400,HARRISON COUNTY,14355,117829152.83500001,8208.230779171021,7854779.335000008,547.1807241710212,87495324.63900001,6095.111434273773,30333828.196,2113.119344897248,30333828.196,91154250,4591050,7691437.5,593725,12876212.5,792480,9527442.21,227885.625,3250882.5,0,0,25194896.62,84779476.92,5905.919674,93314431.92,6500.482892,109974373.5,7661.050055,1705.8064154329295,1068.0985561302086,624,717.75,5001.282,3244.23,1205,969,55,0.3484,561.9653746938347,6467.8850486938345,919.9543385910838,8581.0043935910835,30333828.196,13205944.569999993,30333828.2,25194896.62,14355,3413,1083351007,0.226,3296698.16,7221819.76,1083351.007,75.46854803,62980603.72,4387.363547,68119535.3,9073970,4185580.127,966721,1755.130381,0,0,0,18555.772100000002,123180318.07,30333828.196,33258685.8789,2113.119344897248,92846489.874,-26231906.184000004,-1827.3706850574715,6095.076267384477,2010,283.246703779666,670
1820,HATTIESBURG,3667,32206254.739,8782.72559012817,4135100.4389999993,1127.6521521281693,23510565.95947,6411.389680793564,8695688.77953,2371.3359093346057,10077916.015999999,23285450,956310,1730375,313055,2999740,256540,3770845.773,58213.62500000001,1393507.5,441957.84099999996,0,6425717.307,21645436.99,5902.764382,23798952.99,6490.03354,28071154.3,7655.073438,1196.9076305220879,1368.764215715645,202,183.35000000000002,1979.4466,1243.113,251,218,29,0.5398,764.4424016760286,6667.206783676029,1478.086539638397,9133.159977638396,9042650.36226,5420143.3379999995,10077916.02,6425717.307,3667,1463,359925572,0.339,828148.16,2079969.83,359925.572,98.15259667,13721036.97,3741.760833,17373235.68,2403680,1061450.1,680291,1752.309056,0,0.18979999999999997,695.9965999999998,5071.85114,33491297.638,10077916.016,9042650.36226,2465.953193962367,24448647.27574,-14598814.64774,-3981.132982748841,6355.582329317269,2010,464.99726589200276,670
1520,HAZLEHURST,1368,12516643.14305921,9149.592940832756,2369816.92305921,1732.3223098327553,9357034.46705921,6839.937475920475,3159608.676,2309.655464912281,3159608.676,8686800,179070,460375,107950,747395,173990,1334813.688,21717,499110,140899.896,911917.55905921,2323033.914,7823792.31,5719.146425,8603829.31,6289.348911,10146826.22,7417.270631,748.347826086956,1315.4917916578183,137,68.4,700.6896,433.656,47,58,10,0.5122,1133.8077633324792,6852.954188332479,1745.3390222447588,9162.60965324476,3159608.676,2387623.7856388297,3159608.676,2323033.914,1368,524,112843167,0.317,309941.99,726902.32,112843.167,82.48769518,5444220.634,3979.693446,6280795.396,661335,413062.2707,132461,1698.124206,0.07858157028,0.1622,221.8896,1827.51584,12534450.00563883,3159608.676,3384301.501522484,2309.655464912281,9374841.329638831,-2283084.0039999997,-1668.921055555555,6857.304347826087,2010,252.7881679389313,670
2500,HINDS COUNTY,4968,40837106.789979644,8220.029547097352,2379973.3499796465,479.06065809735264,29811087.95668514,6000.621569381067,11026018.833294505,2219.407977716285,12272488.311999999,31546800,1497330,1762125,226695,3486150,93980,2855300.8680000002,78867,1154430,0,1621578.9219796406,8804645.881,29652487.56,5968.697174,32609799.56,6563.969316,38457133.44,7740.968889,884.1949685534591,902.5114554828064,74,248.4,1498.8456,1013.472,393,222,21,0.3017,59.72777168535322,6028.424945685353,517.1474749525387,8258.116363952538,11077106.96595138,2569188.6561162174,12272488.31,8804645.881,4968,1212,438303154,0.204,1141362.53,2780140.03,438303.154,88.22527254,20337311.25,4093.661684,23805153.68,2923802,1502575.544,0,1772.271715,0.041350429540000004,0,0,6175.673680000001,41026322.096116215,12272488.312,11077106.96595138,2229.691418267186,29949215.130164836,-17324096.23404862,-3487.1369231176773,5783.490566037736,2010,0,670
7611,HOLLANDALE,548,5301746.903976968,9674.720627695197,629456.4399769679,1148.6431386951972,4361064.839976967,7958.147518206145,940682.064,1716.5731094890511,940682.064,3479800,194310,206375,53975,454660,0,763433.322,8699.5,19050,132684.774,443419.30797696725,940682.064,3731608.4,6809.50438,4108613.4,7497.469708,4672290.464,8526.077489,1447.6097560975613,1522.7659527428907,0,27.400000000000002,400.7524,200.568,51,26,5,0.7313,1294.8737666095567,8104.378146609557,1294.8737670986084,9820.951256098608,940682.064,709590.8243420376,940682.064,1109325.618,548,20,33595788,0.366,123415.81,327941.59,33595.788,61.30618248,3167931.336,5780.896599,2999287.782,335956,153181.2118,0,1716.573109,0.09126994819,0.3813,208.95239999999998,765.09096,5381881.288342037,940682.064,1453107.94785235,1716.5731094890511,4441199.224342037,-911779.536,-1663.831270072993,5850.243902439024,2010,0,670
4720,HOLLY SPRINGS,1025,9356199.328968832,9127.999345335445,941546.9289688319,918.5823703354454,6830025.510147247,6663.439522094875,2526173.818821585,2464.5598232405705,2606961.5039999997,6508750,487680,436562.5,107950,1032192.5,27940,839628.75,16271.875,325755,52070.000000000015,553591.203968832,1926130.55,6488521.85,6330.26522,7133816.85,6959.821317,8414652.4,8209.416975,283.98186528497445,1191.3376170164493,22,51.25,440.75,337.225,128,55,10,0.43,352.39782400835156,6682.663044008352,944.9159619977418,9154.332936997742,2533461.6403141255,968538.8604226856,2606961.504,1926130.55,1025,342,93105768,0.329,236079.49,637854.36,93105.768,90.83489561,4526855.346,4416.44424,5207686.301,977384,314546.6953,162627,1879.151756,0.06288945232,0.08000000000000002,82.00000000000001,1386.2375,9383191.260422686,2606961.5039999997,2533461.6403141255,2471.6698929893905,6849729.620108561,-2700270.349685875,-2634.4100972545125,5642.927461139896,2010,475.5175438596491,670
