dist_id,district,model_2_diff_total,model_2_diff_pp,ell_funding,conc_pov_funding,sparsity_funding,model_2_state_share_pp,geoid,maep_expected_local_total,maep_expected_local_pp,maep_rev_fy24,local_share_expected_total,local_funding_28_mill,local_funding_27_pct,total_enroll,st_per_sq_mile,maep_rev_fy23,maep_fy23_pp,maep_fy24_pp,maep_rev_full_funding_fy24,maep_full_pp_fy24,gr_prek_enroll,gr_k_enroll,gr_1_enroll,gr_2_enroll,gr_3_enroll,gr_4_enroll,gr_5_enroll,gr_6_enroll,gr_7_enroll,gr_8_enroll,gr_9_enroll,gr_10_enroll,gr_11_enroll,gr_12_enroll,direct_cert_pct,vocational_enroll,ell_enroll,autism,deaf_blind,developmentally_delayed,emotional_disability,hearing_impaired,intellectual_disability,language_speech_impaired,multiple_disabilities,other_health_impairment,orthopedic_impairment,specific_learning_disability,traumatic_brain_injury,visually_impaired,sped_enroll,assessed_value,local_revenue,shortName,sq_miles,stpov_rate,federal_revenue,total_ada,sped_tier_1_enroll,sped_tier_2_enroll,sped_tier_3_enroll,econ_dis_enroll,stpov_enroll,mill_1_value,mill_1_value_pp,local_share_mills,local_share_pp_mills,local_share_pct,local_share_pp_pct,rev_total_local_state,rev_pp_local_state,local_revenue_total,local_revenue_pp,urbanicity,mpv,mhi,sped_funding,at_risk_funding,cte_funding,local_share_expected_pp,sparsity_weight_adj,gr_9_12_enroll,gifted_enroll,conc_pov_weight_adj,conc_pov_adm,base_funding,sped_tier_1_funding,sped_tier_2_funding,sped_tier_3_funding,total_sped_funding,ed_funding,gifted_funding,vocational_funding,gr_9_12_funding,model_2_total_funding,model_2_pp_funding,model_2_local_mills_total,model_2_local_pct_total,model_2_local_share_total,model_2_local_share_pp,model_2_state_share,model_2_local_diff_total,current_local_pp,model_2_local_diff_pp,model_2_state_diff_total,model_2_state_diff_pp,sped_pp_funding,sped_model_2_pp,sped_pp_diff,at_risk_pp_funding,ed_model_2_pp,ed_pp_diff,cte_pp_funding,cte_model_2_pp,cte_pp_diff
4320,BROOKHAVEN,1629096.539999999,629.9677262180976,42050,0,0,5403.232116357309,2800840,17511668.19,6771.720104408353,13459833,4051835.19,6022839.676,4051835.19,2586,17.19387533487206,13659606,5282.136890951276,5204.885150812065,15006797,5803.092420726992,77,196,201,212,196,158,199,159,169,228,220,189,194,150,0.3909,558,29,26,0,38,5,5,18,134,5,61,0,104,5,0,399,215101417,12128797.01,BROOKHAVEN,150.4023932728626,0.28,7496815.42,2368.99435,276,115,10,1010.8674,724.08,215101.417,83.17920224284609,8983957.324000001,3474.074757927301,10954961.81,4236.257467130703,25588630,9895,12128797,4690,Town,101900,39841,1607701,776720.86168052,280855,1566.834953596288,0,753,129.3,0,0,14998800,960480,833750,98600,1892830,1465757.73,37497,485460,218370,19140764.73,7401.687830626451,6022839.676,5168006.477100001,5168006.477100001,1998.4557142691417,13972758.2529,-6960790.532899999,4690.176724671307,-2691.721010402165,-1034038.7470999993,-399.86030436968304,4009.2294264339153,4720.274314214464,711.0448877805484,768.3706702585522,1450,681.6293297414478,503.32437275985666,870,366.67562724014334
0700,CALHOUN COUNTY,984474.5728420261,473.3050830971297,194300,0,175349.61684202787,6257.24354463559,2800870,14885814.244,7156.641463461538,12030592,2855222.244,2855222.244,3621588.57,2080,3.546505165434119,12223903,5876.876442307693,5783.9384615384615,13413291,6448.6975961538465,86,150,158,134,149,139,155,151,164,138,169,166,150,130,0.2712,798,134,19,0,47,5,5,14,131,5,33,5,118,5,0,382,101972223,4965747.48,CALHOUN COU,586.492871989203,0.324,7455794.86,1911.48889,296,81,10,564.096,673.9200000000001,101972.223,49.02510721153846,10558068.756,5075.9945942307695,9791702.43,4707.549245192307,16996339,8171,4965747,2387,Rural,70500,37263,1368363,637279.4525084,489806,1372.703001923077,0.01453494834565881,615,104,0,0,12064000,1030080,587250,98600,1715930,817939.2,30160,694260,178350,15870288.816842027,7629.946546558667,2855222.244,4284977.980547348,2855222.244,1372.703001923077,13015066.572842028,-2110525.2360000005,2387.3785961538465,-1014.6755942307695,-398224.427157972,-191.45405151825616,3535.8217054263564,4433.927648578811,898.105943152455,1129.7358118270647,1450,320.2641881729353,613.7919799498746,870,256.20802005012536
4520,CANTON,3679206.4859999977,1162.0993322804788,446600,237706.44599999994,0,5610.324581452937,2800900,20652694.37,6523.276806696147,15874091,4778603.37,8080929.304,4778603.37,3166,16.883714589148912,15486257,4891.426721415035,5013.926405559065,17698531,5590.18667087808,94,231,245,237,260,182,252,240,253,259,252,258,167,168,0.4863,978,308,38,0,13,13,5,27,57,11,76,5,92,5,0,335,288604618,16544485.96,CANTON,187.51797676293188,0.312,11363603.64,2751.11876,162,164,16,1539.6258,987.792,288604.618,91.15749147188882,9617601.696,3037.7769096651923,12919927.63,4080.836269740998,32418576,10239,16544485,5225,Rural,153400,41939,1661921,897744.97433396,393681,1509.3504011370817,0,845,158.3,0.08629999999999999,273.22579999999994,18362800,563760,1189000,157760,1910520,2232457.41,45907,850860,245050,24331900.856,7685.376138976626,8080929.3040000005,6569613.23112,6569613.23112,2075.051557523689,17762287.62488,-9974872.728880001,5225.674655716994,-3150.6230981933045,63756.62488000095,20.137910574857415,4859.418128654971,5586.315789473684,726.8976608187131,583.092966053154,1450,866.907033946846,402.5368098159509,870,467.4631901840491
0800,CARROLL COUNTY,573975.8008937975,713.0134172593753,47850,19259.624999999978,173629.28089379793,5709.870273357109,2800930,5722524.98,7108.726683229815,4398452,1324072.98,2510623.22,1324072.98,805,1.281231936307605,4615780,5733.888198757764,5463.91552795031,4903974,6091.893167701864,20,54,53,50,69,56,54,53,61,79,83,63,47,46,0.4275,178,33,5,0,5,5,5,5,37,5,18,0,52,0,0,137,89665115,2896775.33,CARROLL COU,628.3015410308437,0.221,3245091.3,738.583333,94,38,5,344.1375,177.905,89665.115,111.38523602484472,2393350.78,2973.106559006211,3579901.02,4447.08201242236,7295227,9062,2896775,3598,Rural,99000,46052,662293,248772.6821638,99740,1644.811155279503,0.03718768063692395,239,40.25,0.02749999999999997,22.137499999999974,4669000,327120,275500,49300,651920,498999.375,11672.5,154860,69310,6296500.780893798,7821.74010048919,2510623.22,1700055.2108413256,1700055.2108413256,2111.8698271320814,4596445.570052473,-1196720.1191586745,3598.4786708074535,-1486.608843675372,-307528.4299475271,-382.0228943447546,4834.255474452555,4758.540145985401,-75.715328467154,722.8874567979369,1450,727.1125432020631,560.3370786516854,870,309.6629213483146
0911,CHICKASAW COUNTY CONSOL,1451712.9860000014,655.696922312558,66700,0,0,6581.653561878953,2800200,15339052.404,6928.207951219511,13120068,2218984.404,2218984.404,3949555.41,2214,5.496836147575836,12877302,5816.306233062331,5925.956639566396,14627983,6607.038392050587,59,194,183,174,154,146,134,150,152,171,195,168,150,126,0.3313,838,46,23,0,28,12,5,25,109,5,72,5,77,0,5,362,79249443,4476040.07,CHICKASAW C,402.7771504479714,0.264,5634791.05,1955.66111,214,142,10,733.4982,584.496,79249.443,35.79468970189702,12408998.596,5604.787080397471,10678427.59,4823.138026196929,17596108,7947,4476040,2021,NA,NA,NA,1520243,646341.7612634,378375,1002.2513116531164,0,639,110.7,0,0,12841200,744720,1029500,98600,1872820,1063572.39,32103,729060,185310,16790765.39,7583.904873532069,2218984.404,4533506.655300001,2218984.404,1002.2513116531165,14571780.986000001,-2257055.666,2021.6983152664861,-1019.4470036133696,-56202.01399999857,-25.38483017163435,4153.669398907104,5116.994535519126,963.3251366120221,881.1770243790645,1449.9999999999998,568.8229756209353,451.5214797136038,870,418.4785202863962
1000,CHOCTAW COUNTY,351452.58833951876,285.733811658145,7250,0,146846.14833951788,5646.785290477926,2800990,9162993.86,7449.58850406504,7042868,2120125.8600000003,7774436.208,2120125.8600000003,1230,2.941601509118056,6945544,5646.783739837399,5725.908943089431,7852318,6383.99837398374,65,91,105,89,96,83,92,103,88,95,99,86,65,62,0.2318,372,5,14,0,16,5,0,5,79,0,82,0,81,0,0,280,277658436,11067317.21,CHOCTAW COU,418.1395733539638,0.29600000000000004,4353851.68,1098.55556,176,106,0,285.11400000000003,364.08,277658.436,225.7385658536585,77881.79200000037,63.31853008130111,5732192.14,4660.31881300813,18110185,14723,11067317,8997,Rural,81400,36777,1236373,356057.88722324,239967,1723.67956097561,0.02058398490881944,312,61.5,0,0,7134000,612480,768500,0,1380980,413415.30000000005,17835,323640,90480,9514446.448339518,7735.322315723185,7774436.208,2568900.54105167,2568900.54105167,2088.5370252452603,6945545.907287848,-8498416.66894833,8997.8188699187,-6909.281844673439,-906772.0927121518,-737.2130835058142,4384.301418439716,4897.09219858156,512.7907801418442,1248.8263895257335,1450,201.17361047426652,645.0725806451613,870,224.92741935483866
1100,CLAIBORNE COUNTY,1292612.4780086037,1088.0576414213838,0,165989.73599999995,176554.02200860382,6502.2069579197005,2801020,8616846.84,7253.238080808081,6623088,1993758.84,2184837.452,1993758.84,1188,2.437681092409674,6431257,5413.5159932659935,5574.989898989899,7384292,6215.7340067340065,39,75,91,87,90,61,83,80,97,93,96,109,73,81,0.5606,588,0,5,0,5,5,5,15,30,11,59,0,44,0,5,179,78029909,5292737.7,CLAIBORNE C,487.34840816509313,0.398,3868931.62,1017.72881,79,89,16,665.9928,472.824,78029.909,65.68174158249158,5199454.548,4376.6452424242425,5390533.16,4537.485824915825,11915825,10030,5292737,4455,Rural,67500,29338,835413,360442.7020964,371360,1678.2481818181818,0.02562318907590326,359,59.400000000000006,0.16059999999999997,190.79279999999997,6890400,274920,645250,157760,1077930,965689.5599999999,17226,511560,104110,9909459.318008604,8341.295722229464,2184837.452,2675554.0158623233,2184837.452,1839.0887643097644,7724621.866008604,-3107900.248,4455.166414141414,-2616.0776498316495,340329.86600860395,286.472951185694,4540.288043478261,5858.315217391304,1318.027173913043,541.2111093339148,1450,908.7888906660852,631.5646258503401,870,238.43537414965988
1420,CLARKSDALE,2334464.216,1102.2021794145421,39150,304591.69800000003,0,6796.899535410766,2801050,14078591.312,6647.115822474032,12061369,2017222.312,2017222.312,3630853.35,2118,112.71631676836104,11613241,5483.116619452314,5694.6973559962225,13447605,6349.199716713881,75,173,167,153,179,121,110,183,110,167,190,164,149,133,0.5653,575,27,17,5,30,15,0,41,52,5,24,5,32,5,5,220,72043654,5040967.68,CLARKSDALE,18.79053592881872,0.516,14527676.69,1745.65093,114,102,20,1197.3054,1092.888,72043.654,34.014945231350325,11430382.688,5396.781250236072,9816751.65,4634.915793201133,17102336,8074,5040967,2380,Town,65400,30223,1470046,616231.62508296,213402,952.4184664778091,0,636,105.9,0.1653,350.10540000000003,12284400,396720,739500,197200,1333420,1736092.8299999998,30711,500250,184440,16413055.528,7749.318001888574,2017222.312,4431524.99256,2017222.312,952.4184664778093,14395833.216000002,-3023745.368,2380.0602832861186,-1427.6418168083094,948228.2160000019,447.6998186968849,6229.0084745762715,5650.0847457627115,-578.92372881356,514.6820728303405,1450,935.3179271696595,371.1339130434783,870,498.8660869565217
0614,CLEVELAND,2292664.688000001,813.578668559263,89900,114737.68799999988,0,5632.884692207239,2800750,19451813.48,6902.701731724627,14951069,4500744.48,6140151.164000001,4500744.48,2818,26.20708102528859,14704672,5218.123491838183,5305.560326472676,16669424,5915.338537970191,68,218,217,203,204,184,247,207,203,219,235,227,206,129,0.4468,869,62,34,0,45,5,5,41,153,15,67,5,77,5,5,450,219291113,12328721.85,CLEVELAND,107.5281904642781,0.405,9162184.58,2530.39444,275,157,25,1259.0824,1141.29,219291.113,77.81799609652236,10529272.836,3736.434647267565,12168679.52,4318.19713271824,27279790,9680,12328721,4374,Town,129500,35789,2073160,841033.26990588,366002,1597.141405251952,0,797,140.9,0.04679999999999995,131.88239999999988,16344400,957000,1138250,246500,2341750,1825669.48,40861,756030,231130,21744478.168,7716.28040028389,6140151.164000001,5871009.10536,5871009.10536,2083.3957080766504,15873469.06264,-6457712.744639999,4374.990010645848,-2291.5943025691977,-795954.9373599999,-282.45384576295237,4536.455142231947,5124.17943107221,587.7242888402625,667.9731762638252,1450,782.0268237361748,421.1760644418872,870,448.8239355581128
2521,CLINTON,789901.7550000027,151.58352619458856,343650,0,0,5418.066522164651,2801090,35716945.3,6854.144175781999,27452788,8264157.300000001,8273302.408,8264157.300000001,5211,38.89745095683939,27710753,5317.741892151219,5268.2379581654195,30607990,5873.726731913261,46,342,324,369,358,383,376,444,405,452,465,468,395,348,0.1769,1262,237,49,0,66,21,5,31,252,5,74,5,114,0,5,630,295475086,19754262.53,CLINTON,133.9676475402495,0.155,9536034.84,4786.26257,432,185,10,921.8259,807.705,295475.086,56.70218499328344,22334687.592,4286.065552101324,22343832.7,4287.82051429668,47207050,9059,19754262,3790,Rural,167600,62362,2332623,1518946.77230744,423413,1585.9062176165803,0,1676,260.55,0,0,30223800,1503360,1341250,98600,2943210,1336647.5550000002,75559.5,1097940,486040,36506847.055,7005.727701976588,8273302.408,9856848.704850001,8273302.408,1587.6611798119363,28233544.647,-11480960.122000001,3790.8774764920363,-2203.2162966800997,-2374445.353,-455.6602097486093,3720.2918660287082,4694.114832535885,973.8229665071772,1647.75883635667,1450,-197.75883635666992,335.5095087163233,870,534.4904912836766
1400,COAHOMA COUNTY,704149.0069454452,712.7014240338513,0,115352.95199999999,180543.5149454454,6030.381773755237,2801110,7457518.38,7548.095526315789,5732004,1725514.38,4089162.924,1725514.38,988,1.8493732558731435,6170910,6245.86032388664,5801.6234817813765,6390794,6468.414979757085,0,49,61,58,78,50,80,87,72,122,82,79,87,63,0.5342,365,0,5,0,5,5,5,15,36,5,24,5,66,5,5,162,146041533,5658673.3,COAHOMA COU,534.2350425271701,0.44,5966637.66,962.591506,107,59,15,527.7896000000001,434.72,146041.533,147.81531680161942,2301631.0760000004,2329.5861093117414,4665279.62,4721.9429352226725,11390677,11529,5658673,5727,Rural,71700,27333,992769,308992.95452468,107670,1746.472044534413,0.03150626744126857,311,49.400000000000006,0.13419999999999999,132.5896,5730400,372360,427750,147900,948010,765294.92,14326.000000000002,317550,90190,8161667.386945445,8260.79695034964,4089162.9239999996,2203650.1944752703,2203650.1944752703,2230.415176594403,5958017.192470174,-3455023.1055247295,5727.4021255060725,-3496.9869489116695,-432776.8075298257,-438.03320600184816,5484.911602209945,5237.624309392265,-247.28729281768028,585.4472208711197,1450,864.5527791288803,294.986301369863,870,575.013698630137
8111,COFFEEVILLE,246846.9069688972,591.9590095177391,0,37621.323000000004,90930.90896889752,5931.330417235719,2801140,3141324.0300000003,7533.151151079137,2414487,726837.03,1406185.228,726837.03,417,1.2403494183040804,2336671,5603.52757793765,5790.136690647482,2691989,6455.6091127098325,0,31,26,27,29,24,33,32,20,28,37,36,44,32,0.5037,131,0,5,0,5,5,0,5,15,5,5,5,21,0,0,67,50220901,1989737.93,COFFEEVILLE,336.1955863777166,0.35100000000000003,2464604.96,368.960894,41,25,5,210.0429,146.36700000000002,50220.901,120.43381534772182,1285803.772,3083.4622829736213,1965151.97,4712.594652278178,4404224,10561,1989737,4771,Rural,74000,38197,307919,117224.65579764,57880,1743.0144604316547,0.0375965058169592,149,20.85,0.10370000000000001,43.242900000000006,2418600,142680,181250,49300,373230,304562.205,6046.5,113970,43210,3388170.9369688975,8125.110160596876,1406185.228,914806.1529816024,914806.1529816024,2193.7797433611568,2473364.783987295,-1074931.7770183976,4771.553788968825,-2577.774045607668,-218624.21601270512,-524.2786954741132,4336.887323943662,5256.760563380281,919.8732394366198,558.09863507712,1450,891.90136492288,441.8320610687023,870,428.1679389312977
4620,COLUMBIA,746253.7919999994,453.37411421628167,7250,0,0,6303.63170838396,2801170,12052505.288,7322.299688942892,9629524,2422981.288,2422981.288,2898791.2800000003,1646,24.845600519653804,9044947,5495.107533414338,5850.25759416768,10736264,6522.6391251518835,5,138,121,140,137,103,98,132,120,120,109,155,106,99,0.3224,498,5,38,0,32,20,0,11,113,5,83,0,65,0,0,363,86535046,6203323.22,COLUMBIA,66.2491533942982,0.298,6256365.45,1419.66006,210,152,5,530.6704000000001,490.508,86535.046,52.5729319562576,8313282.711999999,5050.597030376671,7837472.72,4761.526561360874,15832847,9618,6203323,3768,Town,94100,31430,1456267,459835.41939272,79052,1472.0420947752127,0,469,82.30000000000001,0,0,9546800,730800,1102000,49300,1882100,769472.0800000001,23867.000000000004,433260,136010,12798759.08,7775.673803159174,2422981.288,3455664.9516000003,2422981.288,1472.0420947752127,10375777.792,-3780341.9319999996,3768.7261360874845,-2296.684041312272,-360486.20800000057,-219.00741676792313,3968.0299727520437,5128.337874659401,1160.307901907357,866.5179354128662,1450,583.4820645871338,158.73895582329317,870,711.2610441767068
4420,COLUMBUS,3737594.509999998,1209.57751132686,65250,395986.59,0,6078.1106809061475,2801200,21202624.73,6861.6908511326865,16296779,4905845.73,6158857.2360000005,4905845.73,3090,46.88638155601814,16151073,5226.884466019417,5274.038511326861,18169799,5880.193851132686,95,255,260,250,248,212,191,221,186,250,265,248,193,172,0.5473,1104,45,69,0,61,33,5,31,91,5,109,5,98,5,5,506,219959187,13334111.09,COLUMBUS,65.90399807901962,0.32899999999999996,13193710.86,2717.00049,250,252,15,1691.157,1016.61,219959.187,71.18420291262136,12010941.764,3887.036169579288,13263953.27,4292.541511326861,29630890,9589,13334111,4315,Town,127200,40362,2375056,939256.16621032,337991,1587.6523398058257,0,878,154.5,0.1473,455.157,17922000,870000,1827000,147900,2844900,2452177.65,44805,960480,254620,24940219.24,8071.268362459547,6158857.2360000005,6733859.1948,6158857.2360000005,1993.157681553398,18781362.003999997,-7175253.853999999,4315.246307443365,-2322.0886258899673,611563.0039999969,197.91682977346136,4593.918762088975,5502.707930367505,908.7891682785294,555.3926490623402,1450,894.6073509376598,306.151268115942,870,563.848731884058
1500,COPIAH COUNTY,760860.875595523,345.0616215852715,149350,0,8428.507595523493,5909.112868750805,2801220,15952347.732,7234.624821768708,12268733,3683614.732,3683614.732,3693276.54,2205,4.93409564785735,12820619,5814.339682539682,5564.051247165533,13678802,6203.538321995465,0,163,174,145,151,130,165,171,162,186,197,202,164,163,0.3936,556,103,24,0,24,5,5,21,86,12,58,5,108,0,5,350,131557669,4941811.16,COPIAH COUN,446.89040451770114,0.247,6866971.38,2136.74843,218,118,17,867.888,544.635,131557.669,59.66334195011338,9995187.268,4532.96474739229,9985525.46,4528.58297505669,17210544,7805,4941811,2241,Rural,99400,46493,1483727,671774.403562,137076,1670.5735746031746,6.590435214264989e-4,726,110.25,0,0,12789000,758640,855500,167620,1781760,1258437.6,31972.5,483720,210540,16713208.607595524,7579.6864433539795,3683614.732,4512566.324050792,3683614.732,1670.5735746031746,13029593.875595525,-1258196.4280000003,2241.184199546485,-570.6106249433105,-649208.1244044751,-294.42545324465937,4203.192634560906,5047.478753541077,844.2861189801706,774.0335199495787,1450,675.9664800504213,246.53956834532374,870,623.4604316546763
0220,CORINTH,2993209.8720000014,1202.0923180722903,334950,0,0,6218.822840160643,2801260,15622119.228,6273.943465060241,12491659,3130460.228,3130460.228,3760384.23,2490,81.66326476738158,12920052,5188.775903614458,5016.730522088354,13927349,5593.3128514056225,119,187,193,200,188,182,204,187,174,154,193,176,132,141,0.3242,965,231,35,0,32,5,0,18,98,5,33,5,89,5,5,318,111802151,6702195.74,CORINTH,30.4910660514588,0.27,5945567.09,2147.51111,219,96,15,807.2579999999999,672.3000000000001,111802.151,44.900462248995986,10796888.772,4336.0999084337345,10166964.77,4083.118381526104,19193854,7708,6702195,2691,Town,123400,38646,1309748,731117.53393968,149433,1257.2129429718875,0,642,124.5,0,0,14442000,762120,696000,147900,1606020,1170524.0999999999,36105,839550,186180,18615329.1,7476.035783132531,3130460.228,5026138.857000001,3130460.228,1257.2129429718875,15484868.872000001,-3571735.512,2691.6448755020083,-1434.4319325301208,1557519.8720000014,625.5099887550205,3968.9333333333334,4866.727272727273,897.7939393939396,905.6801344052088,1450,544.3198655947912,154.85284974093264,870,715.1471502590673
1600,COVINGTON COUNTY,1145160.4800000004,438.9269758528171,88450,0,0,5617.3537717133,2801290,18931108,7256.078190877731,14550844,4380264,8160987.716,4380264,2609,6.305562967360604,14578892,5587.923342276735,5577.172863165964,16223200,6218.167880413952,0,241,209,188,195,178,177,208,192,226,229,216,179,103,0.3836,559,61,34,0,65,5,5,36,167,5,51,0,248,0,0,618,291463847,10299071.680000002,COVINGTON C,413.7616281852912,0.28600000000000003,11599438.1,2312.99991,480,131,5,1000.8124,746.1740000000001,291463.847,111.7147746262936,8062212.284,3090.154190877731,11842936,4539.262552702185,24849915,9524,10299071,3947,Rural,77100,38178,2930320,761519.45408596,323221,1678.9053277117669,0,727,130.45000000000002,0,0,15132200,1670400,949750,49300,2669450,1451177.98,37830.50000000001,486330,210830,20076268.48,7695.005166730548,8160987.716,5420592.489600001,5420592.489600001,2077.6513950172484,14655675.9904,-4878479.190400001,3947.51693369107,-1869.8655386738214,-1567524.0096000005,-600.8141087006516,4757.012987012987,4333.522727272727,-423.4902597402597,760.9012978715692,1450,689.0987021284308,578.2128801431127,870,291.78711985688733
1700,DESOTO COUNTY,18390638.155,525.4017699911437,2272150,0,0,5545.017213010314,2801320,234332268.12,6694.633834814159,180112662,54219606.120000005,58630668.768,54219606.120000005,35003,73.49241433175584,181119369,5174.395594663315,5145.635002714053,200813356,5737.032711481873,5,2388,2584,2490,2574,2485,2564,2684,2736,2877,3092,2794,2597,2437,0.1765,7346,1567,749,5,794,292,66,161,598,110,1131,24,1347,13,5,5297,2093952456,121174285.74,DESOTO COUN,476.28044769343376,0.127,51394776.14,30014.9157,2739,2423,133,6178.0295,4445.381,2093952.456,59.82208542124961,142182687.232,4062.014319686884,146593749.88,4188.033879381767,301286947,8607,121174285,3461,Suburb,168500,67038,25877680,10076320.6892928,1562060,1548.9988321001058,0,10920,1750.15,0,0,203017400,9531720,17566750,1311380,28409850,8958142.775,507543.5,6391020,3166800,252722906.275,7220.035604805303,58630668.768,68235184.69425,58630668.768,1675.018391794989,194092237.507,-62543616.971999995,3461.8257217952746,-1786.8073300002857,-6721118.493000001,-192.0154984715591,4887.191690273843,5365.410764872521,478.21907459867816,1630.9926472984307,1450.0000000000002,-180.99264729843048,212.64089300299483,870,657.3591069970051
6811,E. TALLAHATCHIE,364291.3331186855,427.0707305025617,0,2448.9629999999775,132585.39511868515,5808.165771534215,2801410,6141383.13,7199.745756154748,4720395,1420988.13,1551309.0599999998,1420988.13,853,2.320099544837993,4785661,5610.388042203986,5533.874560375147,5262919,6169.893317702227,20,59,60,50,72,40,57,79,55,79,94,70,51,60,0.4033,320,0,5,0,5,5,0,5,24,0,16,5,41,5,0,107,55403895,2587029.16,E. TALLAHAT,367.6566386549431,0.431,4882824.79,770.616667,70,36,5,344.0149,367.643,55403.895,64.95181125439625,3711609.94,4351.242602579133,3841930.87,4504.022121922626,7307424,8566,2587029,3032,Town,65600,31982,647247,264558.55273288,59279,1665.8711957796015,0.02679900455162007,275,42.650000000000006,0.0032999999999999696,2.814899999999974,4947400,243600,261000,49300,553900,498821.60500000004,12368.500000000002,278400,79750,6505674.463118685,7626.81648665731,1551309.0599999998,1756532.1050420452,1551309.0599999998,1818.6507151230946,4954365.403118686,-1035720.1000000003,3032.859507620164,-1214.2087924970695,-308553.5968813142,-361.72754616801194,5831.054054054054,4990.09009009009,-840.9639639639645,769.0322504428732,1450,680.9677495571268,185.246875,870,684.753125
3111,EAST JASPER,227015.93608684465,300.68335905542335,7250,0,118868.45608684498,5670.247449593902,2801380,5637418.07,7466.7789006622525,4333037,1304381.07,2451217.468,1304381.07,755,2.2854885570485277,3672371,4864.067549668875,5739.121854304636,4831041,6398.729801324504,5,59,47,55,65,39,58,50,59,56,62,64,54,64,0.3718,212,5,5,0,5,5,5,25,5,5,20,0,48,0,0,116,87543481,5808166.72,EAST JASPER,330.34512365925144,0.297,3508970.12,682.879915,58,60,5,280.709,224.235,87543.481,115.95163046357617,2379823.532,3152.084148344371,3526659.9299999997,4671.072754966887,10141203,13432,5808166,7692,Rural,75100,31824,639301,230940.74366248,43920,1727.657046357616,0.027145114429514724,244,37.75,0,0,4379000,201840,435000,49300,686140,407028.05,10947.5,184440,70760,5864434.006086845,7767.462259717676,2451217.468,1583397.1816434483,1583397.1816434483,2097.2148101237726,4281036.824443396,-4224769.538356552,7692.936052980132,-5595.72124285636,-550004.1755566038,-728.4823517306013,5197.569105691057,5578.373983739837,380.80487804877976,822.7051632205594,1450,627.2948367794406,207.16981132075472,870,662.8301886792453
1211,ENTERPRISE,364854.1799999997,382.04626178010403,0,0,0,5427.459679581152,2801440,6603157.07,6914.300596858639,5075324,1527833.07,1784787.256,1527833.07,955,5.296080283810711,4969352,5203.509947643979,5314.475392670157,5658641,5925.278534031414,54,75,53,69,63,71,66,64,62,69,76,72,75,69,0.125,291,0,17,0,5,5,0,5,37,5,53,0,37,0,0,164,63742402,3690708.5,ENTERPRISE,180.32203985262188,0.145,1824087.87,798.201117,79,80,5,119.375,138.475,63742.402,66.74597068062828,3873853.744,4056.3913549738218,4130807.93,4325.4533298429315,8766032,9179,3690708,3864,Rural,109200,62896,680199,272743.71950468,123212,1599.8252041884818,0,292,47.75,0,0,5539000,274920,580000,49300,904220,173093.75,13847.5,253170,84680,6968011.25,7296.3468586387435,1784787.256,1881363.0375,1784787.256,1868.8871790575918,5183223.994,-1905921.244,3864.6162303664923,-1995.7290513089006,-475417.00600000005,-497.8188544502618,4147.554878048781,5513.536585365854,1365.9817073170734,2284.7641424475814,1450,-834.7641424475814,423.40893470790377,870,446.59106529209623
6220,FOREST SEPARATE,1449639.2200000007,881.2396474164125,739500,0,0,5922.123796960486,2801470,10959134.53,6662.0878601823715,8423419,2535715.5300000003,2666880.104,2535715.5300000003,1645,18.332709151893855,8395131,5103.423100303951,5120.619452887538,9391539,5709.142249240122,0,152,125,162,149,107,110,125,97,130,146,123,99,92,0.265,182,510,16,0,37,5,5,12,71,5,16,5,80,0,5,243,95245718,5753213.69,FOREST SEPA,89.73032770936987,0.282,4835253.22,1487.47486,188,59,10,435.925,463.88999999999993,95245.718,57.90013252279635,6724658.896,4087.938538601823,6855823.47,4167.673841945289,14176632,8618,5753213,3497,Town,71100,31197,1013349,483513.77772492,26415,1541.468407294833,0,460,82.25,0,0,9541000,654240,427750,98600,1180590,632091.25,23852.5,158340,133400,12408773.75,7543.327507598784,2666880.104,3350368.9125,2666880.104,1621.2037106382977,9741893.646,-3086333.5860000006,3497.3943404255324,-1876.1906297872347,350354.6459999997,212.9815477203647,3942.9922178988327,4593.735408560311,650.7431906614784,1109.1673515511154,1450,340.8326484488846,145.13736263736263,870,724.8626373626373
1800,FORREST COUNTY,1208254.67,567.522155941756,146450,0,0,5535.7702472522315,2801490,14936478.01,7015.724758102396,11480488,3455990.01,5323374.588,3455990.01,2129,6.099294674878881,11758426,5522.980742132457,5392.432127759512,12799963,6012.1949271958665,57,212,221,188,188,196,164,225,198,209,72,61,47,45,0.3396,575,101,28,0,40,14,5,5,142,5,74,5,93,0,5,418,190120521,9137099.36,FORREST COU,349.05675385199805,0.252,9825275.76,1940.25,275,131,10,723.0084,536.508,190120.521,89.30038562705496,7476588.412,3511.7841296383276,9343972.99,4388.9022968529825,20617587,9684,9137099,4291,Rural,110900,39531,1873962,631433.0326775201,233371,1623.2926303428842,0,225,106.45,0,0,12348200,957000,949750,98600,2005350,1048362.18,30870.5,500250,65250,16144732.68,7583.246914044152,5323374.588,4359077.8236,4359077.8236,2047.476666791921,11785654.8564,-4778021.5364,4291.732907468295,-2244.2562406763736,-1014308.1436000001,-476.42467994363506,4504.716346153846,4820.552884615385,315.836538461539,873.341212463811,1450,576.658787536189,405.86260869565217,870,464.13739130434783
