dist_id,district,total_enroll,model_9_total_funding,model_9_pp_funding,model_9_diff_total,model_9_diff_pp,model_9_state_share,model_9_state_share_pp,model_9_state_total_diff,model_9_local_share_total,model_9_local_share_pp,model_9_local_mills_total,base_funding,sped_tier_1_funding,sped_tier_2_funding,sped_tier_3_funding,total_sped_funding,ell_funding,ed_funding,gifted_funding,vocational_funding,conc_pov_funding,sparsity_funding,local_share_expected_total,maep_rev_fy24,maep_fy24_pp,maep_rev_full_funding_fy24,maep_full_pp_fy24,maep_expected_local_total,maep_expected_local_pp,sped_pp_diff,ed_pp_diff,ell_enroll,gifted_enroll,econ_dis_enroll,stpov_enroll,sped_tier_1_enroll,sped_tier_2_enroll,sped_tier_3_enroll,local_funding_28_mill,local_funding_27_pct,totalEnrollment,direct_cert_pct,vocational_enroll,assessed_value,stpov_rate,ada_addon_fy24,teacher_addon_fy24,mill_1_value,mill_1_value_pp,local_share_mills,local_share_pp_mills,local_share_pct,sped_funding,at_risk_funding,cte_funding,local_share_expected_pp,sparsity_weight_adj,conc_pov_weight_adj,conc_pov_adm,sparsity_weighted_enroll,cte_pp_funding
5921,BOONEVILLE,1321,10966576.5,8301.723315669948,1071276.4179999996,810.9586816699475,9547212.288,7227.261383800152,1071276.4180000015,1419364.2119999998,1074.4619318697955,1419364.2119999998,8718600,538560,742500,168300,1449360,0,473220,21796.5,303600,0,0,1419364.212,8475935.87,6416.302702,9334019.87,7065.874239,9895300.082,7490.764634,2713.3858921161827,415.6074238493725,0,66.05,239,291,136,90,15,1419364.212,2520185.365,1321,0.1809,460,50691579,0.22,298956.11,710956.76,50691.579,38.37364042,7914655.658,5991.412307,6813834.505,795434,373889.8257,116419,1074.461932,0,0,0,1661.6025,253.08478260869566
4320,BROOKHAVEN,2586,21742325.484,8407.705136890952,1696189.3839999996,655.9123698909525,15871897.60332,6137.6247499303945,416420.58332000114,5870427.88068,2270.080386960557,6022839.676,17067600,1092960,948750,112200,2153910,38280,2001780,42669.00000000001,368280,69806.48400000008,0,4590659.075,15455477.02,5976.595909,17002441.02,6574.8031789999995,20046136.1,7751.792767,1362.1172069825434,1211.7301071216616,29,129.3,1011,724,276,115,10,6022839.676,4590659.075,2586,0.3909,558,215101417,0.28,578745.37,1416898.65,215101.417,83.17920224,10979601.34,4245.785516,12411781.94,1607701,776720.8617,280855,1775.196858,0,0.04090000000000005,105.76740000000012,3294.2917400000006,503.32437275985666
700,CALHOUN COUNTY,2080,18316139.671656404,8805.83638060404,1618337.2116564028,778.0467346040396,15460917.427656405,7433.133378680964,1618337.207656404,2855222.244,1372.703001923077,2855222.244,13728000,1172160,668250,112200,1952610,176880,1116720,34320,526680,0,780929.6716564036,2855222.244,13842580.22,6655.086644,15225279.22,7319.845779,16697802.46,8027.789646,1509.682170542636,850.0718927304965,134,104,564,674,296,81,10,2855222.244,4110825.389,2080,0.2712,798,101972223,0.324,464211.75,1347776.47,101972.223,49.02510721,12370056.98,5947.142777,11114453.83,1368363,637279.4525,489806,1372.703002,0.04453494835,0,0,2656.85,613.7919799498746
4520,CANTON,3166,27507926.028,8688.542649399875,3785721.228,1195.7426483998752,20080786.00044,6342.636134061908,1789757.65044,7427140.02756,2345.906515337966,8080929.3040000005,20895600,641520,1353000,179520,2174040,406560,3049200,52239.00000000001,645480,284807.0280000001,0,5431176.455,18291028.35,5777.330496,20115468.35,6353.590761,23722204.8,7492.800001,1497.4239766081864,1397.0487179870129,308,158.3,1540,988,162,164,16,8080929.304,5431176.455,3166,0.4863,978,288604618,0.312,718289.38,1698647.97,288604.618,91.15749147,12034539.05,3801.181,14684291.9,1661921,897744.9743,393681,1715.469506,0,0.13630000000000003,431.5258000000001,4167.867579999999,402.5368098159509
800,CARROLL COUNTY,805,7418510.606883293,9215.541126563097,888668.5088832928,1103.936035563097,5415512.743024804,6727.34502239106,381377.97302480415,2002997.8638584893,2488.1961041720365,2510623.22,5313000,372240,313500,56100,741840,43560,681120,13282.5,117480,41175.75000000001,467052.35688329325,1495707.328,5034134.77,6253.583565,5539656.77,6881.561205,6529842.098,8111.605091,580.63503649635,1256.823598255814,33,40.25,344,178,94,38,5,2510623.22,1495707.328,805,0.4275,178,89665115,0.221,180916.36,454766.41,89665.115,111.385236,3029033.55,3762.774596,4043949.442,662293,248772.6822,99740,1858.021525,0.06718768064,0.07750000000000001,62.38750000000001,1053.25125,560.3370786516854
911,CHICKASAW COUNTY CONSOL,2214,19316937.509585127,8724.904024202859,2244666.649585128,1013.8512402028582,17097953.105585128,7722.652712549741,2244666.645585127,2218984.404,1002.2513116531165,2218984.404,14612400,847440,1171500,112200,2131140,60720,1451340,36531,553080,0,471726.50958512776,2218984.404,14853286.46,6708.801472,16361201.46,7389.883225,17072270.86,7711.052784,1669.1174863387978,1098.2240637107775,46,110.7,733,584,214,142,10,2218984.404,4417524.394,2214,0.3313,838,79249443,0.264,492494.54,1240723.92,79249.443,35.7946897,14142217.06,6387.631913,11943677.07,1520243,646341.7613,378375,1002.251312,0.02503163852,0,0,2855.335,451.5214797136038
1000,CHOCTAW COUNTY,1230,11058630.87736002,8990.756810861805,332387.7073600199,270.23390686180574,8072800.540472815,6563.252471929118,-200972.42952718493,2985830.3368872055,2427.5043389326875,7774436.208,8118000,696960,874500,0,1571460,6600,564300,20295,245520,0,532455.8773600194,2452470.202,8273772.97,6726.644691,9083222.97,7384.734122,10726243.17,8720.522904,1188.2517730496456,730.67408,5,61.5,285,364,176,106,0,7774436.208,2452470.202,1230,0.2318,372,277658436,0.296,269270.86,961634.11,277658.436,225.7385659,1308786.762,1064.054278,6630752.768,1236373,356057.8872,239967,1993.878213,0.050583984910000004,0,0,1594.875,645.0725806451613
1100,CLAIBORNE COUNTY,1188,11568468.172980174,9737.767822373884,1883559.4809801746,1585.4877783738839,9383630.720980175,7898.67905806412,1883559.4809801746,2184837.452,1839.0887643097644,2184837.452,7840800,312840,734250,179520,1226610,0,1318680,19602.000000000004,388080,165127.24800000002,609568.9249801738,2184837.452,7500071.24,6313.191279,8261275.24,6953.935387,9684908.692,8152.280044,2126.070652173913,1438.7947415915914,0,59.400000000000006,666,473,79,89,16,2184837.452,2230544.315,1188,0.5606,588,78029909,0.398,267400.93,609582.31,78029.909,65.68174158,6076437.788,5114.846623,6030730.925,835413,360442.7021,371360,1839.088764,0.055623189079999996,0.2106,250.1928,1660.43928,631.5646258503401
1420,CLARKSDALE,2118,18617250.564,8790.0144305949,2940731.403999999,1388.4473095948997,16600028.252,7837.595964117092,2940731.4020000007,2017222.312,952.4184664778093,2017222.312,13978800,451440,841500,224400,1517340,35640,2370060,34947,379500,300963.5640000001,0,2017222.312,13659296.85,6449.148654,15045532.85,7103.651015,15676519.16,7401.567121,200.39830508474552,1465.1866122807019,27,105.9,1197,1093,114,102,20,2017222.312,4062293.87,2118,0.5653,575,72043654,0.516,471224.01,1126703.84,72043.654,34.01494523,13028310.54,6151.232549,10983238.98,1470046,616231.6251,213402,952.4184665,0,0.21530000000000005,456.0054000000001,2820.79554,371.1339130434783
1425,CLARKSDALE COLLEGIATE,600,4982656.8,8304.428,505557.034,842.5950560000001,4495970.963719999,7493.284939533332,505557.03371999925,486685.83627999993,811.1430604666665,486685.83627999993,3960000,162360,165000,0,327360,0,617760,9900,0,67636.80000000003,0,486685.8364,3990413.93,6650.689883,4422362.93,7370.604883,4477099.766,7461.832944,4245.7213114754095,1377.9603349358974,0,30,312,310,41,20,0,486685.8364,1194037.991,511,0.5208,0,17381637.01,0.516,118507.23,113604.7,17381.63701,28.96939502,3935677.094,6559.461823,3228324.939,68371,187836.3755,0,811.1430606,0,0.17080000000000006,102.48000000000003,754.9480000000001,NA
614,CLEVELAND,2818,24638283.384,8743.18076082328,2217454.6339999996,786.889507823279,18498132.22,6564.276870120652,1209255.919999998,6140151.164000001,2178.903890702626,6140151.164000001,18598800,1089000,1295250,280500,2664750,81840,2492820,46497,573540,180036.38400000002,0,5131952.451,17288876.3,6135.158375,19007231.3,6744.936586,22420828.75,7956.291253,1294.507658643326,1311.9831057188244,62,140.9,1259,1141,275,157,25,6140151.164,5131952.451,2818,0.4468,869,219291113,0.405,637882.11,1699925.19,219291.113,77.8179961,12867080.14,4566.032696,13875278.85,2073160,841033.2699,366002,1821.132878,0,0.0968,272.7824,3733.07324,421.1760644418872
2521,CLINTON,5211,40799071.5,7829.413068508923,1408471.8400000036,270.2882065089234,32525769.092,6241.751888696987,1408471.8420000002,8273302.408,1587.6611798119363,8273302.408,34392600,1710720,1526250,112200,3349170,312840,1825560,85981.5,832920,0,0,8273302.408,31117297.25,5971.463683,34272499.25,6576.952456,39390599.66,7559.124862,1621.2870813397126,332.55230802603023,237,260.55,922,808,432,185,10,8273302.408,9253574.798,5211,0.1769,1262,295475086,0.155,1193720.75,2470788.5,295475.086,56.70218499,25999196.84,4989.291277,25018924.45,2332623,1518946.772,423413,1587.66118,0,0,0,6181.6775,335.5095087163233
1400,COAHOMA COUNTY,988,9577254.67874545,9693.577610066246,1015115.4447454512,1027.4447820662463,6991395.915484179,7076.311655348359,389611.7154841786,2585858.7632612716,2617.2659547178864,4089162.9239999996,6520800,423720,486750,168300,1078770,0,1045440,16302.000000000002,240900,120113.13600000001,554929.5427454505,1960355.034,6601784.2,6681.967814,7260574.2,7348.759312,8562139.234,8666.132828,475.14364640883923,1394.7860710227274,0,49.400000000000006,528,435,107,59,15,4089162.924,1960355.034,988,0.5342,365,146041533,0.44,226729.81,643050.39,146041.533,147.8153168,3171411.276,3209.930441,5300219.166,992769,308992.9545,107670,1984.165014,0.061506267440000005,0.18420000000000003,181.98960000000002,1367.01896,294.986301369863
8111,COFFEEVILLE,417,3980375.369094059,9545.264674086473,364411.8510940587,873.8893320864736,2905674.0194386626,6968.043212083124,117455.13943866268,1074701.349655396,2577.221462003348,1406185.228,2752200,162360,206250,56100,424710,0,415800,6880.500000000001,86460,42301.31400000002,252023.55509405863,827744.6376,2788218.88,6686.376211,3065720.88,7351.848633,3615963.518,8671.375342,1644.9436619718317,1421.7873533333334,0,20.85,210,146,41,25,5,1406185.228,827744.6376,417,0.5037,131,50220901,0.351,96067.99,277663.89,50220.901,120.4338153,1659535.652,3979.701803,2237976.242,307919,117224.6558,57880,1984.999131,0.06759650582,0.15370000000000006,64.09290000000003,564.9017900000001,441.8320610687023
4620,COLUMBIA,1646,14419119,8760.096597812879,1182928.1400000006,718.6683728128792,11996137.712,7288.054503037667,1182928.141999999,2422981.288,1472.0420947752127,2422981.288,10863600,831600,1254000,56100,2141700,6600,1051380,27159.000000000004,328680,0,0,2422981.288,10813209.57,6569.38613,11919949.57,7241.767661,13236190.86,8041.428225,1867.6648501362392,1114.0199258003768,5,82.30000000000001,531,491,210,152,5,2422981.288,3218386.384,1646,0.3224,498,86535046,0.298,367442.53,816243.04,86535.046,52.57293196,9496968.282,5769.725566,8701563.186,1456267,459835.4194,79052,1472.042095,0,0,0,2184.715,158.73895582329317
4420,COLUMBUS,3090,28220878.62,9132.970427184466,4008684.1799999997,1297.3087961844658,22062021.384,7139.812745631068,3395502.454,6158857.2360000005,1993.157681553398,6158857.2360000005,20394000,990000,2079000,168300,3237300,59400,3348180,50985,728640,402373.62000000005,0,5545675.511,18666518.93,6040.944638,20539538.93,6647.099977,24212194.44,7835.661631,1667.783365570599,1424.5557858072148,45,154.5,1691,1017,250,252,15,6158857.236,5545675.511,3090,0.5473,1104,219959187,0.329,694447.69,1675292.24,219959.187,71.18420291,14380681.69,4653.942296,14993863.42,2375056,939256.1662,337991,1794.7169940000001,0,0.19730000000000003,609.657,4275.8907,306.151268115942
